dataset,I,gamma_med,gamma_lo,gamma_hi,cor_zeta_med,cor_zeta_lo,cor_zeta_hi,cor_xi_med,cor_xi_lo,cor_xi_hi,p_gamma_pos
BabyView,20,1.1906002132857678,0.7155994247689549,1.6581550437123862,0.42457379094660613,0.27465820610288,0.5395068046897464,0.5309171719647634,0.40398818435956807,0.6125543566661644,1
SEEDLingS,44,0.37043720039894057,-0.08970465273569522,0.8289746303107777,0.09008581814171798,-0.022512498355375263,0.2040814870052622,0.17767828046713963,0.08365842268650561,0.27185120223454395,0.938
