"jj","psi_mean","psi_median"
1,14.726855214,14.7309755
2,16.0010901385,16.001586
3,17.806908916,17.8141095
4,17.1464018183333,17.156044
5,11.7763657716667,11.777925
6,17.8227482138333,17.829272
7,15.2473254346667,15.2558925
8,13.04711241,13.0538795
9,15.4398290323333,15.4442295
10,16.1951523301667,16.199598
11,14.3982109128333,14.398908
12,16.8459834558333,16.85053
13,13.3754352448333,13.38441
14,15.0235009248333,15.025746
15,8.1882824351,8.1924839
16,10.5799158888167,10.5843865
17,16.6974793163333,16.7023345
18,17.0707844288333,17.077323
19,15.869573009,15.8750765
20,17.2617019806667,17.260859
21,12.2489085183333,12.2537325
22,10.3720740114,10.3785025
23,13.8781318601667,13.8784345
24,12.3966797303333,12.3975205
25,13.5503538733333,13.560147
26,12.5137850355,12.5182975
27,11.3973189951667,11.401518
28,13.1456493061667,13.151637
29,15.0702450771667,15.0745525
30,12.2558996545,12.260008
31,12.8494955293333,12.854077
32,15.9462110463333,15.9532825
33,8.14718372705,8.1593567
34,15.138938203,15.148322
35,14.5051657833333,14.516994
36,14.2587719626667,14.264838
37,12.0883008815,12.1003155
38,16.9232424788333,16.9257475
39,11.5564332606667,11.562475
40,10.7664843625,10.771604
41,15.0423631638333,15.048577
42,16.9447577688333,16.9479735
43,12.8245799411667,12.8337325
44,14.0210001496667,14.020181
45,15.5906159416667,15.5938255
46,10.8314511671667,10.8422995
47,16.8109281136667,16.8116645
48,14.8352392843333,14.8390575
49,14.376403829,14.3813505
50,15.5896017073333,15.5955135
51,13.8183641405,13.829801
52,14.0558451681667,14.061346
53,16.9441186958333,16.9386655
54,14.9144614416667,14.921858
55,13.9865756066667,13.9950395
56,15.1306993343333,15.135156
57,12.4884853246667,12.4942085
58,10.679639122,10.6900915
59,11.7485151778333,11.752394
60,17.1213208625,17.1198605
61,15.615728239,15.6238055
62,15.6014813223333,15.607194
63,12.8026879696667,12.8029385
64,13.5739889201667,13.577353
65,14.1494530698333,14.153729
66,15.8991830116667,15.9010165
67,13.836903053,13.8424585
68,10.4025655152333,10.4062795
69,15.6253527686667,15.6314895
70,10.8096745561667,10.80972
71,12.290109304,12.2964385
72,16.3565220533333,16.360295
73,10.5268836215,10.534767
74,12.890953363,12.894165
75,12.4338660413333,12.437384
76,13.5696863475,13.5708495
77,15.4958227328333,15.5008945
78,17.8452093355,17.8404125
79,16.9995973855,16.9256705
80,13.5207991825,13.5219545
81,17.0563305158333,17.0673795
82,15.3654629025,15.3692775
83,15.8036967078333,15.8150625
84,12.7358431273333,12.7397965
85,15.4252832536667,15.430805
86,16.9583126611667,16.9640235
87,15.2875580163333,15.2901705
88,14.941640269,14.9447575
89,14.8153152658333,14.8205885
90,14.1212739671667,14.137021
91,15.7005970845,15.7087195
92,15.9823096966667,15.9862385
93,14.9313074378333,14.9370615
94,14.391321803,14.392813
95,14.7128321195,14.719261
96,7.23454124195,7.23987
97,11.0486696475,11.055913
98,13.0937434873333,13.097582
99,14.6047373735,14.6088895
100,12.9737703111667,12.9785425
101,15.2041325065,15.206965
102,15.4043347441667,15.414703
103,10.4942830143167,10.503439
104,9.05184744661667,9.0564101
105,16.406436702,16.408236
106,10.2895535216667,10.294496
107,15.0167068496667,15.0211915
108,14.3834832756667,14.3821605
109,15.7921148918333,15.797668
110,11.7263015193333,11.7316415
111,13.2211635905,13.234057
112,12.6707604333333,12.6779485
113,14.5862930325,14.587303
114,14.9407552368333,14.947436
115,10.9318099185,10.933789
116,15.9364100036667,15.9377015
117,15.1590446173333,15.1666415
118,15.4749008713333,15.4806495
119,12.0485516388333,12.0567215
120,14.2675264905,14.283339
121,10.4905099312167,10.4991595
122,14.8080836871667,14.810631
123,15.2615761433333,15.2692835
124,12.8878903546667,12.890409
125,14.376537849,14.3779595
126,14.8476957011667,14.8486945
127,13.3790544391667,13.387953
128,14.3946771531667,14.400458
129,15.819805767,15.8230265
130,12.9417102186667,12.9407925
131,14.6208138536667,14.6264535
132,12.520647871,12.530584
133,12.8308271968333,12.8365135
134,14.8985671861667,14.9025935
135,15.4327356888333,15.437418
136,17.3769264178333,17.3797595
137,14.2586872465,14.2622325
138,15.381049749,15.388261
139,14.7017345136667,14.707114
140,14.4340251913333,14.4417985
141,12.7924046133333,12.799783
142,13.752057239,13.7555365
143,13.1447403985,13.1402565
144,13.815277416,13.8226565
145,13.090232056,13.091444
146,14.8848216546667,14.8867585
147,15.0940001658333,15.102899
148,15.3218879565,15.3253345
149,12.358920301,12.3684035
150,12.6522416923333,12.659001
151,17.3103474085,17.3108765
152,13.9691185303333,13.977627
153,15.4469542031667,15.450095
154,16.1793151506667,16.178228
155,14.3068774033333,14.312811
156,12.9382269501667,12.9482045
157,13.7243842078333,13.7302595
158,12.8804739746667,12.888206
159,16.5120487811667,16.5131765
160,14.3046201725,14.314097
161,15.0663577496667,15.070002
162,11.9307116725,11.94187
163,14.4187647631667,14.4191885
164,13.3523580836667,13.361071
165,12.0400015093333,12.0541085
166,13.626011297,13.6318015
167,11.1557169623333,11.1638385
168,15.531135559,15.538389
169,14.6920554085,14.693198
170,8.43964866846667,8.44531715
171,14.5460081318333,14.5472045
172,11.2536907926667,11.2614105
173,17.4069410213333,17.405737
174,13.8670650333333,13.8680875
175,10.24337165625,10.2524815
176,14.1964900513333,14.199512
177,14.8645591421667,14.866467
178,13.9294945515,13.9361825
179,13.4910516711667,13.501732
180,16.5915747433333,16.595168
181,17.5111580436667,17.5054605
182,13.2630985055,13.2670705
183,17.1280246905,17.1333155
184,17.6151842705,17.6163785
185,14.4244041816667,14.432186
186,16.7909119051667,16.794474
187,14.8663943465,14.865776
188,15.1677544733333,15.1769875
189,17.0342020333333,17.0365275
190,13.901177607,13.900776
191,18.2970010288333,18.300568
192,13.0160939355,13.016905
193,10.53178651095,10.5398135
194,17.3825933543333,17.3854395
195,13.4481626228333,13.4543795
196,15.7210342541667,15.7357995
197,10.1590034477333,10.1675505
198,13.9883361368333,13.9849345
