"jj","psi_mean","psi_median"
1,14.817897804,14.8249295
2,16.0318308055,16.001107
3,17.9338435478333,17.93357
4,17.2247899698333,17.228141
5,11.8591453475,11.871448
6,17.9153639231667,17.921577
7,15.3739953953333,15.387963
8,13.1534757375,13.19233
9,15.5208530251667,15.5287435
10,16.2329453908333,16.2283165
11,14.4635008725,14.464483
12,16.9456052726667,16.956942
13,13.4275742236667,13.4493965
14,15.0877489648333,15.0792775
15,8.31743990845,8.3256378
16,10.6803935553333,10.6976425
17,16.7529242448333,16.7462425
18,17.148616508,17.1463735
19,15.9155637611667,15.9112395
20,17.2727103638333,17.2422525
21,12.323007919,12.324833
22,10.48209453425,10.499715
23,14.0071755051667,14.024143
24,12.4742140018333,12.4899385
25,13.6145135515,13.61363
26,12.6088326696667,12.6107945
27,11.501314014,11.527362
28,13.2241358441667,13.2135805
29,15.2194446935,15.2290935
30,12.3535468846667,12.3733615
31,12.8969328068333,12.8987785
32,16.0298834406667,16.041449
33,8.25085460415,8.25017365
34,15.2294867938333,15.2380855
35,14.6184082861667,14.632754
36,14.280446679,14.262958
37,12.141369104,12.1370255
38,17.0407143533333,17.0487255
39,11.636662733,11.634338
40,10.892830354,10.912006
41,15.1570179888333,15.168659
42,17.0035652928333,16.9721695
43,12.86505475,12.8465455
44,14.1636174288333,14.1553
45,15.6738047361667,15.6788975
46,10.9171005693333,10.9318375
47,16.8901441365,16.881781
48,14.9487043723333,14.9679085
49,14.464782111,14.493639
50,15.67839085,15.678739
51,13.8927003518333,13.890346
52,14.1619670706667,14.1699295
53,17.0443338278333,17.059298
54,15.0096919275,15.039677
55,14.0065537316667,13.9766305
56,15.173092462,15.185276
57,12.6069901261667,12.61182
58,10.7678879683333,10.765476
59,11.8755016036667,11.899438
60,17.1233243313333,17.112232
61,15.670203758,15.6654715
62,15.7129251146667,15.735858
63,12.9011999076667,12.902134
64,13.6386024431667,13.6246
65,14.1972998216667,14.203537
66,16.025995453,16.0466915
67,13.8097141975,13.786508
68,10.49960632265,10.512553
69,15.7607707743333,15.7749665
70,10.9168412065,10.934095
71,12.3853910901667,12.3916775
72,16.4614141671667,16.4621005
73,10.594481938,10.576076
74,12.9945717136667,13.0076235
75,12.5550282073333,12.5939755
76,13.6338056483333,13.6869235
77,15.5418552285,15.5196945
78,17.9390388633333,17.9431025
79,17.0510388036667,17.202941
80,13.6193819273333,13.6266685
81,17.160172132,17.170999
82,15.4568601721667,15.4598015
83,15.8526928426667,15.844331
84,12.8621385036667,12.881229
85,15.4374022553333,15.40801
86,16.9949284371667,16.967702
87,15.3316314076667,15.320993
88,14.9993288206667,15.0071215
89,14.9416329275,14.952795
90,14.1516332308333,14.1135255
91,15.777253604,15.760146
92,16.0545243163333,16.0603435
93,15.0073126731667,15.0295905
94,14.4490552621667,14.4657695
95,14.7935472253333,14.801353
96,7.34744817466667,7.3459989
97,11.1368204915,11.139369
98,13.1992717165,13.1984945
99,14.7522675033333,14.769796
100,13.0467875438333,13.06957
101,15.2773001076667,15.2641915
102,15.4899749756667,15.50948
103,10.5879628208333,10.600557
104,9.15775924686667,9.16001645
105,16.4427328365,16.4411345
106,10.3847048762333,10.3915355
107,15.0760211326667,15.0827265
108,14.5071905821667,14.5293285
109,15.8683647256667,15.893876
110,11.8368333851667,11.8615545
111,13.2780359173333,13.2915985
112,12.7328459138333,12.7314355
113,14.6729908458333,14.6738905
114,15.0650501168333,15.090649
115,11.0465187393333,11.080126
116,16.0109199681667,16.0101575
117,15.2614510506667,15.2659295
118,15.6403922568333,15.633842
119,12.1573131785,12.154046
120,14.3058939616667,14.2776755
121,10.6000379128333,10.601163
122,14.9104843575,14.952557
123,15.3139500548333,15.303489
124,12.9824036455,12.9864075
125,14.427764039,14.418948
126,14.8516388488333,14.8564105
127,13.4227324923333,13.3830895
128,14.4994022915,14.505678
129,15.8757571716667,15.8809335
130,13.0238383243333,13.0239485
131,14.670568426,14.668051
132,12.5958316021667,12.591565
133,12.9533436525,12.964521
134,15.002175545,15.0213845
135,15.5089516735,15.4972265
136,17.4777245048333,17.4714635
137,14.3802904916667,14.373763
138,15.452792115,15.4579565
