dataset_name,lab_subject_id,sex,lwl_age,cdi_age,cdi_age_diff,n_trials,n_trials_rt,lwl_short_acc,lwl_long_acc,lwl_rt,lwl_log_rt,cdi_form,cdi_n_items,cdi_n_produces,peekbank_admin_id
adams_marchman_2018,11003,female,17,21,4,30,15,0.626282086711251,0.6525229862665957,840,6.648177989544021,WS,680,236,226
adams_marchman_2018,11003,female,17,21,4,16,5,0.5986796088875245,0.673679773631383,760,6.595743663301313,WS,680,236,227
adams_marchman_2018,11003,female,19,21,2,28,10,0.23511132485815273,0.22367498620772097,2142.5,7.498026345221543,WS,680,236,228
adams_marchman_2018,11003,female,19,21,2,25,13,0.7137785842783612,0.7275380212504835,1059.6153846153843,6.789739531580227,WS,680,236,229
adams_marchman_2018,11009,female,16,22,6,30,11,0.6901728943074924,0.6187216766018669,940.9090909090908,6.6957530219784145,WS,680,359,230
adams_marchman_2018,11009,female,16,22,6,30,16,0.6110374039055771,0.5844830891331367,901.5625,6.754032043366853,WS,680,359,231
adams_marchman_2018,11009,female,18,22,4,31,16,0.6966532632754733,0.6803638057913145,698.4375,6.44666342784753,WS,680,359,232
adams_marchman_2018,11009,female,18,22,4,31,11,0.6416737734051456,0.6183954884109646,931.8181818181818,6.6277254351372745,WS,680,359,233
adams_marchman_2018,11011,male,15,21,6,31,16,0.6100361948986657,0.519646946169484,1068.75,6.885715568647989,WS,680,94,234
adams_marchman_2018,11011,male,16,21,5,32,14,0.5622197859613637,0.5652374344873545,1421.428571428571,7.1844025533366676,WS,680,94,235
adams_marchman_2018,11011,male,18,21,3,28,11,0.5063255828264457,0.5032487537657304,1547.7272727272727,7.1965598357287925,WS,680,94,236
adams_marchman_2018,11011,male,18,21,3,28,15,0.5298403909524483,0.5684626942250163,1330,7.086625726649944,WS,680,94,237
adams_marchman_2018,11014,male,15,21,6,31,14,0.6761698704178234,0.652131101808419,1021.4285714285714,6.82021617583125,WS,680,236,238
adams_marchman_2018,11014,male,15,21,6,31,17,0.6745296992775907,0.7616074566529042,1208.8235294117646,6.9582968505936424,WS,680,236,239
adams_marchman_2018,11014,male,17,21,4,32,15,0.7119767399427881,0.7570814133565869,1063.3333333333333,6.885987794469059,WS,680,236,240
adams_marchman_2018,11014,male,17,21,4,32,15,0.7113426158246973,0.7279479083838423,1178.3333333333333,6.992203888076031,WS,680,236,241
adams_marchman_2018,11035,male,15,23,8,32,8,0.667617853889727,0.6259357594754233,1337.5,7.0144803672491935,WS,680,333,242
adams_marchman_2018,11035,male,16,23,7,32,13,0.6275993231135631,0.635375819680412,1259.6153846153843,7.096138666803336,WS,680,333,243
adams_marchman_2018,11035,male,19,23,4,32,8,0.6885515373125705,0.6476895139350319,1612.5,7.251098894914405,WS,680,333,244
adams_marchman_2018,11035,male,19,23,4,32,13,0.7717706437491302,0.7008042936247555,873.0769230769231,6.729380244731615,WS,680,333,245
adams_marchman_2018,11036,male,16,21,5,26,12,0.5653612583133326,0.5711655151404722,1677.0833333333333,7.346471571435251,WS,680,447,246
adams_marchman_2018,11036,male,16,21,5,28,12,0.6515213941799503,0.6779299569951774,1737.5,7.304019792384855,WS,680,447,247
adams_marchman_2018,11036,male,18,21,3,24,8,0.7242630234713147,0.6608152913135362,996.875,6.887318157838874,WS,680,447,248
adams_marchman_2018,11036,male,19,21,2,26,7,0.681481379563858,0.7183653269610769,1175,6.9761309931223865,WS,680,447,249
adams_marchman_2018,11037,male,15,21,6,30,12,0.654274542200295,0.7078087516407878,1381.25,7.089596855060824,WS,680,381,250
adams_marchman_2018,11037,male,15,21,6,31,12,0.7149112056224888,0.7862430276251169,1129.1666666666667,6.987970834899737,WS,680,381,251
adams_marchman_2018,11037,male,18,21,3,32,17,0.7436605971771522,0.6899672929691854,995.5882352941176,6.79387879801598,WS,680,381,252
adams_marchman_2018,11037,male,18,21,3,31,12,0.7672073372488812,0.749942794584863,893.75,6.769480380397988,WS,680,381,253
adams_marchman_2018,11070,female,15,22,7,32,18,0.6448690598214716,0.590442665068297,919.4444444444443,6.771679886711694,WS,680,264,254
adams_marchman_2018,11070,female,16,22,6,31,12,0.5923734420288592,0.5778132893713738,712.5,6.545746451760678,WS,680,264,255
adams_marchman_2018,11070,female,19,22,3,25,15,0.6960177017099777,0.6334687848128284,625,6.42779505186635,WS,680,264,256
adams_marchman_2018,11070,female,19,22,3,28,12,0.7146295464554593,0.6201351225438524,606.25,6.395025208148163,WS,680,264,257
adams_marchman_2018,11136,male,17,24,7,31,13,0.7534697601252107,0.7197645848622788,888.4615384615385,6.690542110448802,WS,680,165,258
adams_marchman_2018,11136,male,17,24,7,32,14,0.6871437544064278,0.5469431605973583,926.7857142857144,6.681809666939055,WS,680,165,259
adams_marchman_2018,11136,male,19,24,5,31,17,0.7093319711221301,0.625980286667453,883.8235294117648,6.708199474232317,WS,680,165,260
adams_marchman_2018,11136,male,19,24,5,24,12,0.6394262389338857,0.5739142230287592,850,6.640465238500926,WS,680,165,261
adams_marchman_2018,11141,female,16,24,8,31,15,0.7681873983333656,0.71917678491632675,918.3333333333334,6.785593721085068,WS,680,259,262
adams_marchman_2018,11141,female,16,24,8,29,8,0.7530130736107797,0.7297004866348743,1037.5,6.8980962077421974,WS,680,259,263
adams_marchman_2018,11141,female,18,24,6,31,19,0.6612308379705623,0.6557272513956423,942.1052631578948,6.7872538022816835,WS,680,259,264
adams_marchman_2018,11141,female,18,24,6,30,15,0.7577783434779704,0.6953500031170766,1018.3333333333331,6.8077072605671525,WS,680,259,265
adams_marchman_2018,11200,female,15,22,7,27,14,0.5835668102053909,0.5535899775514032,1383.928571428571,7.123323405294643,WS,680,286,266
adams_marchman_2018,11200,female,16,22,6,29,18,0.6900380978953625,0.628217744313256,820.8333333333334,6.683872178330873,WS,680,286,267
adams_marchman_2018,11200,female,17,22,5,27,13,0.6233419293773421,0.5549998130153768,1388.4615384615386,7.097559584491572,WS,680,286,268
adams_marchman_2018,11200,female,18,22,4,23,14,0.44708379457088776,0.4509735151632777,1592.857142857143,7.230805768150801,WS,680,286,269
adams_marchman_2018,11327,male,15,21,6,27,12,0.6169300278420096,0.5882665268464431,1170.8333333333333,6.942504778290469,WS,680,95,270
adams_marchman_2018,11327,male,16,21,5,26,10,0.4837897042167139,0.47426954594065496,2200,7.595635544844234,WS,680,95,271
adams_marchman_2018,11327,male,18,21,3,28,11,0.5112938035554082,0.5612232433916904,1475,7.196007091275982,WS,680,95,272
adams_marchman_2018,11327,male,18,21,3,30,14,0.5007005842566123,0.5276239515978491,1482.142857142857,7.231891510779798,WS,680,95,273
adams_marchman_2018,11417,male,16,21,5,30,10,0.5838706686524523,0.6192266069195129,1585,7.166721612156238,WS,680,59,277
adams_marchman_2018,11417,male,16,21,5,30,14,0.5630730864835796,0.6120655642988694,1596.428571428571,7.230912492192147,WS,680,59,278
adams_marchman_2018,11417,male,18,21,3,29,13,0.7415911187436315,0.6661995713347669,678.8461538461538,6.496765419609224,WS,680,59,279
adams_marchman_2018,11417,male,18,21,3,31,17,0.7092861695670232,0.6975381377432287,829.4117647058823,6.691552509288547,WS,680,59,280
adams_marchman_2018,11611,male,16,22,6,32,17,0.5844714575167569,0.5656326806025997,1282.3529411764707,7.0706793557187915,WS,680,44,281
adams_marchman_2018,11611,male,16,22,6,30,13,0.5941911790564548,0.460788266430486,1057.6923076923076,6.902708438750929,WS,680,44,282
adams_marchman_2018,11611,male,18,22,4,30,9,0.5205989924325717,0.5395221443748948,1052.7777777777778,6.784537847141866,WS,680,44,283
adams_marchman_2018,11611,male,19,22,3,30,13,0.6986139454236706,0.6333388278688921,1078.8461538461538,6.915377587021878,WS,680,44,284
adams_marchman_2018,11655,male,16,21,5,30,14,0.6709815267769973,0.5837294133378084,921.4285714285712,6.65457376828284,WS,680,249,285
adams_marchman_2018,11655,male,16,21,5,30,15,0.7055433446788342,0.6850178761075474,898.3333333333334,6.758216379620327,WS,680,249,286
adams_marchman_2018,11655,male,18,21,3,30,11,0.6920209119469654,0.5935641032074223,904.5454545454544,6.769208552090162,WS,680,249,287
adams_marchman_2018,11655,male,19,21,2,26,14,0.6938511347846259,0.6635717269707222,935.7142857142856,6.716931059665618,WS,680,249,288
adams_marchman_2018,11743,male,16,22,6,30,13,0.7014678308262515,0.6867721532806672,1011.5384615384615,6.8470133459912415,WS,680,43,289
adams_marchman_2018,11743,male,16,22,6,28,18,0.6949708648868753,0.6575241963572243,1113.888888888889,6.853175473662567,WS,680,43,290
adams_marchman_2018,11743,male,18,22,4,32,16,0.676528988467463,0.6096851714680682,1209.375,6.9812324774511785,WS,680,43,291
adams_marchman_2018,11743,male,18,22,4,28,18,0.6947845359024899,0.6588011084419698,1108.3333333333333,6.854828264404509,WS,680,43,292
adams_marchman_2018,12095,male,16,23,7,30,15,0.5865018517161222,0.5537203564405782,691.6666666666666,6.468914033774845,WS,680,210,297
adams_marchman_2018,12095,male,16,23,7,29,12,0.49005951809200854,0.513264511389802,1435.4166666666667,7.225130756278352,WS,680,210,298
adams_marchman_2018,12095,male,19,23,4,32,11,0.44690793497835857,0.46216764830428464,990.9090909090908,6.728376794903815,WS,680,210,299
adams_marchman_2018,12095,male,19,23,4,31,15,0.59600274362273,0.5553048472587289,1025,6.828457850415803,WS,680,210,300
adams_marchman_2018,12297,female,16,22,6,32,17,0.5840598630105643,0.6772498938823732,1779.4117647058824,7.363952581013743,WS,680,289,301
adams_marchman_2018,12297,female,16,22,6,29,15,0.6563547257945037,0.6764603545598892,1076.6666666666667,6.867004809959755,WS,680,289,302
adams_marchman_2018,12297,female,18,22,4,6,1,0.6433954933954934,0.6017957211129215,NA,NA,WS,680,289,303
adams_marchman_2018,12297,female,18,22,4,28,8,0.7218025437333047,0.747484781766859,934.375,6.7742607454777835,WS,680,289,304
adams_marchman_2018,12316,female,15,23,8,32,16,0.5542001051151073,0.5862677290177982,1401.5625,7.121801124058396,WS,680,414,305
adams_marchman_2018,12316,female,15,23,8,31,19,0.7042806950050278,0.6643414664409093,931.578947368421,6.7916064162731,WS,680,414,306
adams_marchman_2018,12316,female,18,23,5,32,15,0.8241590209088164,0.7284116251154166,696.6666666666666,6.538599743718667,WS,680,414,307
adams_marchman_2018,12316,female,18,23,5,31,12,0.6457384913304858,0.6899346107567744,1066.6666666666667,6.885279786752933,WS,680,414,308
adams_marchman_2018,12390,male,16,23,7,32,11,0.5326960549510483,0.5548972300523525,1752.2727272727273,7.239743200105387,WS,1360,37,309
adams_marchman_2018,12390,male,16,23,7,31,11,0.4606910506656272,0.4876103540396032,1200,7.000117215452429,WS,1360,37,310
adams_marchman_2018,12390,male,18,23,5,32,20,0.6943984735225909,0.6985976987864445,982.5,6.8496020772356285,WS,1360,37,311
adams_marchman_2018,12390,male,18,23,5,32,12,0.6044331459447881,0.5525028741935762,1077.0833333333333,6.945421012361343,WS,1360,37,312
adams_marchman_2018,12398,female,16,21,5,31,9,0.5079933423967924,0.5002828785011587,1577.7777777777778,7.140675320571509,WS,680,317,313
adams_marchman_2018,12398,female,16,21,5,32,13,0.4598866089026841,0.5139984355832726,1953.8461538461536,7.477856547526264,WS,680,317,314
adams_marchman_2018,12398,female,18,21,3,31,14,0.4530946659706928,0.4785558345733355,1414.2857142857142,7.092518432759959,WS,680,317,315
adams_marchman_2018,12398,female,18,21,3,30,15,0.5973302134798467,0.5838242389443403,1271.6666666666667,7.00614348190393,WS,680,317,316
adams_marchman_2018,12409,female,16,21,5,31,16,0.5261761363347539,0.6112507999956602,1600,7.237725416866883,WS,680,386,317
adams_marchman_2018,12409,female,16,21,5,30,15,0.785164257365442,0.7727055923610344,881.6666666666667,6.717926236604478,WS,680,386,318
adams_marchman_2018,12409,female,18,21,3,18,4,0.6306171606751952,0.5153979076006461,837.5,6.688262312089132,WS,680,386,319
adams_marchman_2018,12409,female,18,21,3,29,8,0.7848338198927043,0.7202662369015475,859.375,6.654345677351508,WS,680,386,320
adams_marchman_2018,12417,male,17,22,5,29,8,0.4843825156211047,0.5063832069932332,2087.5,7.394295280050172,WS,680,26,321
adams_marchman_2018,12417,male,17,22,5,26,14,0.5382024141432107,0.5713421513776954,1016.0714285714286,6.786120498507129,WS,680,26,322
