"spec","n_kids","channel","term","est","lo","hi","p","model_type"
"SLENA-item (ES, clean)",29,"input","level",-0.382153798352242,-1.18475236814483,0.420444771440349,0.350693265048609,"glmer"
"SLENA-item (ES, clean)",29,"input","acceleration",-2.34822165241023,-5.99717106895086,1.30072776413039,0.207191450304895,"glmer"
"HABLA-sum (ES, count)",103,"input","level",0.35094691580587,0.0955981741471498,0.60629565746459,0.00706446026423179,"glmer"
"HABLA-sum (ES, count)",103,"input","acceleration",0.37889129249887,-0.626018301157446,1.38380088615519,0.459907756561551,"glmer"
"ELENA-sum (EN, count)",24,"input","level",-0.224868876440751,-0.806031719032858,0.356293966151356,0.448222784654148,"glmer"
"ELENA-sum (EN, count)",24,"input","acceleration",1.55247382719613,-0.636898734194486,3.74184638858674,0.164581472285077,"glmer"
