step,epoch,word,n_occurrences,mean_nll,sum_nll
1,0.0005341880341880342,a,50,9.569303,478.465144
1,0.0005341880341880342,about,50,11.256769,562.838449
1,0.0005341880341880342,above,50,10.938421,546.921072
1,0.0005341880341880342,after,50,10.947719,547.385932
1,0.0005341880341880342,airplane,50,10.799133,539.956628
1,0.0005341880341880342,all,50,11.164382,558.219110
1,0.0005341880341880342,alligator,50,10.134375,506.718771
1,0.0005341880341880342,am,50,10.725685,536.284231
1,0.0005341880341880342,and,50,11.369410,568.470492
1,0.0005341880341880342,animal,50,11.067384,553.369223
1,0.0005341880341880342,ankle,5,10.585131,52.925653
1,0.0005341880341880342,another,50,11.056194,552.809698
1,0.0005341880341880342,any,50,11.439159,571.957951
1,0.0005341880341880342,apple,50,10.356167,517.808370
1,0.0005341880341880342,are,50,10.726699,536.334963
1,0.0005341880341880342,arm,50,11.302111,565.105556
1,0.0005341880341880342,around,50,11.055400,552.770012
1,0.0005341880341880342,asleep,50,9.812632,490.631590
1,0.0005341880341880342,at,50,11.730574,586.528706
1,0.0005341880341880342,aunt,42,11.087235,465.663878
1,0.0005341880341880342,awake,50,11.055256,552.762793
1,0.0005341880341880342,away,50,12.150100,607.504989
1,0.0005341880341880342,baby,50,10.409952,520.497589
1,0.0005341880341880342,babysitter,11,11.332534,124.657871
1,0.0005341880341880342,back,50,10.965220,548.260976
1,0.0005341880341880342,backyard,19,10.849899,206.148080
1,0.0005341880341880342,bad,50,11.902284,595.114209
1,0.0005341880341880342,ball,50,11.947524,597.376211
1,0.0005341880341880342,balloon,50,11.574066,578.703314
1,0.0005341880341880342,banana,50,10.880125,544.006270
1,0.0005341880341880342,basement,26,10.797387,280.732067
1,0.0005341880341880342,basket,50,10.813318,540.665901
1,0.0005341880341880342,bat,50,10.793141,539.657058
1,0.0005341880341880342,bath,50,10.119532,505.976596
1,0.0005341880341880342,bathroom,50,11.035792,551.789612
1,0.0005341880341880342,bathtub,31,11.293181,350.088623
1,0.0005341880341880342,be,50,9.968649,498.432467
1,0.0005341880341880342,beach,50,10.181918,509.095887
1,0.0005341880341880342,beads,50,12.027589,601.379443
1,0.0005341880341880342,beans,50,11.359627,567.981335
1,0.0005341880341880342,bear,50,10.015477,500.773869
1,0.0005341880341880342,because,50,10.485098,524.254906
1,0.0005341880341880342,bed,50,10.231437,511.571857
1,0.0005341880341880342,bedroom,50,10.511596,525.579797
1,0.0005341880341880342,bee,50,10.593308,529.665404
1,0.0005341880341880342,before,50,11.955685,597.784234
1,0.0005341880341880342,behind,50,10.612085,530.604227
1,0.0005341880341880342,belly,50,10.979685,548.984260
1,0.0005341880341880342,belt,50,11.154545,557.727245
1,0.0005341880341880342,bench,50,10.989064,549.453197
1,0.0005341880341880342,beside,50,11.888462,594.423104
1,0.0005341880341880342,better,50,10.327413,516.370668
1,0.0005341880341880342,bib,50,10.463307,523.165336
1,0.0005341880341880342,bicycle,50,10.401183,520.059155
1,0.0005341880341880342,big,50,9.960808,498.040394
1,0.0005341880341880342,bird,50,10.811157,540.557872
1,0.0005341880341880342,bite,50,11.332536,566.626822
1,0.0005341880341880342,black,50,11.804875,590.243769
1,0.0005341880341880342,blanket,50,11.110253,555.512627
1,0.0005341880341880342,block,50,10.732777,536.638866
1,0.0005341880341880342,blow,50,11.803763,590.188173
1,0.0005341880341880342,blue,50,12.035536,601.776794
1,0.0005341880341880342,boat,50,10.981559,549.077926
1,0.0005341880341880342,book,50,10.584104,529.205210
1,0.0005341880341880342,boots,50,11.635211,581.760532
1,0.0005341880341880342,bottle,50,10.709700,535.484976
1,0.0005341880341880342,bowl,50,10.538532,526.926613
1,0.0005341880341880342,box,50,10.985214,549.260707
1,0.0005341880341880342,boy,50,11.257520,562.875999
1,0.0005341880341880342,bread,50,10.916632,545.831603
1,0.0005341880341880342,break,50,11.724728,586.236392
1,0.0005341880341880342,breakfast,50,10.343552,517.177601
1,0.0005341880341880342,bring,50,10.189678,509.483887
1,0.0005341880341880342,broken,50,10.098079,504.903926
1,0.0005341880341880342,broom,50,10.830110,541.505485
1,0.0005341880341880342,brother,50,11.066403,553.320166
1,0.0005341880341880342,brown,50,11.308006,565.400299
1,0.0005341880341880342,brush,50,10.614066,530.703303
1,0.0005341880341880342,bubbles,50,12.334115,616.705732
1,0.0005341880341880342,bucket,50,12.335738,616.786880
1,0.0005341880341880342,bug,50,9.978602,498.930119
1,0.0005341880341880342,build,50,10.511343,525.567153
1,0.0005341880341880342,bump,50,10.897266,544.863302
1,0.0005341880341880342,bunny,50,10.285411,514.270529
1,0.0005341880341880342,bus,50,11.955777,597.788830
1,0.0005341880341880342,but,50,11.151462,557.573086
1,0.0005341880341880342,butter,50,11.199960,559.997978
1,0.0005341880341880342,butterfly,50,11.882627,594.131348
1,0.0005341880341880342,button,50,10.801600,540.080020
1,0.0005341880341880342,buy,50,10.256077,512.803853
1,0.0005341880341880342,by,50,11.132005,556.600226
1,0.0005341880341880342,bye,50,11.604738,580.236904
1,0.0005341880341880342,cake,50,10.707663,535.383135
1,0.0005341880341880342,call,50,10.728680,536.434013
1,0.0005341880341880342,camera,50,11.073465,553.673261
1,0.0005341880341880342,camping,31,10.868665,336.928615
1,0.0005341880341880342,can,50,10.461251,523.062549
1,0.0005341880341880342,candy,50,10.884295,544.214763
1,0.0005341880341880342,car,50,10.078443,503.922132
1,0.0005341880341880342,careful,50,10.640219,532.010961
1,0.0005341880341880342,carrots,50,11.769276,588.463822
1,0.0005341880341880342,carry,50,11.734151,586.707534
1,0.0005341880341880342,cat,50,11.112518,555.625918
1,0.0005341880341880342,catch,50,10.985520,549.275998
1,0.0005341880341880342,cereal,50,10.994511,549.725557
1,0.0005341880341880342,chair,50,10.887370,544.368503
1,0.0005341880341880342,chalk,40,10.838374,433.534945
1,0.0005341880341880342,chase,49,11.798510,578.126998
1,0.0005341880341880342,cheek,35,11.513730,402.980545
1,0.0005341880341880342,cheese,50,12.098821,604.941050
1,0.0005341880341880342,chicken,50,10.732520,536.625985
1,0.0005341880341880342,child,50,11.680363,584.018131
1,0.0005341880341880342,chin,50,10.731642,536.582112
1,0.0005341880341880342,chocolate,50,10.459275,522.963740
1,0.0005341880341880342,choo,50,10.627586,531.379309
