pi_alpha_target,sigma_q_needed,multiplicative_factor_per_SD,spread_16_to_84,sigma_q_vs_sigma_r
0.95,NA,NA,NA,NA
0.9,0.2664012011984918,1.305258624976876,1.703700078076525,0.49887865392975994
0.8,0.6535252099192496,1.9223054288569321,3.6952581618128333,1.2238299811221902
0.7,0.8849976271154627,2.422978642030175,5.87082549973439,1.6572989271825143
0.6,1.0674017050763969,2.9078143167665274,8.455384100792386,1.9988795975213423
0.5,1.2228949259850577,3.397007598440555,11.539660623862867,2.2900654044664
0.4,1.3607342135773612,3.8990549902341156,15.202629816869559,2.54819141119356
0.3,1.485840906692234,4.418679548141943,19.52472894916789,2.782473608037891
0.2,1.6012022982746432,4.958991028024875,24.591592016031203,2.9985061765442755
