subj_month,subj,month,duration,duration_hrs,awc_perhr,cvc_perhr,ctc_perhr,awc_outlier,ctc_outlier,cvc_outlier
26_16,26,16,57600,16,1177.375,81.875,28.0625,FALSE,FALSE,FALSE
26_17,26,17,57600,16,782.1875,110.375,30.125,FALSE,FALSE,FALSE
27_06,27,6,57600,16,1086.75,63.25,23.3125,FALSE,FALSE,FALSE
27_07,27,7,57600,16,2181.25,89.6875,34.6875,FALSE,FALSE,FALSE
27_08,27,8,57600,16,1021.8125,67.25,19.375,FALSE,FALSE,FALSE
27_09,27,9,57600,16,1079.125,108.625,30.875,FALSE,FALSE,FALSE
27_10,27,10,57600,16,1334.8125,196.9375,58.75,FALSE,FALSE,FALSE
27_11,27,11,57600,16,984.25,139.3125,38.5625,FALSE,FALSE,FALSE
27_12,27,12,57600,16,2061,164.9375,65.5,FALSE,FALSE,FALSE
27_13,27,13,57600,16,1699.9375,101.75,38.4375,FALSE,FALSE,FALSE
27_14,27,14,57600,16,1294.8125,104.5,45.5625,FALSE,FALSE,FALSE
27_15,27,15,57600,16,1804.6875,106.8125,43.0625,FALSE,FALSE,FALSE
27_16,27,16,57600,16,2107.75,132.4375,67.375,FALSE,FALSE,FALSE
27_17,27,17,57600,16,1330.0625,103.25,38.25,FALSE,FALSE,FALSE
28_06,28,6,43520,12.088888888888889,574.3290441176471,64.6875,17.536764705882355,FALSE,FALSE,FALSE
28_07,28,7,43914,12.198333333333334,479.4917338434212,17.953272304959693,5.3285968028419175,FALSE,FALSE,FALSE
28_08,28,8,40687,11.301944444444445,518.4063705851992,14.068375648241453,3.6276943495465384,FALSE,FALSE,FALSE
28_09,28,9,50721,14.089166666666667,1480.4992015141656,24.77080499201514,11.5691725320873,FALSE,FALSE,FALSE
28_10,28,10,47159,13.099722222222223,1035.4418032613075,13.511736890095209,5.496299751903136,FALSE,FALSE,FALSE
28_11,28,11,38448,10.68,430.5243445692884,56.647940074906366,10.674157303370787,FALSE,FALSE,FALSE
28_12,28,12,44743,12.428611111111111,969.0543772210178,74.02275216234942,25.747044230382404,FALSE,FALSE,FALSE
28_13,28,13,39712,11.03111111111111,894.0169218372281,41.24697824335214,13.416599516518938,FALSE,FALSE,FALSE
28_14,28,14,37235,10.343055555555555,1558.4369544783135,64.48771317308984,27.651403249630725,FALSE,FALSE,FALSE
28_15,28,15,34082,9.467222222222222,1368.8281204154684,109.43019775834752,38.23719265301332,FALSE,FALSE,FALSE
28_16,28,16,40000,11.11111111111111,1328.22,89.73,33.03,FALSE,FALSE,FALSE
28_17,28,17,57600,16,365.9375,56.0625,12.0625,FALSE,FALSE,FALSE
29_06,29,6,50685,14.079166666666667,1325.8597218111868,149.2986090559337,43.04232021308079,FALSE,FALSE,FALSE
29_07,29,7,47564,13.212222222222222,1606.6184509292743,99.37768059877219,31.94012278193592,FALSE,FALSE,FALSE
29_08,29,8,56724,15.756666666666666,2673.408081235456,132.00761582398985,65.05182991326423,FALSE,FALSE,FALSE
29_09,29,9,43515,12.0875,996.4012409513961,152.38883143743536,39.29679420889348,FALSE,FALSE,FALSE
29_10,29,10,46826,13.007222222222222,1805.766027420664,63.88758382095418,22.756588220219538,FALSE,FALSE,FALSE
29_11,29,11,36951,10.264166666666666,1460.3231306324592,155.00527725907284,46.66720792400747,FALSE,FALSE,FALSE
29_12,29,12,45114,12.531666666666666,1418.8854900917677,111.87657933235803,35.51004122888682,FALSE,FALSE,FALSE
29_13,29,13,40858,11.349444444444444,949.3856772235548,128.64065788829606,24.670811101864995,FALSE,FALSE,FALSE
29_14,29,14,35809,9.946944444444444,1190.7174174090312,144.3659415230808,47.351224552486805,FALSE,FALSE,FALSE
29_15,29,15,41636,11.565555555555555,1194.754539340955,134.450955903545,41.76193678547411,FALSE,FALSE,FALSE
29_16,29,16,44096,12.248888888888889,1020.8272859216255,226.30624092888243,51.351596516690854,FALSE,FALSE,FALSE
29_17,29,17,38613,10.725833333333334,1532.748038225468,214.80848418926266,75.05244347758527,FALSE,FALSE,FALSE
30_06,30,6,57600,16,1008.25,34.25,11.25,FALSE,FALSE,FALSE
30_07,30,7,57600,16,1079.375,34.1875,13.9375,FALSE,FALSE,FALSE
30_08,30,8,57600,16,2405.8125,45.125,23.5,FALSE,FALSE,FALSE
30_09,30,9,57600,16,1275.625,53.6875,20.5,FALSE,FALSE,FALSE
30_10,30,10,57600,16,1923.8125,54,23.6875,FALSE,FALSE,FALSE
30_11,30,11,57600,16,1184.5,47.125,13.375,FALSE,FALSE,FALSE
30_12,30,12,57534,15.981666666666667,895.588695380123,11.638335592866826,5.819167796433413,FALSE,FALSE,FALSE
30_13,30,13,57600,16,990.625,71.9375,22.5,FALSE,FALSE,FALSE
30_14,30,14,57600,16,1489.5,89.375,38.9375,FALSE,FALSE,FALSE
30_15,30,15,57600,16,1270.75,59.1875,24,FALSE,FALSE,FALSE
30_16,30,16,57600,16,1688.8125,69.875,29.125,FALSE,FALSE,FALSE
30_17,30,17,57600,16,983.75,54.1875,21.1875,FALSE,FALSE,FALSE
31_06,31,6,57600,16,2044.4375,111.3125,39.0625,FALSE,FALSE,FALSE
31_07,31,7,57600,16,678.0625,64.25,14,FALSE,FALSE,FALSE
31_08,31,8,57600,16,1091.6875,104.6875,24.1875,FALSE,FALSE,FALSE
31_09,31,9,57600,16,1441.3125,113.6875,39.5,FALSE,FALSE,FALSE
31_10,31,10,57600,16,1250,87.125,26.5,FALSE,FALSE,FALSE
31_11,31,11,57600,16,2204.1875,78.6875,36.0625,FALSE,FALSE,FALSE
31_12,31,12,57600,16,1886.0625,113.75,45.6875,FALSE,FALSE,FALSE
31_13,31,13,57600,16,825.25,102.3125,21.625,FALSE,FALSE,FALSE
31_14,31,14,57600,16,552.375,29.4375,10.3125,FALSE,FALSE,FALSE
31_15,31,15,57600,16,879.125,135.25,31.1875,FALSE,FALSE,FALSE
31_16,31,16,57600,16,878.25,63.125,26,FALSE,FALSE,FALSE
31_17,31,17,57600,16,903.25,119.5,33.3125,FALSE,FALSE,FALSE
32_06,32,6,57600,16,1258.5625,69,22.75,FALSE,FALSE,FALSE
32_07,32,7,57600,16,1899.875,35.3125,13.5,FALSE,FALSE,FALSE
32_08,32,8,57600,16,1354.5,45.1875,18.25,FALSE,FALSE,FALSE
32_09,32,9,57600,16,1180.125,63.8125,15.8125,FALSE,FALSE,FALSE
32_10,32,10,57600,16,756.4375,66.1875,15.1875,FALSE,FALSE,FALSE
32_11,32,11,57600,16,1094.8125,45.75,15.625,FALSE,FALSE,FALSE
32_12,32,12,57600,16,1174.0625,38.875,13.1875,FALSE,FALSE,FALSE
32_13,32,13,57600,16,266.5625,5.8125,1.375,FALSE,FALSE,FALSE
32_14,32,14,57600,16,1308.1875,46.875,12.9375,FALSE,FALSE,FALSE
32_15,32,15,57600,16,773.375,60.375,14.25,FALSE,FALSE,FALSE
32_16,32,16,57600,16,723.8125,133.375,29.9375,FALSE,FALSE,FALSE
32_17,32,17,57600,16,485.125,54.8125,12.5,FALSE,FALSE,FALSE
33_06,33,6,48023,13.339722222222223,1602.3572038398268,136.50958915519647,48.05197509526685,FALSE,FALSE,FALSE
33_07,33,7,48075,13.354166666666666,2771.719188767551,162.49609984399376,70.31513260530421,FALSE,TRUE,FALSE
33_08,33,8,46473,12.909166666666666,1567.3358724420632,230.0690723645988,51.97856820089084,FALSE,FALSE,FALSE
33_09,33,9,49173,13.659166666666666,1806.6255872124948,144.07906778109938,53.07790860838265,FALSE,FALSE,FALSE
33_10,33,10,46390,12.886111111111111,1723.017891787023,149.54084932097436,39.655098081483075,FALSE,FALSE,FALSE
33_11,33,11,48074,13.35388888888889,498.2069309814037,114.79801971959895,18.79602279818613,FALSE,FALSE,FALSE
33_12,33,12,45692,12.692222222222222,2337.9672590387813,183.49820537512036,74.84898888208002,FALSE,FALSE,FALSE
33_13,33,13,45410,12.613888888888889,1944.3646773838361,173.9352565514204,70.7949790794979,FALSE,FALSE,FALSE
33_14,33,14,50536,14.037777777777778,1938.3409846446098,226.958999525091,90.61263257875574,FALSE,FALSE,FALSE
33_15,33,15,37160,10.322222222222223,2203.982777179763,496.98600645855754,138.05166846071043,FALSE,TRUE,TRUE
33_16,33,16,34255,9.515277777777778,2849.417603269596,172.77477740475842,77.87476280834915,FALSE,FALSE,FALSE
33_17,33,17,47052,13.07,2458.76052027544,200.76511094108645,103.5195103289977,FALSE,FALSE,FALSE
34_06,34,6,57600,16,187.4375,65.1875,5.4375,FALSE,FALSE,FALSE
34_07,34,7,57600,16,814.875,101.1875,22.4375,FALSE,FALSE,FALSE
34_08,34,8,57600,16,641.75,82.4375,13.9375,FALSE,FALSE,FALSE
34_09,34,9,57600,16,354,81.5625,7.25,FALSE,FALSE,FALSE
34_10,34,10,57600,16,467.75,69.75,13.4375,FALSE,FALSE,FALSE
34_11,34,11,31492,8.747777777777777,439.5402006858885,78.87717515559507,11.888733646640418,FALSE,FALSE,FALSE
34_12,34,12,26858,7.460555555555556,374.6369796708616,194.89165239407254,25.467272321096136,FALSE,FALSE,FALSE
34_13,34,13,26507,7.3630555555555555,176.28550948805977,110.95936922322406,14.26038404949636,FALSE,FALSE,FALSE
34_14,34,14,29208,8.113333333333333,388.24979457682826,72.96631059983567,13.927691043549713,FALSE,FALSE,FALSE
34_15,34,15,24832,6.897777777777778,1285.9213917525774,143.81443298969072,46.391752577319586,FALSE,FALSE,FALSE
34_16,34,16,29700,8.25,857.6969696969697,152.4848484848485,31.151515151515152,FALSE,FALSE,FALSE
34_17,34,17,30688,8.524444444444445,592.0620437956204,98.65745568300312,18.41762252346194,FALSE,FALSE,FALSE
35_06,35,6,42426,11.785,958.0823080186677,248.36656767076792,38.18413237165889,FALSE,FALSE,TRUE
35_07,35,7,42429,11.785833333333333,1722.0674538641024,118.95637417803862,37.84204199957576,FALSE,FALSE,FALSE
35_08,35,8,43295,12.026388888888889,1309.2042961080956,92.79593486545791,24.778842822496824,FALSE,FALSE,FALSE
35_09,35,9,40255,11.181944444444444,1334.025586883617,103.29151658179109,26.560675692460567,FALSE,FALSE,FALSE
35_10,35,10,43795,12.165277777777778,996.6891197625299,63.54150017125242,20.139285306541844,FALSE,FALSE,FALSE
35_11,35,11,38869,10.796944444444444,800.2264015024828,91.04427693020145,19.82042244462168,FALSE,FALSE,FALSE
35_12,35,12,48103,13.361944444444445,1288.8094297652951,136.7315967819055,39.3655281375382,FALSE,FALSE,FALSE
35_13,35,13,34432,9.564444444444444,1562.0353159851302,91.58921933085503,37.43029739776952,FALSE,FALSE,FALSE
35_14,35,14,41611,11.55861111111111,1216.841700511884,239.7346855398813,61.59909639278076,FALSE,FALSE,FALSE
35_15,35,15,37675,10.465277777777779,1031.3151957531518,73.48108825481087,29.621765096217647,FALSE,FALSE,FALSE
35_16,35,16,47357,13.154722222222222,1649.293663027641,113.57138332242329,43.25442912346644,FALSE,FALSE,FALSE
35_17,35,17,43587,12.1075,1942.6801569275242,195.99421845963246,61.03654759446624,FALSE,FALSE,FALSE
36_06,36,6,40342,11.206111111111111,2442.9527539536957,60.23499082841703,28.109662386594614,FALSE,FALSE,FALSE
36_07,36,7,47046,13.068333333333333,1493.6105088636652,107.81788037240148,30.149215661267696,FALSE,FALSE,FALSE
36_08,36,8,40573,11.270277777777778,2225.94336134868,52.43881398959899,19.786557562911295,FALSE,FALSE,FALSE
36_09,36,9,41777,11.604722222222222,1731.019460468679,108.74883308997774,30.590995045120522,FALSE,FALSE,FALSE
36_10,36,10,43906,12.196111111111112,841.4157518334623,66.9065731335125,17.382590078804718,FALSE,FALSE,FALSE
36_11,36,11,43525,12.090277777777779,930.7478460654795,112.23894313612865,23.820792647903502,FALSE,FALSE,FALSE
36_12,36,12,43534,12.092777777777778,609.0412091698443,128.58914871135204,21.748518399411953,FALSE,FALSE,FALSE
36_13,36,13,38510,10.697222222222223,1444.674110620618,148.91716437289014,37.67333160218125,FALSE,FALSE,FALSE
36_14,36,14,42778,11.882777777777777,1087.624479872832,157.95969891065502,25.49908831642433,FALSE,FALSE,FALSE
36_15,36,15,43128,11.98,728.0467445742904,111.60267111853088,17.195325542570952,FALSE,FALSE,FALSE
36_16,36,16,43724,12.145555555555555,1574.897081694264,113.0454670204007,37.95627115542951,FALSE,FALSE,FALSE
36_17,36,17,43117,11.976944444444445,1454.3776236751164,158.88860542245516,43.500243523436225,FALSE,FALSE,FALSE
37_06,37,6,57600,16,1194.625,41.875,14.0625,FALSE,FALSE,FALSE
37_07,37,7,57600,16,974.5625,120.4375,30.875,FALSE,FALSE,FALSE
37_08,37,8,57600,16,617.3125,118.125,25.1875,FALSE,FALSE,FALSE
37_09,37,9,57600,16,617.25,56.9375,17.125,FALSE,FALSE,FALSE
37_10,37,10,57600,16,709.875,67.375,19.5,FALSE,FALSE,FALSE
37_11,37,11,57600,16,718.625,184.25,37.75,FALSE,FALSE,FALSE
37_12,37,12,57600,16,861.875,85.9375,30.75,FALSE,FALSE,FALSE
37_13,37,13,57600,16,536.9375,75.375,19.8125,FALSE,FALSE,FALSE
37_14,37,14,57600,16,569.25,97.6875,23.5,FALSE,FALSE,FALSE
37_15,37,15,57600,16,800.4375,153.75,37.25,FALSE,FALSE,FALSE
37_16,37,16,57600,16,625.625,93.5625,22.4375,FALSE,FALSE,FALSE
37_17,37,17,57600,16,730.8125,121.8125,29.875,FALSE,FALSE,FALSE
38_06,38,6,47362,13.15611111111111,2057.9789704826653,173.60753346564758,58.52793378657996,FALSE,FALSE,FALSE
38_07,38,7,46491,12.914166666666667,2207.111053752339,176.3954313738143,58.61779699296638,FALSE,FALSE,FALSE
38_08,38,8,43651,12.125277777777777,3250.399761746581,223.74745137568442,94.9256603514238,FALSE,TRUE,FALSE
38_09,38,9,48848,13.568888888888889,960.6534556174255,143.26891582050442,31.984932852931543,FALSE,FALSE,FALSE
38_10,38,10,57600,16,1494,110,42,FALSE,FALSE,FALSE
38_11,38,11,48470,13.463888888888889,1441.0398184443986,189.24695688054467,57.78419641015061,FALSE,FALSE,FALSE
38_12,38,12,47071,13.075277777777778,1162.2697626989016,151.96617875124812,40.68747211658983,FALSE,FALSE,FALSE
38_13,38,13,46946,13.040555555555555,2591.3006432922934,192.0163592212329,77.83410727218507,FALSE,FALSE,FALSE
38_14,38,14,46644,12.956666666666667,1579.9588371494726,173.50141497298688,59.73758682788783,FALSE,FALSE,FALSE
38_15,38,15,55758,15.488333333333333,2465.6623264822983,130.03335844183795,57.91455934574411,FALSE,FALSE,FALSE
38_16,38,16,48058,13.349444444444444,2067.2021307586665,262.3330142744184,95.58450206001082,FALSE,FALSE,FALSE
38_17,38,17,50398,13.999444444444444,2411.5242668359856,224.93749751974283,89.00353188618595,FALSE,FALSE,FALSE
39_06,39,6,40401,11.2225,1776.0748496324347,57.295611494764984,21.742036088215638,FALSE,FALSE,FALSE
39_07,39,7,39238,10.899444444444445,2433.518527957592,92.02303889087109,37.157857179264994,FALSE,FALSE,FALSE
39_08,39,8,46272,12.853333333333333,829.201244813278,15.560165975103734,6.613070539419087,FALSE,FALSE,FALSE
39_09,39,9,43440,12.066666666666666,2209.6408839779006,43.50828729281768,13.093922651933703,FALSE,FALSE,FALSE
39_10,39,10,47063,13.073055555555555,1524.2802201304635,107.70244140832502,28.914433843996346,FALSE,FALSE,FALSE
39_11,39,11,32401,9.000277777777777,767.9762970278696,11.88852195919879,3.6665535014351414,FALSE,FALSE,FALSE
39_12,39,12,44607,12.390833333333333,1014.4596139619342,22.032416436882105,5.568632725805367,FALSE,FALSE,FALSE
39_13,39,13,24274,6.7427777777777775,524.116338469144,10.23317129438906,2.6695229463623633,FALSE,FALSE,FALSE
39_14,39,14,39576,10.993333333333334,1107.8532443905397,22.922983626440264,5.457853244390539,FALSE,FALSE,FALSE
39_15,39,15,37316,10.365555555555556,1147.2612284274842,21.417086504448495,6.270768571122306,FALSE,FALSE,FALSE
39_16,39,16,42807,11.890833333333333,747.8870278225525,106.80496180531222,19.847221248861167,FALSE,FALSE,FALSE
39_17,39,17,35150,9.76388888888889,592.8990042674253,62.57752489331436,13.109530583214793,FALSE,FALSE,FALSE
40_06,40,6,46178,12.827222222222222,1278.0631469530945,197.93841223093247,46.07388799861406,FALSE,FALSE,FALSE
40_07,40,7,57600,16,951.3125,131.0625,34.3125,FALSE,FALSE,FALSE
40_08,40,8,57600,16,1067.875,121.5,25.125,FALSE,FALSE,FALSE
40_09,40,9,57600,16,878.5,142.6875,32.375,FALSE,FALSE,FALSE
40_10,40,10,57600,16,1081.875,193.6875,41.4375,FALSE,FALSE,FALSE
40_11,40,11,57600,16,446.5,38,11.6875,FALSE,FALSE,FALSE
40_12,40,12,57600,16,1187,203.875,58.3125,FALSE,FALSE,FALSE
40_13,40,13,57600,16,555.1875,157.1875,24.5625,FALSE,FALSE,FALSE
40_14,40,14,49624,13.784444444444444,893.6159922618087,123.7626954699339,33.443495083024345,FALSE,FALSE,FALSE
40_15,40,15,57600,16,835.0625,125.5625,35.1875,FALSE,FALSE,FALSE
40_16,40,16,57600,16,1055.3125,102.4375,26.375,FALSE,FALSE,FALSE
40_17,40,17,52071,14.464166666666667,643.3830731117129,170.90511033012618,28.760730540992107,FALSE,FALSE,FALSE
41_06,41,6,57600,16,1642.0625,76.875,29,FALSE,FALSE,FALSE
41_07,41,7,57600,16,808.4375,97.25,21.125,FALSE,FALSE,FALSE
41_08,41,8,57600,16,1081.8125,117.5,28.1875,FALSE,FALSE,FALSE
41_09,41,9,57600,16,974.875,83.375,23.5625,FALSE,FALSE,FALSE
41_10,41,10,57600,16,1419.5625,82.625,29.0625,FALSE,FALSE,FALSE
41_11,41,11,57600,16,1142,181.125,50.4375,FALSE,FALSE,FALSE
41_12,41,12,57600,16,960.5625,62.5625,20.875,FALSE,FALSE,FALSE
41_13,41,13,57600,16,1408.875,190.9375,52.25,FALSE,FALSE,FALSE
41_14,41,14,57600,16,1087.0625,107,32.5625,FALSE,FALSE,FALSE
41_15,41,15,57600,16,1388.125,149.75,44.5,FALSE,FALSE,FALSE
41_16,41,16,57600,16,1029.0625,116.0625,35.4375,FALSE,FALSE,FALSE
41_17,41,17,57600,16,1282.75,104.5,35.625,FALSE,FALSE,FALSE
42_06,42,6,57600,16,1899.5,145.5,46.5625,FALSE,FALSE,FALSE
42_07,42,7,57600,16,670.9375,70.75,17.3125,FALSE,FALSE,FALSE
42_08,42,8,57600,16,939.5625,103.4375,25.75,FALSE,FALSE,FALSE
42_09,42,9,57600,16,853.375,97.875,27.625,FALSE,FALSE,FALSE
42_10,42,10,57600,16,1201.25,96.25,29.9375,FALSE,FALSE,FALSE
42_11,42,11,57600,16,1111,129.5625,38.625,FALSE,FALSE,FALSE
42_12,42,12,57600,16,932.3125,113.625,33.6875,FALSE,FALSE,FALSE
42_13,42,13,57600,16,1578.375,123.5,41.1875,FALSE,FALSE,FALSE
42_14,42,14,57600,16,1626.5625,183.625,56.375,FALSE,FALSE,FALSE
42_15,42,15,57600,16,930.6875,88.5,24.3125,FALSE,FALSE,FALSE
42_16,42,16,57600,16,1378.9375,196.1875,62.5625,FALSE,FALSE,FALSE
42_17,42,17,57600,16,1155.1875,130.4375,42.3125,FALSE,FALSE,FALSE
43_06,43,6,38401,10.666944444444445,2410.7184708731543,77.52923100960912,31.030441915575114,FALSE,FALSE,FALSE
43_07,43,7,54478,15.132777777777777,1065.4355886779986,74.40801791548883,23.525092697969825,FALSE,FALSE,FALSE
43_08,43,8,45838,12.732777777777779,1284.0874383699113,88.27610279680614,25.367598935381125,FALSE,FALSE,FALSE
43_09,43,9,56999,15.833055555555555,1153.157072931104,77.36977841716522,20.589834909384376,FALSE,FALSE,FALSE
43_10,43,10,50684,14.078888888888889,1331.4971194065188,77.06574066766632,30.82629626706653,FALSE,FALSE,FALSE
43_11,43,11,47893,13.303611111111111,1407.512580126532,98.77017518217693,34.42674294782118,FALSE,FALSE,FALSE
43_12,43,12,41274,11.465,1769.9084169210641,150.19624945486262,59.659834278238115,FALSE,FALSE,FALSE
43_13,43,13,45181,12.550277777777778,987.0697859719794,126.05298687501383,31.393727451804963,FALSE,FALSE,FALSE
43_14,43,14,43156,11.987777777777778,1361.8871072388545,118.62081749930485,44.87904347020113,FALSE,FALSE,FALSE
43_15,43,15,42475,11.79861111111111,1205.3961153619778,121.11595055915245,39.07239552678046,FALSE,FALSE,FALSE
43_16,43,16,45872,12.742222222222223,1049.1890477851412,71.18067666550401,26.604464597139867,FALSE,FALSE,FALSE
43_17,43,17,47250,13.125,1807.6190476190477,160.83809523809524,57.44761904761905,FALSE,FALSE,FALSE
44_06,44,6,57600,16,278.0625,56.625,5.5625,FALSE,FALSE,FALSE
44_07,44,7,39725,11.034722222222221,876.8684707363122,130.6784140969163,19.665198237885463,FALSE,FALSE,FALSE
44_08,44,8,43622,12.117222222222223,337.86621429553895,91.10999037183072,7.757553528036311,FALSE,FALSE,FALSE
44_09,44,9,40095,11.1375,947.250280583614,98.49607182940517,16.251402918069587,FALSE,FALSE,FALSE
44_10,44,10,57600,16,510.75,74.5,9.75,FALSE,FALSE,FALSE
44_11,44,11,45652,12.681111111111111,475.2738105668974,85.00832384123368,8.832033645842461,FALSE,FALSE,FALSE
44_12,44,12,41404,11.501111111111111,315.8825234276881,132.68283257656265,13.390010626992561,FALSE,FALSE,FALSE
44_13,44,13,46806,13.001666666666667,1057.8643763620048,139.4436610690937,29.611588257915653,FALSE,FALSE,FALSE
44_14,44,14,40144,11.151111111111112,454.8425667596652,67.70625747309685,13.092865683539259,FALSE,FALSE,FALSE
44_15,44,15,33907,9.418611111111112,1212.386822779957,197.90603710148346,40.45182410711652,FALSE,FALSE,FALSE
44_16,44,16,37328,10.36888888888889,629.9614230604371,126.82168881268751,23.242606086583795,FALSE,FALSE,FALSE
44_17,44,17,33606,9.335,598.393144081414,128.22710230316014,21.960364220674876,FALSE,FALSE,FALSE
45_06,45,6,45796,12.721111111111112,926.0197397152589,65.63892042973185,16.743820420997466,FALSE,FALSE,FALSE
45_07,45,7,38101,10.58361111111111,1023.1857431563476,86.83236660455107,18.991627516338156,FALSE,FALSE,FALSE
45_08,45,8,50055,13.904166666666667,1350.4584956547797,83.21246628708421,18.483667965238237,FALSE,FALSE,FALSE
45_09,45,9,50458,14.016111111111112,301.22478100598516,55.22216496888501,9.48908002695311,FALSE,FALSE,FALSE
45_10,45,10,19112,5.308888888888889,182.14734198409374,63.478442863122645,3.01381331100879,FALSE,FALSE,FALSE
45_11,45,11,57600,16,364.9375,54.8125,10.875,FALSE,FALSE,FALSE
45_12,45,12,44279,12.299722222222222,463.18119198717227,85.2864789177714,15.61010862937284,FALSE,FALSE,FALSE
45_13,45,13,48842,13.567222222222222,848.2945006346996,69.579460300561,17.837107407559067,FALSE,FALSE,FALSE
45_14,45,14,45346,12.596111111111112,677.7488642879196,73.27658448374719,19.609226833678825,FALSE,FALSE,FALSE
45_15,45,15,41709,11.585833333333333,336.10012227576783,95.63403581960728,12.601596777673883,FALSE,FALSE,FALSE
45_16,45,16,40859,11.349722222222223,534.02188012433,86.3457255439438,14.537800729337476,FALSE,FALSE,FALSE
45_17,45,17,33982,9.439444444444444,885.4334647754695,80.40727443940911,22.670825731269495,FALSE,FALSE,FALSE
46_06,46,6,40291,11.191944444444445,809.6895088233103,118.29937206820381,25.911493882008386,FALSE,FALSE,FALSE
46_07,46,7,38550,10.708333333333334,1012.4824902723735,165.2918287937743,37.63424124513619,FALSE,FALSE,FALSE
46_08,46,8,38246,10.623888888888889,1390.5454165141452,141.47361815614704,30.779689379281493,FALSE,FALSE,FALSE
46_09,46,9,40521,11.255833333333333,2579.2848152809656,166.5802917005997,53.3056933441919,FALSE,FALSE,FALSE
46_10,46,10,39423,10.950833333333334,640.1339319686477,123.82619283159576,30.408644699794536,FALSE,FALSE,FALSE
46_11,46,11,57600,16,593.0625,209.375,36.4375,FALSE,FALSE,FALSE
46_12,46,12,39272,10.908888888888889,963.1595029537584,151.25280097779589,36.20900387044205,FALSE,FALSE,FALSE
46_13,46,13,44574,12.381666666666666,967.2365055862163,141.58029344460897,41.67451877776282,FALSE,FALSE,FALSE
46_14,46,14,38563,10.711944444444445,1100.6405103337395,151.79316961854627,44.43637683790161,FALSE,FALSE,FALSE
46_15,46,15,39114,10.865,1304.6479521398987,168.70685687988956,52.36999539806719,FALSE,FALSE,FALSE
46_16,46,16,39534,10.981666666666667,1742.1763545302776,185.85521323417817,67.56715738351798,FALSE,FALSE,FALSE
46_17,46,17,40864,11.351111111111111,500.920125293657,68.98003132341425,17.178935003915427,FALSE,FALSE,FALSE
01_sf5,01,54,57599.99,15.999997222222222,722.6982504684463,156.87502723524779,34.937506065539246,FALSE,FALSE,FALSE
02_sf5,02,54,57599.99,15.999997222222222,2229.1935120127628,121.25002105035088,40.875007096355404,FALSE,FALSE,FALSE
03_sf5,03,54,57599.99,15.999997222222222,1704.9952960061278,228.75003971354857,63.625011046008865,FALSE,FALSE,FALSE
06_sf5,06,54,57599.99,15.999997222222222,1219.9727118008182,236.5000410590349,47.312508213977125,FALSE,FALSE,FALSE
07_sf5,07,54,57599.99,15.999997222222222,1297.4433502505817,209.7500364149369,58.87501022135594,FALSE,FALSE,FALSE
08_sf5,08,54,46762.74,12.98965,2571.0561870412216,329.57008079509455,103.0050848175278,FALSE,FALSE,FALSE
09_sf5,09,54,57599.99,15.999997222222222,1167.2133276412028,218.62503795573576,72.81251264106123,FALSE,FALSE,FALSE
10_sf5,10,54,57599.99,15.999997222222222,1206.212709411929,273.06254740669226,40.50000703125122,FALSE,FALSE,FALSE
11_sf5,11,54,57599.99,15.999997222222222,3142.3967955549992,127.00002204861494,59.750010373265695,FALSE,FALSE,FALSE
12_sf5,12,54,9702.24,2.6950666666666665,1724.3432444466434,430.04502053134127,93.87522881314007,FALSE,FALSE,FALSE
13_sf5,13,54,57599.99,15.999997222222222,379.5831908998595,155.187526942279,21.187503678386054,FALSE,FALSE,FALSE
14_sf5,14,54,57599.99,15.999997222222222,1226.3058379003191,321.06255574002705,73.2500127170161,FALSE,FALSE,FALSE
16_sf5,16,54,57599.99,15.999997222222222,1211.213335280093,218.31253790148227,67.31251168619995,FALSE,FALSE,FALSE
17_sf5,17,54,57599.99,15.999997222222222,2631.153581797497,171.8125298285642,70.68751227213755,FALSE,FALSE,FALSE
18_sf5,18,54,57599.99,15.999997222222222,1621.4809065071017,351.0625609483613,69.12501200087014,FALSE,FALSE,FALSE
19_sf5,19,54,57599.99,15.999997222222222,2321.212277988243,176.00003055556087,62.18751079644285,FALSE,FALSE,FALSE
20_sf5,20,54,57599.99,15.999997222222222,1372.8271133380406,85.68751487630468,23.062504003906945,FALSE,FALSE,FALSE
22_sf5,22,54,57599.99,15.999997222222222,1034.0214295176092,255.00004427084102,39.68750689019217,FALSE,FALSE,FALSE
25_sf5,25,54,57599.99,15.999997222222222,1477.3965064924491,149.9375260308205,58.06251008029689,FALSE,FALSE,FALSE
27_sf5,27,54,57599.99,15.999997222222222,1240.9433404415522,420.25007296008215,80.062513899742,FALSE,FALSE,FALSE
28_sf5,28,54,57599.99,15.999997222222222,1216.9258362718467,176.12503057726227,56.87500987413366,FALSE,FALSE,FALSE
29_sf5,29,54,57599.99,15.999997222222222,1284.083347931137,148.2500257378517,38.250006640626154,FALSE,FALSE,FALSE
30_sf5,30,54,51469.18,14.296994444444444,1572.8214826814806,166.81827843381225,45.46410104066162,FALSE,FALSE,FALSE
31_sf5,31,54,57599.99,15.999997222222222,1705.5802961076904,287.5000499132031,84.37501464844004,FALSE,FALSE,FALSE
32_sf5,32,54,47295.24,13.137566666666666,1398.2528474324265,260.0938276240907,59.82843093723597,FALSE,FALSE,FALSE
