"jj","psi_mean","psi_median"
1,13.60230538,13.6016225
2,14.8292351155,14.8257675
3,16.55614442,16.546579
4,15.9489417165,15.9463555
5,10.6885832965,10.6852845
6,16.558271061,16.555404
7,14.111886706,14.103989
8,11.971185952,11.9708285
9,14.2921314095,14.2907485
10,15.0339583975,15.028831
11,13.2865545395,13.2865475
12,15.6532411365,15.6540535
13,12.2744776645,12.275704
14,13.897748334,13.896746
15,6.9530448043,6.9524227
16,9.4853845681,9.482893
17,15.5135752215,15.5084975
18,15.858794851,15.856079
19,14.723088829,14.722005
20,16.0355940085,16.035091
21,11.174829324,11.1740525
22,9.2701855711,9.2666425
23,12.7697278245,12.76951
24,11.3169995185,11.310444
25,12.461642267,12.4623955
26,11.4375367485,11.4375895
27,10.31188865015,10.3112525
28,12.0543605895,12.053274
29,13.939993972,13.936849
30,11.1770692585,11.179926
31,11.7446656725,11.7453605
32,14.784337614,14.785764
33,6.89969201645,6.90032965
34,14.0173444575,14.0209085
35,13.3895427045,13.3924
36,13.148281566,13.1488305
37,10.998952092,11.000822
38,15.72913083,15.732919
39,10.472047415,10.4709325
40,9.66856788725,9.6711139
41,13.920168459,13.9187025
42,15.7465678415,15.738863
43,11.713434815,11.716178
44,12.9245596425,12.927416
45,14.4422097465,14.4445505
46,9.7322147569,9.7355604
47,15.615604128,15.6111135
48,13.7152764665,13.718034
49,13.23723888,13.242493
50,14.4356444425,14.438376
51,12.7154713865,12.711018
52,12.9524952795,12.947025
53,15.74676846,15.7473135
54,13.789560118,13.7873295
55,12.8767035085,12.877027
56,14.0093331265,14.0135805
57,11.4030705105,11.4019855
58,9.5814664749,9.5831135
59,10.6673784915,10.665118
60,15.919393439,15.918715
61,14.4714444035,14.46846
62,14.4495135235,14.448653
63,11.714723137,11.7129425
64,12.4759754735,12.477613
65,13.0360383245,13.04143
66,14.740499242,14.740785
67,12.736490617,12.736587
68,9.30115978795,9.30325615
69,14.4709319435,14.473994
70,9.71853189985,9.7198426
71,11.217252744,11.2164495
72,15.185638156,15.187205
73,9.4247226256,9.4201711
74,11.8117654245,11.8142155
75,11.3537959785,11.352396
76,12.459901841,12.458298
77,14.3505385035,14.3498965
78,16.6066394975,16.6089325
79,15.790276138,15.71569
80,12.42483907,12.4240115
81,15.860897589,15.8584975
82,14.229495976,14.2300245
83,14.640475716,14.6351035
84,11.6594843535,11.657177
85,14.2815258515,14.2790225
86,15.74629197,15.73962
87,14.151081096,14.148372
88,13.8108812345,13.810711
89,13.6959408855,13.6912675
90,13.007886217,13.008797
91,14.5482823955,14.5459095
92,14.827739148,14.8289155
93,13.809227468,13.814318
94,13.2722588045,13.2737685
95,13.5888809725,13.589607
96,5.9167610227,5.91952375
97,9.9593245148,9.9593
98,12.00832558,12.0054045
99,13.487563768,13.48704
100,11.879351488,11.8790015
101,14.072061747,14.0730165
102,14.2690252695,14.2640995
103,9.38961664015,9.38968155
104,7.88244728415,7.8852508
105,15.231160362,15.229233
106,9.1742156817,9.1732993
107,13.892365556,13.89062
108,13.2651576995,13.2677545
109,14.616090312,14.6142325
110,10.6461248705,10.647286
111,12.140671426,12.141662
112,11.579525579,11.583844
113,13.471568813,13.472903
114,13.816410137,13.8184515
115,9.84350485415,9.84217155
116,14.7812760055,14.7803895
117,14.0299530935,14.0283845
118,14.3308229865,14.3297695
119,10.973349357,10.971926
120,13.151404441,13.153828
121,9.3887061646,9.3906482
122,13.6833542725,13.679849
123,14.1187115845,14.1172315
124,11.812903873,11.8105175
125,13.265674406,13.2665755
126,13.719031206,13.714188
127,12.286429312,12.287541
128,13.2808989665,13.2788285
129,14.658423656,14.656839
130,11.8591101795,11.8562725
131,13.5073616535,13.5068795
132,11.443689919,11.4447395
133,11.7559811075,11.7552715
134,13.7854029875,13.7834295
135,14.2921807365,14.287174
136,16.16052514,16.1600735
137,13.1451346215,13.1420375
138,14.2339102215,14.2320615
139,13.5676262625,13.5669905
140,13.322287206,13.324383
141,11.714629292,11.7189565
142,12.64774983,12.6497615
143,12.0357280275,12.032031
144,12.719032312,12.7178195
145,12.0075413975,12.007518
146,13.7503407,13.7471905
147,13.9583668725,13.956791
148,14.1903302055,14.1874045
149,11.265062931,11.2674025
150,11.5714227135,11.571952
151,16.0993448915,16.093389
152,12.852442261,12.8488055
153,14.308195245,14.304751
154,15.02061096,15.017138
155,13.2071063025,13.209431
156,11.851785814,11.854609
157,12.6319264465,12.631053
158,11.796187054,11.7951095
159,15.336151282,15.3362345
160,13.20464114,13.206206
161,13.939319681,13.936867
162,10.85297643,10.8514
163,13.3118190505,13.307881
164,12.2632447805,12.260994
165,10.959904108,10.956557
166,12.52909502,12.5284485
167,10.0642689703,10.0630135
168,14.386761569,14.384973
169,13.570063765,13.5704145
170,7.22812164805,7.23297105
171,13.4232076255,13.4223895
172,10.16811954905,10.169052
173,16.190884411,16.188264
174,12.757128369,12.7561425
175,9.1304457665,9.13150765
176,13.092806237,13.087694
177,13.736664781,13.7367485
178,12.832054819,12.8316085
179,12.3961163235,12.398326
180,15.4074210125,15.405227
181,16.285883822,16.2862535
182,12.1757023235,12.1747875
183,15.9292482695,15.9266985
184,16.386184359,16.3810345
185,13.3194893145,13.3199455
186,15.594156517,15.592171
187,13.7525965795,13.7523615
188,14.0314641335,14.0320235
189,15.8346168665,15.830876
190,12.793324748,12.7931205
191,16.998696803,16.9933885
192,11.924852605,11.9237
193,9.43547062655,9.4320745
194,16.155222399,16.152153
195,12.3596109705,12.3599495
196,14.5729430055,14.574575
197,9.05021847785,9.05002865
198,12.881230512,12.8806735
