"jj","delta_j_mean","delta_j_median"
131,22.51532592175,22.481627
132,22.4167154665,22.3692035
133,23.0541656555,23.001374
134,21.41267119025,21.387601
135,20.54896192125,20.532625
136,21.726979029,21.698572
137,17.0315450035,17.031669
138,20.5492406835,20.5299595
139,21.58401939675,21.5433565
140,18.9436994355,18.9363285
141,21.415835797,21.3936615
142,20.64835464925,20.6282695
143,16.240447003,16.239787
144,20.0388042165,20.0318265
145,22.3105700255,22.2729915
146,21.3041531055,21.2822525
147,23.014710526,22.967835
148,22.8079298245,22.769819
149,23.42507099,23.37037
150,21.71780335325,21.6714985
151,20.049874354,20.038259
152,19.62953300975,19.617974
153,20.55041378275,20.531873
154,21.70777408425,21.6804235
155,20.653476347,20.644331
156,22.33797485725,22.298532
157,20.836005049,20.8146975
158,18.39742674325,18.3944985
159,20.54326186225,20.5297745
160,20.3211831585,20.3132375
161,20.6490067575,20.641462
162,17.3980981695,17.396144
163,21.047677548,21.026993
164,21.99242957475,21.936127
165,19.4924569265,19.4835545
166,18.93720562075,18.9324215
167,20.3721211335,20.363335
168,21.7086280165,21.6778295
169,22.79897301875,22.754987
170,21.2690345285,21.2413165
171,17.3673258995,17.365397
172,17.9531361735,17.9502255
173,21.29865802675,21.267388
174,21.056792328,21.035742
175,17.90291557125,17.9031475
176,21.0604467145,21.035671
177,19.08746076125,19.0850685
178,23.06368127625,23.023155
179,25.57695775675,25.3407645
180,20.2320779245,20.2253015
181,25.57876447775,25.3793935
182,18.668263262,18.666154
183,19.533617979,19.521179
184,21.9853751075,21.9384645
185,17.027678237,17.026009
186,20.238189986,20.2239885
187,15.4931621495,15.4936685
188,20.41841234,20.3990405
189,19.3974894575,19.3943485
190,19.185839119,19.1798645
191,25.01431847675,24.886623
192,20.8234277295,20.8048315
193,22.431400616,22.3901605
194,25.0402534995,24.891285
195,22.33308596,22.2959625
196,15.70892191175,15.7090335
197,16.15994993725,16.1563325
198,20.15073510525,20.140986
199,23.0200754725,22.982457
200,15.312404418,15.311186
