"jj","delta_j_mean","delta_j_median"
1,21.05876458125,21.0450575
2,17.08884998025,17.0862845
3,23.81608088375,23.726594
4,20.60313828675,20.587493
5,20.821704361,20.809613
6,17.043187558,17.0426605
7,23.97455978625,23.885967
8,19.883120624,19.8742945
9,20.48749902525,20.4693875
10,14.70224042925,14.7023665
11,16.164080763,16.1653325
12,17.52913547675,17.5290325
13,21.4123720415,21.3859595
14,18.94450569275,18.93832
15,18.30838152425,18.305459
16,19.091028471,19.083845
17,19.5921519115,19.5886585
18,17.72282642375,17.7219455
19,20.0439562485,20.032729
20,19.31796785775,19.313649
21,17.99626692025,17.994447
22,18.799630347,18.7926435
23,18.73595157075,18.731551
24,23.06756544975,23.00895
25,22.80894467125,22.7740805
26,19.5258464335,19.51341
27,21.91211479,21.8885435
28,19.7410412,19.7306495
29,23.07501701275,23.0136205
30,20.655751234,20.635805
31,18.54505283525,18.542081
32,20.232316953,20.221843
33,14.891796717,14.8912785
34,21.91596772725,21.8794545
35,20.5456587575,20.539076
36,19.850449897,19.842907
37,23.05789891875,23.0002785
38,16.70607959,16.703652
39,19.39991413425,19.3954535
40,19.34977348675,19.34649
41,18.7134525225,18.709172
42,19.62922316575,19.62451
43,18.104143057,18.1000095
44,18.671670076,18.664123
45,22.31701782175,22.285229
46,18.73097670125,18.7246725
47,22.80715026175,22.759635
48,13.47281005925,13.4723025
49,21.3087338345,21.283941
50,25.54713536275,25.356092
51,19.4305807065,19.417535
52,20.111794634,20.0993695
53,20.23817015425,20.2188915
54,17.89739472175,17.899121
55,22.48490224,22.446773
56,22.32479455075,22.2843515
57,18.05321917525,18.0508205
58,18.370000174,18.3705685
59,20.3181697245,20.3056285
60,21.92027012575,21.8971335
61,22.81950362375,22.7653325
62,24.22098806,24.151125
63,20.55123031125,20.540899
64,18.945643506,18.9400035
65,18.67290385775,18.6606785
66,21.40775128575,21.38352
67,21.29059760925,21.2693505
68,19.529272047,19.519956
69,22.435895187,22.406185
70,22.81359778275,22.770248
71,16.7723083285,16.7736775
72,16.9021902575,16.8998925
73,15.68643962625,15.6844845
74,20.1806008285,20.1691205
75,22.81292431975,22.7759815
76,19.018190916,19.012205
77,16.898627831,16.8921555
78,18.91632418775,18.9154115
79,21.98137376675,21.947393
80,23.83439157075,23.778658
81,20.85450111825,20.8356155
82,18.94513443725,18.9414895
83,25.05108893325,24.921579
84,18.9879222505,18.9800475
85,21.0669980325,21.045406
86,21.0569124675,21.0366065
87,20.44842066175,20.427203
88,20.01590186225,20.0089405
89,21.30507138525,21.2760905
90,21.04795370375,21.032059
91,20.09770619325,20.084616
92,20.17822190575,20.162289
93,20.04668404875,20.039285
94,22.421464926,22.370698
95,22.43469585225,22.3711945
96,18.86861831375,18.870125
97,20.48049742425,20.455839
98,19.30713935125,19.3000115
99,25.54350854,25.3513815
100,20.817344751,20.7934035
101,16.1619124855,16.1618625
102,18.8763114995,18.8723955
103,13.616782368,13.6161245
104,21.724293017,21.690665
105,15.51560889925,15.5170275
106,19.4389209505,19.43459
107,17.12735046875,17.126217
108,22.441166012,22.4078085
109,20.54633242375,20.528309
110,20.45051138075,20.4343365
111,18.925312738,18.921643
112,24.1670524855,24.0852585
113,19.626076854,19.6170725
114,16.247896539,16.248228
115,15.853444769,15.852328
116,23.01050756325,22.95146
117,17.21084415575,17.212182
118,23.02221161125,22.9592095
119,22.43698436075,22.383304
120,18.94880240025,18.9455265
121,24.2171529455,24.154554
122,18.7408363765,18.7429095
123,25.01757285975,24.8965585
124,17.11417951175,17.116354
125,19.10438707825,19.102455
126,18.31374090175,18.30898
127,20.72084272875,20.7047615
128,20.9193368265,20.903739
129,22.4954037085,22.451788
130,17.65533736125,17.655846
