"jj","delta_j_mean","delta_j_median"
84,13.165021706,13.165706
85,16.36871308075,16.3657705
86,10.02647154225,10.0431935
87,15.14119872,15.1385755
88,16.882514704,16.8772735
89,14.148513284,14.1508905
90,12.423635682,12.425158
91,17.00784702525,16.997824
92,14.450348588,14.452425
93,18.36919922775,18.331691
94,16.36859521175,16.3645555
95,15.219269042,15.216641
96,12.84561247925,12.846626
97,14.70190114175,14.696794
98,14.9463061495,14.945291
99,16.3434625395,16.3389965
100,15.988901436,15.982462
101,13.63755875875,13.6393465
102,16.27704653625,16.272197
103,13.18831316025,13.1862285
104,13.3198237645,13.324693
105,16.14059298625,16.1343585
106,14.631153513,14.630873
107,15.87623904825,15.876217
108,14.692931143,14.6921655
109,14.38134036125,14.3821075
110,16.24959414525,16.2462635
111,15.75525808875,15.7502825
112,15.432749359,15.433999
113,11.5526846885,11.5617025
114,10.368833519525,10.377811
115,10.370022948575,10.387474
116,14.01570127175,14.019012
117,16.15554895275,16.1534975
118,17.254526092,17.2352555
119,15.574763271,15.572958
120,16.79278587825,16.7797235
121,15.865189511,15.8521585
122,16.88768158825,16.885409
123,9.600291276275,9.6215424
124,15.97653087925,15.976796
125,17.00455172325,16.9981745
126,11.42514669725,11.435075
127,16.1117671005,16.1093395
128,13.59322279025,13.59448
129,13.96857249275,13.971542
130,16.19424369575,16.1915945
131,12.5718540135,12.573507
132,16.10742741325,16.1012515
133,14.756871692,14.7573865
134,13.11461768,13.117671
135,15.0976244215,15.098972
136,12.9735131395,12.973548
137,15.032672802,15.033694
138,11.826244255,11.8252625
139,14.0093696515,14.0087215
140,15.72775102925,15.7254995
141,15.36654057,15.3651285
142,14.82464219525,14.8246755
143,14.39186194525,14.3919355
144,11.732659549,11.7364915
145,13.69608276725,13.6973285
146,13.2909586765,13.2878575
147,13.47674760175,13.476248
148,14.76387499175,14.7617755
149,16.7046247425,16.698714
150,14.39155513925,14.392924
151,14.758906684,14.7571145
152,10.78250685195,10.7930615
153,15.23881234575,15.2304845
154,14.63065355125,14.628127
155,14.69593207725,14.694548
156,13.23297671425,13.235999
157,18.2950995485,18.2594285
158,17.13279928175,17.113102
159,16.304041349,16.2976035
160,15.717245526,15.713745
161,14.32737628825,14.330934
162,15.75133753825,15.741525
163,15.33508631075,15.3315865
164,13.5371471015,13.5387965
165,14.319600257,14.317149
166,14.88523501425,14.885874
167,15.22241541075,15.223652
168,16.227055139,16.2223235
169,15.373134012,15.365006
170,14.14319815625,14.1420805
171,17.727185851,17.709564
172,17.00333306725,16.9844875
173,14.45530418475,14.450009
174,14.512722518,14.5120855
175,17.26545202025,17.2509405
176,15.8861728335,15.888778
177,17.80299937025,17.784723
178,14.761002701,14.7580305
179,16.2540334255,16.2438735
180,13.88445890525,13.882607
181,17.43492652825,17.422505
182,11.45927848825,11.4612975
183,18.04507369925,18.0192155
184,15.0263582345,15.025022
185,16.04445742325,16.040311
186,17.12632159525,17.119329
187,18.373009774,18.343382
188,13.48189751675,13.480035
189,17.73208232025,17.709974
190,14.5781223045,14.57857
191,17.9142307225,17.894528
192,16.1049213395,16.1018265
193,17.7295285415,17.719483
194,15.8012841035,15.801181
195,18.01589644425,17.9815735
196,14.32004615475,14.32145
197,15.4531258345,15.4591495
198,13.42080875325,13.4251895
199,17.132775469,17.126528
200,14.26530485375,14.2665085
