"jj","delta_j_mean","delta_j_median"
1,15.4248949245,15.4244425
2,16.197693975,16.192392
3,16.543570937,16.5372465
4,15.79010460075,15.789929
5,16.36418118775,16.359293
6,17.93159000475,17.910992
7,16.37271672675,16.366762
8,16.0242090795,16.019795
9,14.02893842675,14.03266
10,16.46519310675,16.459953
11,11.73958768425,11.755084
12,15.4467241715,15.444953
13,18.57845377075,18.540931
14,15.0910252535,15.09685
15,11.9143892535,11.924308
16,13.63087167875,13.634336
17,12.349102828,12.3504795
18,17.608184894,17.587622
19,16.19567927925,16.1896495
20,17.4144939165,17.39755
21,15.75732474225,15.750718
22,14.39493953,14.3897855
23,13.03742877625,13.03049
24,13.05410257675,13.0592225
25,14.569386008,14.5695525
26,13.78973189475,13.7906135
27,15.16382002775,15.1600425
28,14.95912025425,14.9570635
29,15.329345157,15.3282315
30,14.94832853525,14.9435045
31,12.1225362175,12.125051
32,16.6727631105,16.666346
33,10.201888331975,10.210718
34,17.27820085575,17.259596
35,16.4682694895,16.4604215
36,13.8219711715,13.824352
37,15.533311277,15.5392305
38,16.25822622775,16.2528315
39,12.61079198175,12.6140575
40,14.258046512,14.257412
41,11.2494547009,11.257283
42,18.25388279025,18.2263675
43,13.96745175025,13.9689845
44,14.57189713125,14.567321
45,14.38172491025,14.381446
46,13.0413728765,13.0474285
47,17.928069265,17.913052
48,18.93847017875,18.882044
49,17.79247826575,17.773504
50,14.19950994775,14.202497
51,13.96464179925,13.964801
52,15.2614803035,15.2600195
53,13.81168878375,13.807584
54,15.03572294225,15.0347375
55,15.09998563025,15.0990665
56,15.64736596125,15.6455075
57,12.6733460665,12.6767935
58,18.00614854075,17.9895955
59,12.78079958225,12.787468
60,17.73139882375,17.7157005
61,13.9650061595,13.9660025
62,15.59769243975,15.5864525
63,14.571881513,14.569612
64,13.444993421,13.445062
65,16.07709013325,16.075345
66,16.30693446525,16.3016065
67,14.449958344,14.448721
68,15.98405450525,15.979317
69,15.08709193175,15.0877825
70,15.28965024875,15.2844795
71,13.761916963,13.7592255
72,14.20912930325,14.2069595
73,14.904129759,14.9055205
74,13.29457596125,13.2928495
75,17.2662551455,17.2534045
76,12.381209881,12.3781515
77,14.07294391925,14.0727395
78,15.58433225925,15.5842245
79,11.99090643125,11.988525
80,16.49771505025,16.492407
81,15.9045532565,15.9073615
82,14.56815889975,14.567989
83,16.3738696225,16.3699635
