"jj","psi_mean","psi_median"
1,14.51106041,14.5126015
2,15.1680184095,15.1668985
3,16.197009048,16.191285
4,15.8254039735,15.8269605
5,13.4316856205,13.42921
6,16.198692373,16.1986895
7,14.7772899445,14.777376
8,14.0289305155,14.0272965
9,15.1144630575,15.112548
10,15.2810453255,15.284629
11,14.344282873,14.346928
12,15.8397477035,15.8376545
13,14.167472284,14.1692085
14,14.9108591945,14.9102635
15,11.490050508,11.4913935
16,12.823309576,12.8226835
17,15.5658286845,15.5631475
18,15.770550795,15.7694335
19,15.110750041,15.113606
20,15.8826275525,15.877983
21,13.661010189,13.660006
22,12.715886415,12.715929
23,14.092085013,14.092292
24,13.7286879955,13.7277225
25,14.250237298,14.2492585
26,13.7919359985,13.7931965
27,13.242288621,13.243051
28,14.068964588,14.067361
29,14.679152106,14.6799575
30,13.659896288,13.6610195
31,13.9227701385,13.923879
32,15.1462056275,15.1451675
33,11.4413959045,11.4435085
34,14.7236014235,14.72608
35,14.6701806525,14.6700585
36,14.276317861,14.276658
37,13.577733923,13.5779435
38,15.8813036585,15.8786765
39,13.3215346215,13.3178005
40,12.9188835255,12.9217325
41,14.915813215,14.9168135
42,15.705425697,15.7028755
43,13.912836998,13.9134925
44,14.164983014,14.165292
45,14.9525881135,14.951404
46,12.9535613195,12.955387
47,15.621430942,15.625157
48,14.564810993,14.562409
49,14.5989533555,14.602056
50,15.188031595,15.1904415
51,14.3652188495,14.366044
52,14.1771060915,14.178726
53,15.708323272,15.708126
54,14.597840038,14.59638
55,14.4376645495,14.435315
56,14.964757541,14.962351
57,13.777926466,13.780315
58,12.879837983,12.8793585
59,13.4294600685,13.4296725
60,15.805653319,15.8068205
61,14.955242297,14.9533005
62,14.943983869,14.943213
63,13.9138657135,13.9115735
64,14.255913859,14.252864
65,14.5100918465,14.5102335
66,15.1090214515,15.1067355
67,14.063060711,14.0631315
68,12.7269561315,12.7280975
69,14.9599887265,14.958084
70,12.945425539,12.94646
71,13.679671956,13.6793375
72,15.580589394,15.578011
73,12.809700633,12.808737
74,13.953977248,13.9559155
75,13.752912626,13.751858
76,14.2536731495,14.253718
77,15.127126369,15.1287275
78,16.230045957,16.226814
79,17.4162211085,17.380722
80,13.920957778,13.919164
81,15.7719963455,15.7689245
82,14.8399881475,14.841345
83,15.0522324655,15.051807
84,13.891808701,13.892591
85,15.105811792,15.1060715
86,15.662497855,15.6585115
87,15.0396936655,15.035339
88,14.6067344825,14.6062075
89,14.557252172,14.5566685
90,14.495791374,14.495758
91,14.996572243,14.9967855
92,15.165967046,15.16687
93,14.611286969,14.615562
94,14.618372519,14.618464
95,14.4921192325,14.4911665
96,10.9017211405,10.9027765
97,13.071297512,13.0704745
98,14.0493536135,14.050605
99,14.4442264275,14.444276
100,13.9865325615,13.9892145
101,14.751115576,14.7497335
102,14.852460194,14.853819
103,12.7725889355,12.771932
104,11.9741619525,11.971521
105,15.603401496,15.607014
106,12.6678521765,12.6671075
107,14.9186965255,14.9172665
108,14.623807336,14.62214
109,15.049689621,15.049447
110,13.403937822,13.4051085
111,14.103099628,14.104774
112,13.8478878825,13.848299
113,14.706716746,14.706845
114,14.615213391,14.6128895
115,13.007408533,13.004611
116,15.138442497,15.139756
117,14.973623969,14.9728135
118,14.882304342,14.8855555
119,13.5658277825,13.5657565
120,14.55833707,14.558193
121,12.7741766405,12.7733705
122,14.5462326285,14.5453645
123,15.0182777115,15.0157775
124,13.9556589535,13.9564175
125,14.338038724,14.3356125
126,14.821960473,14.822293
127,14.1719860435,14.1715645
128,14.6187611615,14.6167775
129,15.072964969,15.0696535
130,13.9751354245,13.9741805
131,14.4521538005,14.4561705
132,13.439303709,13.441872
133,13.930660331,13.9300655
134,14.59723947,14.59655
135,14.8605995725,14.8591515
136,15.955219829,15.9536265
137,14.2717393065,14.268376
138,14.828152468,14.825024
139,14.49307668,14.495423
140,14.3627348465,14.3626815
141,13.917870977,13.9157455
142,14.3347931665,14.33423
143,13.7211691225,13.7199615
144,14.066953348,14.065174
145,14.047789338,14.047835
146,14.837776057,14.83735
147,14.689733665,14.6867925
148,14.8076325595,14.803338
149,13.704264062,13.7038555
150,13.847422741,13.8488155
151,15.9156635305,15.91486
152,14.431482875,14.43089
153,14.8813236655,14.8827185
154,15.2593359575,15.258265
155,14.585649986,14.58523
156,13.9804951275,13.9805055
157,14.3284461335,14.3298525
158,13.9565032895,13.954908
159,15.441108396,15.439522
160,14.585253751,14.587159
161,14.6850937395,14.6843465
162,13.5077509805,13.5088515
163,14.3666050225,14.3647115
164,13.8303239035,13.830015
165,13.5608672025,13.5590305
166,14.2784479025,14.277058
167,13.120124316,13.1201775
168,14.927678068,14.927078
169,14.490618076,14.4885295
170,11.618936562,11.622327
171,14.6912073515,14.690727
172,13.1763009495,13.1745405
173,15.9735837985,15.9704995
174,14.382504125,14.381459
175,12.6386740955,12.6393315
176,14.534415299,14.5355615
177,14.5741497065,14.574811
178,14.416020789,14.415984
179,14.2239211875,14.223533
180,15.50216017,15.500588
181,16.0329113795,16.0277825
182,14.1217898585,14.1233525
183,15.998769494,15.9956575
184,16.0960413215,16.091971
185,14.365377616,14.365163
186,15.612597116,15.6130645
187,14.5826284065,14.5788795
188,14.735639965,14.7346735
189,15.753571335,15.7518945
190,14.397724297,14.3966555
191,16.479803472,16.473908
192,13.675144564,13.6748985
193,12.797045481,12.7992845
194,15.9572404235,15.9569725
195,14.2089075145,14.2062455
196,15.2584253925,15.259007
197,12.5977986815,12.59561
198,14.4405256035,14.4416405
