"jj","psi_mean","psi_median"
1,14.906693503,14.920815
2,16.162507644,16.168486
3,17.998470438,18.003684
4,17.340765184,17.3658415
5,11.964775514,11.982765
6,18.0144919,18.0209305
7,15.4254229125,15.43957
8,13.244075625,13.2582135
9,15.5959463035,15.6012095
10,16.3729039775,16.375915
11,14.5849905935,14.607705
12,17.0338642685,17.042776
13,13.5442142285,13.558688
14,15.2020086565,15.2296935
15,8.4101766761,8.42893745
16,10.77585169,10.792563
17,16.866308309,16.8708825
18,17.2536399125,17.2730685
19,16.059453981,16.077952
20,17.4624811805,17.4796945
21,12.4428317235,12.4524535
22,10.57748547095,10.58561
23,14.037424313,14.0428985
24,12.5769875055,12.5804635
25,13.739834174,13.760964
26,12.703408486,12.7276435
27,11.5972317405,11.617139
28,13.321906155,13.326728
29,15.248680154,15.2532405
30,12.43324706,12.4406845
31,13.0205071115,13.037469
32,16.137256726,16.1496535
33,8.3637453554,8.38618765
34,15.3331929125,15.3623835
35,14.673254596,14.689968
36,14.4270876465,14.436721
37,12.262246217,12.2915425
38,17.1176277885,17.132378
39,11.7407651685,11.759391
40,10.965751158,10.9835515
41,15.2198710115,15.2273925
42,17.1371287235,17.144165
43,12.9851058785,13.000286
44,14.220628696,14.236889
45,15.7720294875,15.785462
46,11.0194262125,11.030859
47,16.9901304635,16.993339
48,15.013722611,15.0352105
49,14.5108632345,14.5276
50,15.757309893,15.7741795
51,13.9943196235,14.008854
52,14.2299109685,14.2470595
53,17.1306674135,17.1538365
54,15.0993512585,15.1048395
55,14.1615965245,14.17085
56,15.3160864195,15.3289465
57,12.6731413855,12.7011635
58,10.870738764,10.9010725
59,11.9374111905,11.9523565
60,17.322722997,17.337643
61,15.787589824,15.7970955
62,15.7744235955,15.7823695
63,12.9757844245,12.990457
64,13.756693605,13.7913275
65,14.3160485495,14.3198995
66,16.0828639775,16.096506
67,14.0079925705,14.0067825
68,10.60100873795,10.6219695
69,15.794027178,15.7933055
70,11.00586335,11.0213225
71,12.4875511015,12.5146845
72,16.542846003,16.5592815
73,10.72223906365,10.739968
74,13.079787504,13.095079
75,12.618846482,12.6289825
76,13.7297040145,13.74705
77,15.685624975,15.711437
78,18.0523544515,18.063485
79,17.15029952,17.030849
80,13.687223421,13.7069555
81,17.266841308,17.293222
82,15.5589237765,15.579188
83,15.975469732,15.992255
84,12.9220779175,12.9351745
85,15.6017964205,15.609887
86,17.108037512,17.109628
87,15.473935915,15.485239
88,15.1099777805,15.1126555
89,14.988967812,14.990408
90,14.2810712145,14.287824
91,15.8767416115,15.8807275
92,16.164504248,16.1809795
93,15.1162392165,15.139826
94,14.5564145575,14.5575785
95,14.8877633185,14.913098
96,7.4817321606,7.49230045
97,11.2423030525,11.2607685
98,13.2795537675,13.2987295
99,14.7811865455,14.791813
100,13.1509446015,13.1729905
101,15.3694436555,15.3855235
102,15.589936896,15.6000765
103,10.6858408919,10.7053015
104,9.2582246718,9.28199815
105,16.578980826,16.575088
106,10.4832116788,10.505238
107,15.199892152,15.21459
108,14.557748602,14.574887
109,15.957177883,15.9822785
110,11.907968813,11.909765
111,13.4128656545,13.429484
112,12.8272998715,12.843858
113,14.7589544495,14.774988
114,15.092696487,15.0960725
115,11.1260454185,11.143084
116,16.129391521,16.160613
117,15.338534297,15.353787
118,15.6572374725,15.6764265
119,12.246144135,12.2592295
120,14.4271269025,14.442478
121,10.6892799457,10.7094035
122,14.9841605125,15.000441
123,15.4290724005,15.4458945
124,13.0820292105,13.0968595
125,14.5725058565,14.606464
126,15.02737014,15.0464595
127,13.5527820705,13.56946
128,14.5713248435,14.5992035
129,15.9901892975,16.004229
130,13.127788722,13.141897
131,14.7850475995,14.7859345
132,12.7063664955,12.727199
133,13.028247703,13.0444535
134,15.093367368,15.1085105
135,15.625192911,15.642528
136,17.5518218475,17.548633
137,14.4219185075,14.425191
138,15.5501573235,15.563868
139,14.8639561165,14.880112
140,14.619754733,14.63967
141,12.974800366,12.989978
142,13.922961544,13.947955
143,13.315316025,13.331144
144,14.000485698,14.016653
145,13.288018861,13.309361
146,15.055457084,15.0742
147,15.2658679855,15.288187
148,15.4935120425,15.49254
149,12.5309431625,12.549996
150,12.8288814605,12.843279
151,17.504286139,17.5063095
152,14.1282607075,14.1455175
153,15.6379249165,15.656082
154,16.3867326295,16.398189
155,14.48476038,14.50598
156,13.1219155775,13.138545
157,13.8895333265,13.9034385
158,13.0701622235,13.097505
159,16.7091296185,16.7266765
160,14.4918587565,14.500138
161,15.2413122365,15.264671
162,12.1060324715,12.1149375
163,14.6029738275,14.6207935
164,13.548961774,13.5749975
165,12.2281879925,12.2441485
166,13.81100114,13.822374
167,11.337954678,11.345987
168,15.713367025,15.729269
169,14.882822712,14.9105685
170,8.65356907715,8.6711452
171,14.721730042,14.740886
172,11.447704162,11.469744
173,17.6140068725,17.6131225
174,14.0419938855,14.051916
175,10.44212488115,10.456803
176,14.3712674575,14.372284
177,15.0423304025,15.0641195
178,14.1001779945,14.11575
179,13.662499868,13.681566
180,16.771577932,16.7884
181,17.7130584045,17.72519
182,13.434632673,13.4532115
183,17.316962811,17.3292825
184,17.8232814465,17.841826
185,14.6147320395,14.629197
186,16.974085651,16.991508
187,15.0508287275,15.056781
188,15.335218374,15.359595
189,17.215653813,17.224386
190,14.0819003225,14.1034345
191,18.4700028185,18.478716
192,13.179986638,13.2004305
193,10.7296038638,10.7443825
194,17.5913101265,17.6086555
195,13.6248890245,13.642515
196,15.887024906,15.8945765
197,10.3624474301,10.384541
198,14.1636332055,14.178852
