"jj","delta_j_mean","delta_j_median"
1,12.53826313775,12.539144
2,11.7641395625,11.7643815
3,13.6445764245,13.624649
4,11.64968843775,11.6503715
5,14.864813603,14.864192
6,13.027543875,13.0275725
7,14.23139056475,14.23081
8,14.01936919075,14.019619
9,15.5760671085,15.576831
10,16.2161904165,16.214647
11,18.05349186275,18.0518715
12,13.57879082725,13.578948
13,13.0832853265,13.069798
14,12.304647834,12.3055655
15,12.6271042265,12.6263475
16,12.60666572825,12.60622
17,17.0169986835,17.0157795
18,8.466284808675,8.4661368
19,15.11981871225,15.119363
20,10.012427982425,10.013478
21,11.097728949,11.098296
22,9.749202746425,9.74998715
23,15.3551294105,15.3543205
24,13.902244343,13.901683
25,8.4325581188,8.4331261
26,12.96432877075,12.9641425
27,14.13643452,14.1360625
28,19.63610712725,19.6328025
29,17.93570402575,17.9354005
30,8.8646968347,8.86521545
31,11.718268439,11.7184705
32,9.72686437185,9.7265528
33,14.0495459545,14.049831
34,16.20138663275,16.2010455
35,16.0433266355,16.0425975
36,11.0741334185,11.0738025
37,13.8924123495,13.891623
38,15.79158978,15.7901185
39,13.2852958975,13.2868565
40,14.9606205765,14.9602305
41,16.509858173,16.5104355
42,13.391474451,13.392617
43,13.51311392225,13.5136875
44,9.428674429475,9.4289219
45,12.30916150425,12.308612
46,13.273329816,13.273278
47,12.914111086,12.912975
48,13.38194712675,13.382186
49,12.4719148955,12.470608
50,10.129208756525,10.128376
51,15.553803113,15.5537635
52,11.75850104225,11.758817
53,15.905029774,15.9037495
54,14.594330074,14.595469
55,11.41277562175,11.4129365
56,17.0122968615,17.011314
57,16.49108036825,16.490345
58,19.8931660605,19.8925125
59,12.46448578525,12.464742
60,13.2177317325,13.2172315
61,14.43615207625,14.4361445
62,11.461736349,11.461807
63,9.740604206025,9.7402586
64,12.63138117025,12.631935
65,14.06487975625,14.066232
66,14.04775163975,14.048414
67,14.9819152095,14.9824755
68,13.46435618175,13.464862
69,14.95182351925,14.9516945
70,16.21607747675,16.215902
71,11.9410431415,11.9408625
72,14.39195189875,14.3926045
73,8.630021844775,8.63029985
74,15.33885417075,15.339031
75,13.04604693825,13.0460365
76,11.08491067475,11.08443
77,19.729250091,19.72728
78,11.104067589,11.10372
79,12.68030518925,12.680519
80,15.398025447,15.398062
81,13.437212736,13.436843
82,18.6742508055,18.672831
83,15.81943580925,15.818636
84,16.84591001525,16.8464395
85,18.0789699005,18.078019
86,14.63697553625,14.63707
87,12.575200321,12.5764615
88,12.364796342,12.3646405
89,16.16739101825,16.1680935
90,16.18701629275,16.1865485
91,14.75932041325,14.7602035
92,17.911595101,17.91167
93,14.24467848625,14.2451775
94,17.07578023575,17.0753075
95,11.8019205985,11.800881
96,13.64424471625,13.643998
97,10.574511804,10.5753135
98,16.5677274585,16.5664125
99,17.852811513,17.85437
100,15.0846951805,15.0842635
101,13.92319040825,13.92275
102,15.75885477825,15.7584625
103,13.54798577525,13.548023
104,16.74751147625,16.747077
105,11.528472624,11.527495
106,15.03303187625,15.0327045
107,14.27621857375,14.2771815
108,14.63460984875,14.6339135
109,12.94486668025,12.944293
110,11.4285342625,11.4282325
111,12.0693824775,12.069562
112,13.96710644325,13.967693
113,11.46260942275,11.462366
114,12.3486403865,12.3490465
115,16.934912249,16.9344255
116,13.53106933275,13.5300605
117,11.6183039865,11.618777
118,17.85188235225,17.8518125
119,14.936434771,14.936985
120,12.33823273175,12.338727
121,14.7268943915,14.7272095
122,16.43746680375,16.4377245
123,16.46274403475,16.4635975
124,14.69316776375,14.694015
125,15.80365590875,15.8047675
126,10.63534102475,10.6356475
127,14.5636521225,14.5637615
128,15.6514394395,15.6520405
129,14.700113296,14.700483
130,16.1954734135,16.1960655
131,15.9932095805,15.994165
132,18.42394677825,18.4235505
133,13.8867872445,13.886488
134,15.74308034975,15.7427665
135,12.72234730525,12.7224655
136,13.43082859375,13.4323045
137,15.2417160585,15.2422415
138,14.4777309595,14.4768175
139,15.8227543995,15.822237
140,14.21854573575,14.218451
141,14.949015704,14.947987
142,15.966845603,15.9673745
143,12.997124306,12.9966445
144,12.70022506575,12.699971
145,13.4849488865,13.4853645
146,10.9339170885,10.9328145
147,11.52209556775,11.522671
148,13.69926938125,13.6997405
149,12.6321271475,12.6317455
150,13.00908687475,13.008174
151,10.80820421325,10.808762
152,16.6106342205,16.610761
153,16.74763254575,16.748829
154,17.0725989675,17.0724095
155,16.2513188485,16.2517525
156,15.6644263625,15.663242
157,17.682616703,17.682684
158,19.42152944375,19.4209885
159,14.36040017875,14.361651
160,14.46615239425,14.4653425
161,13.87153605775,13.871769
162,16.774019926,16.7740335
163,14.8250052015,14.8254715
164,11.9035175295,11.9034235
165,16.0900049935,16.089098
166,18.959148967,18.9584225
167,16.88643400725,16.886146
168,13.5353290525,13.5353955
169,17.23985006625,17.2394925
170,13.88721588625,13.887424
171,12.0668455605,12.067499
172,15.16045170675,15.161439
173,12.11105126875,12.1107045
174,12.977081496,12.9774335
175,16.53944245575,16.538794
176,12.68955077675,12.690089
177,10.24711049975,10.247175
178,15.207670501,15.207775
179,14.6708176145,14.6700445
180,16.0663088925,16.065783
181,12.24306336525,12.242534
182,14.6070665175,14.6068475
183,14.11141990575,14.1120385
184,15.7361482925,15.7358765
185,15.30452124975,15.303464
186,16.43545759725,16.434944
187,15.31658930225,15.3171155
188,16.1668226545,16.167575
189,14.621152235,14.6206855
190,12.7379620285,12.738468
191,15.3309501805,15.330669
192,14.063297747,14.062476
193,10.55307742425,10.5533775
194,13.989875318,13.990862
195,13.31444241625,13.314227
196,16.56162631375,16.4740815
197,15.770651517,15.772722
198,13.990084429,13.9904745
199,12.20587752,12.205348
200,13.76474183,13.764456
201,13.00340062625,13.003209
202,12.47822707125,12.4782045
203,12.991156191,12.9912395
204,7.88847973745,7.8916839
205,15.9208203225,15.9212685
206,14.403163542,14.402678
207,10.99062005575,10.9897865
208,19.2575200175,19.257218
209,15.946257751,15.9469445
210,14.36043540825,14.3602565
211,14.7913920295,14.790777
212,12.20678326,12.206783
213,13.999719066,13.999833
214,14.81396776175,14.8131815
215,14.13852675875,14.1382705
216,16.8113785055,16.811596
217,14.9225624795,14.922437
218,11.7277253295,11.72761
219,15.2235281,15.223106
220,18.8950296185,18.8936295
221,7.738797479825,7.74106525
222,13.29807304375,13.2993205
223,15.18192899025,15.18059
224,18.189552271,18.1893565
225,17.27033933125,17.270712
226,17.22073013425,17.219874
227,13.13401896675,13.134215
228,13.23490695825,13.2354065
229,10.681811496,10.682469
230,14.1771653395,14.1767115
231,14.70841188475,14.7089145
232,12.48891235125,12.488012
233,12.632780617,12.6328195
234,13.9086826745,13.909536
235,11.93406615925,11.9336975
236,13.460084435,13.4595655
237,18.527728837,18.5286295
238,11.77184660025,11.772729
239,13.6809615585,13.6810065
240,16.765846164,16.7656815
241,15.820146691,15.819943
242,15.55517481975,15.5564485
243,15.74794449975,15.748405
244,11.3593012275,11.3596135
245,12.179746453,12.1797805
246,13.34502284775,13.3450435
247,14.27743306625,14.278429
248,15.54428515525,15.5438135
249,17.5665685055,17.5659485
250,18.1417299365,18.1421355
251,18.75737074625,18.757687
252,17.87578054925,17.8763215
253,18.353120724,18.35284
254,15.0414477895,15.041453
255,14.2356323595,14.2349425
256,17.87191303125,17.8708005
257,16.6506793175,16.6520155
258,10.52759787575,10.528704
259,14.16263621825,14.1619505
260,15.312304142,15.312289
261,16.492222828,16.491763
262,16.83377114875,16.833374
263,15.16820034375,15.167704
264,18.359153491,18.35916
265,12.2847830215,12.2847795
266,11.48952240525,11.4882485
267,14.68269816525,14.6813375
268,14.82222847975,14.8216845
269,12.87425403625,12.874088
270,13.60870131975,13.608991
271,13.87639400975,13.875979
272,10.16638346485,10.1653665
273,8.480498640275,8.4808561
