"jj","delta_j_mean","delta_j_median"
92,19.48166276925,19.4786795
93,19.30857334675,19.3064205
94,22.5810645175,22.5764535
95,20.94732779575,20.9477285
96,18.94627507125,18.946709
97,17.8119609455,17.808243
98,18.68460203725,18.6813375
99,22.583219669,22.577642
100,21.2996971265,21.2972035
101,16.8983353475,16.897553
102,19.421303615,19.4180355
103,13.15490326675,13.156113
104,22.34612722325,22.342853
105,17.044674323,17.0430965
106,20.185785358,20.1851185
107,16.9906092685,16.996427
108,19.931120101,19.9306845
109,20.3173253745,20.317534
110,20.81867531425,20.81739
111,17.25241047325,17.251707
112,21.094404054,21.0917915
113,18.90768339925,18.906728
114,16.23774228675,16.2350195
115,15.77681906875,15.776911
116,21.0517641415,21.050407
117,16.88454028675,16.8847615
118,21.92198930575,21.9184355
119,21.5497201895,21.544078
120,18.87923784175,18.876882
121,24.45520295325,24.4335305
122,18.84335657425,18.841863
123,22.690076704,22.684504
124,17.58875021075,17.5893205
125,19.023907797,19.0241845
126,17.159157966,17.1586825
127,19.63949071575,19.6362945
128,20.071641459,20.0713975
129,21.8658821925,21.8633355
130,15.79207733875,15.7921815
131,23.27231158125,23.256606
132,21.139728061,21.1337015
133,22.11896660975,22.1158895
134,19.45160840075,19.4486675
135,19.1553723445,19.152255
136,20.96634674325,20.968939
137,18.09278737525,18.0936285
138,21.4504996655,21.4476495
139,21.5221577985,21.516181
140,17.854333757,17.855362
141,20.3855364965,20.384198
142,19.2817896505,19.279322
143,17.14903210325,17.1495805
144,21.36954191675,21.3677245
145,19.4092683745,19.4071365
146,20.22773057525,20.227939
147,22.11745981725,22.113361
148,19.54740127375,19.5491215
149,22.1380365205,22.137847
150,21.82537118475,21.8240985
151,18.73341097175,18.730378
152,18.0200348905,18.01909
153,20.5961263535,20.5952725
154,21.51138631325,21.506384
155,19.26830547775,19.267643
156,21.32069885075,21.3187735
157,18.64481266475,18.6450185
158,18.54585387325,18.540928
159,20.152191477,20.151441
160,18.50250403875,18.5010085
161,18.30049227475,18.2985745
162,17.04145680375,17.0420715
163,19.630198517,19.626612
164,21.251769999,21.2506655
165,18.34734832175,18.348095
166,17.405419975,17.404667
167,20.10460544925,20.101322
168,20.3817549785,20.380765
169,20.2879156305,20.285113
170,21.5193046945,21.5173325
171,17.83081205925,17.832465
172,19.77111326825,19.7691215
173,20.230130605,20.230494
174,19.376965921,19.37501
175,19.969078714,19.9681515
176,18.18187079175,18.1839775
177,19.20765027575,19.205896
178,22.331248643,22.3301655
179,22.69704789175,22.688694
180,19.075153043,19.0770775
181,22.12577596925,22.120192
182,18.42697077825,18.4261895
183,19.24139043925,19.2397965
184,19.59669993225,19.592506
185,17.457750484,17.458155
186,18.8858950895,18.884014
187,17.115754104,17.1163095
188,18.85121891925,18.849811
189,18.01473296375,18.014227
190,20.19635667925,20.194401
191,24.16732898175,24.148425
192,18.9767699005,18.974728
193,20.18073106,20.178549
194,23.420607829,23.409527
195,18.7467770575,18.7457995
196,16.42086748625,16.419537
197,17.0407801245,17.0407425
198,19.50577401025,19.5069025
199,20.33955449875,20.33642
200,16.069039903,16.068975
