"jj","psi_mean","psi_median"
1,14.529757039,14.5273965
2,15.190645791,15.1933405
3,16.23266789,16.2301305
4,15.847788157,15.848561
5,13.440551394,13.437214
6,16.2327384355,16.2281085
7,14.797454918,14.7958895
8,14.041939306,14.041898
9,15.1355389465,15.1358725
10,15.304695264,15.301704
11,14.3641131955,14.36356
12,15.8687230105,15.8684475
13,14.180726845,14.181932
14,14.9287490105,14.926756
15,11.474161067,11.478203
16,12.8238387245,12.824376
17,15.5887571205,15.5870575
18,15.794519813,15.7902975
19,15.1298254105,15.130555
20,15.902897914,15.899564
21,13.6712942765,13.671988
22,12.712649048,12.711354
23,14.106403825,14.1076965
24,13.7365375435,13.734303
25,14.266304503,14.267398
26,13.798513492,13.796699
27,13.2517168455,13.249499
28,14.0765299815,14.0766515
29,14.6993196045,14.6975025
30,13.6742247195,13.67255
31,13.937134833,13.9376175
32,15.16504808,15.165107
33,11.424374409,11.4242225
34,14.7430284745,14.74052
35,14.6865999215,14.6867485
36,14.294464855,14.2949995
37,13.5902808565,13.590066
38,15.908762181,15.907598
39,13.331478934,13.331433
40,12.923961582,12.9252985
41,14.9363984535,14.9356605
42,15.72411187,15.7213385
43,13.924833342,13.9266475
44,14.1834277705,14.183701
45,14.974132959,14.972057
46,12.9578633,12.9567065
47,15.6456943475,15.641609
48,14.580401047,14.5795075
49,14.616765001,14.6181095
50,15.207118403,15.2081065
51,14.37776245,14.3761355
52,14.192145731,14.1922165
53,15.7297593835,15.7258015
54,14.6162008265,14.6147085
55,14.455047549,14.454337
56,14.9826656615,14.9824705
57,13.787244533,13.7883875
58,12.8801005785,12.8801515
59,13.437315321,13.438
60,15.8309030585,15.8264605
61,14.9761823785,14.9745875
62,14.964104923,14.962321
63,13.9272236585,13.9262355
64,14.2727870855,14.2700525
65,14.5223046835,14.5223225
66,15.1317196245,15.134411
67,14.0797906685,14.0815795
68,12.7276480025,12.7305285
69,14.9814207795,14.981949
70,12.950760171,12.9532005
71,13.691466057,13.691203
72,15.5996807605,15.599122
73,12.81403874,12.81316
74,13.967879891,13.9681565
75,13.763935943,13.7645625
76,14.268241265,14.267516
77,15.1481399545,15.145461
78,16.25508604,16.2526205
79,17.458915966,17.4354515
80,13.9294673355,13.9317075
81,15.802448158,15.802977
82,14.8541726225,14.8523695
83,15.0664688255,15.0665895
84,13.904686982,13.905411
85,15.129732425,15.128402
86,15.689454587,15.686882
87,15.057344686,15.0563605
88,14.627422328,14.6291215
89,14.573733726,14.573733
90,14.511875883,14.5129535
91,15.018536774,15.0182985
92,15.1840840985,15.1833795
93,14.6273000595,14.6307785
94,14.6371503475,14.6366585
95,14.5106353955,14.51001
96,10.87405387,10.8779015
97,13.0762048225,13.076006
98,14.0596768855,14.058249
99,14.4603840965,14.4611925
100,14.003184371,14.003751
101,14.7730329785,14.7740635
102,14.869444184,14.8707055
103,12.777569243,12.777817
104,11.96629456,11.967694
105,15.625052091,15.623668
106,12.6689157285,12.66842
107,14.9353601695,14.9342965
108,14.6354395385,14.635909
109,15.07232433,15.07303
110,13.4159591875,13.4154915
111,14.1206836425,14.1181875
112,13.862145652,13.8625555
113,14.7263236835,14.7254135
114,14.6304178565,14.6292075
115,13.0111075995,13.010569
116,15.158426464,15.1573775
117,14.989903542,14.986896
118,14.900371465,14.899337
119,13.5772510845,13.576903
120,14.5755299995,14.575733
121,12.77581793,12.7766815
122,14.560758456,14.5596235
123,15.037016049,15.031857
124,13.9701947125,13.969885
125,14.35396474,14.35365
126,14.839827527,14.838838
127,14.184939234,14.182826
128,14.638962289,14.6371765
129,15.094463383,15.0966285
130,13.98839399,13.9873535
131,14.4732169795,14.4704125
132,13.4440873115,13.443983
133,13.943218683,13.945548
134,14.615438839,14.613297
135,14.880241368,14.87609
136,15.980012279,15.9794855
137,14.286201779,14.284653
138,14.848722873,14.8500215
139,14.504523889,14.5027365
140,14.3800399265,14.3800365
141,13.928100819,13.9292325
142,14.352098367,14.350737
143,13.734399486,13.7340145
144,14.0790881415,14.0791355
145,14.0607780395,14.057952
146,14.8560908665,14.853855
147,14.7047032385,14.706721
148,14.825704718,14.8256965
149,13.7172357105,13.7170005
150,13.8603398565,13.857886
151,15.943066484,15.943467
152,14.44673491,14.4452055
153,14.902991082,14.9030815
154,15.2797993755,15.2786015
155,14.603202187,14.6036265
156,13.993031905,13.993517
157,14.3450087815,14.343321
158,13.966351548,13.9665525
159,15.4676737795,15.4651935
160,14.602037247,14.601209
161,14.703437391,14.704941
162,13.5189194705,13.5173155
163,14.377960367,14.380512
164,13.8471114825,13.8440735
165,13.570502241,13.570141
166,14.29571312,14.2958445
167,13.1311684005,13.130325
168,14.9436952795,14.9425545
169,14.5100015895,14.506772
170,11.606226699,11.6067375
171,14.7116124915,14.7101615
172,13.180530722,13.182256
173,15.999472463,15.9977245
174,14.398171929,14.397752
175,12.640082099,12.6418755
176,14.553849694,14.5516595
177,14.591713415,14.5917045
178,14.4320154975,14.435065
179,14.2383284735,14.2401485
180,15.527972051,15.5326055
181,16.059305769,16.0530835
182,14.134647032,14.133338
183,16.0214182715,16.016109
184,16.124476788,16.120653
185,14.3797867885,14.378969
186,15.6314939775,15.6295805
187,14.5969072575,14.5978405
188,14.753611127,14.752929
189,15.7806221215,15.780251
190,14.4102444305,14.4096395
191,16.5077034945,16.501069
192,13.68241126,13.6804575
193,12.8012559695,12.8024265
194,15.9774924235,15.9764365
195,14.220644366,14.21893
196,15.274298554,15.2732655
197,12.595742899,12.596071
198,14.455549397,14.455363
