"jj","delta_j_mean","delta_j_median"
1,17.331029511,17.332557
2,18.4528344385,18.453062
3,20.35353823425,20.350209
4,20.1296685325,20.125705
5,18.5129526105,18.511363
6,14.2072640385,14.206126
7,17.1429264345,17.142455
8,13.634563657,13.6347025
9,16.588547688,16.5870065
10,18.6835139005,18.6818755
11,20.73805847375,20.7368025
12,17.69610261325,17.695295
13,15.89025613525,15.890793
14,18.76500688825,18.764867
15,18.05182134075,18.0508395
16,16.4208904575,16.419508
17,19.0951492775,19.093604
18,13.29360637,13.294637
19,16.4376287975,16.4390905
20,18.7868096425,18.7875105
21,15.22464652575,15.224236
22,18.96603512675,18.966149
23,16.522603763,16.52419
24,18.336139929,18.335804
25,16.83529107375,16.833832
26,17.0204967725,17.021258
27,17.60969662225,17.6071725
28,12.73874034325,12.7400845
29,12.0445402105,12.0440055
30,19.69852862775,19.6989315
31,16.0802152385,16.078927
32,17.07705548575,17.0766895
33,17.3401709885,17.339675
34,16.7402842075,16.7394915
35,10.76084633575,10.7596875
36,12.90191760325,12.90235
37,12.173243706,12.173387
38,19.96074276125,19.9598325
39,16.63011370325,16.6293705
40,16.89118104275,16.8917825
41,13.15296128825,13.1522475
42,15.8546769275,15.854374
43,15.21075823825,15.209019
44,19.27346353875,19.2725935
45,17.27439750175,17.27364
46,17.906983119,17.9085515
47,16.43746122675,16.4375385
48,13.71186599625,13.71224
49,19.32228568425,19.3206415
50,14.75822858575,14.75917
51,16.615288696,16.615013
52,14.5410689275,14.540917
53,19.68420286425,19.683459
54,18.5107620865,18.510497
55,14.287026197,14.2853085
56,17.1489560035,17.1488165
57,19.05254857925,19.051547
58,20.042899442,20.0442385
59,17.63227019575,17.631574
60,15.51998476375,15.520279
61,15.0036607565,15.0037735
62,15.341974785,15.3411995
63,12.78310735625,12.7824
64,15.30411442925,15.30456
65,16.62920766725,16.62922
66,14.44002761725,14.439135
67,14.71610463925,14.7154945
68,15.94753451375,15.9475505
69,15.164555632,15.16358
70,14.52165109375,14.5197775
71,12.2333717665,12.23351
72,15.185081843,15.184604
73,13.65126925725,13.6514905
74,15.44515742225,15.44498
75,15.153134575,15.1531865
76,15.819150758,15.81946
77,14.8026224815,14.800623
78,16.740033347,16.738546
79,16.21253440675,16.213599
80,17.372223043,17.3713815
81,15.958470443,15.957012
82,15.98550610825,15.9857285
83,17.0367850325,17.0367235
84,17.1485615145,17.150528
85,15.087041914,15.0875445
86,13.35156663175,13.350181
87,16.8741728015,16.873031
88,14.91564650775,14.9152395
89,17.72215927625,17.722691
90,16.907870734,16.9079825
91,14.52196307,14.5226325
92,14.3857194885,14.386365
93,20.1577221955,20.157435
94,16.42310332425,16.4241225
95,15.3834596845,15.3833475
96,15.353733161,15.3551355
97,14.973182695,14.9739185
98,17.9220491625,17.922011
99,18.65465056925,18.655595
100,10.7792798395,10.7795875
101,15.263774794,15.2636515
102,15.8765595925,15.876113
103,16.72181018825,16.7222295
104,19.82631080325,19.827126
105,17.85879390425,17.857421
106,15.70881831475,15.7085155
107,12.85242859425,12.851502
108,17.0376834455,17.036885
109,16.0418142375,16.0419135
110,16.808847139,16.8088485
111,12.91913937425,12.9181965
112,16.7569556975,16.7560775
113,15.12737250225,15.128071
114,17.3227070705,17.3235665
115,17.932103816,17.9318155
116,15.65064334375,15.6495775
117,15.2905227975,15.2900825
118,13.15190122925,13.1522325
119,15.46549124225,15.465241
120,15.5060907315,15.5061315
121,19.52531811,19.5219315
122,14.01932802,14.017969
123,15.82664181675,15.8267195
124,16.42060219475,16.421172
125,13.464034926,13.4644195
126,17.39105851325,17.3921805
127,19.5619372105,19.561435
128,15.8536033405,15.8542595
129,16.0568783475,16.0557215
130,15.8768233605,15.878688
131,16.8815481845,16.879449
132,15.38780855725,15.387626
