"jj","delta_j_mean","delta_j_median"
133,16.1043437455,16.1034015
134,17.1925821365,17.1935405
135,16.63694616,16.635702
136,17.7861813345,17.78681
137,15.4997036295,15.500821
138,15.890831973,15.891445
139,16.70036776575,16.7002105
140,18.025751563,18.0254215
141,14.753507261,14.7531015
142,16.70182321,16.701073
143,16.569600641,16.570745
144,13.10422772775,13.1033365
145,16.2205006775,16.219716
146,16.17566098825,16.175861
147,20.561105782,20.561285
148,21.097855775,21.0968765
149,18.14739228875,18.1469695
150,14.189182861,14.1898955
151,19.2415534045,19.240848
152,13.776201103,13.7764625
153,15.63407155275,15.6331835
154,16.88305289975,16.882491
155,16.09424234275,16.0941615
156,14.05852682375,14.059365
157,17.3324114385,17.331866
158,17.42464288975,17.4239715
159,9.395043641925,9.3955887
160,15.5470073505,15.5471285
161,16.835458864,16.8351715
162,18.1618069215,18.161028
163,16.82794047775,16.827673
164,13.7719332675,13.7717475
165,18.20320134425,18.202148
166,16.28706782275,16.2866625
167,15.50603439625,15.505307
168,17.6285426395,17.6276145
169,16.6808605375,16.6809875
170,16.52927167925,16.5284895
171,19.5964778225,19.5953865
172,11.39806617925,11.398809
173,14.971220081,14.9713345
174,16.803049988,16.802721
175,17.64463205025,17.6450285
176,17.25394574725,17.2559735
177,14.23436958775,14.23521
178,14.100104794,14.0987125
179,20.247587625,20.2492965
180,16.6148536115,16.6138545
181,17.68813165025,17.6882075
182,16.812089151,16.810492
183,14.69884272175,14.698953
184,14.52871559,14.527859
185,16.583069297,16.5823065
186,17.0201597465,17.019048
187,17.296394011,17.294887
188,16.9489218115,16.9486775
189,17.996871188,17.997092
190,12.783533143,12.7842715
191,18.63275104675,18.6321185
192,20.9973146485,20.995471
193,13.3591491155,13.3595795
194,14.35675390825,14.3582425
195,15.1772328455,15.1775105
196,15.3231345915,15.324084
197,17.119254079,17.119581
198,19.7600975065,19.759434
199,12.8922692315,12.8921955
200,16.02088953025,16.0184495
201,15.9561137335,15.9563755
202,17.640889131,17.639095
203,16.88400380875,16.883106
204,17.49995911275,17.4985055
205,16.8077218515,16.8055455
206,19.10161723375,19.1002075
207,15.04342891575,15.0434085
208,17.6560110065,17.655979
209,17.84867028875,17.8489705
210,16.1678898215,16.1680095
211,18.2125138055,18.212196
212,13.61369338675,13.613972
213,15.01549358025,15.0156495
214,18.356868772,18.3546225
215,16.54489816375,16.5431285
216,17.0287149805,17.028377
217,14.45731227275,14.45735
218,15.69307819675,15.692367
219,14.92115951675,14.9196435
220,18.48315399775,18.480409
221,15.297134634,15.2977785
222,15.82904989625,15.8299855
223,17.1663131135,17.165344
224,15.0101332,15.0094955
225,17.42043297875,17.421862
226,16.8912628355,16.89158
227,17.2825130755,17.2822605
228,17.45516010125,17.455201
229,18.42458079775,18.4258315
230,18.50362568475,18.5047815
231,17.4065070735,17.4065365
232,16.10401401425,16.1045535
233,15.62288598675,15.6227505
234,16.03522398725,16.034763
235,16.780486846,16.7791705
236,16.55300096175,16.5532655
237,16.91668833175,16.9169135
238,15.7611381425,15.760497
239,17.48181932825,17.483162
240,18.5527890165,18.552934
241,13.85291341075,13.8526345
242,15.44192246075,15.442729
243,16.3364038545,16.335096
244,17.84876999075,17.849123
245,15.94275287625,15.9422155
246,17.27307541275,17.2728525
247,19.24244046975,19.2415975
248,12.815819918,12.8160575
249,13.46978570025,13.4698085
250,15.7308890425,15.7303985
251,15.87620269725,15.876719
252,17.67857310525,17.6783505
253,12.24869195375,12.2480145
254,18.04384108275,18.0461685
255,18.63156357525,18.630506
256,14.03087713675,14.0303525
257,16.73038283625,16.7297545
258,14.9580438805,14.958297
259,15.96345892675,15.9633095
260,17.8810195135,17.8794015
261,13.4631859275,13.4635485
262,20.7196864625,20.7182585
263,16.986622803,16.9874485
264,18.16546447425,18.1664775
265,14.85922525925,14.858413
266,17.446588224,17.445719
267,16.64653153675,16.646467
268,16.47099468025,16.471569
269,13.2476572115,13.2478465
270,15.444589017,15.4433465
271,18.56169749775,18.5605325
272,18.86102612225,18.861774
273,16.51266992125,16.512535
274,19.6235316865,19.6219795
275,12.07847260725,12.077842
276,16.7143116865,16.7143935
277,17.10568751475,17.106094
278,16.6774461555,16.6771235
279,19.0536167445,19.054869
280,19.12462401825,19.1241535
281,16.47713863575,16.477772
282,16.64699302375,16.64832
283,15.074890862,15.0736625
284,14.5285230125,14.5289085
285,17.50719067075,17.5053265
286,13.09599776825,13.095383
287,15.47148979,15.4710145
288,18.9959939805,18.995017
289,15.036037139,15.0363525
290,16.094698859,16.0956635
291,17.680407612,17.6815775
292,16.3545863265,16.353779
293,15.97828341025,15.978084
294,15.52001056125,15.5189285
295,15.15249985625,15.1541605
296,20.679886975,20.677419
297,16.03155499975,16.0239575
298,17.55678166275,17.535832
299,15.9677568935,15.9674535
300,19.8797917025,19.8788735
301,17.93215984,17.930934
302,16.95460535425,16.9556895
303,15.8484218375,15.847187
304,17.5942701145,17.593249
305,18.16408374225,18.1640045
306,17.552752443,17.5529425
307,13.116539271,13.116393
308,15.50802026275,15.5082995
309,14.76530541125,14.7646735
310,16.26649138175,16.268614
311,14.728999557,14.7273445
312,16.07389644375,16.074104
313,13.080915265,13.0811735
314,15.170480649,15.1708185
315,16.68005801975,16.679755
316,16.7144294165,16.7144935
317,17.63047430875,17.6293535
318,18.11600784175,18.115577
319,17.47486427875,17.4751405
320,17.6109263855,17.6098075
321,19.5709136355,19.569894
322,17.916493038,17.9163015
323,17.50050309,17.5011165
324,15.72835720875,15.7276725
325,17.382692417,17.382022
326,17.8230199275,17.8226965
327,14.31111986225,14.311162
328,16.933777445,16.9314135
329,15.41131094225,15.4109595
330,16.789557785,16.7912715
331,17.92329644325,17.9231165
332,16.7354226465,16.7357835
333,17.828729898,17.8289715
334,17.65117881325,17.650686
335,18.860837227,18.8593605
336,15.96320262725,15.964169
337,17.149493204,17.1485505
338,15.43922791325,15.4392795
339,16.22899151825,16.2281885
340,18.155860568,18.1552375
341,18.46398996925,18.4623465
342,17.46432777475,17.462769
343,16.9310385075,16.931202
344,15.09299677325,15.091801
345,17.28967843025,17.2904295
346,16.484439909,16.4844225
347,17.8498565855,17.8485895
348,12.3179565035,12.3181675
349,13.27530768425,13.2763705
350,14.30568743925,14.30489
351,17.5447634235,17.544108
352,9.509648429,9.50927745
353,16.1318672515,16.132007
354,14.75380038,14.7529285
355,12.062794324,12.062388
356,14.22908816,14.228231
357,17.9603479555,17.960493
358,18.39428181875,18.394419
359,13.75968525525,13.758814
360,17.4998851,17.500269
361,15.692212209,15.6915065
362,14.269987455,14.269845
363,17.19111720525,17.191133
364,19.321039026,19.321213
365,17.097391516,17.097946
366,15.941115255,15.9411395
367,19.1083257945,19.1079765
368,18.2707371825,18.271939
369,15.464543485,15.4645705
370,16.58603905575,16.586386
371,19.52472458075,19.525042
372,16.78825923025,16.788079
373,17.85143319625,17.851684
374,18.044926724,18.045017
375,19.451299891,19.4516255
376,16.7332863245,16.7332745
377,16.256259647,16.2569605
378,13.02666869725,13.027128
379,11.56161071825,11.560219
380,18.12014224525,18.119462
381,19.14467918675,19.1460295
382,15.870615543,15.8692655
383,12.851892251,12.852067
384,17.70618950225,17.705698
385,16.81950955,16.820465
386,19.82438987025,19.8244035
387,17.75771278925,17.7576975
388,19.93284821225,19.930591
389,14.79626734925,14.7946485
390,18.617328304,18.6148225
391,14.90728709025,14.907805
392,18.534074752,18.5338555
393,15.16572666525,15.164733
394,16.074249939,16.0746335
395,15.56747117075,15.568063
396,18.47269394875,18.4729415
397,13.03725329625,13.0374255
398,19.76232708875,19.7625985
399,15.12013796725,15.1211475
400,14.09367426875,14.094387
401,17.39830566275,17.397411
402,17.64134452675,17.6405075
403,13.97553329625,13.974876
404,15.5534648585,15.5537555
405,17.11489348625,17.114982
406,15.81901615875,15.819636
407,16.1045037505,16.1046225
408,15.37713706975,15.377195
409,15.5406878215,15.540188
410,15.432514022,15.4308615
411,17.08539729925,17.0860715
412,16.68460389325,16.685148
413,16.4947007325,16.494093
414,16.2513333455,16.253194
415,13.8097965075,13.8099825
416,16.205637173,16.205736
417,16.88312572625,16.8827005
418,16.9070178965,16.905484
419,17.32278257225,17.3236645
420,17.33290483675,17.3323805
421,19.785428591,19.7838965
422,14.38339993675,14.3837405
423,17.96976297175,17.968881
424,17.5053920085,17.5042925
425,18.3370384855,18.3373755
426,16.08683179825,16.0859545
427,14.468024639,14.466995
428,15.294614203,15.294505
429,14.827087046,14.827057
430,17.31533298475,17.315165
431,16.13040632525,16.130705
432,15.43813183675,15.4382905
433,17.2545637405,17.2540365
434,19.99827929575,19.9978585
435,17.5882558335,17.5874125
436,13.55456861175,13.554851
437,18.4446276885,18.4437565
438,17.8118299465,17.810255
439,16.078810806,16.077378
440,20.249503232,20.2491425
441,16.26325559275,16.261596
442,16.98699861925,16.9872385
443,19.00905864625,19.0077635
444,16.729543899,16.730121
445,16.39649503625,16.398807
446,14.85350366875,14.8545155
447,18.02661853275,18.026444
448,16.89112300875,16.8908165
449,18.94554130875,18.9422865
450,16.01442329825,16.014704
451,16.66328703925,16.663235
452,18.564369722,18.5634625
453,16.97986919,16.9788935
454,16.54483288225,16.543982
455,14.409932623,14.409369
456,16.48562429075,16.4851755
457,16.16105348975,16.1637915
458,17.37258419125,17.372875
459,16.01727260125,16.017707
460,12.87612272425,12.876629
461,17.43857377525,17.439
462,17.98129582325,17.9804285
463,15.43607433775,15.4361045
464,16.30400526225,16.304447
465,15.37855301675,15.378106
466,15.85517961525,15.8559995
467,17.0768644115,17.077509
468,16.42416081475,16.4245835
469,19.2298344195,19.227533
470,15.0486547845,15.048392
471,16.95689561,16.9561695
472,18.31943450875,18.3191425
473,16.395989537,16.394687
474,17.632220298,17.6319145
475,15.9717214875,15.971466
476,17.0380424,17.036313
477,19.31493686625,19.316016
478,16.3555490325,16.3558105
479,17.83992624375,17.8397285
480,17.56087135,17.5605805
481,17.415485101,17.413847
482,19.17434500875,19.174931
483,15.84923610925,15.849243
484,17.174511437,17.1757435
485,15.700189602,15.6991595
486,17.27158562675,17.2719875
487,17.0457564595,17.045979
488,18.50328872725,18.50212
489,13.6412534075,13.640056
490,15.06009726375,15.059166
491,12.3434465825,12.344182
492,17.06184408025,17.0624365
493,16.58510868325,16.5853485
494,17.53388473325,17.533647
495,16.955157933,16.9547655
496,17.671607529,17.6708375
497,16.06662567275,16.0658155
498,17.37393022075,17.3750655
499,17.65835435675,17.65836
500,16.25772908375,16.257178
501,16.75008892775,16.749993
502,16.7811536065,16.7808395
503,15.0245210635,15.022989
504,19.09464276275,19.0922785
505,16.1384777735,16.140565
506,17.923430734,17.924476
507,15.5057103135,15.5044225
508,16.5916547035,16.5922675
509,16.14861255625,16.1483935
510,15.44453667475,15.4448995
511,17.623852854,17.624725
512,18.220938835,18.220811
513,17.34968998925,17.34869
514,15.5775655575,15.5775775
515,18.945843619,18.943491
516,16.32514533425,16.324531
517,17.42795167975,17.427771
518,20.20009538175,20.19936
519,19.85152679425,19.8520645
520,17.1058778745,17.105466
521,15.68638421075,15.686582
522,14.844900023,14.8434825
523,18.9775736915,18.975068
524,16.85121502975,16.8508065
525,17.20689169525,17.204827
526,16.48618594275,16.486284
527,16.274621865,16.2731515
528,17.3923453595,17.391884
529,16.52313680225,16.524471
530,14.17186165175,14.1715025
531,18.5050529905,18.50488
532,16.46233893225,16.462519
533,16.6915378915,16.691219
534,17.20115481875,17.2002715
535,15.029687282,15.0306105
536,17.10679388075,17.107706
537,16.30339743675,16.303034
538,17.0714413805,17.070797
539,18.967205349,18.967543
540,15.3505026965,15.350385
541,16.13977971975,16.1387725
542,16.35278121825,16.3531895
543,16.9553658325,16.954312
544,15.82597660025,15.8257975
545,16.72117995275,16.7209975
546,16.78779462825,16.787574
547,16.61156995325,16.610848
548,15.51139343425,15.5115495
549,15.812250216,15.81128
550,17.07900359375,17.078963
551,16.28046659425,16.281033
552,15.5612490895,15.5603365
553,15.04298790825,15.0441875
554,16.01314869375,16.013265
555,17.5850849555,17.5835375
556,17.1056129605,17.1059115
557,17.41130302775,17.410927
558,17.83130806075,17.8314715
559,18.05147115725,18.0503395
560,19.01956170375,19.018434
561,15.51381109125,15.514067
562,14.753145163,14.752485
563,13.05972832475,13.0597325
564,15.2696510145,15.2686465
565,17.7322354395,17.732251
566,20.129453972,20.128527
567,19.5243216565,19.5246045
568,20.002001154,20.001476
569,16.54618847525,16.5458845
570,18.202348329,18.2026255
571,19.61868811525,19.618875
572,19.00826236225,19.0084805
573,16.90668272975,16.9051345
574,15.67939167575,15.6807335
575,17.3231892595,17.321543
576,18.77611603875,18.7750115
577,16.400061734,16.399565
578,15.397508174,15.397613
579,15.91346180125,15.9145495
580,19.392280525,19.390937
581,19.19810771775,19.197504
582,18.8916109265,18.89089
583,16.96871584775,16.9695775
584,16.49464576475,16.496443
585,17.802478012,17.8015965
586,15.94240507775,15.9412215
587,18.548641806,18.548276
588,14.52874747325,14.528018
589,18.42454944225,18.421542
590,15.62334723075,15.6235535
591,19.4772533865,19.4741475
592,16.95936014025,16.958421
593,14.9808991825,14.9797565
594,15.0152857725,15.015252
595,16.899195556,16.8980925
596,15.74355336,15.7431245
597,14.934078254,14.935415
598,16.155055852,16.1553995
599,14.67899605,14.6771555
600,15.978348897,15.977508
601,19.570527126,19.5715605
602,14.12215830875,14.12268
603,18.06196747275,18.0628595
604,13.7875995065,13.7880995
605,18.1002769275,18.1026675
606,14.9968499255,14.996349
607,19.06266883125,19.0622665
608,17.18168017125,17.182018
609,17.15757730175,17.1567515
610,15.219033224,15.2191435
611,14.9783678655,14.9782255
612,10.867525,10.8692805
613,17.0045687675,17.0032705
614,17.31257083525,17.312092
615,17.7694035965,17.768676
616,13.7275896115,13.727818
617,20.08578199325,20.0833435
618,16.3188208245,16.319948
619,19.00864521575,19.008319
620,19.380413628,19.3797295
621,17.67670168675,17.6764
622,12.76804532975,12.7678205
623,16.898718968,16.898985
624,17.47215990925,17.471872
625,15.42515140675,15.425549
626,20.40281475875,20.402721
627,16.537869205,16.5378595
628,19.644822333,19.6439505
629,15.97618437975,15.9775045
630,16.9766891575,16.976826
631,16.9870494035,16.986417
632,16.37875782775,16.3795555
633,13.62038794075,13.6206385
634,13.93602741875,13.935913
635,19.14114258725,19.1401615
636,20.45006580075,20.4513215
637,15.49781963125,15.4979145
638,15.7488483555,15.7487555
639,19.783773984,19.782501
640,16.5312406145,16.5322995
641,20.597257121,20.5976045
642,17.038540069,17.0377705
643,18.09775153275,18.0972575
644,18.01541604275,18.015468
645,19.37814819425,19.377812
646,16.8832137085,16.88274
647,16.9629716335,16.963086
648,17.5635940125,17.563458
649,16.987479135,16.9872555
650,20.1567464565,20.157711
651,17.90547635,17.9055185
652,17.95090972125,17.9510935
653,20.0434958435,20.0424335
654,11.80497917725,11.804075
655,16.8493180415,16.8489685
656,16.263610855,16.262943
657,21.14207773325,21.140316
658,17.8564112305,17.857302
659,17.86773340425,17.868814
660,15.72439327325,15.7250765
661,13.1484584,13.148649
662,20.09867651625,20.097811
663,15.4415716455,15.440701
664,15.948624013,15.947698
665,18.48170203975,18.4825845
666,20.53045710775,20.529779
667,14.79006820225,14.790526
668,12.35867653275,12.3588155
669,16.24457166875,16.24611
670,16.56238846225,16.5624145
671,16.77972689425,16.780319
