Token	MaxSurprisal	MinSurprisal	ParamUpper	ParamLower	ParamXmid	ParamScale
read	12.484880	3.096985	13.077103	3.955488	1.511867	0.437777
red	11.066316	5.010564	10.632341	5.477385	1.969056	0.590829
refrigerator	11.958023	3.637143	11.190525	3.841742	3.240427	0.613300
ride	11.992171	4.008092	11.431643	4.483706	2.856840	0.550448
rip	11.922806	5.377094	10.103749	5.598029	3.750126	0.371585
rock	11.129581	5.275388	10.789306	5.070791	3.450017	0.625836
rocking	12.506163	5.263838	12.243473	5.687989	3.151373	0.695355
roof	12.028885	3.885733	11.463763	3.709849	3.286593	0.596059
room	11.545875	2.992309	12.502683	2.479687	2.468463	0.915390
rooster	12.374103	4.048785	11.715151	-0.951215	4.488345	1.351208
run	11.214740	5.933055	10.907465	6.239086	2.724521	0.587718
sad	12.298898	4.052332	11.717601	3.899710	3.130903	0.646388
salt	13.059075	4.496294	11.684730	4.966542	3.419880	0.349339
same	11.680077	2.883460	13.208138	2.778557	2.031798	0.890395
sandwich	11.334450	3.782587	15.493332	-1.217413	2.696625	2.629599
sauce	11.021481	3.622232	10.351949	3.750097	3.590784	0.358599
say	10.968998	4.013142	10.811608	5.402649	1.542219	0.209702
scared	11.788146	3.820313	10.431562	4.072436	3.446353	0.317050
scarf	13.626408	5.639631	12.062132	5.902851	3.377774	0.366752
school	12.264987	2.077091	10.512612	2.559103	3.011996	0.388566
scissors	12.161319	3.908780	10.887444	4.161032	3.469770	0.336622
see	10.631266	1.984010	12.659536	2.636692	1.268661	0.645299
shake	10.494744	3.238432	10.836336	-1.761568	4.487205	1.656391
share	11.501649	5.028492	14.275677	2.711843	2.574010	2.289523
she	11.412629	2.089809	12.623280	2.328591	1.581872	0.760295
sheep	10.880600	3.974515	13.906379	-1.025485	3.440146	2.594023
shh	11.148394	6.051398	15.369075	1.051398	2.961640	3.554170
shirt	11.888913	4.458410	14.289426	3.948444	1.882362	1.422053
shoe	11.867696	4.086420	12.938968	3.574969	2.331774	1.280970
shopping	12.696777	4.552135	11.856697	5.210227	3.032189	0.358304
shorts	12.840402	5.951258	11.513635	6.183022	3.463715	0.522385
shoulder	12.772379	3.598319	11.433439	3.664889	3.521446	0.434624
shovel	12.418793	4.585866	11.461477	4.905853	3.564035	0.458080
show	11.996823	5.055024	14.043947	5.204709	1.517414	0.991347
shower	11.634917	4.083160	11.453508	4.783415	3.113195	0.530294
sick	11.340451	3.666421	10.341817	3.877624	3.546965	0.343812
sidewalk	13.223271	6.027570	12.153267	6.907670	2.993703	0.444863
sing	12.377878	3.976391	13.824043	2.884670	2.282706	1.219057
sink	12.194624	4.481684	10.808128	4.603881	3.264726	0.494000
sister	12.482150	4.600774	17.482150	-0.399224	2.196493	3.106647
sit	11.660823	4.347227	12.431551	4.560409	1.528414	0.811275
skate	15.636780	6.668926	13.210132	7.111286	3.759324	0.258082
sky	11.458745	2.761362	10.889506	2.870522	3.037013	0.527552
sled	14.163109	4.674777	12.185376	4.947771	3.699211	0.272377
sleep	11.320451	3.710148	11.230401	4.068755	2.564778	0.470639
sleepy	11.360058	4.725432	11.703024	-0.084776	4.516936	1.594819
slide	12.573831	4.264533	11.807130	4.569530	2.941813	0.432105
slipper	13.299669	4.998797	12.133118	5.378604	3.312230	0.441027
slow	11.654706	5.760383	10.499694	6.282103	3.770641	0.228018
smile	11.851988	5.393615	10.398612	5.652745	3.793575	0.230079
snack	12.073472	4.440350	10.726888	4.921120	3.568414	0.293905
snow	13.366660	4.749675	12.004369	5.147056	3.058813	0.392689
so	11.368684	3.687635	11.214753	4.983560	1.401758	0.209008
soap	12.312808	4.680874	11.391637	5.066665	3.359243	0.445712
sock	11.627276	4.503131	10.405549	4.595927	3.262462	0.652867
soda	13.681467	4.825051	12.162161	5.358300	3.635924	0.400670
sofa	13.097673	4.322279	12.045038	4.775752	3.123916	0.366061
soft	12.542475	4.286022	13.884929	-0.713978	3.774578	2.118283
some	11.724869	2.725364	12.684860	3.208619	1.461460	0.457405
soup	12.094694	4.049792	11.463515	3.003559	3.283729	0.835992
spill	13.038445	4.528191	11.779646	5.144787	3.153985	0.350458
splash	11.013795	2.657280	9.567489	3.216217	3.708247	0.198319
spoon	11.498966	2.848643	16.498966	2.395532	1.185560	1.508610
sprinkler	14.384847	6.590809	12.408741	7.457744	3.860959	0.352870
squirrel	11.727873	4.874322	11.387328	4.985474	3.450099	0.693541
stairs	12.991548	3.878373	11.741796	4.233247	3.009526	0.468972
stand	10.743680	5.495650	13.300162	5.608419	1.323591	1.230996
star	12.116725	3.311158	12.126501	2.921707	2.869154	0.837953
stay	12.078784	4.977172	14.042876	4.883408	1.601373	1.092302
stick	11.361066	4.935447	11.226471	4.745830	3.124600	0.894863
sticky	11.800198	3.728685	10.743555	4.021230	3.446808	0.477466
stone	13.564350	3.744163	11.726095	4.491808	3.739626	0.275363
stop	12.024961	4.606699	13.472332	3.973770	2.214435	1.205718
store	12.360912	2.703906	11.502393	2.649340	2.988538	0.525958
story	11.976802	2.874617	11.613035	2.777551	2.809504	0.637839
stove	12.651719	3.605248	11.548602	3.892340	3.238670	0.401847
strawberry	11.759287	5.132049	11.325936	4.713351	3.006565	0.808930
street	11.280619	2.920020	10.505987	3.295944	3.327204	0.508395
stroller	12.260541	4.194488	12.145239	3.090314	3.826722	1.106937
stuck	10.975088	3.834463	10.364706	4.740345	2.861080	0.573794
sun	11.802354	3.395740	11.831971	2.866459	2.835562	0.858081
sweater	11.761795	4.034978	10.766260	4.160598	3.474803	0.434553
sweep	13.542564	5.879010	12.293789	6.247045	3.531740	0.472820
swim	11.071914	3.843225	9.899677	4.279131	3.623017	0.241248
swing	11.896115	5.035337	11.324554	5.385334	3.094239	0.585570
table	11.278230	3.074296	11.256230	3.101077	2.671686	0.567504
take	11.766610	3.769717	11.778209	4.741343	1.683023	0.334533
talk	11.797184	4.754735	16.102319	4.063577	1.164889	1.510191
tape	11.142028	4.011043	10.881463	5.010179	2.788315	0.465600
taste	11.629329	3.758109	11.287210	0.692964	3.763495	1.184348
teacher	11.736209	4.483278	11.025209	4.531866	3.572329	0.444331
tear	12.177696	4.958466	11.358526	3.442261	3.880911	0.892970
telephone	11.602839	4.245853	11.748627	4.645459	2.524334	0.753848
thank	12.268593	4.355771	11.686667	5.126444	1.731621	0.279749
that	10.653884	2.075498	10.818022	2.621887	1.266532	0.278641
the	11.648727	1.711104	11.766923	2.300998	1.174566	0.280356
their	10.885267	4.589693	12.794796	3.605803	2.065992	1.512318
them	11.209593	2.029208	11.947565	2.769659	1.642636	0.511141
then	11.143980	2.805385	11.370439	3.352920	1.784553	0.465885
there	11.548232	3.147827	11.638990	3.805331	1.482250	0.280683
these	12.025786	3.911231	12.164694	4.563842	1.560420	0.414941
they	11.451822	3.022987	13.289936	3.347189	1.333172	0.734829
think	10.769820	2.187588	10.547514	3.152214	1.536961	0.202034
thirsty	12.269240	4.046852	11.367677	1.916671	3.863068	1.040633
this	11.561296	2.470572	11.447999	2.974690	1.509751	0.353486
those	11.314247	4.287711	11.249249	5.028387	1.477447	0.289436
throw	11.644275	3.459547	13.084737	3.693126	2.111694	0.987867
tickle	11.144158	3.214429	12.161080	2.761290	2.428200	0.948359
tiger	11.857514	3.047521	11.093496	3.987510	3.032419	0.318797
time	12.568806	1.993066	14.371602	2.386396	1.790578	0.746212
tiny	11.643330	5.806203	11.345659	6.382532	2.601164	0.384192
tired	12.077621	4.185073	12.900193	2.915065	2.561426	1.226883
tissue	11.852571	3.458026	11.599768	3.030330	3.173596	0.707195
to	11.260105	1.997020	11.986972	2.793081	1.451597	0.391994
toast	12.025650	4.609467	11.419185	4.166620	2.978822	0.741109
today	11.171101	5.161708	14.997920	5.392988	0.771584	1.209693
tomorrow	11.491200	4.430742	10.847911	4.808729	3.284539	0.362812
tongue	11.857163	4.046136	11.571578	3.457585	3.018686	0.960085
tonight	11.255073	6.045519	10.266665	6.399088	3.513249	0.302679
too	10.924285	4.230098	15.471368	4.915933	0.489360	1.013566
tooth	10.964261	5.604489	10.009531	5.677754	3.868599	0.374742
toothbrush	12.126929	5.023479	11.178496	4.388206	3.817417	0.614317
touch	11.483929	3.186632	16.483929	0.334527	2.011470	2.215187
towel	11.587775	4.162427	11.687792	3.292835	3.185313	0.913000
tractor	13.907566	4.654793	12.138880	5.569329	2.823086	0.217035
train	12.104308	3.998962	11.369270	4.933969	2.634657	0.225784
trash	12.398589	4.650346	11.037734	4.837268	3.451734	0.612024
tray	11.934752	4.972098	11.078212	3.676309	3.633934	0.811464
tree	12.004576	4.001030	11.698965	4.644476	2.650753	0.390201
truck	11.827448	3.026075	11.400314	3.760264	2.681483	0.409659
try	11.017866	3.882868	13.472160	4.442560	1.091530	0.933679
tummy	12.180986	4.244631	12.751779	4.685258	2.246311	0.887802
tuna	13.474117	5.476597	11.669424	6.225782	3.625105	0.310352
turkey	11.274358	5.155418	10.315719	5.281687	3.700780	0.368431
turn	12.054579	4.383801	15.078048	4.842690	1.049147	1.038646
turtle	12.136362	3.875849	11.433218	3.129377	3.320337	0.695254
tv	11.877754	3.193112	10.868486	3.689338	3.398884	0.333880
uh	11.329737	4.064114	11.087143	5.310164	1.604173	0.106435
uncle	13.397804	5.468628	12.001727	6.359693	3.481051	0.415196
under	11.213820	3.908519	16.213820	-1.091481	2.668856	3.225693
up	10.756532	2.644262	11.256626	3.356184	1.691078	0.433796
us	11.252536	3.760116	12.269479	3.613929	2.297858	0.914685
vacuum	12.378727	6.044554	11.450619	4.999756	3.952877	0.779031
vanilla	11.174399	6.028921	10.101952	6.563493	3.662739	0.091301
wait	11.724566	5.086050	13.705736	5.832504	1.360778	0.927211
wake	11.482435	4.289565	11.025534	4.197270	3.387005	0.465026
walk	11.369702	4.411869	12.553694	3.810761	2.510597	1.142664
walker	13.523114	5.709198	11.745042	6.425563	4.106537	0.266973
wanna	10.755880	2.634062	10.745974	3.628313	1.300834	0.247687
was	11.246217	1.963963	13.107780	2.002511	1.638075	0.793091
wash	11.711447	3.248498	11.819303	2.456687	2.927327	0.939963
washing	12.948189	4.471957	11.662363	4.962997	3.214224	0.407617
watch	12.218507	5.336330	12.640643	6.149815	1.702998	0.560084
water	10.815941	3.200825	11.633477	2.989635	2.323406	0.891606
we	11.262886	2.972192	11.703248	3.613042	1.388979	0.335765
were	11.061121	3.250213	13.846042	3.144649	1.577628	1.125991
wet	11.492263	3.872198	11.113068	3.165426	3.199413	0.874284
what	11.519813	2.704930	11.748611	3.263688	1.297495	0.278202
when	11.559969	5.112711	13.856559	5.420513	1.103425	0.765540
where	10.999100	3.459089	11.386635	4.265047	1.473390	0.346866
which	11.454007	5.534434	12.608188	6.113257	1.321956	0.636714
white	11.792245	4.016984	12.407439	2.748615	2.813685	1.068402
who	11.445779	2.714512	13.025235	2.911429	1.727643	0.757670
why	11.294650	4.405279	12.027860	5.218912	1.499783	0.599570
will	11.717210	4.784486	12.340514	5.139826	1.711556	0.654323
wind	11.893785	5.628130	11.025444	5.950536	3.161627	0.485076
window	11.508698	2.927419	11.127835	3.171681	2.745377	0.530992
windy	13.113988	5.219566	11.372533	6.103313	3.381219	0.259033
wipe	11.884186	4.789476	12.133913	4.402514	2.815884	0.991842
wish	12.476731	5.979054	15.891757	4.763895	1.527258	1.880464
with	11.445662	1.852601	11.301251	2.463867	1.580860	0.229597
wolf	13.959724	3.210715	12.027408	3.607232	3.355850	0.327340
woods	13.174664	5.412015	12.025135	6.054231	3.092701	0.318501
woof	10.827135	3.106769	11.178027	3.003976	2.551385	0.775394
work	11.447805	3.796394	11.705735	3.195648	2.622966	1.022587
would	11.746430	4.595045	12.720434	5.171612	1.440623	0.563292
write	11.419719	3.712294	10.936451	3.733629	3.191492	0.578172
yard	11.359917	4.652102	10.471798	4.763492	3.581881	0.370073
yellow	11.677378	4.629445	13.595172	4.488575	1.509989	1.146500
yes	10.649736	4.453649	10.073673	5.532290	1.503318	0.183242
yesterday	12.962802	4.172943	12.469011	4.564567	2.880073	0.694819
yogurt	13.148830	5.135400	11.671231	6.359945	2.944915	0.465290
you	10.344699	1.961356	10.048018	2.389775	0.982860	0.201291
your	11.136361	3.244298	10.925442	3.697774	1.491779	0.283856
yourself	11.298140	3.246203	11.783509	2.587015	2.665490	1.023742
yum	11.280200	2.426572	12.206818	2.616772	2.064830	0.754076
zebra	10.986104	4.610882	15.986104	4.489924	0.637072	2.230070
zipper	12.138099	4.602005	12.127810	-0.397995	4.671002	1.449267
zoo	11.740529	2.575637	13.251531	-0.853962	3.060542	1.500119
