Token	MaxSurprisal	MinSurprisal	ParamUpper	ParamLower	ParamXmid	ParamScale
chase	12.141146	7.121942	11.278656	7.244657	3.491966	0.487947
cheek	11.364287	6.849926	11.012324	6.782353	3.485817	0.565621
cheese	11.767949	3.385485	14.883842	2.082761	1.997950	1.657669
chicken	11.040793	3.893041	11.188503	3.080165	2.883059	0.952949
child	12.550106	6.081838	13.385337	4.170880	3.227266	1.435545
chin	12.758613	4.867311	11.283929	4.714926	3.344831	0.537956
chocolate	12.053689	4.838249	11.183030	5.385747	3.046644	0.223975
choo	11.532293	3.432314	10.806879	4.104071	2.937740	0.357930
church	12.862986	5.121422	11.425836	5.864646	3.414801	0.203668
circus	11.363552	4.093661	10.284530	4.412360	3.552995	0.291439
clap	10.878322	4.196621	9.138543	4.818257	3.714293	0.103715
clean	11.550117	3.930984	16.550117	-0.015738	2.309597	2.382520
climb	11.285028	4.870782	10.695670	5.323804	2.974766	0.703312
clock	12.404266	4.323912	17.404266	3.461278	1.082766	1.712180
close	13.224765	4.504143	17.408164	3.856942	1.448814	1.358992
closet	12.046327	3.744790	11.291485	2.546107	3.636593	0.778768
cloud	12.555851	4.348526	11.409161	4.861045	3.458614	0.317207
clown	11.316109	3.122677	10.967977	1.910691	3.493268	0.739072
coat	11.935696	4.711952	11.698105	5.306925	2.857547	0.557261
coffee	12.442540	3.407861	11.811975	3.275712	3.088736	0.535742
coke	13.825859	5.765474	11.843515	6.053768	3.651602	0.208632
cold	12.466247	3.796206	13.013128	3.804459	2.530053	0.809024
comb	12.421185	5.391749	12.088446	5.873324	3.071481	0.644332
cook	11.765922	4.400343	11.526238	3.948878	3.269678	0.649630
cookie	11.963964	3.296577	16.963964	2.134398	1.426474	1.879006
corn	11.895466	5.316001	11.244457	4.911875	3.408326	0.603236
couch	12.149292	3.597164	11.727350	3.342787	3.191902	0.657276
could	11.337291	4.375741	12.455949	4.713445	1.577166	0.683068
country	13.695992	6.167455	11.998225	6.711717	3.330199	0.231962
cover	12.042730	6.411313	12.999182	3.797373	3.700958	1.708266
cow	11.186271	3.022562	15.988242	1.549468	1.563619	1.743422
cowboy	13.180910	5.147809	11.674013	6.065888	3.463824	0.243576
cracker	14.253512	4.715710	12.673060	5.720098	2.948689	0.397866
crayon	14.244137	4.893331	12.359579	6.509173	2.861650	0.297986
crib	12.019796	4.765725	11.919042	4.548208	3.232453	0.858888
cry	11.609311	3.820196	10.688028	3.897972	3.173609	0.517341
cup	11.043668	4.256065	16.043668	2.177877	1.244846	2.322299
cut	11.354097	4.518022	10.758019	4.270207	3.181004	0.596006
cute	11.440146	5.224858	12.886674	0.224858	4.061558	2.232692
daddy	12.204561	4.161147	14.578510	4.670704	1.512699	1.094459
dance	10.981133	3.402875	9.621042	4.063643	3.618410	0.186913
dark	12.995479	3.343989	11.452697	3.687850	3.256719	0.318170
day	10.884624	2.688536	10.968327	1.452012	2.953825	1.117569
deer	11.701537	4.302652	10.570112	3.833532	3.753889	0.509826
diaper	12.285641	3.342908	17.285641	-0.880600	2.668897	2.534002
did	11.849406	3.861740	11.634846	4.453885	1.570137	0.328020
dinner	12.309133	3.938723	12.538765	3.682401	2.612017	0.899738
dirty	11.607037	5.070553	13.076615	4.682554	2.359576	1.272161
dish	11.821036	5.624486	12.355516	0.736618	4.539641	1.819899
do	10.968316	2.468395	11.339273	3.295839	1.220716	0.399370
doctor	12.221628	4.128548	11.228926	3.972551	3.116197	0.497489
does	11.264071	3.912538	12.303656	4.755938	1.336805	0.529172
dog	11.869020	4.140351	13.103823	4.335211	1.873860	0.774378
doll	11.413036	3.888796	15.318300	3.974217	1.386719	1.501551
donkey	11.873755	4.588399	13.260178	3.638047	2.644444	1.430743
donut	14.645245	4.443511	12.612379	4.914629	3.618165	0.324732
door	11.281806	1.913799	12.007142	1.317441	2.615322	0.963912
down	11.696528	2.310155	13.832784	2.367087	1.775403	0.843506
downtown	13.606131	6.636704	11.984213	7.579673	3.801006	0.139088
draw	14.060230	3.278092	12.182787	4.141978	2.856221	0.219993
drawer	11.696351	4.260267	11.267375	4.186059	3.390489	0.543662
dress	11.705144	4.755230	10.978898	5.550432	3.083542	0.510295
drink	11.262042	3.334137	12.142487	2.953072	2.414138	0.971917
drive	13.111669	3.853278	12.741479	3.073754	3.005098	0.766686
drop	10.941142	5.383002	9.726422	5.840560	3.440760	0.267083
dry	11.672567	4.724884	10.713982	4.247384	3.411775	0.709669
dryer	12.614132	7.512563	11.186360	8.430487	3.799922	0.141570
duck	11.325513	3.899906	13.495268	3.783441	1.756280	1.229905
dump	11.489681	4.928105	10.553512	5.144532	3.587061	0.449584
each	12.328245	5.902203	17.188419	0.902203	2.447483	3.225092
ear	11.763284	4.611082	12.057075	4.179918	2.688547	0.903688
eat	11.373021	2.868104	16.373021	3.012149	0.586267	1.212295
egg	12.799164	4.214469	11.587134	4.739032	2.722996	0.305168
elephant	11.606787	3.734435	10.840036	4.105876	2.795184	0.451209
empty	12.791877	5.096026	11.347417	5.264087	3.249747	0.493724
every	11.305881	7.215134	11.864379	7.479024	2.054239	1.124772
eye	11.832218	4.831841	13.801655	4.545847	1.902860	1.301149
face	11.365735	3.990695	13.598663	3.576176	1.917506	1.129652
fall	11.439577	3.524048	11.732176	3.407281	2.566011	0.979481
farm	11.551775	3.119102	12.562097	-1.880898	3.815313	1.634009
fast	12.027857	3.310155	11.717189	3.138352	2.981576	0.682845
feed	12.058525	5.134643	17.058525	4.641185	0.869237	1.655157
find	11.251119	2.807463	14.610330	2.046245	1.498791	1.437469
fine	11.956590	4.726074	16.544481	-0.273926	2.648667	2.866664
finger	11.473502	3.638944	11.482443	3.861027	2.668876	0.585529
finish	12.210868	5.590892	12.211758	5.732091	2.422634	0.727398
first	11.932150	4.650429	16.380337	3.813393	1.248744	1.676671
fish	11.621875	3.643245	11.395280	4.210680	2.696291	0.446201
fit	11.394176	2.937645	11.574875	2.249043	2.844026	0.938801
fix	13.330024	3.885052	11.759401	5.035949	2.634437	0.348856
flag	12.760336	5.324164	11.473611	5.933923	3.437791	0.367395
flower	12.997719	5.138046	11.710075	6.254477	2.673469	0.336605
food	11.653815	4.176930	16.653815	4.671807	0.705103	1.107689
foot	11.962958	2.414386	16.962958	-2.464943	2.429534	2.258471
for	11.641511	3.101733	12.558436	3.862783	1.450247	0.497564
fork	12.884647	3.621907	11.845089	3.911996	3.103137	0.471404
french	12.601708	6.030951	12.111956	6.197755	3.503260	0.472979
friend	11.289845	2.973416	11.873076	1.923653	2.774337	0.995782
frog	10.732538	3.542687	13.091671	-1.457313	3.688478	2.164895
full	11.327336	5.382907	10.988463	5.306171	3.175741	0.628446
game	11.030376	3.012392	10.327409	2.839773	3.426687	0.509970
garage	12.884985	3.579674	11.744611	4.063594	2.982920	0.377691
garbage	13.511483	3.207457	12.090017	3.188770	3.203979	0.534145
garden	13.623341	3.024728	12.618526	3.828262	2.831719	0.361093
gas	11.591667	5.197372	11.199821	5.618914	3.518463	0.367743
gentle	11.534525	5.153975	16.534525	0.455076	2.546693	3.114154
get	10.636403	3.208262	10.592922	3.991603	1.459861	0.335177
giraffe	11.894825	3.658811	11.262245	4.426791	3.044936	0.421162
girl	11.876974	1.902138	11.655889	2.410738	2.037730	0.586887
give	11.269926	3.189351	12.732674	3.837645	1.575234	0.677636
glass	12.183935	5.322914	11.055154	5.414891	3.285872	0.510548
glasses	11.875673	3.655327	11.322317	3.102687	3.325811	0.635358
gloves	13.176943	4.485255	12.085540	5.073543	3.539937	0.317685
glue	13.018943	4.731013	11.504801	5.402831	3.466260	0.222109
go	12.365013	1.563855	13.334458	2.133990	1.659278	0.499116
good	11.707369	3.379242	12.028766	3.970085	1.518857	0.398286
goose	11.669137	4.081376	11.895259	-0.918624	4.427968	1.552853
grandma	10.726466	4.728807	10.082384	4.499262	3.781985	0.429058
grandpa	11.609995	3.718098	10.471036	4.318540	3.590083	0.209685
grapes	13.605346	3.908013	12.298094	4.659915	3.071780	0.375117
grass	12.322215	3.142296	11.313640	2.886206	3.212987	0.525098
green	12.125934	3.566780	15.032394	2.476596	1.732257	1.372436
gum	11.610250	4.103083	10.778727	4.650310	3.534902	0.249093
hair	11.415960	2.446766	16.415960	1.105876	1.412010	1.728899
hamburger	12.218909	5.122256	13.663486	0.122256	4.231288	2.581495
hammer	12.571618	2.772241	11.826456	3.293618	3.310121	0.482690
hand	12.564251	3.265159	13.800712	4.295672	1.617099	0.682563
happy	10.766523	3.255270	10.538571	2.030630	3.296483	0.883408
hard	11.321374	4.358046	13.763771	3.728100	1.725160	1.401035
hat	10.366535	2.833889	11.979612	1.470168	2.619359	1.415989
hate	13.253990	5.428851	11.919386	6.690690	3.223982	0.387565
have	11.587350	2.011654	11.054672	3.194406	1.497936	0.167783
he	11.293570	2.673206	12.347736	3.460391	1.439945	0.518212
head	10.739462	2.909745	11.426998	3.116728	1.920865	0.755617
hear	11.822613	3.617197	13.057883	4.250953	1.807349	0.751978
heavy	11.642803	4.456819	11.154310	4.174272	3.040488	0.738153
helicopter	13.116281	4.143011	12.163164	4.768381	3.142001	0.404163
hello	11.293766	3.997979	11.585227	4.804575	1.746162	0.542669
help	12.260585	3.601125	15.251560	3.419445	1.744412	1.143543
her	11.210557	1.849725	13.784252	1.880929	1.609982	0.876106
here	11.765650	3.164513	11.470747	3.909020	1.504270	0.270593
hi	11.517388	4.359035	10.986767	6.102066	1.536906	0.148056
hide	11.189146	4.005708	10.419617	4.243944	3.384672	0.386464
high	11.691489	5.059996	14.086390	3.642434	2.173477	1.686002
him	11.165716	2.241062	13.666599	2.509083	1.626866	0.853836
his	10.849955	4.063568	12.415738	4.206011	1.567241	0.793031
hit	11.975323	5.339286	16.975323	0.596256	2.344209	3.043412
hold	11.358951	5.167455	11.630705	6.092881	1.642995	0.417763
home	11.315637	0.474294	11.987807	1.706804	1.735375	0.456457
horse	11.229014	3.766830	12.236058	2.786138	2.502446	1.277854
hose	13.063083	4.577554	11.713443	4.969070	3.450628	0.350445
hot	11.232890	3.710745	11.015351	4.451640	2.621404	0.418603
house	11.854204	2.374138	12.717258	2.299980	2.285231	0.878742
how	11.293012	4.188761	11.459635	5.104072	1.528409	0.329683
hug	11.682602	3.429468	16.682602	-1.300056	2.503035	2.654995
hungry	12.287300	3.715741	15.022818	2.968385	1.954672	1.263145
hurry	12.059492	6.791673	11.740307	6.173060	3.477606	0.806694
hurt	12.323280	3.511458	13.056294	3.429039	2.511420	0.890724
i	11.833520	4.226652	10.920922	4.332083	3.212450	0.464198
ice	11.722781	4.941295	16.722781	4.388737	0.939672	1.470817
if	11.130257	4.031731	12.585593	4.415437	1.394247	0.660695
inside	11.599085	5.077296	12.530796	4.642761	2.409898	1.011204
into	11.667130	5.246977	13.619303	5.524677	1.278061	0.994720
is	11.406808	2.245222	11.467624	3.281028	1.404869	0.328562
it	10.880708	2.038664	11.108240	2.483545	1.381550	0.295552
jacket	12.422554	3.827838	11.103486	3.711480	3.432599	0.543770
jar	11.402572	5.454181	11.559096	1.458054	4.452598	1.496690
jeans	13.328828	5.049936	11.789943	5.771779	3.716407	0.402658
jelly	13.894730	5.104301	12.264776	5.823956	3.123846	0.302327
juice	11.546963	2.530207	13.192062	2.195357	2.048078	1.059565
jump	11.958571	2.925051	10.909197	2.517112	3.250549	0.619634
keys	12.782816	5.486325	17.782816	6.190642	0.141001	1.518668
kick	11.319197	5.604214	9.712319	5.688434	3.636287	0.354212
kiss	10.545910	2.042410	12.809537	-2.643164	3.463830	1.943170
kitchen	11.935174	3.532377	12.265276	3.629160	2.351869	0.713259
kitty	11.771909	3.118601	12.907067	3.882668	1.990361	0.891236
knee	11.156265	3.088589	10.074423	3.835515	3.327356	0.288373
knife	14.020950	4.564416	11.972334	5.242114	3.091035	0.233102
knock	11.101620	4.383010	11.056533	-0.616990	4.495033	1.474418
ladder	13.566426	4.478013	12.566986	5.062378	3.050612	0.266973
lady	11.213261	4.871489	9.953538	4.795996	3.332076	0.678912
lamb	12.156069	3.969865	11.826205	-1.030135	4.376054	1.449078
lamp	14.392350	4.247779	12.533551	3.789636	3.612166	0.488602
last	12.004431	3.950930	15.277034	1.464218	2.375393	1.943953
later	11.366221	3.528602	11.189805	3.456379	3.132309	0.650064
lawn	13.727337	5.177194	11.942399	5.998987	3.744583	0.341933
leg	12.099089	2.980758	11.749589	0.520528	3.497702	1.018394
lick	12.839589	5.274493	11.370724	5.108223	3.573479	0.555827
light	10.802014	4.140697	10.077459	3.785771	3.274361	0.692051
like	11.202171	1.828039	12.414438	2.568364	1.331095	0.448128
lion	11.552784	3.380853	11.345596	4.040372	2.786290	0.495499
lips	12.111254	5.477800	11.720343	5.889963	3.354514	0.357126
listen	11.718460	5.659053	12.234974	5.284399	2.541118	1.034203
little	11.004076	2.858500	11.154312	3.878884	1.510421	0.289572
living	12.383480	3.791442	12.315016	3.161077	3.317089	0.717024
lollipop	11.776316	3.044501	11.007423	3.536023	3.607734	0.223944
long	12.016695	3.662650	13.074716	3.417744	2.271281	0.931008
look	10.502723	3.140301	15.502723	3.586334	0.445361	0.886369
loud	11.962543	4.379866	11.263683	3.834737	3.241625	0.702260
love	12.100307	4.814492	12.917616	5.628280	1.632743	0.642791
lunch	11.938943	2.683917	12.322847	0.966816	3.003559	1.069384
mad	12.060640	5.644790	11.626189	4.572562	3.401217	0.967914
make	11.397382	3.949857	11.641934	4.552496	1.543433	0.540320
man	11.147921	3.740809	11.565662	3.394800	2.756631	0.894961
me	10.918198	1.453279	11.860315	2.118970	1.665001	0.532573
meat	11.292017	4.494105	9.657462	4.603286	3.571462	0.303358
medicine	12.202361	3.764347	10.882365	3.741432	3.471116	0.435579
milk	12.541929	3.338733	11.629886	3.371227	2.583977	0.679062
mine	12.327386	3.899570	11.090188	4.431585	2.763204	0.471781
mommy	11.766062	3.801309	16.766062	4.231071	0.880511	1.522727
money	11.603813	3.762075	10.831739	4.073717	3.143452	0.417457
monkey	12.558162	3.756877	12.627746	3.076574	2.777460	1.051277
moo	11.440327	3.623605	15.690416	-1.376395	2.888687	2.940174
moon	12.353833	2.041974	13.687595	0.132982	2.987875	1.223683
moose	12.424605	5.515263	11.320202	5.962265	3.702715	0.502152
mop	14.423382	6.167490	12.447210	6.758892	3.715240	0.287024
more	11.016837	3.325726	11.993293	4.104922	1.480007	0.584331
morning	11.277632	2.543461	11.150272	2.697562	2.593478	0.557469
motorcycle	13.144683	4.492811	11.861003	5.027514	3.353975	0.582621
mouse	12.045463	3.381296	11.613102	3.537754	2.830000	0.695422
mouth	12.047146	1.203627	16.441163	0.443384	1.571176	1.242670
movie	14.050660	3.782786	12.434149	4.371908	3.385957	0.394298
much	10.487007	2.523893	11.980012	1.984629	2.192442	0.986843
muffin	13.237997	4.815889	12.019917	5.005068	3.533710	0.369283
my	12.348661	4.459216	12.282875	5.394375	1.567830	0.253992
myself	12.272706	4.193025	11.261740	4.452385	3.189769	0.368728
nail	13.206342	6.001243	11.698070	6.486253	3.400841	0.340930
nap	12.028975	3.421081	12.421986	2.347842	2.888870	1.067615
napkin	12.812197	4.802002	11.757300	5.582219	3.390913	0.353822
naughty	13.620792	4.515660	12.014739	5.241492	2.956190	0.211953
necklace	11.430415	5.098272	10.932232	5.010180	3.581265	0.471351
need	11.570638	3.821736	11.807585	4.793964	1.880985	0.464409
new	11.699995	5.002686	13.881379	5.242617	1.371267	0.923279
next	11.672839	5.145685	14.077309	4.402315	1.752076	1.485716
nice	11.337207	3.795001	13.071791	4.010791	1.478617	0.804899
night	12.203269	3.334500	14.046645	2.468640	2.150104	1.288473
no	10.925042	2.776622	10.325924	3.546379	1.470155	0.245011
noisy	10.785299	5.735421	10.577310	5.937573	3.364930	0.653544
none	11.936376	6.245333	12.670823	2.584288	4.065264	1.867466
noodles	11.419111	4.947879	10.598148	5.568653	3.754662	0.272308
nose	10.620266	2.607534	10.266681	1.730044	2.820064	0.969152
not	11.217530	3.241334	10.719224	4.066003	1.515115	0.209977
now	11.228236	3.809489	12.118559	4.345685	1.427039	0.647134
nurse	11.999802	4.615469	11.517665	4.515442	3.497218	0.532219
nuts	14.007928	4.988294	12.076820	5.433476	3.490485	0.378885
of	11.119765	1.529890	11.904653	2.056947	1.596936	0.416178
off	11.753942	2.403592	14.188085	2.124400	1.833432	0.983394
old	12.533213	4.138090	17.533213	0.709543	2.088521	2.111774
on	11.542250	2.522272	11.563102	3.477801	1.505231	0.233980
open	12.130352	3.731018	12.410211	3.785443	2.195004	0.953629
orange	11.286821	4.127935	11.875348	4.081695	2.239690	0.939558
other	11.392813	4.056943	11.993048	4.750277	1.492745	0.444538
ouch	11.627879	7.257913	11.007761	7.747943	2.299389	0.416093
our	11.480860	4.513185	16.480860	3.191009	1.144383	1.840399
out	10.685558	2.065985	15.685558	1.650749	1.243583	1.326169
outside	11.858403	4.589578	11.583661	5.073678	2.497533	0.642422
oven	12.089407	3.369912	11.921637	3.082841	3.069850	0.676936
over	11.544289	3.293784	13.285032	3.728988	1.493587	0.764706
owl	12.069737	4.252305	12.321876	2.767469	3.236153	1.020481
paint	12.805094	5.394300	11.606233	5.927180	3.355654	0.342178
pajamas	12.706565	3.549523	12.033524	3.668673	3.076148	0.602294
pancake	12.040722	5.469886	11.126250	5.943340	3.639691	0.354557
pants	11.237695	3.105338	12.515451	-0.499928	3.481953	1.640163
paper	12.186595	2.940953	11.809376	2.890733	2.717188	0.730469
park	12.078891	4.003916	11.496057	4.387926	2.970425	0.383274
party	12.328871	2.973157	11.051597	3.193064	3.156934	0.353102
peanut	12.297801	4.953489	17.297801	0.933069	2.260987	2.993888
peas	11.477577	3.791080	16.477577	1.823047	1.327419	2.347308
pen	12.281300	5.051649	11.283660	5.660050	2.836094	0.463481
pencil	13.739943	3.385602	11.960159	3.860357	3.299555	0.363542
penguin	13.215356	5.318847	11.767135	6.079553	2.992681	0.356853
penis	13.322517	5.772169	11.712838	6.166654	3.858176	0.324752
penny	12.641936	4.000282	11.403542	4.573177	3.379545	0.275619
people	11.902441	4.147871	13.545846	3.487216	2.120014	1.217940
person	11.360018	3.887792	10.699743	3.947090	3.401418	0.559767
pick	11.419303	5.478538	12.495053	5.921073	1.559652	0.819932
pickle	13.998350	3.420545	11.896598	3.840630	3.595546	0.184568
picnic	11.338647	3.416399	10.598667	3.671464	3.277370	0.423755
picture	11.147458	2.773470	11.082339	2.769206	2.681823	0.605869
pig	12.374117	3.946875	13.183858	3.384584	2.266532	1.016562
pillow	12.179040	5.221086	11.186838	5.218622	3.148067	0.552933
pizza	12.903480	3.599576	17.903480	2.909576	1.127864	1.654169
plant	12.264412	7.496615	11.012461	8.021894	3.363331	0.442171
plate	11.780010	3.329399	16.780010	-0.474829	2.107806	2.267921
play	11.879703	2.784525	11.730931	3.974662	1.516631	0.362416
playground	13.578732	7.007631	12.360865	7.523851	3.480576	0.314727
please	11.545794	3.799717	13.297433	3.180732	2.101752	1.223512
police	13.179721	4.910272	11.966592	5.246948	3.156524	0.341722
pony	13.816704	5.067864	12.225303	5.423097	3.376998	0.405065
pool	11.691844	2.810976	10.539480	3.261475	3.403808	0.250934
poor	10.999930	5.674420	10.231632	6.278194	2.927375	0.510248
popcorn	13.815930	4.707846	11.731508	5.228346	3.697119	0.247744
popsicle	13.059874	6.907503	11.500570	7.582606	3.965814	0.330550
porch	12.641742	4.132505	11.309399	4.678279	3.700320	0.277354
potato	12.050298	3.672361	11.603939	4.250464	3.439041	0.377484
pour	12.175593	5.235360	11.597716	5.624139	2.924065	0.626099
present	12.859881	3.882565	11.565418	4.521403	3.057185	0.323218
pretend	10.922715	4.250760	13.836183	-0.749240	3.651365	2.656658
pretty	11.123708	4.873834	16.123708	4.917251	0.636996	1.374101
pretzel	13.350297	4.841342	12.134949	5.052392	3.801110	0.392546
pudding	13.847801	5.162323	12.096536	5.559335	3.424478	0.336657
pull	11.413107	4.707957	12.855943	5.136812	1.770668	0.902852
pumpkin	11.893855	5.110350	11.634909	3.953457	3.373124	1.049657
puppy	11.542134	3.899425	11.913592	2.492462	3.255918	1.296240
purse	11.450784	4.682464	11.129334	4.627950	3.447507	0.755983
push	11.165307	3.273584	11.727976	2.815118	2.731101	0.914578
put	11.003645	2.551123	11.147462	3.571798	1.656433	0.318831
puzzle	12.156089	3.531373	11.300592	4.098392	3.164244	0.406026
quack	11.543207	2.466419	12.981273	2.303807	2.129316	0.910797
quiet	11.713327	4.170393	10.411525	3.503725	3.641369	0.688489
radio	13.198133	6.198220	11.853199	6.748180	3.095267	0.458461
rain	12.236367	3.628312	12.448872	1.986644	3.314659	1.041756
raisin	13.753288	6.758617	11.464751	7.613743	3.744699	0.443336
