Token	MaxSurprisal	MinSurprisal	ParamUpper	ParamLower	ParamXmid	ParamScale
push	12.023625	3.545175	17.023625	0.181622	1.973837	2.062479
put	11.936409	2.925394	11.613705	3.807277	1.590349	0.235036
puzzle	13.135026	4.133581	12.349373	4.018877	3.036034	0.655223
quack	10.995884	2.818357	12.027780	-2.181643	3.629650	1.429925
quiet	11.602360	5.171556	11.735007	0.945148	4.120698	1.321510
radio	12.295311	6.312428	11.575265	7.294082	2.816458	0.554044
rain	11.216053	4.045741	11.390314	-0.526028	4.016141	1.178534
raisin	13.851747	8.247399	12.271174	8.421881	3.351409	0.624501
read	12.027833	3.062406	12.557158	4.275582	1.600371	0.364048
red	11.455041	5.077395	11.618273	5.760918	1.572077	0.553132
refrigerator	11.465140	4.197047	11.422780	0.836871	3.934437	0.979060
ride	11.747775	4.618276	12.040754	5.130387	2.507929	0.662661
rip	11.625698	6.385983	10.538772	6.216006	3.575847	0.346936
rock	11.681610	5.811324	11.376931	4.551488	3.575566	0.785976
rocking	12.190887	5.459803	12.584610	0.459803	4.608555	1.602090
roof	12.629209	4.228326	11.055457	3.810511	3.370765	0.536882
room	11.583323	3.138524	12.703434	1.726834	2.496183	1.096419
rooster	12.544011	5.572742	10.157444	6.071680	3.781244	0.142073
run	11.362487	6.043439	11.079909	6.215154	2.699609	0.625971
sad	11.415574	4.782431	10.851771	4.542012	3.241983	0.510558
salt	13.954118	5.411568	11.924303	5.454351	3.311585	0.347782
same	11.703359	3.094915	12.843037	3.116072	2.126046	0.817485
sandwich	12.539898	4.435238	17.539898	-0.564762	2.253765	2.511891
sauce	11.513971	4.349278	10.292108	4.728830	3.463026	0.230192
say	11.252698	4.077649	10.508366	5.623206	1.417234	0.151331
scared	11.673287	4.352431	10.912815	4.109022	3.255471	0.438796
scarf	12.413173	5.921464	11.156928	5.851298	3.542614	0.411070
school	12.239865	2.215423	11.736564	2.599009	2.721739	0.468181
scissors	11.907587	4.424051	11.145956	3.213442	3.553942	0.627628
see	10.738209	2.037822	12.428223	2.806095	1.300733	0.570057
shake	11.783936	3.995562	10.743330	-1.004438	4.152444	0.927336
share	11.557390	5.764313	16.557390	0.764313	2.569353	3.203769
she	12.105242	2.203054	14.477822	2.630934	1.354564	0.701884
sheep	9.933310	4.068598	8.383334	4.865197	3.577707	0.143067
shh	12.003515	6.274787	17.003515	1.274787	2.340754	3.123192
shirt	11.619671	4.382341	13.472506	3.127613	2.437851	1.436396
shoe	12.206289	4.428914	15.653596	3.029467	1.821412	1.505996
shopping	12.839368	5.378251	12.228608	5.369788	2.829331	0.596368
shorts	11.957557	6.385255	11.511533	5.213525	3.659540	0.710656
shoulder	12.405913	4.322614	11.168480	4.758028	3.383254	0.294609
shovel	13.005899	5.929924	11.267689	5.559303	3.608665	0.396109
show	11.848617	5.617660	12.549021	6.343188	1.609403	0.509029
shower	11.618169	4.912575	11.629096	2.882723	3.471637	0.883179
sick	11.678303	4.459032	10.770432	4.266113	3.376047	0.447046
sidewalk	12.297661	6.465914	10.960939	6.822077	3.319282	0.304246
sing	12.322875	4.109435	15.553135	1.896409	2.104949	1.746784
sink	12.124168	5.161296	12.359102	5.419869	2.595769	0.669070
sister	11.500722	4.710138	10.380831	3.257503	3.454713	0.897889
sit	11.543499	4.388963	11.704680	5.153687	1.714059	0.435724
skate	13.382088	8.537724	11.552547	8.931052	3.910320	0.102440
sky	12.489529	2.807550	11.515272	2.575275	2.979163	0.571489
sled	14.741468	5.098750	12.378965	4.728827	3.731158	0.321383
sleep	12.202118	3.977394	11.948009	4.277280	2.360029	0.557831
sleepy	11.773996	5.615557	10.687184	0.615557	4.571723	1.028359
slide	13.035148	4.274110	11.517194	4.861574	2.849845	0.605398
slipper	13.713249	6.083877	11.990212	5.943937	3.340476	0.435519
slow	12.920342	6.181829	12.000904	1.181829	4.688119	1.264943
smile	12.076496	5.948074	11.315184	1.377303	4.395262	0.873265
snack	11.687536	5.401263	10.412717	5.866744	3.561054	0.221862
snow	11.881136	4.965206	11.985825	3.836988	3.263395	0.750796
so	11.413926	4.038368	11.899671	4.866136	1.284401	0.455688
soap	13.207100	5.527073	11.580622	4.760688	3.557203	0.522031
sock	12.277327	5.000241	14.543834	0.000241	3.552695	1.921512
soda	12.125796	6.688293	10.612252	7.345278	3.563667	0.144569
sofa	13.000302	4.566273	11.703577	5.104992	2.967261	0.426071
soft	11.412415	4.702251	9.366872	5.091268	3.646310	0.181559
some	12.443049	2.717894	12.811914	3.362754	1.558226	0.427094
soup	12.580544	3.995230	12.651144	-1.004770	3.910418	1.433227
spill	12.386793	4.967666	11.083069	5.713667	3.188763	0.278073
splash	12.690130	3.356191	12.323618	-1.643809	3.957412	1.080020
spoon	11.255469	3.168263	16.255469	-1.831737	2.312976	2.767630
sprinkler	13.138213	8.420799	11.738519	8.645259	3.674958	0.365144
squirrel	12.888561	5.435011	13.224742	0.435011	4.047531	1.604084
stairs	12.529651	4.000341	12.429847	3.636124	2.908911	0.741901
stand	11.934626	6.196791	13.217673	6.566026	1.491639	0.777737
star	11.399693	3.528235	10.836683	2.307908	3.352519	0.634915
stay	10.180767	5.272096	12.658124	3.896697	1.806129	1.899442
stick	11.948566	5.535893	11.916998	5.814538	2.462954	0.759890
sticky	11.745780	4.268265	10.726736	2.814175	3.721581	0.615682
stone	14.023613	5.544346	11.610822	5.431896	3.750167	0.272944
stop	12.700470	5.368821	14.034083	5.861411	1.570067	0.829972
store	12.588311	2.647836	11.725668	2.161165	3.006828	0.592391
story	12.598939	2.985455	12.527315	2.024327	2.702414	0.907414
stove	12.897066	4.098206	12.057243	3.601047	3.120746	0.636955
strawberry	10.657590	5.231154	9.297770	5.615899	3.383825	0.199465
street	11.498758	2.996223	10.522886	3.659686	3.309301	0.477387
stroller	11.664226	5.636541	11.291091	0.636541	4.727617	1.126574
stuck	12.073538	4.093832	13.812216	3.236536	2.434624	1.183159
sun	11.817948	3.995651	12.369034	3.405595	2.509637	0.949871
sweater	11.862010	3.837982	10.293499	4.164136	3.433802	0.396459
sweep	13.731447	7.185332	11.919782	7.134508	3.538310	0.315518
swim	11.090711	4.630230	10.003295	5.124499	3.525044	0.231426
swing	12.345078	5.461602	11.102324	5.395054	3.273604	0.596195
table	12.163200	3.054881	12.533266	3.230585	2.267958	0.751128
take	11.713217	3.957400	11.457649	4.881286	1.608044	0.268730
talk	12.741510	4.933226	13.393934	5.266179	1.887753	0.737021
tape	11.802461	3.755767	11.703228	4.592792	2.563412	0.726262
taste	10.834088	3.829420	9.375585	4.638646	3.414397	0.111632
teacher	13.147800	4.851470	11.397924	5.493912	3.200636	0.373615
tear	11.544859	5.506898	10.826033	2.249554	4.320937	0.846653
telephone	11.294882	4.663920	13.618999	2.578946	2.436844	1.659839
thank	11.670521	4.628298	11.418121	5.347820	1.516136	0.192419
that	11.127104	2.025787	11.587021	2.599332	1.254864	0.300543
the	10.290755	1.750267	10.999101	2.423723	1.152180	0.341795
their	11.693178	4.601238	13.575642	1.324383	2.710002	1.824752
them	11.611487	2.536731	12.346644	3.086229	1.555508	0.484048
then	11.568328	3.136048	11.837161	3.448806	1.666639	0.464065
there	11.715473	3.149646	11.683874	3.919155	1.301697	0.297367
these	10.926651	4.268052	11.630416	4.715673	1.472724	0.514521
they	10.717448	3.442142	11.275599	3.655729	1.629160	0.529159
think	11.168788	2.301257	12.298590	2.758042	1.452112	0.462181
thirsty	11.767517	4.706166	11.336930	-0.293834	4.369031	1.201650
this	11.584252	2.561234	12.026052	3.067365	1.269090	0.489102
those	12.601783	4.226622	12.102229	5.120912	1.479246	0.374236
throw	11.032814	4.031328	16.032814	-0.918162	2.569103	2.444555
tickle	10.555450	3.387223	10.784621	1.089027	3.357907	1.149685
tiger	12.683345	3.887406	12.509454	3.431232	2.943158	0.593283
time	10.704388	2.554323	14.692977	0.238374	1.928013	1.593499
tiny	11.758357	6.060721	11.546102	6.333867	2.359294	0.600228
tired	12.235891	4.380683	13.937867	3.047261	2.379302	1.190439
tissue	11.338808	4.195082	10.925525	4.130425	3.211115	0.548812
to	11.669007	2.144886	12.165782	2.893862	1.490470	0.359205
toast	11.800056	4.870912	11.883044	3.818166	2.882128	0.991292
today	11.311768	5.376623	12.368568	6.142198	1.488101	0.637097
tomorrow	13.318963	5.163226	13.472053	3.627250	2.928632	1.007325
tongue	11.886078	4.923004	12.008871	3.867417	2.909348	0.952722
tonight	11.297036	6.685134	10.875199	7.103741	3.226810	0.445327
too	11.725882	4.742347	11.242115	5.727277	1.423869	0.346728
tooth	11.193010	6.596992	10.647451	7.303573	3.454860	0.226722
toothbrush	12.404323	5.580515	10.979993	5.275028	3.796555	0.387878
touch	11.353127	3.822885	16.353127	-1.177115	2.548911	2.718915
towel	12.018581	4.470462	11.961297	2.501108	3.421582	0.960749
tractor	13.433170	4.865886	11.815419	5.648058	2.778647	0.391779
train	11.655323	4.124449	10.506266	5.595145	2.312619	0.230409
trash	12.793729	4.733443	11.409126	3.244465	3.761946	0.705245
tray	12.040528	5.189702	12.291849	0.189702	4.348955	1.378643
tree	11.320917	4.026880	11.623049	3.653698	2.637475	0.744041
truck	11.871620	3.477851	11.800816	3.645930	2.511282	0.724492
try	12.148301	4.329765	13.074890	5.047412	1.425007	0.531196
tummy	10.729898	4.805009	10.469275	5.079100	2.861032	0.591601
tuna	14.878693	7.004741	12.114762	7.630321	3.258145	0.238973
turkey	11.771028	5.537545	11.456779	0.537545	4.493477	1.131972
turn	11.836568	4.411027	16.836568	4.851176	0.684630	1.155411
turtle	13.134962	4.522748	11.669504	4.540319	3.123786	0.516521
tv	12.392722	3.810682	12.335780	2.784139	3.191215	0.663544
uh	11.103727	4.194368	10.995546	5.490720	1.418854	0.216910
uncle	14.422272	6.524960	12.484133	7.460548	3.189989	0.276066
under	11.583070	4.767849	16.583070	2.965097	1.142414	2.261497
up	11.014868	2.666222	12.533961	3.254608	1.505530	0.564543
us	11.166662	3.860473	11.421913	3.848513	2.388175	0.791397
vacuum	11.929328	7.090354	12.053202	2.090354	4.960608	1.519101
vanilla	11.968628	6.309878	10.718835	6.798956	3.579460	0.136744
wait	10.436354	4.859390	11.807602	5.726571	1.575776	1.076355
wake	11.821199	4.696567	11.415565	3.659738	3.319950	0.758258
walk	12.047402	4.926471	14.807046	3.853024	1.827141	1.539035
walker	12.863847	7.391872	11.112694	7.925931	3.844713	0.131084
wanna	11.313145	2.879540	11.148517	3.723306	1.216059	0.320211
was	11.822001	2.023162	13.302603	2.236742	1.596534	0.698977
wash	12.485161	3.962845	12.624625	-1.037155	3.662217	1.598072
washing	11.585852	5.215086	10.990162	4.726537	3.334021	0.685694
watch	11.252983	6.004991	12.044346	6.535671	1.399214	0.630237
water	10.780370	3.601868	11.900067	3.626958	2.002377	0.902587
we	12.205992	2.891159	12.620123	3.676707	1.350075	0.379328
were	11.644835	3.364814	15.012244	2.951239	1.334566	1.246847
wet	11.090533	4.392371	10.663161	3.545392	3.238038	0.730858
what	11.394441	2.869858	11.117735	3.295763	1.386750	0.249296
when	11.407394	5.030345	12.546466	5.608749	1.226917	0.663560
where	11.793319	3.818435	11.292702	4.430120	1.447234	0.253462
which	11.923375	5.362356	12.785192	5.960801	1.316949	0.758489
white	11.740874	4.180852	12.187722	1.140453	3.217861	1.367355
who	11.360855	2.809270	13.844808	2.946633	1.466663	0.853466
why	11.363377	4.667514	12.022391	5.432053	1.464745	0.515706
will	12.124965	5.156586	12.312792	5.751430	1.543818	0.467650
wind	11.025514	6.149514	10.627647	6.030381	3.250312	0.616729
window	11.942519	2.913332	12.097737	3.111620	2.563883	0.666364
windy	12.947858	5.838457	11.150741	6.277737	3.311264	0.268126
wipe	11.286246	5.577832	11.270215	5.268314	2.989410	0.814733
wish	12.182203	6.354032	10.876285	6.123826	2.970793	0.678895
with	11.537260	2.082646	12.243648	2.556391	1.493110	0.437158
wolf	13.314098	3.849596	11.930133	2.876064	3.365597	0.595704
woods	12.531647	5.936176	11.258566	6.065656	3.065335	0.410834
woof	10.388055	3.277525	9.149151	3.706191	3.420821	0.138526
work	10.540097	4.012866	10.976338	3.676598	2.685345	0.898774
would	10.996211	4.528310	13.213791	4.811757	1.266865	0.897426
write	10.799418	4.194142	10.503841	4.100900	3.149645	0.560624
yard	11.473189	5.318315	10.388825	5.442291	3.517865	0.305393
yellow	11.194173	4.833759	12.181303	5.237273	1.726929	0.759196
yes	10.797813	3.887064	10.525095	5.425797	1.527114	0.216475
yesterday	11.955990	4.765045	12.278135	4.132379	2.877380	0.926273
yogurt	11.789389	5.384681	11.327635	3.481262	3.874671	1.206751
you	9.804664	1.953254	10.474432	2.468445	0.955516	0.233137
your	10.518076	3.322540	10.063076	3.884069	1.423806	0.303276
yourself	11.166823	3.891812	11.524383	3.339375	2.493972	0.891257
yum	10.985246	2.797284	11.047554	1.836000	2.734385	0.765920
zebra	11.530267	6.282885	16.530267	5.041653	0.689809	2.228079
zipper	11.768164	5.749395	10.191971	6.557542	3.857757	0.179767
zoo	11.490421	2.795391	11.958607	-2.204609	3.683363	1.297155
