Token	MaxSurprisal	MinSurprisal	ParamUpper	ParamLower	ParamXmid	ParamScale
basket	11.548947	3.476580	12.149374	-0.203732	3.510758	1.186992
bat	11.299572	5.179682	11.256386	2.337970	3.925782	0.949041
bath	11.101538	3.287434	11.576180	2.475932	2.778553	0.898450
bathroom	12.011256	4.927535	11.430590	4.941302	2.930183	0.615886
bathtub	11.476906	5.722176	11.290118	5.693665	3.425332	0.879122
be	12.329369	3.057252	12.433739	3.544234	1.672466	0.332133
beach	11.531712	3.453225	11.383642	2.144656	3.188923	0.768410
beads	11.892156	5.795261	12.074658	0.795261	4.409824	1.364220
beans	11.011783	4.048687	10.235087	4.226187	3.466168	0.357053
bear	11.846848	3.255707	14.582483	0.161214	2.573722	1.569798
because	10.706289	5.056147	12.150962	5.113432	1.424911	0.865880
bed	12.077538	4.420275	13.083210	4.111874	2.159960	0.985789
bedroom	12.164674	4.195812	11.790143	4.250974	3.029261	0.537020
bee	11.502297	3.537560	12.944311	-1.462440	3.712997	1.769436
before	11.003868	5.256103	11.975676	0.256103	4.044239	1.962897
behind	10.643136	3.111985	8.919627	3.294659	3.658922	0.176121
belly	11.687378	5.331880	14.877956	0.331880	3.236909	2.639417
belt	12.154897	6.838073	11.723409	5.864786	3.565986	0.724054
bench	14.026266	5.140525	12.338115	5.788642	3.452294	0.398034
beside	12.460451	7.617066	11.251536	8.000432	3.690748	0.289526
better	11.298266	4.475792	13.916161	2.984583	1.838577	1.793411
bib	11.246834	4.759461	11.525350	-0.240539	4.465043	1.629925
bicycle	12.510879	4.063321	11.717006	3.853427	3.167033	0.544001
big	11.634661	5.059397	10.952616	5.556826	1.501304	0.255110
bird	11.784529	4.370592	13.455561	3.623868	2.306159	1.258035
bite	11.405446	4.223954	13.323427	-0.776046	3.664927	2.010580
black	12.270924	4.244924	12.903541	1.885971	2.991163	1.202251
blanket	11.904809	4.260770	13.215363	2.707241	2.895557	1.274603
block	11.967345	4.105833	11.646584	-0.894167	4.090236	1.315547
blow	11.188640	5.083874	11.267943	3.900547	3.347245	1.042289
blue	11.606972	4.046705	12.817944	3.583070	1.987058	1.000141
boat	12.525210	4.435090	12.263089	5.511050	2.284072	0.467105
book	11.483536	2.991698	16.483536	3.138046	0.857869	1.198557
boots	11.438976	4.684737	10.726284	4.731888	3.319566	0.359990
bottle	11.772686	3.777712	16.772686	3.731713	0.942841	1.481934
bowl	11.870756	4.602907	15.673700	-0.397093	2.865644	2.214278
box	10.603809	2.442787	12.051698	1.310864	2.519920	1.156493
boy	11.593620	3.134450	11.824747	4.037061	1.884214	0.465192
bread	11.175286	4.399973	14.276273	-0.600027	3.185980	2.736429
break	11.741581	3.623839	11.590884	3.400506	2.879881	0.708548
breakfast	11.423060	3.915755	12.518586	3.124440	2.555292	1.072369
bring	11.371411	4.906550	12.770920	4.726721	1.803877	1.100616
broken	11.954684	4.934255	12.055574	4.153161	2.974135	0.967270
broom	11.657820	6.012721	10.751762	6.123537	3.703782	0.203067
brother	11.477163	4.111607	10.679978	3.333963	3.361528	0.673003
brown	11.694922	4.684818	11.218800	2.510101	3.434937	0.946892
brush	11.685601	4.438470	12.113686	0.837809	3.713279	1.339525
bubbles	11.447918	4.743540	11.922746	-0.256460	4.242753	1.336772
bucket	11.659109	5.907933	12.603090	6.726924	1.879212	0.963871
bug	12.621083	5.235648	13.127459	3.267595	3.144873	1.170069
build	11.855512	4.933109	11.784418	5.226196	2.336856	0.701990
bump	10.828945	4.722594	9.849158	5.398664	3.436890	0.195742
bunny	11.565278	4.869458	15.272720	-0.130542	3.080934	2.728888
bus	10.911640	2.298257	10.681275	1.845370	3.027502	0.507469
but	11.281390	4.254731	11.890049	4.853063	1.466816	0.572781
butter	12.489630	3.363615	12.246523	0.461143	3.538768	0.992100
butterfly	12.181931	5.213652	13.848914	3.847000	2.469127	1.317766
button	11.698664	4.626973	12.415320	1.513610	3.562800	1.273240
buy	12.736218	4.152567	12.445059	4.545888	2.525675	0.525410
by	11.322164	4.431992	16.322164	-0.516552	2.489739	2.692627
bye	10.974831	2.629705	10.926046	2.571588	2.561713	0.626501
cake	12.876199	3.206883	12.860407	2.450914	2.793103	0.744378
call	11.778540	4.261335	12.976967	3.876438	2.273593	1.104806
camera	11.523245	5.212632	12.725672	0.212632	4.049799	2.082091
camping	14.283923	5.989541	12.462404	6.785551	3.360036	0.272778
can	10.188226	2.938532	10.604788	3.560325	1.330247	0.474710
candy	13.441608	5.380111	11.915524	5.908385	3.167838	0.370703
car	10.906456	3.177470	11.173438	3.566771	2.094306	0.724260
careful	11.133791	3.555417	11.417354	3.338442	2.388121	0.736492
carrots	11.564128	5.113574	10.163971	5.564254	3.511552	0.262421
carry	11.823142	5.067201	11.963379	5.108063	2.781766	0.669009
cat	11.265468	4.220551	11.780322	4.112397	2.360953	0.779736
catch	11.428658	4.234774	12.213519	-0.062008	3.851890	1.514290
cereal	11.445485	5.479149	13.176148	0.479149	4.043299	2.352431
chair	11.711633	3.427301	13.271095	2.607897	2.363235	1.058224
chalk	14.329151	6.386959	11.910237	7.068943	3.437439	0.302703
chase	10.978334	7.263080	10.822724	4.563983	4.648434	1.419907
cheek	12.514435	7.385599	12.146453	7.531083	2.568545	0.853908
cheese	11.446522	3.947761	14.452751	-1.052239	3.140985	2.201447
chicken	11.221780	4.104228	13.858820	-0.895772	3.337393	1.999769
child	11.436375	6.159893	10.916652	6.137254	3.463152	0.624701
chin	11.335908	5.113913	10.742450	3.924206	3.701964	0.622447
chocolate	11.976656	4.918820	11.339118	5.570296	2.805500	0.355494
choo	11.996688	4.238562	11.394535	4.354469	2.923727	0.553840
church	12.775597	5.852712	11.687328	6.282528	3.182522	0.216973
circus	11.802938	4.785983	10.954789	4.860235	3.482643	0.362364
clap	11.440258	4.532512	9.620084	4.951314	3.621151	0.108368
clean	11.226592	4.445790	12.667080	-0.554210	3.785775	2.124132
climb	10.915587	5.603359	10.911587	4.953008	3.186627	0.836596
clock	11.716530	4.633203	16.716530	0.623364	2.114339	2.436071
close	11.025693	4.089600	11.673572	-0.910400	4.164013	1.783134
closet	11.962813	4.988885	11.720525	3.276233	3.600932	0.769868
cloud	13.218136	5.184101	11.449042	5.471029	3.493674	0.348374
clown	11.163962	3.306926	10.719650	-1.693074	4.193932	1.024341
coat	12.730495	5.078369	11.754358	5.578426	2.857042	0.531769
coffee	11.025403	3.403156	10.926932	2.533718	3.260701	0.693087
coke	13.966490	6.711311	12.251797	7.278575	3.588398	0.241118
cold	12.582072	3.994364	15.315323	2.600216	2.184504	1.353646
comb	10.895084	5.902987	10.666097	4.374473	3.915685	0.896238
cook	12.020204	4.538385	12.097047	2.316473	3.377403	1.022772
cookie	12.323694	3.768573	17.323694	-1.231427	2.382203	2.452607
corn	11.685937	5.553629	11.274157	5.817366	3.217518	0.471271
couch	12.549457	4.483097	12.532639	2.561977	3.307344	0.895810
could	11.028664	4.593761	12.670692	4.582458	1.397504	0.883343
country	12.987374	6.357629	11.502410	6.777618	3.284034	0.341687
cover	11.121443	6.789123	10.198136	1.789123	5.369170	1.288558
cow	11.718588	3.415026	16.718588	-1.280045	2.346911	2.325248
cowboy	12.146485	5.499780	11.009565	6.492640	3.458795	0.301047
cracker	11.978644	4.992889	12.516751	-0.007111	4.226832	1.665804
crayon	13.599540	5.697521	11.633489	6.143428	3.102024	0.515725
crib	12.562443	6.063301	11.404430	5.920475	3.288441	0.552416
cry	11.175274	4.396036	11.137777	3.249902	3.290918	0.818625
cup	11.057412	4.502354	16.057412	1.461716	1.658513	2.744409
cut	10.946552	4.765394	11.730189	-0.234606	3.986428	1.516432
cute	11.289786	5.282171	12.277407	0.282171	4.376450	2.086725
daddy	11.374289	4.672457	12.626988	4.943251	1.911402	0.933025
dance	12.978135	3.877914	13.587230	-1.122086	3.838787	1.442524
dark	12.096631	3.496681	11.768978	2.593056	3.355762	0.558263
day	11.386911	3.613672	13.963291	1.453171	2.269275	1.463062
deer	12.179619	4.875721	11.060987	-0.124279	4.387874	0.836712
diaper	11.399152	4.188567	11.704020	-0.811433	4.577100	1.690120
did	11.371402	4.016876	11.497889	4.568383	1.558547	0.344290
dinner	11.588212	4.144439	13.355145	1.214718	2.942432	1.577664
dirty	10.565638	5.763418	11.554248	1.633261	4.223042	2.117025
dish	12.104249	6.549816	14.552108	1.549816	3.639650	2.410624
do	11.237164	2.617780	11.568604	3.358527	1.364719	0.382964
doctor	13.145336	4.133081	11.672273	4.479123	2.957460	0.411379
does	10.957619	4.039759	11.639638	4.730894	1.573615	0.569493
dog	10.780585	4.413646	12.961489	4.248510	1.708276	1.058038
doll	12.126750	4.339207	16.653821	1.343495	1.990213	2.061479
donkey	12.042696	5.542624	14.788164	3.003045	2.496837	1.982253
donut	14.143248	5.459773	11.823827	5.718149	3.544588	0.295076
door	12.590519	2.771159	14.065520	2.395088	2.111630	0.877878
down	11.351076	2.688455	13.662852	2.671274	1.649217	0.858469
downtown	14.445419	7.951184	12.270503	8.725662	3.694265	0.145763
draw	13.213148	3.498505	11.480611	4.230933	2.804737	0.367543
drawer	12.115623	5.147620	11.825555	3.121363	3.631801	0.869787
dress	11.688153	5.958765	11.925536	5.704654	2.760676	0.840752
drink	11.380543	3.571993	13.027009	1.747418	2.456086	1.412214
drive	11.708129	4.019718	11.320921	4.248961	3.021169	0.531122
drop	12.010327	5.658491	10.928278	2.712968	3.961988	0.924144
dry	11.477379	4.798673	11.978580	-0.201327	4.249779	1.507048
dryer	12.810525	9.072583	11.409456	9.632225	3.727434	0.141698
duck	11.786650	3.684360	16.786650	2.518407	1.344366	1.987682
dump	11.260429	5.349957	9.777376	5.459735	3.683765	0.275988
each	10.994171	6.192523	10.142839	6.749174	2.953384	0.464078
ear	11.517344	4.249706	11.608718	2.378886	3.296975	1.152630
eat	11.531326	3.057032	13.703560	3.722590	1.308188	0.774452
egg	11.841183	3.859173	11.834186	4.564942	2.495133	0.600418
elephant	11.810065	4.042800	11.721897	4.131594	2.576690	0.597569
empty	11.283959	5.662231	10.561470	5.117859	3.609837	0.582579
every	12.125884	7.259515	11.659973	7.803902	2.472083	0.771606
eye	11.463188	5.111125	15.745399	2.491132	1.818269	2.413075
face	11.824922	4.321655	13.765073	3.132491	1.924249	1.432616
fall	11.518485	4.008980	16.177343	-0.991020	2.566203	2.388501
farm	11.788076	3.103761	12.983753	-1.896239	3.744872	1.554680
fast	10.882495	3.484382	10.351042	3.275810	3.169207	0.521608
feed	11.403594	5.680809	16.403594	0.680809	2.226847	3.410394
find	12.050750	2.859280	13.827582	2.958834	1.848469	0.862932
fine	11.446077	5.241404	13.522681	0.241404	3.505562	2.301352
finger	11.534724	3.966862	12.449015	3.330672	2.408264	1.032127
finish	11.849146	5.760019	12.364637	5.531197	2.213323	1.026467
first	11.117689	5.009623	16.117689	1.757634	1.780750	2.357246
fish	11.201552	4.300278	11.477082	4.223229	2.630289	0.757396
fit	12.140069	3.056612	13.110961	2.534135	2.503793	0.993933
fix	12.060959	4.318234	12.351971	4.427565	2.437928	0.792010
flag	14.334661	5.829876	12.329547	6.147881	3.393116	0.323633
flower	11.720885	5.393508	11.770556	6.508962	2.497585	0.560186
food	11.804069	3.977207	16.804069	3.710714	0.966345	1.500942
foot	11.720783	2.546598	13.917301	-2.453402	3.324462	1.729630
for	11.471440	3.436976	11.648863	4.296455	1.545996	0.349780
fork	11.393924	4.109151	10.367708	4.016192	3.330816	0.397777
french	14.882473	7.076838	12.153262	7.716243	3.408803	0.211929
friend	11.947186	3.410175	12.233499	0.710619	3.047182	1.202407
frog	11.184774	3.813908	11.248108	-1.186092	4.210174	1.589819
full	12.383562	5.410553	14.198438	0.410553	3.619452	2.051693
game	11.717980	3.760522	10.874014	3.122344	3.257177	0.593901
garage	12.172691	3.792346	11.280897	4.575012	2.877567	0.413774
garbage	12.006779	4.144006	12.017280	0.428822	3.774155	0.977279
garden	12.831838	2.936351	12.274134	3.808285	2.722097	0.492232
gas	11.934048	5.983997	11.387186	5.916032	3.453919	0.411169
gentle	11.391192	5.310243	12.965755	1.074154	3.844424	1.944893
get	12.003896	3.300365	10.921732	4.123894	1.521229	0.245573
giraffe	12.952974	4.272489	11.950812	4.193510	3.069158	0.613897
girl	11.269882	2.254063	11.201851	3.111773	2.026621	0.524119
give	11.265140	3.533694	14.160895	3.646743	1.240061	0.970364
glass	11.419063	5.380515	10.798329	5.829765	3.165936	0.391744
glasses	11.675491	3.683520	12.112671	-1.316480	3.968768	1.214459
gloves	12.453419	5.752084	11.168835	6.130898	3.557067	0.262338
glue	12.804237	5.524371	10.975516	5.867139	3.408032	0.276074
go	10.850766	1.700190	13.569126	1.889461	1.331881	0.823492
good	10.432152	3.544808	12.142975	3.947945	1.283741	0.662103
goose	11.159009	4.794121	9.697823	5.123632	3.754260	0.199298
grandma	11.545731	5.323003	11.234023	0.323003	4.393563	1.112690
grandpa	11.076344	3.992502	10.446366	4.131607	3.567199	0.264119
grapes	12.362187	3.967484	12.142672	3.548768	3.241334	0.630473
grass	11.689431	3.277779	11.581505	0.764542	3.385208	1.002409
green	11.558100	4.018106	12.638332	4.231916	1.937156	0.776347
gum	11.875789	4.676656	11.025166	5.091785	3.475595	0.273068
hair	11.099265	3.134144	16.099265	0.652301	1.706765	1.809233
hamburger	11.868435	6.344140	10.819253	1.344140	4.882812	1.191577
hammer	11.564396	3.008963	10.898242	1.343573	3.766776	0.726122
hand	10.903389	4.032439	13.604548	3.771946	1.472990	1.175580
happy	11.757134	3.450045	13.870795	0.403157	2.878158	1.526416
hard	11.398582	4.645126	13.817368	4.643803	1.531278	1.167250
hat	11.904547	3.536709	16.904547	2.115558	1.343087	1.699779
hate	12.669185	5.699979	11.592137	5.997143	3.105218	0.497866
have	10.303709	2.233292	10.926950	2.900356	1.366817	0.547038
he	11.391396	2.467546	12.346050	3.455416	1.562296	0.491162
head	11.335078	3.013666	12.991714	2.879837	1.775522	0.874273
hear	10.946544	4.207319	11.775039	4.770307	1.692141	0.708860
heavy	11.483642	4.603287	11.302302	1.638669	3.699952	1.099213
helicopter	12.023159	4.485704	11.591699	3.449028	3.429960	0.725669
hello	11.329730	4.148314	13.564205	4.343157	1.358688	0.902580
help	12.303931	4.050213	14.944376	3.871847	1.719266	1.037645
her	11.579540	1.963917	13.693252	1.896716	1.669036	0.861751
here	11.250299	3.440905	10.636892	4.334429	1.374173	0.196029
hi	12.003219	5.048170	11.073861	6.561948	1.488224	0.117450
hide	11.809681	4.111353	11.140060	2.992732	3.515157	0.643109
high	11.098650	5.195421	12.299016	0.195421	4.047237	2.043574
him	11.458236	2.286677	12.910528	2.726577	1.699194	0.748250
his	11.036315	4.304306	14.211705	4.477550	1.024857	0.863900
hit	11.567390	5.082193	14.415389	0.082193	3.541069	2.362054
hold	11.923696	5.672009	11.939440	6.566979	1.507978	0.281751
home	11.966996	0.439534	16.248972	-1.426198	1.877820	1.304250
horse	11.448951	4.282462	13.009707	3.224972	2.291464	1.292063
hose	14.343285	5.007299	12.806389	4.663222	3.312608	0.526211
hot	12.182888	3.140162	13.031199	3.805172	2.277065	0.814849
house	10.538422	2.977290	12.013392	1.050330	2.566085	1.355550
how	11.795048	4.243274	12.059913	5.107882	1.547718	0.336435
hug	11.677936	4.437424	13.406219	-0.562576	3.579880	1.879921
hungry	11.853422	3.922986	12.182717	-1.077014	3.701946	1.645713
hurry	11.733756	6.899988	11.245952	5.834727	3.645112	0.810901
hurt	11.317754	4.585141	12.689326	2.349609	2.797094	1.493942
i	11.306690	4.844972	10.524449	5.580845	3.216408	0.246093
ice	11.695271	5.003431	15.537774	4.726751	1.164234	1.294702
if	11.442330	4.111110	11.784317	4.773511	1.562764	0.472628
inside	11.285610	4.725996	12.298268	0.319681	3.766206	1.810275
into	11.432807	5.256244	13.119177	5.850072	1.317959	0.849680
is	11.244926	2.643951	11.804655	3.403415	1.308713	0.350609
it	10.383140	2.104806	10.535139	2.600580	1.432465	0.276168
jacket	11.597649	4.399500	10.658016	3.910872	3.567546	0.507653
jar	12.284122	5.946534	12.367003	0.946534	4.487095	1.469432
jeans	12.953153	7.165231	11.091179	8.009551	3.737681	0.120704
jelly	13.722361	5.523650	11.887979	6.178555	3.082477	0.345198
juice	11.419596	3.074528	16.030884	-0.822015	2.095251	2.032844
jump	11.054705	3.317058	9.542290	3.464559	3.447999	0.236365
keys	11.108137	5.757867	9.549214	0.757876	4.844024	0.714783
kick	11.636742	6.212532	11.525882	1.212532	4.503623	1.382031
kiss	10.955584	2.736043	10.681847	-2.263957	3.985759	1.294041
kitchen	11.793906	3.802582	12.296042	3.462118	2.393577	0.851910
kitty	10.838614	3.569102	15.285280	-1.430898	2.833647	2.364573
knee	12.419485	3.126478	12.201812	0.230903	3.621495	0.911000
knife	13.389754	4.534684	11.652488	5.143866	3.023136	0.326150
knock	11.554979	4.960300	11.945674	-0.039700	4.156193	1.412050
ladder	13.253689	4.643990	11.793118	5.070654	3.049503	0.394912
lady	11.649992	5.596345	12.085817	5.079645	2.594366	1.079812
lamb	10.866177	4.698184	9.174539	5.156664	3.818289	0.176625
lamp	13.589169	5.150660	11.884536	4.607755	3.676958	0.404323
last	11.016474	4.765503	12.053346	-0.234497	3.894669	1.836426
later	11.268560	3.925825	10.275388	2.404271	3.609684	0.687868
lawn	13.353502	6.559203	11.685739	4.770607	4.039762	0.597311
leg	12.023423	3.606952	13.288392	-1.393048	3.575413	1.474460
lick	11.760672	5.811852	10.354192	5.780331	3.645770	0.257407
light	11.666446	3.708857	14.663280	-1.291143	3.424348	2.120402
like	11.070054	1.965522	11.426345	2.630114	1.497141	0.461084
lion	11.937670	3.918159	11.502501	4.444860	2.731093	0.541501
lips	13.084487	4.903053	12.557936	4.367883	3.376070	0.596826
listen	12.092873	5.869956	12.526640	4.574043	2.631023	1.317097
little	11.773519	3.224790	11.791797	4.182977	1.482956	0.293542
living	12.186952	4.145132	11.160928	3.920413	3.390821	0.584102
lollipop	11.568981	3.368404	10.560317	3.815153	3.511963	0.257825
long	11.108201	4.442287	11.837351	4.248673	2.258154	0.866963
look	11.181523	2.942753	11.417922	4.048374	1.452917	0.376586
loud	11.030838	4.828762	10.509882	3.995070	3.443581	0.594417
love	11.943692	5.464821	12.893175	6.271140	1.073572	0.635113
lunch	10.868183	3.207038	10.950307	1.214158	3.331258	0.916178
mad	10.719199	6.450898	9.984155	6.985776	3.347030	0.177807
make	11.546174	4.363298	11.478621	5.021243	1.567272	0.304417
man	11.637644	4.678847	12.820563	4.985862	1.981504	0.835749
me	11.204485	1.637277	11.872179	2.271398	1.692264	0.449837
meat	11.871735	4.364240	11.524880	-0.635760	4.282013	1.270675
medicine	12.814478	4.054727	11.877970	3.998055	3.216534	0.565747
milk	12.065737	3.155270	13.043660	2.581678	2.391582	0.901340
mine	11.009624	4.308792	10.741313	4.309818	2.798154	0.560176
mommy	11.547092	4.746010	16.547092	4.368373	0.804465	1.732271
money	12.519796	3.863089	12.266203	3.769699	2.863227	0.547184
monkey	10.533344	4.235702	11.441723	1.356644	3.482626	1.428952
moo	12.064767	3.981699	11.491007	-1.018301	4.120392	1.400031
moon	11.685091	2.308235	11.806942	-2.691765	3.940391	1.297032
moose	11.567943	6.654748	10.786489	7.364534	3.715302	0.189555
mop	13.618482	6.236451	11.665133	6.767981	3.871788	0.202868
more	11.021037	3.377476	12.409828	4.131805	1.444489	0.586423
morning	12.129838	2.702105	12.029308	2.715789	2.458401	0.662856
motorcycle	12.936013	5.096627	11.660674	4.810475	3.465103	0.634288
mouse	12.103256	3.496210	12.719161	3.918079	2.530833	0.760540
mouth	11.486905	1.430175	14.998169	-1.144817	2.173739	1.498257
movie	13.194879	4.692920	12.050937	5.171437	3.110820	0.393637
much	11.378054	2.759817	11.971675	1.621157	2.454651	1.058252
muffin	14.129559	6.116152	12.360635	6.148515	3.346781	0.375213
my	11.367410	4.579447	11.567917	5.490582	1.370170	0.302125
myself	11.383638	4.310659	10.905836	4.909124	3.047675	0.337346
nail	13.719895	6.576660	12.356001	7.188364	3.099854	0.447746
nap	10.994395	3.561566	10.730120	1.702403	3.609779	0.893193
napkin	13.772853	5.743891	11.859273	5.938131	3.211499	0.437389
naughty	12.465893	4.698786	11.344595	5.204248	2.933322	0.388260
necklace	12.639549	5.627394	12.295354	3.682612	3.574239	0.804765
need	11.703342	4.344678	11.532722	5.079045	1.767157	0.302983
new	11.390280	5.305362	14.273963	5.177268	1.246695	1.120096
next	11.325092	5.359976	12.797834	4.701811	2.010014	1.293911
nice	11.287708	4.073985	14.645754	3.943629	1.007976	1.122503
night	11.119495	4.143466	14.151010	-0.856534	3.127382	2.303679
no	10.076523	3.134799	9.916965	3.643628	1.531979	0.227786
noisy	11.721958	6.042379	12.054330	1.042379	4.602120	1.678877
none	11.564004	6.550398	10.171495	6.743935	3.719557	0.200776
noodles	11.152327	4.365259	10.305703	5.839155	3.667382	0.174493
nose	11.320840	2.591088	16.320840	-0.587041	2.019101	1.935190
not	11.696552	3.503591	11.772661	4.174014	1.505964	0.272042
now	12.259845	4.153812	12.116164	4.844987	1.589101	0.328785
nurse	11.455220	5.462190	10.881307	5.239656	3.494746	0.391418
nuts	14.273323	5.403268	12.423830	5.121031	3.505773	0.540180
of	11.961924	1.491627	12.842274	1.679087	1.623608	0.530891
off	10.843543	3.081939	12.985132	2.637673	1.806940	1.001961
old	10.774910	5.117249	11.692429	0.117249	4.228464	1.876797
on	11.895436	3.098261	10.816656	3.756996	1.459560	0.241030
open	12.053199	4.316615	14.639911	4.508498	1.496056	1.056068
orange	10.861182	4.792491	12.317755	4.388874	1.917892	1.130806
other	10.813446	4.233613	11.200454	4.907337	1.530972	0.447063
ouch	11.602242	7.597262	11.282900	8.226715	2.111333	0.366503
our	11.224973	4.943917	14.776612	4.883852	1.066642	1.318941
out	11.553854	2.644100	16.087375	2.678277	1.074096	1.044676
outside	11.199918	5.223656	11.209474	5.380157	2.378819	0.752110
oven	11.988240	3.841150	12.522830	2.487448	2.939371	0.876767
over	11.327921	3.421972	13.511905	3.989204	1.340393	0.808222
owl	10.706268	4.429323	9.703768	4.788933	3.405647	0.357806
paint	13.548700	5.959314	12.131881	6.444969	3.086865	0.390000
pajamas	11.227601	4.569912	11.018616	3.757553	3.322308	0.650544
pancake	13.062402	5.932140	11.546206	5.885388	3.629638	0.377369
pants	11.527636	3.714933	14.212108	-1.285067	3.270866	2.056940
paper	11.624758	3.049121	12.773955	1.575922	2.663645	1.188768
park	10.983821	4.168324	10.580682	4.478871	3.001407	0.472754
party	12.084242	3.257178	11.805336	1.487122	3.198450	0.813839
peanut	11.904807	5.917818	16.904807	1.386152	2.191581	3.231527
peas	10.701902	4.068312	10.134841	-0.931688	4.617783	1.469416
pen	10.995674	5.150028	11.255022	5.120604	2.869166	0.809972
pencil	13.383562	3.627871	11.357389	3.558307	3.389178	0.383826
penguin	11.909713	5.552349	11.897900	5.719993	2.944326	0.832517
penis	13.932104	6.131296	11.529499	6.267774	3.675107	0.329377
penny	13.562498	3.812009	12.025091	4.459359	3.277417	0.365429
people	11.418627	4.162075	13.651071	3.828733	1.775775	1.223958
person	11.547741	4.410637	11.164932	3.718569	3.336050	0.616972
pick	11.864869	5.622941	12.399958	6.460895	1.389472	0.606094
pickle	14.277649	3.502019	12.288801	3.768673	3.328504	0.244625
picnic	13.224062	3.520798	11.982265	3.898644	2.940337	0.439981
picture	11.778854	2.523690	13.092987	1.733045	2.452254	0.983825
pig	11.231000	4.104471	13.477244	2.202057	2.507740	1.504425
pillow	11.068218	6.029665	11.636922	3.498359	3.565197	1.298133
pizza	11.380567	4.288424	16.380567	-0.711576	2.482269	3.003375
plant	11.551433	7.585617	11.411846	7.157576	3.469205	0.852026
plate	12.277447	3.223129	17.277447	-1.776871	2.567214	2.144191
play	10.439111	3.025630	10.958972	4.099212	1.546994	0.406366
playground	13.417520	7.056269	12.206304	7.069500	3.445473	0.428894
please	11.442245	4.016677	16.442245	3.059605	1.034602	1.731943
police	12.064935	4.937307	11.846464	5.156154	3.047920	0.454249
pony	13.220522	5.901232	11.263181	6.034219	3.364439	0.371099
pool	12.033521	3.547483	11.045525	2.800958	3.419380	0.488377
poor	11.064420	5.957941	11.427491	5.354436	2.775773	1.175821
popcorn	13.277098	5.204249	11.968252	5.227212	3.570460	0.375741
popsicle	11.878782	7.267345	11.269407	7.616743	3.917486	0.277296
porch	13.055774	4.292797	11.192917	4.521532	3.714349	0.230939
potato	11.994577	5.073018	10.975154	5.285087	3.373962	0.308048
pour	11.876598	5.416609	12.649587	2.802593	3.278992	1.265251
present	12.529480	4.216533	11.658909	3.896745	3.049917	0.594558
pretend	11.318779	4.977104	16.318779	-0.020977	2.444298	3.140235
pretty	10.706357	5.268692	15.706357	4.460155	0.440896	2.038882
pretzel	12.885938	5.999181	11.238486	6.287490	3.738369	0.234444
pudding	13.880680	5.666199	11.905958	5.588132	3.384131	0.451040
pull	12.095234	5.232851	15.364218	5.513073	1.118327	1.057219
pumpkin	11.450155	5.182473	11.218668	0.182473	4.377102	1.182365
puppy	11.720917	4.671882	11.683029	-0.328118	4.240520	1.695355
purse	11.015106	5.448462	10.845514	0.448462	4.822189	1.114489
push	11.771754	3.477579	16.771754	-1.522421	2.564290	2.375922
put	12.031211	3.040992	11.414088	3.859131	1.593477	0.238620
puzzle	12.558153	3.769734	12.068021	4.369206	2.862060	0.558939
quack	11.092187	2.946435	11.160692	0.288393	3.464363	1.106735
quiet	11.593202	5.267386	12.135243	0.267386	4.232408	1.622484
radio	13.184687	7.454397	11.598226	7.718119	3.071110	0.347798
rain	11.334426	4.342220	11.139320	1.045226	3.855562	1.034312
