Token	MaxSurprisal	MinSurprisal	ParamUpper	ParamLower	ParamXmid	ParamScale
raisin	14.034028	6.884303	12.431741	6.906803	3.535258	0.717309
read	11.912242	3.035256	12.656965	4.031861	1.644195	0.442221
red	11.499688	5.275067	11.416928	5.602220	1.828836	0.523958
refrigerator	12.953422	4.127266	11.233121	3.751732	3.383423	0.598168
ride	11.419448	4.536321	12.652263	3.466917	2.677218	1.197182
rip	11.323151	5.931780	10.438499	6.607570	3.580330	0.311046
rock	11.329502	5.402859	11.182250	0.652453	4.350689	1.055111
rocking	12.083861	5.498216	12.018525	0.498216	4.503655	1.208905
roof	12.238288	4.258195	11.157277	4.023296	3.340084	0.504448
room	11.400532	3.010887	12.756842	1.667690	2.535372	1.153197
rooster	12.060887	4.302629	11.074274	-0.697371	4.378713	0.870634
run	10.909205	6.106632	11.221052	5.015974	2.985587	1.146676
sad	11.269237	4.719379	10.660295	4.441410	3.275522	0.565811
salt	12.055588	5.044260	11.335863	5.223322	3.350338	0.445274
same	11.428572	2.857233	13.182426	1.271641	2.467550	1.171775
sandwich	12.594225	3.575739	14.677501	-1.424261	3.191741	1.891337
sauce	11.363164	4.371180	10.602076	4.539540	3.479666	0.320630
say	10.985256	4.380562	10.480185	5.658097	1.414385	0.167344
scared	11.588940	3.817916	10.902353	3.536348	3.418726	0.478733
scarf	13.155053	5.706425	11.277307	5.873310	3.569322	0.311147
school	11.845476	2.296838	11.118322	2.703713	2.780019	0.482487
scissors	12.535488	4.329648	11.143321	3.729672	3.411955	0.523142
see	10.850149	2.248365	11.665663	3.080753	1.374681	0.438674
shake	11.699032	3.826595	9.701585	4.094687	3.608327	0.132740
share	11.390065	5.937469	16.390065	3.190164	1.509582	2.755573
she	12.189211	2.264406	17.189211	2.033026	1.026592	1.043521
sheep	10.087272	4.601604	9.181804	-0.398396	4.749213	1.160937
shh	11.969868	6.654179	16.969868	2.517575	1.958890	3.059905
shirt	11.488504	5.030595	15.334874	0.498430	2.725817	2.319051
shoe	12.410440	4.305154	15.843008	3.811929	1.635531	1.459161
shopping	12.897228	5.087853	12.304555	5.630409	2.744196	0.457647
shorts	11.923081	6.839801	11.653556	5.009743	3.898605	1.079012
shoulder	11.344194	4.987284	10.975512	4.925100	3.414904	0.370615
shovel	11.869203	5.487368	10.921150	5.411872	3.575466	0.395435
show	11.675481	5.202184	13.669310	5.315680	1.590666	0.921878
shower	13.107847	4.976227	11.746714	4.834830	3.154816	0.604120
sick	11.510613	4.399405	10.591229	3.301802	3.557029	0.571453
sidewalk	11.382166	5.925275	10.429442	6.430904	3.423565	0.306359
sing	12.181715	4.211800	17.125517	2.214059	1.546507	1.791685
sink	12.184516	5.542524	12.329882	5.785749	2.448720	0.648351
sister	11.087817	5.005013	11.430189	0.005013	4.239512	1.699412
sit	11.275801	4.391577	11.526982	5.316995	1.678318	0.391616
skate	14.071928	7.448901	11.779885	7.945983	3.648041	0.137082
sky	11.770119	2.903946	11.821010	2.280363	3.019058	0.762933
sled	13.544791	5.166699	12.116177	5.038941	3.655476	0.305046
sleep	11.887143	3.859044	12.188741	4.089530	2.346667	0.621308
sleepy	11.777161	5.386577	10.545759	0.386577	4.623082	1.048965
slide	12.053082	4.676191	11.285543	4.833176	2.928599	0.569201
slipper	13.021622	5.128014	11.759797	4.315110	3.601174	0.624173
slow	12.807656	5.993585	13.105921	0.993585	4.448086	1.869399
smile	12.087838	5.631838	10.548911	6.172660	3.732397	0.177081
snack	11.354122	4.865307	10.359451	5.143385	3.630350	0.239100
snow	11.945202	5.092886	12.297910	4.060334	3.074600	0.917440
so	11.115025	4.036778	12.357327	4.751012	1.194896	0.555875
soap	11.551955	5.231208	11.169537	3.382283	3.773429	0.811678
sock	11.961145	4.866144	13.669640	-0.133856	3.773576	1.871543
soda	12.017303	5.376240	10.651518	6.769437	3.706140	0.157444
sofa	13.652967	4.563900	11.782321	5.395268	3.014426	0.348132
soft	11.435082	4.696282	9.377606	5.125073	3.663057	0.183427
some	12.227394	2.832852	12.290681	3.416141	1.597081	0.354171
soup	12.531943	4.193616	13.021725	-0.806384	3.737920	1.424272
spill	12.899401	4.740441	11.109128	5.038216	3.268920	0.409296
splash	12.462187	3.250759	11.918545	-1.749241	4.036268	0.941077
spoon	11.334190	3.058898	14.697330	-1.941102	2.818629	2.501053
sprinkler	13.258875	7.340799	11.828187	7.071324	3.968459	0.341288
squirrel	12.719380	5.381388	12.744736	4.648377	3.233858	0.983096
stairs	12.132860	4.675801	12.300452	3.737730	2.963179	0.847429
stand	11.970680	5.824975	12.537037	6.770733	1.518239	0.472097
star	11.262218	3.789682	11.112136	2.506755	3.300785	0.729304
stay	10.381400	5.285313	15.381400	3.528323	0.654140	2.520364
stick	12.105445	5.964928	12.116916	6.025540	2.306280	0.933355
sticky	12.053097	4.125332	10.436900	3.969581	3.593345	0.367471
stone	13.578157	4.253059	11.538860	4.362398	3.822511	0.266472
stop	12.454184	4.823881	14.596414	4.234386	1.932675	1.129320
store	12.338187	2.651569	11.885529	1.848725	3.067485	0.660295
story	12.091154	3.071401	12.475349	1.078723	2.846052	1.056390
stove	11.975462	4.157534	11.816173	3.128309	3.312843	0.661035
strawberry	10.491732	4.982654	9.828999	4.762775	3.514210	0.424031
street	11.363363	3.556131	10.596822	3.034994	3.333097	0.513836
stroller	11.960064	5.390504	11.667284	0.390504	4.616551	1.296484
stuck	12.186770	3.892016	15.140278	2.278381	2.250364	1.534547
sun	11.737541	3.812496	13.597126	0.721309	2.882654	1.480957
sweater	11.329080	4.819560	10.083855	5.176318	3.581408	0.205275
sweep	12.896821	6.583897	11.538945	5.985171	3.798714	0.481212
swim	10.992884	4.237830	9.895496	4.979111	3.579121	0.205821
swing	10.943295	4.847358	10.407650	3.571510	3.796792	0.771151
table	12.062531	3.431309	12.154865	3.483818	2.297346	0.659980
take	11.652622	3.874788	11.517023	4.727116	1.649193	0.317912
talk	12.371235	4.621497	13.431026	5.214077	1.795405	0.721336
tape	11.653130	4.732317	11.666449	4.604508	2.555360	0.872070
taste	10.878386	3.739227	9.406125	4.165234	3.442499	0.154445
teacher	12.303699	4.833657	11.050553	5.604716	3.257098	0.376683
tear	11.387696	5.555429	10.175381	4.854027	3.871488	0.418468
telephone	11.297428	4.344570	13.163794	3.361301	2.328942	1.382614
thank	11.722267	4.550327	11.459059	5.478476	1.484681	0.243015
that	11.294020	2.057085	11.715280	2.589011	1.280567	0.334836
the	10.813364	1.796815	10.901958	2.362234	1.202917	0.352179
their	11.568660	4.614416	12.056378	3.994391	2.353130	1.119623
them	11.661542	2.078753	12.569820	2.694971	1.581155	0.555372
then	12.040988	2.599572	11.840377	3.406415	1.691496	0.475506
there	11.672350	3.285105	11.694088	3.926249	1.303748	0.311407
these	10.619266	3.805603	11.494245	4.553266	1.514101	0.496381
they	10.652547	3.166694	11.398490	3.551057	1.613427	0.571895
think	11.221857	2.305521	11.739585	3.001382	1.457088	0.390293
thirsty	11.746941	4.814566	11.201381	-0.185434	4.355535	1.081040
this	11.696025	2.622950	11.389839	3.047778	1.374777	0.419987
those	11.976792	4.197389	11.946684	5.074658	1.503103	0.359003
throw	10.890242	4.016192	15.890242	0.717630	2.012499	2.308313
tickle	10.682991	3.368528	9.108640	3.960057	3.464245	0.100160
tiger	12.565859	3.902699	12.342107	4.053800	2.795001	0.522194
time	11.623736	2.649964	13.456067	1.056965	1.999997	1.329212
tiny	11.648056	5.658256	11.300592	6.189117	2.524481	0.499112
tired	12.324135	4.158253	16.279612	-0.417772	2.588183	1.960972
tissue	11.463921	3.800465	11.448297	2.530117	3.283586	0.824875
to	11.656962	2.085096	12.242097	2.774044	1.487661	0.389837
toast	11.505976	4.797034	11.452883	4.890119	2.779506	0.665216
today	11.217428	5.610160	11.955385	6.378523	1.508928	0.569163
tomorrow	13.335843	4.732358	14.147744	-0.149583	3.506895	1.488091
tongue	11.776489	4.120572	11.791407	2.195888	3.342729	1.107957
tonight	11.432550	6.437840	10.666632	6.808552	3.277934	0.451511
too	11.103407	4.862371	11.111579	5.711980	1.415430	0.331264
tooth	11.126309	6.874191	10.269581	6.996615	3.510391	0.393185
toothbrush	11.512087	6.042972	10.183184	6.461014	3.820574	0.128342
touch	10.992681	3.984270	15.992681	-1.015730	2.562424	2.633163
towel	11.264972	5.001322	11.836783	0.001322	4.204119	1.426699
tractor	13.646886	4.272125	11.756463	5.237466	2.784369	0.418610
train	11.420849	4.358922	10.265003	5.827902	2.376677	0.177075
trash	11.775513	5.163618	11.200827	0.163618	4.435824	1.036446
tray	12.054485	4.685755	11.975277	-0.314245	4.326352	1.124756
tree	11.417712	4.065191	11.358996	4.267032	2.710578	0.633764
truck	11.788127	3.574094	11.742358	3.456500	2.524125	0.776921
try	11.870029	3.897080	13.915628	4.622084	1.342476	0.720346
tummy	10.734902	4.704794	11.568549	3.156590	3.012158	1.342805
tuna	13.211733	6.311486	11.528154	6.694049	3.453684	0.377546
turkey	11.977943	5.839648	11.945639	1.035295	4.453157	1.161899
turn	11.662309	4.763875	13.800675	5.407238	1.176163	0.767468
turtle	11.550761	3.902914	11.564746	-1.097086	4.112853	1.106607
tv	12.646175	3.667815	12.015207	2.014248	3.346178	0.699337
uh	11.063968	4.035355	11.231319	5.513844	1.397300	0.289451
uncle	12.736615	6.215920	11.752722	7.526591	3.427195	0.241206
under	11.267522	4.881956	16.267522	3.139010	1.197486	2.296341
up	11.208516	2.510425	12.848639	3.021540	1.514301	0.639812
us	10.974496	4.171440	11.276508	4.076784	2.335096	0.810947
vacuum	11.908140	6.744548	11.927685	1.744548	4.759891	1.484144
vanilla	11.828633	6.277823	10.977125	6.826719	3.671979	0.136068
wait	11.197574	5.230244	11.411013	5.980071	1.787080	0.871248
wake	11.881643	4.364317	11.418581	3.446918	3.394606	0.674974
walk	11.611507	4.864255	16.611507	0.955415	2.068268	2.633434
walker	12.566364	9.901168	10.363765	11.528832	2.082854	0.103224
wanna	11.161762	2.833134	10.768060	3.721806	1.276533	0.296858
was	11.625600	2.214519	13.657515	2.170356	1.567146	0.823873
wash	11.949105	3.547576	13.039461	-1.452424	3.525494	1.631990
washing	11.185525	5.162814	10.960954	1.964775	3.989896	0.976878
watch	11.231245	5.699167	11.997609	6.244101	1.473494	0.654131
water	10.705914	3.501955	12.196394	3.088424	2.059858	1.021193
we	11.995557	3.272541	12.165909	3.870669	1.383035	0.321024
were	11.452409	3.393789	15.479484	2.705723	1.225839	1.420620
wet	10.957134	4.541597	10.337010	3.558439	3.346051	0.718155
what	11.504967	2.804538	11.152495	3.267328	1.385876	0.231782
when	11.093044	5.062306	13.364120	5.284736	1.107356	0.854827
where	11.712261	3.826619	11.331918	4.538255	1.427952	0.256622
which	12.496649	5.292126	12.223160	6.290810	1.448773	0.614787
white	11.857443	4.135063	11.792153	1.898583	3.093555	1.159590
who	11.234534	2.866382	13.839859	2.856593	1.462921	0.891851
why	11.485793	4.872863	11.797593	5.465433	1.495252	0.457885
will	11.943477	5.238088	12.276385	5.836105	1.532265	0.472771
wind	11.235589	5.983153	11.100333	4.327015	3.573947	1.040593
window	11.898700	3.156025	12.401007	2.434047	2.565378	0.864055
windy	12.246094	6.041662	11.050327	6.292969	3.451213	0.315228
wipe	11.550962	5.473755	12.097028	3.988300	2.967169	1.123935
wish	12.035999	6.524800	11.542383	6.859887	2.409246	0.903823
with	11.305922	1.977219	11.998438	2.499024	1.524259	0.421976
wolf	13.262603	3.497461	11.822491	3.312559	3.375515	0.431428
woods	11.894833	6.166383	11.167185	6.361758	3.124860	0.395507
woof	10.479224	3.190958	10.078429	0.414464	3.686724	0.906419
work	10.532109	4.068545	11.097112	2.523400	2.988274	1.076463
would	10.997527	4.680474	12.349789	5.027419	1.423851	0.770880
write	10.811005	3.839134	10.493491	3.401211	3.308262	0.565059
yard	11.876464	5.287153	10.477365	5.425844	3.489656	0.292551
yellow	11.164934	5.093913	11.917167	5.319583	1.856336	0.700995
yes	11.298734	4.282950	10.475462	5.502210	1.489223	0.194504
yesterday	11.948254	4.951440	12.117168	3.959727	2.994039	0.913033
yogurt	11.797795	5.840975	11.222647	3.225475	4.228338	1.162176
you	10.250000	1.944607	10.841191	2.429184	0.892985	0.301434
your	9.793719	3.365826	9.882115	3.963789	1.394276	0.283024
yourself	11.046605	3.982525	11.690801	3.102718	2.536750	0.986230
yum	11.350380	3.229056	11.200664	1.919381	2.856226	0.823971
zebra	11.513678	5.927851	16.513678	2.886239	1.532690	2.837853
zipper	11.368899	5.933272	10.113287	6.242163	3.803049	0.120049
zoo	11.102543	2.157210	11.090301	1.111574	3.166496	0.847866
