cohort,paper_code,language,child_id,age,form,k,n
ELENA,FMW2013,English,6403,24,WS,566,680
ELENA,FMW2013,English,6408,18,WS,36,680
ELENA,FMW2013,English,6408,21,WS,166,680
ELENA,FMW2013,English,6408,24,WS,282,680
ELENA,FMW2013,English,6414,18,WS,471,680
ELENA,FMW2013,English,6414,21,WS,577,680
ELENA,FMW2013,English,6429,18,WS,20,680
ELENA,FMW2013,English,6429,22,WS,143,680
ELENA,FMW2013,English,6429,24,WS,555,680
ELENA,FMW2013,English,6433,18,WS,71,680
ELENA,FMW2013,English,6433,21,WS,209,680
ELENA,FMW2013,English,6433,24,WS,463,680
ELENA,FMW2013,English,6440,18,WS,115,680
ELENA,FMW2013,English,6440,21,WS,270,680
ELENA,FMW2013,English,6440,24,WS,416,680
ELENA,FMW2013,English,6446,18,WS,186,680
ELENA,FMW2013,English,6446,21,WS,417,680
ELENA,FMW2013,English,6446,24,WS,572,680
ELENA,FMW2013,English,6506,18,WS,422,680
ELENA,FMW2013,English,6506,22,WS,680,680
ELENA,FMW2013,English,6516,18,WS,19,680
ELENA,FMW2013,English,6516,21,WS,26,680
ELENA,FMW2013,English,6516,25,WS,100,680
ELENA,FMW2013,English,6517,18,WS,19,680
ELENA,FMW2013,English,6517,21,WS,78,680
ELENA,FMW2013,English,6517,24,WS,524,680
ELENA,FMW2013,English,6529,18,WS,313,680
ELENA,FMW2013,English,6529,25,WS,630,680
ELENA,FMW2013,English,6531,18,WS,51,680
ELENA,FMW2013,English,6531,21,WS,245,680
ELENA,FMW2013,English,6531,24,WS,445,680
ELENA,FMW2013,English,6546,18,WS,80,680
ELENA,FMW2013,English,6546,22,WS,261,680
ELENA,FMW2013,English,6592,18,WS,46,680
ELENA,FMW2013,English,6592,24,WS,439,680
ELENA,FMW2013,English,6613,18,WS,82,680
ELENA,FMW2013,English,6613,21,WS,241,680
ELENA,FMW2013,English,6613,24,WS,436,680
ELENA,FMW2013,English,6636,18,WS,21,680
ELENA,FMW2013,English,6636,23,WS,417,680
ELENA,FMW2013,English,6927,18,WS,91,680
ELENA,FMW2013,English,6927,21,WS,392,680
ELENA,FMW2013,English,6927,24,WS,539,680
ELENA,FMW2013,English,6953,18,WS,321,680
ELENA,FMW2013,English,6953,24,WS,578,680
HABLA,Bang2025,Spanish,7292,19,WG,164,428
HABLA,Bang2025,Spanish,7292,22,WS,11,680
HABLA,Bang2025,Spanish,7292,25,WS,68,680
HABLA,Bang2025,Spanish,7324,19,WG,34,428
HABLA,Bang2025,Spanish,7324,22,WS,85,680
HABLA,Bang2025,Spanish,7324,26,WS,106,680
HABLA,Bang2025,Spanish,7334,19,WG,88,428
HABLA,Bang2025,Spanish,7334,22,WS,84,680
HABLA,Bang2025,Spanish,7334,25,WS,175,680
HABLA,Bang2025,Spanish,7352,20,WG,19,428
HABLA,Bang2025,Spanish,7352,23,WS,42,680
HABLA,Bang2025,Spanish,7352,26,WS,103,680
HABLA,Bang2025,Spanish,7355,18,WG,81,428
HABLA,Bang2025,Spanish,7355,22,WS,182,680
HABLA,Bang2025,Spanish,7355,26,WS,403,680
HABLA,Bang2025,Spanish,7363,19,WG,37,428
HABLA,Bang2025,Spanish,7363,27,WS,205,680
HABLA,Bang2025,Spanish,7373,18,WG,24,428
HABLA,Bang2025,Spanish,7373,21,WS,278,680
HABLA,Bang2025,Spanish,7373,25,WS,628,680
HABLA,Bang2025,Spanish,7397,19,WG,49,428
HABLA,Bang2025,Spanish,7409,19,WG,5,428
HABLA,Bang2025,Spanish,7409,22,WS,13,680
HABLA,Bang2025,Spanish,7409,28,WS,192,680
HABLA,Bang2025,Spanish,7412,18,WG,74,428
HABLA,Bang2025,Spanish,7412,22,WS,193,680
HABLA,Bang2025,Spanish,7412,26,WS,296,680
HABLA,Bang2025,Spanish,7423,18,WG,105,428
HABLA,Bang2025,Spanish,7423,25,WS,456,680
HABLA,Bang2025,Spanish,7424,19,WG,38,428
HABLA,Bang2025,Spanish,7424,22,WS,173,680
HABLA,Bang2025,Spanish,7424,26,WS,361,680
HABLA,Bang2025,Spanish,7433,18,WG,96,428
HABLA,Bang2025,Spanish,7433,27,WS,535,680
HABLA,Bang2025,Spanish,7446,20,WG,55,428
HABLA,Bang2025,Spanish,7446,26,WS,180,680
HABLA,Bang2025,Spanish,7448,18,WG,56,428
HABLA,Bang2025,Spanish,7448,22,WS,471,680
HABLA,Bang2025,Spanish,7448,26,WS,576,680
HABLA,Bang2025,Spanish,7457,20,WG,40,428
HABLA,Bang2025,Spanish,7457,25,WS,414,680
HABLA,Bang2025,Spanish,7473,19,WG,85,428
HABLA,Bang2025,Spanish,7473,25,WS,180,680
HABLA,Bang2025,Spanish,7480,18,WG,68,428
HABLA,Bang2025,Spanish,7480,22,WS,493,680
HABLA,Bang2025,Spanish,7480,25,WS,645,680
HABLA,Bang2025,Spanish,7483,20,WG,21,428
HABLA,Bang2025,Spanish,7483,23,WS,175,680
HABLA,Bang2025,Spanish,7483,26,WS,428,680
HABLA,Bang2025,Spanish,7484,19,WG,11,428
HABLA,Bang2025,Spanish,7484,22,WS,46,680
HABLA,Bang2025,Spanish,7484,26,WS,48,680
HABLA,Bang2025,Spanish,7499,19,WG,6,428
HABLA,Bang2025,Spanish,7499,21,WS,46,680
HABLA,Bang2025,Spanish,7499,25,WS,155,680
HABLA,Bang2025,Spanish,7503,21,WG,116,428
HABLA,Bang2025,Spanish,7503,25,WS,422,680
HABLA,Bang2025,Spanish,7503,25,WS,437,680
HABLA,Bang2025,Spanish,7508,19,WG,109,428
HABLA,Bang2025,Spanish,7508,22,WS,664,680
HABLA,Bang2025,Spanish,7508,25,WS,658,680
HABLA,Bang2025,Spanish,7514,17,WG,42,428
HABLA,Bang2025,Spanish,7514,21,WS,79,680
HABLA,Bang2025,Spanish,7514,25,WS,280,680
HABLA,Bang2025,Spanish,7526,17,WG,22,428
HABLA,Bang2025,Spanish,7526,20,WS,252,680
HABLA,Bang2025,Spanish,7526,25,WS,398,680
HABLA,Bang2025,Spanish,7538,18,WG,14,428
HABLA,Bang2025,Spanish,7538,20,WS,71,680
HABLA,Bang2025,Spanish,7538,26,WS,302,680
HABLA,Bang2025,Spanish,7550,18,WG,52,428
HABLA,Bang2025,Spanish,7550,21,WS,450,680
HABLA,Bang2025,Spanish,7550,25,WS,420,680
HABLA,Bang2025,Spanish,7552,18,WG,35,428
HABLA,Bang2025,Spanish,7552,20,WS,105,680
HABLA,Bang2025,Spanish,7552,25,WS,349,680
HABLA,Bang2025,Spanish,7568,19,WG,15,428
HABLA,Bang2025,Spanish,7568,22,WS,19,680
HABLA,Bang2025,Spanish,7568,26,WS,50,680
HABLA,Bang2025,Spanish,7569,18,WG,19,428
HABLA,Bang2025,Spanish,7569,20,WS,53,680
HABLA,Bang2025,Spanish,7569,25,WS,369,680
HABLA,Bang2025,Spanish,7574,18,WG,314,428
HABLA,Bang2025,Spanish,7574,21,WS,653,680
HABLA,Bang2025,Spanish,7574,25,WS,663,680
HABLA,Bang2025,Spanish,7576,19,WG,12,428
HABLA,Bang2025,Spanish,7576,22,WS,67,680
HABLA,Bang2025,Spanish,7576,25,WS,419,680
HABLA,Bang2025,Spanish,7579,19,WG,138,428
HABLA,Bang2025,Spanish,7579,21,WS,550,680
HABLA,Bang2025,Spanish,7579,25,WS,649,680
HABLA,Bang2025,Spanish,7580,18,WG,60,428
HABLA,Bang2025,Spanish,7580,21,WS,254,680
HABLA,Bang2025,Spanish,7580,26,WS,352,680
HABLA,Bang2025,Spanish,7587,20,WG,286,428
HABLA,Bang2025,Spanish,7587,23,WS,671,680
HABLA,Bang2025,Spanish,7587,25,WS,675,680
HABLA,Bang2025,Spanish,7589,19,WG,56,428
HABLA,Bang2025,Spanish,7589,22,WS,327,680
HABLA,Bang2025,Spanish,7589,25,WS,352,680
HABLA,Bang2025,Spanish,7620,18,WG,76,428
HABLA,Bang2025,Spanish,7620,20,WS,347,680
HABLA,Bang2025,Spanish,7620,26,WS,445,680
HABLA,Bang2025,Spanish,7621,18,WG,50,428
HABLA,Bang2025,Spanish,7621,21,WS,599,680
HABLA,Bang2025,Spanish,7621,28,WS,542,680
HABLA,Bang2025,Spanish,7639,18,WG,125,428
HABLA,Bang2025,Spanish,7639,21,WS,333,680
HABLA,Bang2025,Spanish,7639,28,WS,534,680
HABLA,Bang2025,Spanish,7660,17,WG,90,428
HABLA,Bang2025,Spanish,7660,24,WS,380,680
HABLA,Bang2025,Spanish,7660,26,WS,394,680
HABLA,Bang2025,Spanish,7661,18,WG,35,428
HABLA,Bang2025,Spanish,7661,21,WS,146,680
HABLA,Bang2025,Spanish,7661,26,WS,187,680
HABLA,Bang2025,Spanish,7673,19,WG,194,428
HABLA,Bang2025,Spanish,7673,22,WS,466,680
HABLA,Bang2025,Spanish,7673,24,WS,667,680
HABLA,Bang2025,Spanish,7674,18,WG,78,428
HABLA,Bang2025,Spanish,7674,21,WS,131,680
HABLA,Bang2025,Spanish,7674,26,WS,115,680
HABLA,Bang2025,Spanish,7692,18,WG,32,428
HABLA,Bang2025,Spanish,7692,25,WS,290,680
HABLA,Bang2025,Spanish,7723,18,WG,14,428
HABLA,Bang2025,Spanish,7723,21,WS,94,680
HABLA,Bang2025,Spanish,7723,26,WS,240,680
HABLA,Bang2025,Spanish,7735,20,WG,32,428
HABLA,Bang2025,Spanish,7735,22,WS,61,680
HABLA,Bang2025,Spanish,7735,26,WS,79,680
HABLA,Bang2025,Spanish,7739,18,WG,60,428
HABLA,Bang2025,Spanish,7739,21,WS,191,680
HABLA,Bang2025,Spanish,7739,25,WS,364,680
HABLA,Bang2025,Spanish,7744,18,WG,109,428
HABLA,Bang2025,Spanish,7744,21,WS,213,680
HABLA,Bang2025,Spanish,7744,25,WS,384,680
HABLA,Bang2025,Spanish,7746,18,WG,43,428
HABLA,Bang2025,Spanish,7746,21,WS,198,680
HABLA,Bang2025,Spanish,7746,25,WS,331,680
HABLA,Bang2025,Spanish,7749,20,WG,330,428
HABLA,Bang2025,Spanish,7749,23,WS,363,680
HABLA,Bang2025,Spanish,7749,25,WS,429,680
HABLA,Bang2025,Spanish,7770,19,WG,162,428
HABLA,Bang2025,Spanish,7770,26,WS,371,680
HABLA,Bang2025,Spanish,7780,18,WG,65,428
HABLA,Bang2025,Spanish,7780,26,WS,256,680
HABLA,Bang2025,Spanish,7789,19,WG,84,428
HABLA,Bang2025,Spanish,7789,25,WS,367,680
HABLA,Bang2025,Spanish,7791,20,WG,135,428
HABLA,Bang2025,Spanish,7791,22,WS,442,680
HABLA,Bang2025,Spanish,7791,25,WS,553,680
HABLA,Bang2025,Spanish,7795,18,WG,16,428
HABLA,Bang2025,Spanish,7795,22,WS,70,680
HABLA,Bang2025,Spanish,7795,25,WS,59,680
HABLA,Bang2025,Spanish,7812,19,WG,27,428
HABLA,Bang2025,Spanish,7812,25,WS,149,680
HABLA,Bang2025,Spanish,7817,18,WG,54,428
HABLA,Bang2025,Spanish,7817,22,WS,209,680
HABLA,Bang2025,Spanish,7817,26,WS,372,680
HABLA,Bang2025,Spanish,7878,18,WG,0,428
HABLA,Bang2025,Spanish,7878,21,WS,104,680
HABLA,Bang2025,Spanish,7878,25,WS,126,680
HABLA,Bang2025,Spanish,7881,19,WG,8,428
HABLA,Bang2025,Spanish,7881,25,WS,144,680
HABLA,Bang2025,Spanish,7886,19,WG,280,428
HABLA,Bang2025,Spanish,7886,22,WS,635,680
HABLA,Bang2025,Spanish,7886,25,WS,625,680
HABLA,Bang2025,Spanish,7908,19,WG,89,428
HABLA,Bang2025,Spanish,7908,22,WS,230,680
HABLA,Bang2025,Spanish,7908,25,WS,333,680
HABLA,Bang2025,Spanish,7912,20,WG,125,428
HABLA,Bang2025,Spanish,7912,25,WS,338,680
HABLA,Bang2025,Spanish,7915,18,WG,8,428
HABLA,Bang2025,Spanish,7915,21,WS,184,680
HABLA,Bang2025,Spanish,7915,25,WS,203,680
HABLA,Bang2025,Spanish,7920,19,WG,24,428
HABLA,Bang2025,Spanish,7920,25,WS,197,680
HABLA,Bang2025,Spanish,7938,19,WG,46,428
HABLA,Bang2025,Spanish,7938,22,WS,64,680
HABLA,Bang2025,Spanish,7938,25,WS,165,680
HABLA,Bang2025,Spanish,7949,19,WG,39,428
HABLA,Bang2025,Spanish,7949,22,WS,49,680
HABLA,Bang2025,Spanish,7949,25,WS,89,680
HABLA,Bang2025,Spanish,7960,18,WG,33,428
HABLA,Bang2025,Spanish,7960,21,WS,249,680
HABLA,Bang2025,Spanish,7960,25,WS,481,680
HABLA,Bang2025,Spanish,7961,18,WG,3,428
HABLA,Bang2025,Spanish,7961,20,WS,19,680
HABLA,Bang2025,Spanish,7961,25,WS,45,680
HABLA,Bang2025,Spanish,7963,19,WG,107,428
HABLA,Bang2025,Spanish,7963,23,WS,178,680
HABLA,Bang2025,Spanish,7963,25,WS,199,680
HABLA,Bang2025,Spanish,7969,18,WG,8,428
HABLA,Bang2025,Spanish,7969,21,WS,20,680
HABLA,Bang2025,Spanish,7969,25,WS,28,680
HABLA,Bang2025,Spanish,7976,19,WG,15,428
HABLA,Bang2025,Spanish,7976,22,WS,116,680
HABLA,Bang2025,Spanish,7976,25,WS,546,680
HABLA,Bang2025,Spanish,7995,18,WG,22,428
HABLA,Bang2025,Spanish,7995,20,WS,80,680
HABLA,Bang2025,Spanish,7995,25,WS,164,680
HABLA,Bang2025,Spanish,8007,20,WG,94,428
HABLA,Bang2025,Spanish,8007,22,WS,484,680
HABLA,Bang2025,Spanish,8007,26,WS,575,680
HABLA,Bang2025,Spanish,8008,19,WG,21,428
HABLA,Bang2025,Spanish,8008,21,WS,156,680
HABLA,Bang2025,Spanish,8008,26,WS,62,680
HABLA,Bang2025,Spanish,8017,19,WG,24,428
HABLA,Bang2025,Spanish,8017,21,WS,78,680
HABLA,Bang2025,Spanish,8017,25,WS,635,680
HABLA,Bang2025,Spanish,8022,19,WG,72,428
HABLA,Bang2025,Spanish,8022,21,WS,238,680
HABLA,Bang2025,Spanish,8022,25,WS,404,680
HABLA,Bang2025,Spanish,8035,20,WG,19,428
HABLA,Bang2025,Spanish,8035,22,WS,146,680
HABLA,Bang2025,Spanish,8035,25,WS,225,680
HABLA,Bang2025,Spanish,8048,19,WG,61,428
HABLA,Bang2025,Spanish,8048,21,WS,190,680
HABLA,Bang2025,Spanish,8048,26,WS,357,680
HABLA,Bang2025,Spanish,8050,20,WG,0,428
HABLA,Bang2025,Spanish,8050,22,WS,11,680
HABLA,Bang2025,Spanish,8050,26,WS,187,680
HABLA,Bang2025,Spanish,8058,19,WG,15,428
HABLA,Bang2025,Spanish,8058,22,WS,95,680
HABLA,Bang2025,Spanish,8058,25,WS,189,680
HABLA,Bang2025,Spanish,8059,20,WG,14,428
HABLA,Bang2025,Spanish,8059,23,WS,69,680
HABLA,Bang2025,Spanish,8059,26,WS,245,680
HABLA,Bang2025,Spanish,8077,19,WG,27,428
HABLA,Bang2025,Spanish,8077,21,WS,44,680
HABLA,Bang2025,Spanish,8077,25,WS,106,680
HABLA,Bang2025,Spanish,8083,18,WG,168,428
HABLA,Bang2025,Spanish,8083,20,WS,227,680
HABLA,Bang2025,Spanish,8083,25,WS,482,680
HABLA,Bang2025,Spanish,8085,19.6,WG,64,428
HABLA,Bang2025,Spanish,8085,22,WS,64,680
HABLA,Bang2025,Spanish,8085,26,WS,274,680
HABLA,Bang2025,Spanish,8088,19,WG,173,428
HABLA,Bang2025,Spanish,8088,22,WS,416,680
HABLA,Bang2025,Spanish,8088,26,WS,473,680
HABLA,Bang2025,Spanish,8089,19,WG,19,428
HABLA,Bang2025,Spanish,8089,21,WS,294,680
HABLA,Bang2025,Spanish,8089,25,WS,108,680
HABLA,Bang2025,Spanish,8098,19,WG,2,428
HABLA,Bang2025,Spanish,8098,21,WS,6,680
HABLA,Bang2025,Spanish,8098,24,WS,34,680
HABLA,Bang2025,Spanish,8112,19,WG,11,428
HABLA,Bang2025,Spanish,8112,22,WS,48,680
HABLA,Bang2025,Spanish,8112,25,WS,80,680
HABLA,Bang2025,Spanish,8115,19,WG,0,428
HABLA,Bang2025,Spanish,8115,21,WS,28,680
HABLA,Bang2025,Spanish,8115,25,WS,105,680
HABLA,Bang2025,Spanish,8130,20,WG,5,428
HABLA,Bang2025,Spanish,8130,22,WS,71,680
HABLA,Bang2025,Spanish,8130,25,WS,160,680
HABLA,Bang2025,Spanish,8144,20,WG,89,428
HABLA,Bang2025,Spanish,8144,23,WS,86,680
HABLA,Bang2025,Spanish,8144,26,WS,475,680
HABLA,Bang2025,Spanish,8216,19,WG,8,428
HABLA,Bang2025,Spanish,8216,21,WS,366,680
HABLA,Bang2025,Spanish,8216,25,WS,386,680
HABLA,Bang2025,Spanish,8217,19,WG,65,428
HABLA,Bang2025,Spanish,8217,22,WS,411,680
HABLA,Bang2025,Spanish,8217,25,WS,555,680
HABLA,Bang2025,Spanish,8219,18,WG,24,428
HABLA,Bang2025,Spanish,8219,20,WS,23,680
HABLA,Bang2025,Spanish,8219,26,WS,369,680
HABLA,Bang2025,Spanish,8222,18,WG,79,428
HABLA,Bang2025,Spanish,8222,26,WS,217,680
HABLA,Bang2025,Spanish,8235,18,WG,6,428
HABLA,Bang2025,Spanish,8235,21,WS,6,680
HABLA,Bang2025,Spanish,8235,25,WS,42,680
HABLA,Bang2025,Spanish,8240,18,WG,17,428
HABLA,Bang2025,Spanish,8240,21,WS,136,680
HABLA,Bang2025,Spanish,8240,25,WS,353,680
HABLA,Bang2025,Spanish,8245,18,WG,17,428
HABLA,Bang2025,Spanish,8245,21,WS,55,680
HABLA,Bang2025,Spanish,8245,25,WS,51,680
HABLA,Bang2025,Spanish,8250,18,WG,4,428
HABLA,Bang2025,Spanish,8250,20,WS,86,680
HABLA,Bang2025,Spanish,8250,26,WS,174,680
HABLA,Bang2025,Spanish,8259,19,WG,321,428
HABLA,Bang2025,Spanish,8259,23,WS,591,680
HABLA,Bang2025,Spanish,8259,25,WS,670,680
HABLA,Bang2025,Spanish,8261,18,WG,5,428
HABLA,Bang2025,Spanish,8261,20,WS,135,680
HABLA,Bang2025,Spanish,8261,25,WS,83,680
HABLA,Bang2025,Spanish,8268,19,WG,56,428
HABLA,Bang2025,Spanish,8268,21,WS,129,680
HABLA,Bang2025,Spanish,8268,27,WS,119,680
HABLA,Bang2025,Spanish,8273,19,WG,14,428
HABLA,Bang2025,Spanish,8273,21,WS,46,680
HABLA,Bang2025,Spanish,8273,25,WS,175,680
