"ckey","ii","n_admins","xi_median","xi_q5","xi_q95"
"Thal::E0802",413,3,-8.7659429,-8.92203129,-8.606350545
"Thal::E0803",414,3,-8.7052776,-8.858380465,-8.54673939
"Thal::E0804",415,3,-7.79144605,-7.947636125,-7.63467247
"Thal::E0806",416,3,-9.2857776,-9.43381379,-9.13364354
"Thal::E0809",417,3,-9.53345,-9.68477028,-9.378432745
"Thal::E0810",418,3,-10.798375,-10.95775965,-10.6418158
"Thal::E0811",419,3,-11.0401655,-11.1965192,-10.88283725
"Thal::E0812",420,3,-10.8418655,-10.99951865,-10.6880687
"Thal::E0814",421,3,-7.8549415,-8.009538695,-7.699278055
"Thal::E0815",422,3,-9.6053606,-9.754033455,-9.457196945
"Thal::E0819",423,3,-6.66261405,-6.806775675,-6.520033185
"Thal::E0820",424,3,-9.0999932,-9.248384715,-8.954626695
"Thal::E0825",425,3,-9.25521195,-9.40577969,-9.09685024
"Thal::E0828",426,3,-9.3772351,-9.52430651,-9.22790391
"Thal::E0830",427,3,-6.64072815,-6.788398095,-6.492453305
"Thal::E0832",428,3,-10.6737705,-10.8212996,-10.52480265
"Thal::E0833",429,3,-11.194599,-11.350804,-11.03879125
"Thal::E0834",430,3,-8.22002295,-8.36856353,-8.063720625
"Thal::E0836",431,3,-7.19839295,-7.350181165,-7.04878427
"Thal::E0837",432,3,-8.17865515,-8.33256206,-8.027100955
"Thal::E0838",433,3,-8.1998291,-8.350284825,-8.046187715
"Thal::E0842",434,3,-8.49968195,-8.654127665,-8.34062706
"Thal::E0845",435,3,-9.3616345,-9.511820075,-9.21326807
"Thal::E0847",436,3,-7.773652,-7.933184975,-7.613758785
"Thal::E0848",437,3,-8.5439711,-8.702248105,-8.387223755
"Thal::E0849",438,3,-8.38434,-8.53922537,-8.22959162
"Thal::E0856",439,3,-9.2347461,-9.384557285,-9.08844987
"Thal::E0858",440,3,-7.35463245,-7.508884535,-7.20336651
"Thal::E0861",441,3,-7.1372513,-7.294102935,-6.985108065
"Thal::E0862",442,3,-7.8753662,-8.030250115,-7.720934445
"Thal::E0869",443,3,-8.5662828,-8.72400723,-8.408062245
"Thal::E0876",444,3,-7.30064255,-7.450155015,-7.145753135
"Thal::E0877",445,3,-8.1890852,-8.33942092,-8.03953122
"Thal::E0878",446,3,-9.3775192,-9.527165765,-9.22962223
"Thal::E0879",447,3,-9.03596785,-9.1851629,-8.883389235
"Thal::E0881",448,3,-8.4790133,-8.63419234,-8.32368296
"Thal::E0882",449,3,-10.0676355,-10.21657815,-9.91869444
"Thal::E0883",450,3,-13.0046085,-13.210868,-12.805805
"Thal::E0884",451,3,-12.2729395,-12.45101265,-12.09390515
"Thal::E0885",452,3,-8.90828455,-9.059970755,-8.761378465
"Thal::E0887",453,3,-14.1151735,-14.38990835,-13.86265675
"Thal::E0888",454,3,-10.6636305,-10.81451315,-10.5170605
"Thal::E0889",455,3,-12.319019,-12.49337075,-12.14690865
"Thal::E0891",456,3,-8.13722445,-8.2877189,-7.98435814
"Thal::E0895",457,3,-8.79286345,-8.947013615,-8.63513006
"Thal::E0898",458,3,-7.7398291,-7.900434435,-7.57914804
"Thal::E0904",459,3,-10.317743,-10.46362695,-10.1684342
"Thal::E0905",460,3,-6.6879047,-6.837799525,-6.54081531
"Thal::E0909",461,3,-10.961804,-11.11313605,-10.80839405
"Thal::E0912",462,3,-8.6898786,-8.842492245,-8.53948019
"Thal::E0913",463,3,-7.72363255,-7.87335246,-7.56832787
"Thal::E0914",464,3,-5.662794,-5.79230118,-5.53176591
"Thal::E0915",465,3,-13.3576855,-13.5802545,-13.1430709
"Thal::E0917",466,3,-9.922021,-10.06761695,-9.7790221
"Thal::E0922",467,3,-7.59881625,-7.753856245,-7.44419792
"Thal::E0933",468,3,-7.87299695,-8.03065493,-7.714545545
"Thal::E0935",469,3,-10.221846,-10.3672658,-10.07309655
"Thal::E0936",470,3,-7.93448355,-8.098936825,-7.775090525
"Thal::E0942",471,3,-9.52375375,-9.668644045,-9.373010545
"Thal::E0946",472,3,-8.9123075,-9.066970135,-8.76398592
"Thal::E0948",473,3,-6.902101,-7.05257241,-6.750717645
"Thal::E0952",474,3,-11.508118,-11.6646125,-11.35506115
"Thal::E0953",475,3,-8.19842445,-8.351504695,-8.04042897
"Thal::E0958",476,3,-9.25139275,-9.403802855,-9.10055148
"Thal::E0959",477,3,-8.8688624,-9.015469085,-8.72175964
"Thal::E0962",478,3,-10.230508,-10.37644795,-10.08597275
"Thal::E0967",479,3,-7.07018755,-7.219335175,-6.92054443
"Thal::E0970",480,3,-8.9795764,-9.127161025,-8.82928597
"Thal::E0972",481,3,-9.7450884,-9.89390216,-9.60134268
"Thal::E0974",482,3,-9.06967595,-9.221583565,-8.91965993
"Thal::E0976",483,3,-9.6960063,-9.84456111,-9.542623065
"Thal::E0981",484,3,-8.52271445,-8.672605555,-8.3713074
"Thal::E0984",485,3,-11.2508015,-11.40685235,-11.09225725
"Thal::E0985",486,3,-9.3363698,-9.48094875,-9.187598475
"Thal::E0987",487,3,-6.79269615,-6.9488796,-6.645113725
"Thal::E0988",488,3,-7.9114096,-8.070199165,-7.75850915
"Thal::E0992",489,3,-9.1878537,-9.330262055,-9.039784885
"Thal::E0993",490,3,-9.4073881,-9.56113096,-9.25514776
"Thal::E0996",491,3,-8.61749075,-8.770574825,-8.467524505
"Thal::E0997",492,3,-9.886198,-10.0368539,-9.735455505
"Thal::E0999",493,3,-9.2685909,-9.42114532,-9.121154815
"Thal::E1000",494,3,-8.5682385,-8.7246365,-8.41287855
"Thal::E1001",495,3,-9.45321765,-9.602663465,-9.30209988
"Thal::E1002",496,3,-8.1461742,-8.2956587,-7.995102095
"Thal::E1003",497,3,-7.58156945,-7.73350103,-7.426023265
"Thal::E1004",498,3,-7.3283699,-7.47842795,-7.17693864
"Thal::E1005",499,3,-9.8173137,-9.965875785,-9.66802101
"Thal::E1006",500,3,-8.31237885,-8.465057305,-8.16108996
"Thal::E1011",501,3,-8.9184134,-9.076457815,-8.76725327
"Thal::E1013",502,3,-9.8324891,-9.986170665,-9.680185815
"Thal::E1015",503,3,-8.3126852,-8.464994645,-8.157865275
"Thal::E1016",504,3,-6.80240255,-6.94862911,-6.657815475
"Thal::E1017",505,3,-7.82821905,-7.97523117,-7.672672025
"Thal::E1018",506,3,-9.2437062,-9.388822435,-9.09331788
"Thal::E1020",507,3,-7.46742855,-7.616153215,-7.315924525
"Thal::E1022",508,3,-8.4163915,-8.57123012,-8.26733076
"Thal::E1024",509,3,-7.13950455,-7.29207154,-6.980782005
"Thal::E1025",510,3,-11.563203,-11.7172177,-11.41010545
"Thal::E1026",511,3,-9.3446432,-9.49777114,-9.19059892
"Thal::E1027",512,3,-7.8808647,-8.03341277,-7.729946795
"Thal::E1035",513,3,-8.3030051,-8.454981405,-8.155661455
"Thal::E1036",514,3,-9.61541045,-9.76343054,-9.463047805
"Thal::E1037",515,3,-10.2954305,-10.44141555,-10.15092465
"Thal::E1038",516,3,-8.49127225,-8.644519995,-8.337162655
"Thal::E1039",517,3,-7.7580492,-7.912906355,-7.60718424
"Thal::E1041",518,3,-5.94858865,-6.08811654,-5.80608156
"Thal::E1044",519,3,-5.2672164,-5.399984125,-5.135357805
"Thal::E1047",520,3,-15.302475,-15.6850708,-14.93540545
"Thal::E1050",521,3,-9.85879465,-10.00286695,-9.71521136
"Thal::E1051",522,3,-7.5691591,-7.72242296,-7.42268916
"Thal::E1054",523,3,-9.5958833,-9.74336176,-9.45130868
"Thal::E1055",524,3,-8.43552645,-8.59146965,-8.276297
"Thal::E1058",525,3,-9.366609,-9.516596355,-9.2162964
"Thal::E1059",526,3,-10.104878,-10.24820675,-9.95383973
"Thal::E1061",527,3,-11.2030565,-11.36365725,-11.04717845
"Thal::E1063",528,3,-9.27055785,-9.419647825,-9.119545755
"Thal::E1064",529,3,-7.5735265,-7.720664935,-7.42367507
"Thal::E1068",530,3,-7.76853545,-7.922768145,-7.611321115
"Thal::E1069",531,3,-7.0080547,-7.15738209,-6.8600853
"Thal::E1075",532,3,-10.1483855,-10.3004131,-10.00104295
"Thal::E1076",533,3,-8.06708995,-8.233732875,-7.904262275
"Thal::E1080",534,3,-7.7380421,-7.892240165,-7.593254375
"Thal::E1081",535,3,-7.9250276,-8.07705896,-7.771180685
"Thal::E1083",536,3,-7.6861224,-7.834970315,-7.529624275
"Thal::E1085",537,3,-8.24400515,-8.396337725,-8.08855035
"Thal::E1086",538,3,-10.143753,-10.29275845,-9.99211415
"Thal::E1089",539,3,-9.3602931,-9.504843445,-9.211229555
"Thal::E1091",540,3,-7.73233555,-7.88771328,-7.570149395
"Thal::E1099",541,3,-8.1569014,-8.3081274,-8.00288135
"Thal::E1104",542,3,-4.52688605,-4.65311662,-4.402374575
"Thal::E1105",543,3,-8.9335383,-9.085462495,-8.779815385
"Thal::E1106",544,3,-10.4827185,-10.63386285,-10.3324575
"Thal::E1107",545,3,-8.4989537,-8.649396755,-8.344275575
"Thal::E1110",546,3,-11.185536,-11.34848895,-11.0311426
"Thal::E1111",547,3,-6.9589217,-7.10834596,-6.810806615
"Thal::E1112",548,3,-10.345798,-10.49037485,-10.198554
"Thal::E1115",549,3,-7.2076583,-7.353164875,-7.05210585
"Thal::E1116",550,3,-7.98068405,-8.1337525,-7.827941565
"Thal::E1117",551,3,-2.9437878,-3.066578495,-2.812871005
"Thal::E1119",552,3,-8.9602791,-9.10774803,-8.80970621
"Thal::E1124",553,3,-10.2518605,-10.4058942,-10.1005347
"Thal::E1128",554,3,-13.083302,-13.2980274,-12.87436535
"Thal::E1129",555,3,-12.144535,-12.32016945,-11.97485425
"Thal::E1132",556,3,-8.506298,-8.661371985,-8.35117352
"Thal::E1133",557,3,-9.29444195,-9.44302473,-9.14035912
"Thal::E1134",558,3,-11.0711395,-11.22951965,-10.9131929
"Thal::E1135",559,3,-8.3843645,-8.53789378,-8.230014465
"Thal::E1138",560,3,-9.5334096,-9.686539065,-9.386397695
"Thal::E1140",561,3,-9.615517,-9.76517664,-9.46458596
"Thal::E1146",562,3,-11.716829,-11.8843838,-11.56277865
"Thal::E1148",563,3,-7.9810164,-8.129336085,-7.82800931
"Thal::E1149",564,3,-9.4502853,-9.599976795,-9.29632811
"Thal::E1150",565,3,-8.489817,-8.639346505,-8.334220775
"Thal::E1156",566,3,-7.61718765,-7.769760135,-7.46239083
"Thal::E1158",567,3,-8.0504739,-8.20129416,-7.89898388
"Thal::E1159",568,3,-8.93387155,-9.09506733,-8.78118201
"Thal::E1161",569,3,-8.40097115,-8.558501335,-8.244627
"Thal::E1171",570,3,-10.8816755,-11.0336316,-10.7292828
"Thal::E1172",571,3,-10.5874495,-10.7403678,-10.4378436
"Thal::E1174",572,3,-9.2099761,-9.362010745,-9.06249102
"Thal::E1177",573,3,-6.6144702,-6.763540465,-6.472241905
"Thal::E1179",574,3,-8.31337545,-8.466033675,-8.16064741
"Thal::E1182",575,3,-8.58700795,-8.746450075,-8.42572649
"Thal::E1187",576,3,-6.8168357,-6.96355361,-6.67202745
"Thal::E1188",577,3,-8.6359577,-8.788127505,-8.481858195
"Thal::E1189",578,3,-8.2240395,-8.38459399,-8.07224435
"Thal::E1195",579,3,-8.3487814,-8.504325245,-8.191994425
"Thal::E1196",580,3,-7.8561725,-8.00977681,-7.69665475
"Thal::E1200",581,3,-8.21025925,-8.364875605,-8.056314525
"Thal::E1201",582,3,-9.2349051,-9.391352315,-9.083077955
"Thal::E1202",583,3,-7.30972,-7.46923521,-7.15635256
"Thal::E1203",584,3,-8.6785533,-8.830591935,-8.522513185
"Thal::E1210",585,3,-10.721682,-10.8726091,-10.5741655
"Thal::E1211",586,3,-9.89001455,-10.03812555,-9.745194865
"Thal::E1213",587,3,-10.344632,-10.49573465,-10.19429415
"Thal::E1215",588,3,-8.37509805,-8.52501495,-8.22180918
"Thal::E1216",589,3,-8.3557556,-8.511290025,-8.20225942
"Thal::E1217",590,3,-12.5164925,-12.7144516,-12.3352359
"Thal::E1218",591,3,-10.6480385,-10.7957715,-10.49440245
"Thal::E1219",592,3,-7.3779883,-7.53004248,-7.226089775
"Thal::E1221",593,3,-11.0813035,-11.23553625,-10.926604
"Thal::E1223",594,3,-8.12618195,-8.281541745,-7.97262174
"Thal::E1225",595,3,-9.0774249,-9.22113636,-8.923878005
"Thal::E1226",596,3,-10.6980615,-10.84724155,-10.5457595
"Thal::E1230",597,3,-9.68836605,-9.83571831,-9.53606413
"Thal::E1231",598,3,-6.3716313,-6.5200463,-6.22580505
"Thal::E1232",599,3,-7.4601183,-7.61202288,-7.299087525
"Thal::E1233",600,3,-9.36991275,-9.521843355,-9.21563211
"Thal::E1236",601,3,-7.0371599,-7.187468845,-6.88292071
"Thal::E1238",602,3,-9.3447719,-9.49233699,-9.1879399
"Thal::E1239",603,3,-10.638268,-10.7889446,-10.4849352
"Thal::E1240",604,3,-4.90739195,-5.04288463,-4.77568293
"Thal::E1243",605,3,-10.8994665,-11.05206955,-10.7489079
"Thal::E1244",606,3,-9.8739357,-10.0195056,-9.72848642
"Thal::E1249",607,3,-9.44447085,-9.59585446,-9.293097085
"Thal::E1250",608,3,-5.7996025,-5.941296425,-5.6595056
"Thal::E1252",609,3,-9.137267,-9.2893499,-8.98037678
"Thal::E1261",610,3,-8.6336534,-8.78405608,-8.481605495
"Thal::E1264",611,3,-10.0193595,-10.16559845,-9.875117735
"Thal::E1266",612,3,-6.59116515,-6.740583445,-6.44041177
"Thal::E1267",613,3,-7.6892042,-7.837786045,-7.535523735
"Thal::E1268",614,3,-5.55945015,-5.69572355,-5.42627426
"Thal::E1269",615,3,-9.63894315,-9.791853755,-9.48820673
"Thal::E1277",616,3,-11.3728695,-11.53661715,-11.21632065
"Thal::E1278",617,3,-7.13058125,-7.28556699,-6.97993045
"Thal::E1279",618,3,-7.6965153,-7.85247848,-7.54023579
"Thal::E1280",619,3,-7.44070565,-7.596804005,-7.29163325
"Thal::E1281",620,3,-7.21554505,-7.36924278,-7.063288915
"Thal::E1282",621,3,-9.66407795,-9.81014565,-9.516816655
"Thal::E1288",622,3,-9.0207465,-9.179882965,-8.86212393
"Thal::E1289",623,3,-12.9618725,-13.16597375,-12.7607872
"Thal::E1309",624,3,-11.0085045,-11.16791625,-10.85416695
"Thal::E1312",625,3,-7.89262655,-8.04300261,-7.74168354
"Thal::E1315",626,3,-8.91020785,-9.061625,-8.75497044
"Thal::E1318",627,3,-8.47106145,-8.623680235,-8.31901584
"Thal::E1320",628,3,-8.72015635,-8.878498955,-8.566737295
"Thal::E1325",629,3,-7.8010238,-7.95495083,-7.6460196
"Thal::E1326",630,3,-8.54129665,-8.69585037,-8.38685787
"Thal::E1327",631,3,-7.4943815,-7.63848126,-7.340015985
"Thal::E1328",632,3,-7.27819885,-7.426006775,-7.125249195
"Thal::E1332",633,3,-5.7453383,-5.885245915,-5.60907647
"Thal::E1363",634,3,-10.505912,-10.6564222,-10.3593573
"Thal::E1364",635,3,-9.41859205,-9.568073005,-9.26896647
"Thal::E1365",636,3,-10.8481795,-10.9967171,-10.70819415
"Thal::E1372",637,3,-5.700338,-5.840408935,-5.56521909
"Thal::E1373",638,3,-8.46370525,-8.620667115,-8.30580308
"Thal::E1391",639,3,-8.9368058,-9.08671959,-8.78247366
