"ckey","ii","n_admins","xi_median","xi_q5","xi_q95","kappa_median","kappa_q5","kappa_q95"
"Kristoffersen::10030",1,11,-9.3418799,-9.49149632,-9.187895115,13.5703845,13.148288,14.0028375
"Kristoffersen::10040",2,5,-9.6558025,-9.874794345,-9.44057851,17.55962,16.74792175,18.3759468
"Kristoffersen::10042",3,3,-9.42534745,-9.81651156,-9.05584375,8.56430425,6.703226735,10.4677151
"Kristoffersen::10064",4,3,-9.1794126,-9.519883375,-8.856045175,13.453259,11.76768805,15.18407395
"Kristoffersen::10075",5,3,-11.6882745,-12.1128671,-11.27872215,10.492698,9.43159121,11.53605425
"Kristoffersen::10079",6,4,-12.7901125,-13.199341,-12.39697505,14.663405,13.36263475,16.01048545
"Kristoffersen::10119",7,6,-10.302199,-10.51514825,-10.0971878,11.3201005,10.7949155,11.85653095
"Kristoffersen::10120",8,3,-12.01925,-12.5149433,-11.5485084,15.393096,13.9862156,16.8832579
"Kristoffersen::10127",9,5,-11.4824555,-11.7564125,-11.22045775,9.00754085,8.45603319,9.580528945
"Kristoffersen::10130",10,6,-10.1181825,-10.38613645,-9.86467598,16.3955625,15.5768661,17.24692375
"Kristoffersen::10136",11,5,-8.40477425,-8.564003505,-8.248598435,8.4342476,7.96164964,8.913342535
"Kristoffersen::10145",12,4,-10.5877535,-10.84298275,-10.3441069,14.574008,13.70476325,15.4642803
"Kristoffersen::1015",13,5,-9.6174949,-9.903058675,-9.36005495,6.41737215,5.408197815,7.476924665
"Kristoffersen::1017",14,6,-9.83403735,-10.31293945,-9.360576545,14.3707125,11.3010677,18.14563325
"Kristoffersen::10178",15,4,-9.51259815,-9.790806915,-9.254844625,10.346559,9.69143832,11.04702625
"Kristoffersen::10183",16,3,-7.0816719,-7.291844355,-6.87017966,8.3338286,7.578485065,9.105602915
"Kristoffersen::10184",17,5,-11.753391,-12.0141757,-11.48595295,14.168573,13.5296499,14.79821155
"Kristoffersen::10185",18,4,-7.42824415,-7.660143465,-7.195129635,10.159032,9.11770481,11.18946325
"Kristoffersen::10208",19,6,-10.866739,-11.08827105,-10.64783445,16.8444415,16.1202357,17.57966235
"Kristoffersen::10226",20,3,-11.9691395,-12.51655515,-11.46054045,23.68963,22.00186355,25.544321
"Kristoffersen::10229",21,3,-16.0506125,-16.91526075,-15.18252875,25.035206,22.4652313,27.6123645
"Kristoffersen::10250",22,3,-7.9142183,-8.146766845,-7.67740158,12.0232695,11.2186544,12.8593931
"Kristoffersen::10320",23,4,-12.7609285,-13.1146375,-12.4258082,15.3623365,14.4151683,16.3318964
"Kristoffersen::10322",24,3,-8.0773494,-8.38725538,-7.76065042,13.664685,12.26745125,15.04665185
"Kristoffersen::10324",25,3,-11.9475655,-12.48551305,-11.42852625,10.175954,7.96676977,12.3771126
"Kristoffersen::10333",26,5,-12.9182765,-13.24345515,-12.59432315,10.120229,9.46330505,10.7898931
"Kristoffersen::10349",27,4,-8.17028745,-8.371514785,-7.981192815,8.70469615,8.217011235,9.208336215
"Kristoffersen::10367",28,8,-11.033591,-11.25935345,-10.81571925,11.0827125,10.59155025,11.56809025
"Kristoffersen::10398",29,11,-11.6104595,-11.81438725,-11.41693235,11.060263,10.65164755,11.4809353
"Kristoffersen::10404",30,5,-8.22125205,-8.410287625,-8.034921815,11.742704,11.07215435,12.449461
"Kristoffersen::10427",31,8,-10.6681825,-10.87481545,-10.46382585,10.4775845,10.00124195,10.9683455
"Kristoffersen::1043",32,11,-12.0653645,-12.2827858,-11.84993445,8.10445035,7.599292515,8.621962055
"Kristoffersen::10431",33,3,-9.4483967,-9.940263065,-8.97613067,17.3549225,15.48592645,19.2893109
"Kristoffersen::10436",34,3,-11.633143,-11.93610785,-11.33249755,20.8463755,19.6859324,21.98734415
"Kristoffersen::10439",35,3,-11.6517235,-12.0469053,-11.2678823,11.055394,9.773525405,12.31805905
"Kristoffersen::10452",36,3,-6.83842665,-7.206615935,-6.473353555,7.9027523,6.228239155,9.56807951
"Kristoffersen::10470",37,5,-12.200059,-12.48899675,-11.9030727,17.7962005,17.04289615,18.53603725
"Kristoffersen::10475",38,4,-7.53898895,-7.72921803,-7.34278576,9.34172155,8.68577998,10.01536155
"Kristoffersen::10507",39,4,-18.7454185,-19.46133785,-18.061276,20.8919115,19.7204023,22.0858387
"Kristoffersen::10516",40,4,-11.75795,-12.1999891,-11.31273,14.802964,13.5486574,16.03611155
"Kristoffersen::10525",41,8,-11.1044015,-11.35904905,-10.84906655,15.2224915,14.63326895,15.80104825
"Kristoffersen::10532",42,9,-12.219393,-12.4233208,-12.0241671,16.773811,16.2793675,17.29532045
"Kristoffersen::10535",43,4,-8.53808185,-8.793660855,-8.27977198,9.8650115,9.137951265,10.6166624
"Kristoffersen::10541",44,4,-14.552641,-15.01201545,-14.0997549,21.4130735,20.3491521,22.5044326
"Kristoffersen::10546",45,6,-8.5349751,-8.713545705,-8.359834185,6.95956,6.52778209,7.39819327
"Kristoffersen::10585",46,4,-12.4744025,-13.02461465,-11.93417265,9.018699,7.707877705,10.36486885
"Kristoffersen::10594",47,6,-9.5014194,-9.682498885,-9.32072623,13.7981245,13.2108373,14.40446685
"Kristoffersen::10596",48,5,-11.5062215,-11.7573223,-11.2601217,17.693876,16.9789449,18.3978121
"Kristoffersen::10598",49,4,-9.9859424,-10.22506215,-9.740864945,8.54983185,8.060877785,9.03685346
"Kristoffersen::10606",50,4,-9.5399954,-9.775394575,-9.305621885,10.858166,10.0635734,11.65365075
"Kristoffersen::1061",51,16,-9.9540508,-10.06324685,-9.84954952,9.3306911,9.053822395,9.62405542
"Kristoffersen::10618",52,6,-9.8954816,-10.07219725,-9.727156645,9.0567037,8.61943534,9.5021382
"Kristoffersen::10654",53,3,-14.0711195,-15.25069515,-12.93054555,5.30206075,0.8147741515,9.697720985
"Kristoffersen::10679",54,6,-8.914519,-9.144398235,-8.692890505,7.61700865,6.87675807,8.34275739
"Kristoffersen::10681",55,3,-11.6051525,-11.93255465,-11.28262215,9.60200515,8.921840665,10.2579478
"Kristoffersen::10682",56,3,-13.2554045,-13.7900362,-12.7112814,38.2143825,35.5070866,40.8772348
"Kristoffersen::10688",57,6,-8.55163485,-8.80383193,-8.298170315,14.482043,13.6051454,15.37602955
"Kristoffersen::10691",58,7,-14.9576155,-15.32125965,-14.5832151,17.1909045,16.44246805,17.9357094
"Kristoffersen::10706",59,6,-8.6029022,-8.83580033,-8.370769455,13.852457,13.04919895,14.67008825
"Kristoffersen::10730",60,10,-18.099683,-18.48111525,-17.7129016,19.6404985,18.9659398,20.313097
"Kristoffersen::10756",61,6,-8.50054165,-8.86851015,-8.149249425,17.1450555,15.9375922,18.397204
"Kristoffersen::10788",62,5,-9.0213498,-9.29103791,-8.75665378,15.405741,14.5641854,16.2840267
"Kristoffersen::10804",63,7,-10.565521,-10.74558205,-10.388831,13.468288,12.9699566,13.9535139
"Kristoffersen::1081",64,6,-11.593183,-12.2476553,-10.98519785,5.6207947,3.463076055,7.886984325
"Kristoffersen::10813",65,3,-13.9907215,-14.3658328,-13.62260815,32.4353065,30.91010135,34.02995765
"Kristoffersen::10828",66,3,-6.21625865,-6.57282502,-5.85542934,6.4573675,5.563085475,7.342901425
"Kristoffersen::1084",67,6,-8.8017985,-8.98891112,-8.60935661,11.4223235,10.3628891,12.55247115
"Kristoffersen::10840",68,6,-13.2662,-13.51926165,-13.0239031,15.348157,14.82132345,15.8717786
"Kristoffersen::10871",69,6,-13.618275,-14.01372785,-13.22891715,15.2078295,14.36650125,16.06040535
"Kristoffersen::10904",70,11,-11.9677825,-12.16042675,-11.77802355,16.1212445,15.6578696,16.579264
"Kristoffersen::10906",71,5,-13.755257,-14.54618405,-13.01911865,7.87333595,5.70748995,10.20138585
"Kristoffersen::10912",72,3,-10.7952075,-11.14416995,-10.46053305,13.675662,12.94896395,14.426811
"Kristoffersen::10915",73,9,-13.21843,-13.4674826,-12.97597395,18.259732,17.72010525,18.78875245
"Kristoffersen::10919",74,6,-11.4487745,-11.66453545,-11.24160775,12.6711815,12.2268678,13.12187035
"Kristoffersen::10924",75,5,-12.1605325,-12.4469592,-11.87415055,19.9534925,19.02740515,20.87264635
"Kristoffersen::10925",76,8,-18.1324,-18.62125295,-17.6568496,18.1987925,17.36211415,19.03105915
"Kristoffersen::10951",77,9,-9.64741995,-9.832522935,-9.46758744,12.1418825,11.7121303,12.599616
"Kristoffersen::10959",78,4,-9.4456417,-9.716672545,-9.184247995,13.97426,13.0751591,14.89610295
"Kristoffersen::1096",79,6,-9.8588123,-10.04602505,-9.673560505,10.8006475,10.2788436,11.3464623
"Kristoffersen::10968",80,8,-10.815934,-10.9938216,-10.64157345,11.232999,10.83648475,11.64112795
"Kristoffersen::10991",81,4,-13.5774155,-14.15331545,-13.0162482,14.352954,12.97939455,15.7554601
"Kristoffersen::11011",82,3,-11.169878,-11.47783345,-10.8726076,10.424978,9.6409832,11.1958547
"Kristoffersen::11015",83,3,-7.73154495,-8.254666275,-7.248014455,11.7754145,10.44941395,13.2555258
"Kristoffersen::11019",84,4,-12.053359,-12.30023645,-11.8120032,15.680777,15.000043,16.42215995
"Kristoffersen::11027",85,3,-11.576537,-12.0984215,-11.0525526,16.298812,14.2572337,18.3552842
"Kristoffersen::11035",86,5,-13.5874195,-13.89648565,-13.2775687,15.989512,15.2174167,16.7656959
"Kristoffersen::11049",87,3,-11.244657,-11.57818985,-10.9161911,8.979376,8.34898398,9.62009454
"Kristoffersen::11053",88,3,-13.5667955,-13.98158245,-13.16735675,21.2370495,20.00802685,22.48688515
"Kristoffersen::11055",89,6,-11.003852,-11.24759805,-10.76937585,12.118736,11.5933823,12.6658738
"Kristoffersen::11073",90,3,-9.7433117,-10.1737125,-9.313585435,13.1909705,11.43982845,15.00053855
"Kristoffersen::11074",91,4,-13.771224,-14.1916016,-13.36863205,16.715382,15.7662272,17.6998131
"Kristoffersen::11078",92,3,-10.4213635,-10.6909521,-10.1545162,14.187268,13.3973049,15.0038263
"Kristoffersen::11085",93,4,-5.53834105,-5.736353505,-5.338173085,5.1303368,4.577086575,5.6870364
