"ckey","ii","n_admins","xi_median","xi_q5","xi_q95","slope_median","slope_q5","slope_q95"
"Tsuji::S0421",33,3,-8.5940769,-8.871221905,-8.325028075,0.759685035,0.6171558335,0.9168008595
"Tsuji::S0467",34,3,-11.213258,-11.84704345,-10.6568894,0.864507075,0.5224306935,1.25970064
"Tsuji::S0477",35,3,-10.3449545,-10.77296745,-9.934602405,0.48917741,0.3173317635,0.7055704545
"Tsuji::S0513",36,3,-7.65199845,-8.008721785,-7.31086418,0.71032802,0.572964909,0.862495206
"Tsuji::S0527",37,3,-8.88426485,-9.179080915,-8.596759465,0.728495245,0.5828178565,0.8892495235
"Tsuji::S0559",38,3,-8.71056955,-8.984646565,-8.439783675,0.74382584,0.5902778555,0.9255472435
"Tsuji::S0577",39,3,-9.9841974,-10.5310075,-9.45083642,0.34793778,0.175840519,0.537501058
"Tsuji::S0606",40,3,-7.5268091,-7.742941205,-7.319646575,1.41537245,1.201753035,1.670153635
"Tsuji::S0655",41,3,-10.4612915,-11.18028215,-9.783371375,0.52573573,0.2756314035,0.828969281
"Tsuji::S0674",42,3,-7.1896256,-7.39995768,-6.979769255,1.4620326,1.218919565,1.78306241
"Tsuji::S0770",43,3,-8.10956505,-8.502236705,-7.73345895,0.736257835,0.575091015,0.917171148
"Tsuji::U0001",44,3,-9.25425835,-9.580446585,-8.937654535,0.533980405,0.3984798595,0.678061596
"Tsuji::U0002",45,3,-9.9952964,-10.4077413,-9.62476565,0.25524309,0.1344635345,0.38916978
"Tsuji::U0003",46,3,-10.782792,-11.31372125,-10.30598035,0.727687475,0.46501777,1.04855129
"Tsuji::U0004",47,3,-13.939694,-15.86032155,-12.619675,0.557645445,0.1037227585,1.03259057
"Tsuji::U0005",48,3,-8.1408439,-8.376052485,-7.90369676,0.66614482,0.553878413,0.7848901855
"Tsuji::U0006",49,3,-9.6768493,-10.0484303,-9.33719955,0.806429225,0.5878373265,1.08758267
"Tsuji::U0007",50,3,-10.8932275,-11.41372205,-10.4215548,0.471202145,0.2460938565,0.7324797325
"Tsuji::U0009",51,3,-8.3109145,-8.56539052,-8.066057485,0.779163675,0.6436541745,0.923565855
"Tsuji::U0011",52,3,-9.88496365,-10.2746657,-9.527552155,0.55153559,0.3831212435,0.740385527
"Tsuji::U0012",53,3,-13.994677,-15.9271139,-12.6150889,0.54786601,0.0941156423,1.022671885
"Tsuji::U0013",54,3,-11.160802,-11.787613,-10.59726275,0.75580248,0.4509547995,1.128094865
"Tsuji::U0014",55,3,-11.686367,-12.4744326,-11.0259231,0.566244715,0.267670366,0.9170283365
"Tsuji::U0015",56,3,-10.5424685,-11.02029625,-10.09867355,0.361427605,0.1904779445,0.538922728
"Tsuji::U0016",57,3,-10.948347,-11.521516,-10.43404445,0.62258094,0.3690947355,0.920156407
"Tsuji::U0017",58,3,-11.3380465,-12.42329045,-10.41750135,0.798049805,0.409706661,1.253319205
"Tsuji::U0018",59,3,-8.8539095,-9.150563295,-8.57424753,0.55590703,0.430049218,0.6913526275
"Tsuji::U0019",60,3,-10.2396045,-10.99503835,-9.53060721,0.82861382,0.510230508,1.20917372
"Tsuji::U0020",61,3,-10.096496,-10.5545685,-9.693699455,0.406346915,0.267035415,0.565663866
"Tsuji::U0021",62,3,-12.523489,-13.59066335,-11.68137345,0.54156513,0.183248764,0.9376879
"Tsuji::U0023",63,3,-12.7330225,-13.93214485,-11.8106978,0.66725702,0.271088368,1.10654842
"Tsuji::U0025",64,3,-10.976892,-11.5592652,-10.44348685,0.60719069,0.3691524535,0.9032482685
"Tsuji::U0026",65,3,-10.0194995,-10.6332194,-9.452633375,0.539665975,0.3325219765,0.7742045185
"Tsuji::U0027",66,3,-7.6716805,-8.12321785,-7.246996415,1.10491885,0.8697420815,1.382315035
"Tsuji::U0028",67,3,-13.399831,-15.4266452,-11.76923825,0.64548406,0.1760671925,1.151865135
"Tsuji::U0029",68,3,-9.03923995,-9.33622744,-8.739215205,0.779909045,0.6077806875,0.98181079
"Tsuji::U0030",69,3,-7.27827995,-7.5623869,-7.00134577,0.530470215,0.4420469725,0.621784033
"Tsuji::U0031",70,3,-10.2143345,-10.91027115,-9.570672435,0.598015735,0.353554993,0.8703133975
"Tsuji::U0032",71,3,-10.6800625,-11.2026986,-10.22263905,0.29600208,0.1447197315,0.4528679995
"Tsuji::U0033",72,3,-9.81011255,-10.51643745,-9.202035025,0.780774815,0.509875805,1.10059413
"Tsuji::U0034",73,3,-9.2810109,-9.612013175,-8.964658575,0.56054076,0.418231096,0.7180216735
"Tsuji::U0035",74,3,-13.3932215,-15.37192405,-11.8215461,0.6425352,0.1785183855,1.16348354
"Tsuji::U0036",75,3,-9.4131529,-9.909245745,-8.92167262,0.53749494,0.372595283,0.73038662
"Tsuji::U0037",76,3,-9.4624337,-9.82289646,-9.14067516,0.64839629,0.485036887,0.8427460635
"Tsuji::U0038",77,3,-10.7244715,-11.63921075,-9.87884807,0.91048548,0.510428306,1.35084348
"Tsuji::U0039",78,3,-11.132394,-11.7638891,-10.5860372,0.681099005,0.417669024,1.025090325
"Tsuji::U0040",79,3,-9.7239375,-10.08148435,-9.38914245,0.49870641,0.338326164,0.6771303225
"Tsuji::U0041",80,3,-11.086277,-12.1012672,-10.1709504,0.832288415,0.4531349455,1.266517265
"Tsuji::U0043",81,3,-10.223527,-10.8863494,-9.612629515,0.543873745,0.3239388025,0.804405297
"Tsuji::U0044",82,3,-3.82135975,-4.043734055,-3.599629625,1.100652,1.02242019,1.177484675
"Tsuji::U0045",83,3,-7.7618899,-8.16181228,-7.356835785,0.93762688,0.7472932435,1.15420031
"Tsuji::U0046",84,3,-9.1971379,-9.507276825,-8.897550515,0.564027145,0.427763036,0.7138174785
"Tsuji::U0047",85,3,-12.501752,-13.5253727,-11.678225,0.333312845,0.0388571552,0.6595584745
"Tsuji::U0054",86,3,-10.590934,-11.11576025,-10.1293492,0.48270574,0.297203862,0.6915434435
"Tsuji::U0055",87,3,-10.987348,-11.5524645,-10.45383525,0.911840735,0.572030527,1.31223012
"Tsuji::U0056",88,3,-8.9598648,-9.276404895,-8.669792035,0.91059236,0.7071541785,1.14050761
"Tsuji::U0057",89,3,-10.950016,-11.5177296,-10.45193085,0.62240755,0.3681895155,0.9323371755
"Tsuji::U0058",90,3,-4.42111065,-4.62249209,-4.209531635,1.40181765,1.30102728,1.507235665
"Tsuji::U0059",91,3,-6.8374738,-7.040014715,-6.650150735,1.39984045,1.21865984,1.59359946
"Tsuji::U0061",92,3,-9.5035,-9.8348205,-9.186163815,0.72174415,0.524771209,0.946450319
"Tsuji::U0062",93,3,-9.0190575,-9.3306783,-8.72440384,0.852466575,0.6646424005,1.065740135
"Tsuji::U0063",94,3,-10.92839,-11.4797761,-10.40789525,0.239216795,0.0729875775,0.411214929
"Tsuji::U0064",95,3,-8.8269244,-9.11971438,-8.542059965,0.534933265,0.4133786715,0.6609052605
"Tsuji::U0065",96,3,-11.5275285,-12.5486223,-10.66999265,0.41868187,0.1254574795,0.764668811
