"ckey","ii","n_admins","xi_median","xi_q5","xi_q95","kappa_median","kappa_q5","kappa_q95"
"Marchman::1019",24,2,-8.77879705,-9.052433405,-8.529414375,7.9102037,7.202088625,8.665467505
"Marchman::102",25,2,-9.01360685,-9.25186561,-8.78215975,11.949365,9.356424205,14.81215885
"Marchman::1020",26,2,-7.4823536,-7.87230533,-6.967532615,13.7612455,8.47772882,22.40486045
"Marchman::1021",27,2,-10.0700195,-10.40273175,-9.765668785,6.96322785,5.813237825,8.203900435
"Marchman::1022",28,2,-8.9838307,-10.06406185,-8.284908015,18.845958,14.3851798,25.80793755
"Marchman::1023",29,2,-7.5446447,-7.6864917,-7.40453013,1.5555399,1.29798515,1.822948725
"Marchman::1024",30,2,-6.09347695,-6.225942125,-5.96043636,-0.08246609,-0.6715298315,0.503491445
"Marchman::1025",31,2,-7.8377241,-8.013621385,-7.65972121,4.75755,4.27500506,5.224205695
"Marchman::1026",32,2,-13.5400025,-14.7408983,-12.581686,13.497288,11.45477095,16.0385077
"Marchman::1027",33,2,-4.9490843,-5.10133187,-4.795366665,-3.47700205,-4.10162741,-2.852829835
"Marchman::1028",34,2,-7.78741315,-8.133942715,-7.50216146,6.9057947,5.978912345,8.05835971
"Marchman::1029",35,2,-10.4114525,-10.8035349,-10.041275,3.43424695,1.614454855,5.326842555
"Marchman::103",36,2,-9.12447435,-9.371691425,-8.885202975,14.929267,9.331794005,23.81188995
"Marchman::1030",37,2,-13.3713345,-14.67944905,-12.40402595,15.605876,12.1233915,20.17915075
"Marchman::1031",38,2,-8.7718692,-9.391165095,-8.38658721,7.4861068,6.022612335,9.999201255
"Marchman::1032",39,2,-9.91415635,-10.8990727,-9.273753565,9.52609595,7.951732335,11.97779715
"Marchman::1033",40,2,-9.4970642,-9.95698748,-9.07729511,9.5607402,6.30976466,13.0007192
"Marchman::1034",41,2,-8.86116475,-9.03817169,-8.686896735,1.91173025,1.499084085,2.322779
"Marchman::1035",42,2,-7.25322525,-7.447921005,-7.06515816,5.3796979,4.988917295,5.799823575
"Marchman::1037",43,2,-8.95766095,-9.199124135,-8.72555587,2.94289015,2.06496641,3.868511975
"Marchman::1038",44,2,-8.9296378,-9.20309994,-8.689308835,5.06292905,4.33803659,5.973383525
"Marchman::1039",45,2,-10.5759695,-12.32706735,-9.511403685,13.355162,9.70513114,19.41120545
"Marchman::104",46,2,-8.22200725,-8.433310355,-8.028254655,18.0938995,15.20593575,21.40203785
"Marchman::1040",47,2,-7.86739165,-8.073492905,-7.66704548,6.27793655,5.74659859,6.827949615
"Marchman::1041",48,2,-7.41784465,-7.56313892,-7.279231765,4.64331345,4.15985188,5.16158275
"Marchman::1042",49,2,-7.5934828,-7.96370425,-7.05042256,13.4594125,8.444759435,22.39712475
"Marchman::1043",50,2,-8.8756781,-10.4226984,-7.82722257,17.8668355,13.58991985,24.21621055
"Marchman::1044",51,2,-8.74452915,-8.92088455,-8.56459912,1.6203555,1.15346368,2.100353025
"Marchman::1045",52,2,-11.7098355,-12.46804845,-11.091526,16.507091,14.5662764,18.78299945
"Marchman::1046",53,2,-6.5931795,-7.2115841,-6.171084615,9.12541965,8.12801612,10.5982056
"Marchman::1047",54,2,-10.9329435,-11.2649641,-10.6189988,9.43177345,5.448739335,13.43769085
"Marchman::1048",55,2,-6.82284015,-6.955379005,-6.690662125,1.27259415,0.731912095,1.80444752
"Marchman::1049",56,2,-9.7744005,-10.2386169,-9.38816525,10.4297905,9.21648638,11.86854075
"Marchman::105",57,3,-10.0078465,-10.2213417,-9.81403724,5.7075219,4.04617459,7.678424545
"Marchman::1050",58,2,-5.87302465,-5.99449711,-5.746245675,0.61840355,0.3529124705,0.894994629
"Marchman::1052",59,2,-7.0310431,-7.170931695,-6.896492715,3.19798095,2.885427915,3.50942937
"Marchman::1053",60,2,-8.49594585,-8.685946815,-8.313181435,5.0197533,4.41666708,5.641912845
"Marchman::1054",61,2,-7.7852968,-7.983879085,-7.59877677,4.9604183,4.555009195,5.368234805
"Marchman::1055",62,2,-8.3024514,-9.298289025,-7.713931555,8.23551115,6.924116145,10.42426045
"Marchman::1056",63,2,-7.10803705,-7.37092827,-6.87456219,15.198876,13.3868065,17.487305
"Marchman::1057",64,2,-9.34950285,-9.61637471,-9.092667875,18.7858115,13.62653585,26.507914
"Marchman::1058",65,2,-10.366592,-10.65395575,-10.0965524,3.50746915,1.251146885,5.885783945
"Marchman::1059",66,2,-9.1559272,-9.407174075,-8.90575234,-0.048057334,-5.751452945,5.80582221
"Marchman::1060",67,2,-11.419005,-11.7977391,-11.0570712,-1.60354095,-2.77577116,-0.495835408000001
"Marchman::1061",68,2,-8.5888905,-8.8063738,-8.38422388,6.5709355,5.76409989,7.39887397
"Marchman::1062",69,2,-7.7369701,-7.91794975,-7.5680544,7.4628209,6.794814335,8.13872462
"Marchman::1063",70,2,-9.37282735,-10.0402273,-8.880175285,9.01492115,7.819813005,10.68720405
"Marchman::1064",71,2,-9.33493445,-10.30364925,-8.726032435,9.1805674,7.6683703,11.57336765
"Marchman::1065",72,2,-8.5057621,-8.71784889,-8.297497275,24.8519935,20.5139764,29.60141165
"Marchman::1066",73,2,-8.42209615,-9.320821215,-7.910891625,8.01407045,6.654043055,10.4176019
"Marchman::1067",74,2,-10.0011825,-12.08129315,-8.64711923,11.885699,7.74316726,18.1659812
"Marchman::1068",75,2,-10.474813,-10.92940535,-10.069506,13.588675,12.2891502,15.07209045
"Marchman::1069",76,2,-5.4776067,-5.63368967,-5.318061175,17.0537925,15.7834068,18.4512078
"Marchman::107",77,3,-10.6567945,-11.00653475,-10.321178,7.95516875,4.35819098,13.9583187
"Marchman::1070",78,2,-9.65145185,-10.52651125,-9.063446665,12.1028825,10.0747469,15.21065505
"Marchman::1072",79,2,-10.157338,-10.56351745,-9.816506375,6.30563135,5.513637935,7.222255895
"Marchman::1073",80,2,-9.74105615,-10.05483695,-9.44589283,8.7563478,7.808429485,9.771551885
"Marchman::1074",81,2,-10.277171,-10.74280935,-9.889518615,10.3953855,8.992463215,11.99971955
"Marchman::1075",82,2,-11.2116825,-11.7161239,-10.76255995,10.725769,8.771844565,12.94035675
"Marchman::1076",83,2,-8.35430565,-8.656062855,-8.07871034,13.5402615,12.7301921,14.4430449
"Marchman::1077",84,2,-9.2351263,-9.4658248,-9.01780732,14.075516,11.8048726,16.51851245
"Marchman::1078",85,2,-8.42353905,-8.644611455,-8.21506861,6.71262045,6.195683525,7.267064635
"Marchman::1079",86,2,-6.82054175,-7.069769925,-6.564249075,20.4809115,19.0046923,22.10905815
"Marchman::108",87,3,-7.05738735,-7.25090463,-6.858067005,53.780296,48.0315181,59.83354215
"Marchman::1080",88,2,-9.899751,-10.4134497,-9.5484334,8.23374675,6.212211825,11.4010704
"Marchman::1081",89,2,-9.352364,-10.0010496,-8.81386484,14.044825,12.87215715,15.4398692
"Marchman::1082",90,2,-10.995972,-11.6163242,-10.4605133,18.7979635,17.41525535,20.37891685
"Marchman::1083",91,2,-7.01250255,-7.83958243,-6.5110194,9.8878363,8.408278725,12.3953322
"Marchman::1084",92,2,-8.6610111,-9.42973619,-8.09095141,14.2081675,12.94675145,15.81370455
"Marchman::1085",93,2,-7.9619275,-8.39191821,-7.61035803,9.59867115,8.72051431,10.6580128
"Marchman::1086",94,2,-7.8241004,-7.99627679,-7.660397285,4.8064567,4.34015398,5.282014515
"Marchman::1087",95,2,-12.054706,-13.5047344,-11.1255871,10.4029285,7.15950171,15.4752488
"Marchman::1088",96,2,-10.3153595,-12.4383665,-8.950971305,12.2133705,9.53808863,16.3379033
"Marchman::1089",97,2,-8.185137,-8.38588586,-7.995144405,5.5536344,5.03787063,6.09645445
"Marchman::109",98,3,-6.9208164,-7.111199305,-6.72318513,45.1942595,39.99490895,50.5966496
"Marchman::1090",99,2,-11.295535,-12.8169034,-10.2564942,20.39227,17.54325955,24.55174415
"Marchman::1091",100,2,-8.1076046,-8.36009873,-7.86906955,10.807025,10.12982935,11.50757385
"Marchman::1092",101,2,-10.696653,-11.20031125,-10.2733799,8.09731105,6.890928605,9.493457175
"Marchman::1093",102,2,-10.5957825,-12.5585528,-9.34708583,10.1254345,6.72484573,15.5277956
"Marchman::1094",103,2,-9.69999985,-11.44947515,-8.586247,15.7851185,11.91832995,21.9026358
"Marchman::1095",104,2,-7.48350655,-7.83905434,-7.186779255,12.1999045,11.20704635,13.39759905
"Marchman::1096",105,2,-9.8031582,-12.00171015,-8.452959625,13.0068075,9.31515153,19.0322885
"Marchman::1097",106,2,-9.3998673,-11.6464429,-7.775145685,14.503795,10.5563962,19.9841887
"Marchman::1098",107,2,-8.8024156,-9.17307365,-8.46371565,11.229168,10.38463425,12.1738333
"Marchman::1099",108,2,-11.5191655,-13.2510768,-10.54004575,9.9143565,6.55360662,15.9621268
"Marchman::11",109,3,-10.286055,-10.55659325,-10.02036565,17.5615915,13.3056608,22.3118596
"Marchman::110",110,2,-7.5636016,-7.7404581,-7.392128215,17.038755,14.4793361,20.1463294
"Marchman::1100",111,2,-10.294767,-10.6726687,-9.956927865,6.3165127,5.281945045,7.49515813
"Marchman::1101",112,2,-10.167716,-10.5912925,-9.785218125,6.2821387,5.38941566,7.24187472
"Marchman::1102",113,2,-10.81889,-12.59604365,-9.670758315,12.5988155,9.181962815,18.04516255
"Marchman::1103",114,2,-9.799315,-11.66434445,-8.558525915,19.7754,16.68580665,24.43237025
"Marchman::1104",115,2,-6.9207847,-7.11441834,-6.73372242,7.9046639,7.455047925,8.372766505
"Marchman::1105",116,2,-7.3056835,-7.472336135,-7.140348335,9.981586,8.732997525,11.44946495
"Marchman::1106",117,2,-9.4466173,-9.82926845,-9.107825385,8.6175898,7.84633049,9.514743185
"Marchman::1107",118,2,-11.7134395,-13.59106985,-10.65575315,7.17735965,4.620431845,11.9032537
"Marchman::1108",119,2,-8.5214265,-9.1072034,-8.04863385,13.548075,12.3633761,15.02762705
"Marchman::1109",120,2,-8.09658,-8.457729225,-7.753899635,15.8473695,12.6113553,19.3640771
"Marchman::111",121,2,-8.4002074,-8.63856318,-8.168350985,24.152311,19.08143595,30.69966095
"Marchman::1110",122,2,-9.54810185,-9.890365095,-9.209141415,5.32849465,3.761932685,7.51894248
"Marchman::1111",123,2,-9.8326342,-10.41206615,-9.162883465,12.991355,6.38115187,23.05543475
"Marchman::1112",124,2,-9.42937355,-11.4210314,-8.156973255,13.2612075,8.84832699,20.24812655
"Marchman::1113",125,2,-9.75193775,-10.0727199,-9.462020895,9.5877695,8.359048865,10.95249655
"Marchman::1114",126,2,-11.286336,-12.92866885,-10.3013667,9.98959385,6.088199535,16.7108642
"Marchman::1115",127,2,-9.54724435,-11.09545755,-8.56397613,13.941579,9.03993228,21.70206935
"Marchman::1116",128,2,-8.1497233,-8.788393315,-7.690094505,17.133444,15.2378331,19.74997765
"Marchman::1117",129,2,-8.77641935,-9.64019343,-8.228430785,12.0714955,10.2466089,15.0847411
"Marchman::1118",130,2,-12.066884,-12.9820579,-11.3931475,8.69072355,6.33218745,11.90419945
"Marchman::1119",131,2,-8.18198585,-8.425333405,-7.965436265,10.2600475,9.476798495,11.13555945
"Marchman::112",132,2,-8.217909,-8.425279495,-8.02068592,2.1727132,1.721560445,2.657657005
"Marchman::1120",133,2,-10.5611525,-12.50730045,-9.322239485,11.010228,7.65581887,16.30887405
"Marchman::1121",134,2,-8.62842275,-9.04117026,-8.30618914,7.99812295,6.93788139,9.39533192
"Marchman::1122",135,2,-9.76978465,-12.0888232,-8.264212285,12.233463,8.51307837,17.8806405
"Marchman::1123",136,2,-8.73802895,-9.18472885,-8.20472358,14.7598605,9.166346365,23.2445892
"Marchman::1124",137,2,-10.051964,-10.70424,-9.38053497,15.6145655,9.191539325,24.76919115
"Marchman::1125",138,2,-9.0790237,-10.96213085,-7.83815425,16.2195995,11.9155439,22.6850846
"Marchman::1126",139,2,-9.6478889,-10.3390195,-9.22276621,6.36525485,4.976679035,8.76645741
"Marchman::1127",140,2,-10.267786,-11.95191695,-9.203104205,12.3645725,8.05507643,19.10493385
"Marchman::1128",141,2,-10.4190135,-10.88947475,-9.972030285,3.4221589,1.47580172,5.574689745
"Marchman::1129",142,2,-10.2465405,-10.7136943,-9.807575825,5.4853349,3.16282948,7.991053855
"Marchman::113",143,2,-8.71444755,-8.941696875,-8.494819235,7.1168957,4.16320313,10.199556
"Marchman::1130",144,2,-8.4052213,-8.899212885,-8.039695545,7.9122192,6.72175087,9.603757535
"Marchman::1131",145,2,-9.48246635,-11.85371045,-7.765363485,13.2256645,9.33074803,18.62446715
"Marchman::1132",146,2,-10.542702,-11.54601645,-9.90286134,11.984828,6.42184181,21.2222212
"Marchman::1133",147,2,-8.9376138,-9.829505125,-8.341566075,9.9810747,8.34925909,12.40469895
"Marchman::1134",148,2,-8.5725192,-10.9311758,-6.689592065,16.4873525,11.84592535,22.313795
"Marchman::1135",149,2,-8.170057,-8.378825555,-7.961759395,7.6053037,6.98385365,8.22100691
"Marchman::1137",150,2,-6.75350545,-7.0818545,-6.239173295,13.874394,9.265276065,22.52233525
"Marchman::1138",151,2,-8.8680141,-9.51241716,-8.341661105,17.249136,15.68746975,19.22406815
"Marchman::1139",152,2,-9.09680015,-9.40757368,-8.81684978,13.902582,12.84036155,15.0440633
"Marchman::114",153,2,-8.13300085,-8.538525095,-7.60138104,14.1584205,8.78874007,22.7029322
"Marchman::1140",154,2,-9.6337508,-10.23818415,-9.24102706,7.48773875,5.661929185,10.36290365
"Marchman::1141",155,2,-10.5482845,-10.8776043,-10.24474875,1.65983145,0.9171436975,2.431531055
"Marchman::1142",156,2,-9.1998715,-9.744839915,-8.81807799,13.4448295,7.702765505,23.02629085
"Marchman::1143",157,2,-8.82450325,-9.053835035,-8.607197215,13.584016,7.65728309,23.26525555
"Marchman::1144",158,2,-6.8867468,-7.057002985,-6.720752955,14.8941945,9.799915435,24.16533945
"Marchman::1145",159,2,-8.25205415,-9.267542565,-7.6106893,9.56674655,8.25819883,11.68547165
"Marchman::1146",160,2,-11.0291655,-12.75458205,-9.98686082,10.239735,6.68353716,16.1228921
"Marchman::1147",161,2,-9.7438061,-10.17114635,-9.30718407,8.58832345,5.707040285,13.23714995
"Marchman::1148",162,2,-9.1781445,-10.07516545,-8.6172856,15.4388575,10.2432932,23.8809487
"Marchman::1149",163,2,-8.20067145,-9.38737871,-7.474590885,18.7650675,14.09878255,26.5472016
"Marchman::115",164,2,-9.63763935,-9.92781241,-9.354431385,7.5041653,5.519318915,9.91008454
"Marchman::1150",165,2,-9.9796737,-12.00232515,-8.72082873,13.630826,10.25531485,19.15121885
"Marchman::1151",166,2,-7.3573845,-7.7429744,-6.84570746,13.715994,8.61581535,22.49612675
"Marchman::1152",167,2,-8.4819422,-10.6654193,-6.855416915,16.121456,11.17401805,22.75903295
"Marchman::1153",168,2,-8.5573431,-8.982676905,-8.211125575,5.93231215,5.13024682,6.973709305
"Marchman::1154",169,2,-8.2352018,-8.58397932,-7.951971235,6.4295837,5.67605831,7.328088525
"Marchman::1155",170,2,-12.0618195,-13.15489675,-11.2828022,8.4659276,6.72190178,11.0205997
"Marchman::1156",171,2,-8.40905835,-9.377461545,-7.82213631,8.0061337,6.784450445,10.04551525
"Marchman::1157",172,2,-10.483069,-12.50297525,-9.24254129,12.040072,8.92528448,16.95527385
"Marchman::1158",173,2,-9.3626721,-9.637946605,-9.10560239,19.3919385,14.907561,24.62050565
"Marchman::1159",174,2,-7.96596085,-8.19486323,-7.7590124,7.7108358,7.1894255,8.245835375
"Marchman::116",175,2,-10.4383155,-10.8136666,-10.08158885,14.429241,8.199296175,23.9305733
"Marchman::1160",176,2,-9.5688032,-9.96125275,-9.233227385,13.112973,11.0285405,15.61775245
"Marchman::1161",177,2,-5.2679712,-5.43135207,-5.104394075,10.9576735,10.2951094,11.6378588
"Marchman::1162",178,2,-9.4911638,-9.756045795,-9.238706055,15.486227,11.0327293,20.07927635
"Marchman::1163",179,2,-9.5332564,-9.795273425,-9.29022991,4.9450352,4.029863595,6.048099325
"Marchman::1164",180,2,-9.36074595,-9.62770731,-9.10578124,9.18943305,6.647182095,13.42726705
"Marchman::1165",181,2,-7.14164895,-7.293123575,-6.989922135,13.745632,12.3205543,15.3066514
"Marchman::1166",182,2,-10.783522,-11.22609115,-10.3870438,4.94504765,3.957639135,6.077002155
"Marchman::1167",183,2,-7.44012825,-7.80653882,-7.13253162,19.559355,18.03074185,21.3052889
"Marchman::1168",184,2,-10.0467925,-10.46000325,-9.7173991,4.6632513,3.59868781,6.1726692
"Marchman::1169",185,2,-7.35131125,-7.91661252,-7.005384025,9.36722025,7.739377185,12.0819934
"Marchman::117",186,2,-8.56748695,-8.79647969,-8.354083985,11.128986,9.03375163,13.60508995
"Marchman::1170",187,2,-10.686358,-11.38922815,-10.16543165,21.8527745,16.98938115,28.2913227
"Marchman::1171",188,2,-8.3109021,-9.56334243,-7.45039938,15.944371,14.0888721,18.61034495
"Marchman::1172",189,2,-9.339363,-10.48487695,-8.57117436,12.9251295,11.3428188,15.29445925
"Marchman::1173",190,2,-9.3907583,-9.68834881,-9.126778365,5.6884815,4.606232015,7.0223005
"Marchman::1174",191,2,-11.7687835,-13.587686,-10.6053629,10.5895815,8.141386315,14.44076225
"Marchman::1175",192,2,-10.3117665,-12.3877243,-8.99981242,13.8481155,10.87413375,18.5996499
"Marchman::1176",193,2,-12.4319065,-13.97507235,-11.3924893,10.22517,7.452878805,14.4710752
"Marchman::1177",194,2,-8.25913045,-8.550258895,-8.02645051,18.35801,15.0718888,23.2674485
"Marchman::1178",195,2,-8.05506855,-8.49748613,-7.74769089,19.78843,15.0256953,27.51008055
"Marchman::1179",196,2,-11.260031,-12.7382084,-10.2308801,16.72819,13.8850809,20.7621392
"Marchman::118",197,3,-9.0725772,-9.312660395,-8.84561857,7.2226493,5.570377985,8.988282075
"Marchman::1180",198,2,-9.4869453,-10.438657,-8.84801885,19.647647,15.5751775,25.9275579
"Marchman::1181",199,2,-11.743218,-13.48694965,-10.6383422,9.49248685,7.015041705,13.4431265
"Marchman::1182",200,2,-8.4924579,-10.8371879,-6.71878849,18.8339255,14.4014105,24.681877
"Marchman::1183",201,2,-10.44464,-11.3496168,-9.900779315,14.1197545,9.11787006,22.1212952
"Marchman::1184",202,2,-9.49214995,-9.82625445,-9.210715685,4.9906853,4.245800085,5.843040045
"Marchman::1185",203,2,-8.61579595,-8.89328824,-8.39222367,12.217772,9.542480665,16.3073392
"Marchman::1186",204,2,-9.1039924,-11.5142154,-7.287391625,15.443117,11.643318,20.54539355
"Marchman::1187",205,2,-9.3771187,-9.656183945,-9.116519565,18.770611,13.30585495,26.7622295
"Marchman::1188",206,2,-9.8053383,-11.9593702,-8.383415135,12.256837,8.41249438,18.1313399
"Marchman::1189",207,2,-8.0807037,-8.761595965,-7.60189745,9.8667347,8.818674705,11.4471969
"Marchman::119",208,3,-6.7162946,-6.876207255,-6.56284429,13.0655895,11.55109665,14.6312504
"Marchman::1190",209,2,-6.62098775,-6.954758865,-6.153687495,15.085137,10.61745305,22.8347454
"Marchman::1191",210,2,-8.24885155,-8.425205735,-8.07175143,3.73795825,3.166703795,4.366856305
"Marchman::1192",211,2,-10.282464,-12.09362275,-9.159842535,12.963231,9.035978095,19.22186845
"Marchman::1193",212,2,-10.3030335,-11.6012339,-9.504421,15.6286605,11.61895825,22.18718945
"Marchman::1194",213,2,-11.7852175,-13.3540655,-10.8254806,11.253147,7.932003035,16.6196158
"Marchman::1195",214,2,-4.2788095,-4.65840698,-3.891623045,47.9331955,42.72453705,53.2062681
"Marchman::1196",215,2,-6.85096935,-7.025120185,-6.68896214,10.973634,9.50365907,12.87371295
"Marchman::1197",216,2,-9.3500084,-9.79950179,-9.00696893,17.5337305,12.1988046,25.2815607
"Marchman::1198",217,2,-8.6034947,-8.932168355,-8.3163681,9.73894465,9.0853904,10.4617605
"Marchman::1199",218,2,-10.2021735,-10.53807995,-9.87630321,8.96589695,6.12997515,12.87886215
"Marchman::12",219,3,-8.75844795,-8.915431055,-8.600048935,5.96721965,5.355667665,6.61123964
"Marchman::120",220,2,-12.5944805,-13.5713891,-11.77498595,-1.1137392,-5.85935859,3.523875765
"Marchman::1200",221,2,-8.12182845,-8.44491751,-7.846078255,6.0034294,5.20525252,6.92290912
"Marchman::1201",222,2,-8.0299331,-9.36342067,-7.175274735,16.648851,11.211158,25.2968141
"Marchman::1202",223,2,-11.458847,-12.6331491,-10.2940752,7.35833625,0.7936449765,14.08795815
"Marchman::1203",224,2,-9.0385835,-9.68506591,-8.35865749,11.407571,7.84827743,16.18504175
"Marchman::1204",225,2,-9.0690018,-9.907395705,-8.519786325,13.6942965,11.47519285,17.10520505
"Marchman::1205",226,2,-8.65868605,-8.88379848,-8.441792035,8.37933405,7.517537615,9.2871135
"Marchman::1206",227,2,-9.0609819,-9.960939345,-8.433759735,24.387411,20.36991025,30.0887102
"Marchman::1207",228,2,-8.52302435,-9.28111379,-7.479198995,14.114871,8.750873535,22.8193352
"Marchman::1208",229,2,-7.77739205,-8.244236105,-7.25427049,11.8703095,9.088335975,15.5513793
"Marchman::1209",230,2,-10.1693005,-11.22222125,-9.47065702,10.7361175,9.01504052,13.2952353
"Marchman::121",231,2,-12.0617445,-12.85003575,-11.3632466,1.81793205,-1.007175695,4.932729465
"Marchman::1210",232,2,-5.40881415,-6.39427904,-4.46452917,34.672073,27.46957095,42.0567971
"Marchman::1211",233,2,-8.3808573,-8.589451305,-8.18318706,24.1513675,19.0098257,30.97796555
"Marchman::1212",234,2,-12.5572255,-13.9317299,-11.65838495,10.4252655,6.85160449,16.05362085
"Marchman::1213",235,2,-6.4942553,-7.29512368,-5.637632195,26.442372,20.62880245,32.96032035
"Marchman::1214",236,2,-10.974621,-12.58982645,-9.97559766,12.08347,8.70284479,17.77898235
"Marchman::1215",237,2,-11.7176445,-12.75420465,-10.977699,15.4371805,10.8285423,21.9150886
"Marchman::1216",238,2,-6.5818381,-6.99505183,-6.157892715,14.257175,11.80164215,16.8345291
"Marchman::1217",239,2,-11.3595055,-12.06306485,-10.65411455,-6.74282675,-10.10307815,-3.385246785
"Marchman::1218",240,2,-6.35757695,-7.364311545,-5.33405645,30.841528,23.55911745,38.62857155
"Marchman::1219",241,2,-11.8616235,-12.62094805,-11.2699875,17.1137095,11.8131329,23.96945875
"Marchman::122",242,2,-9.30115065,-10.219271,-8.233082105,14.9384805,8.67887783,23.60595195
"Marchman::1220",243,2,-7.2912558,-8.13554038,-6.350108805,24.276333,18.0146681,31.1610436
"Marchman::1221",244,2,-11.2544345,-12.6559659,-10.31131275,16.7651935,13.55286525,21.6271403
"Marchman::1222",245,2,-10.778265,-12.52971745,-9.659982935,15.9722615,13.19924985,20.3275212
"Marchman::1223",246,2,-9.94250905,-11.5257925,-8.833598295,19.203091,15.8599431,24.0792533
"Marchman::1224",247,2,-8.4787882,-8.94296793,-7.93158603,14.859557,9.381997535,23.70126335
"Marchman::1225",248,2,-10.838591,-12.038829,-10.04839315,18.29216,14.3845195,24.3187549
"Marchman::1226",249,2,-11.2439535,-11.9747629,-10.67257785,19.5775785,14.45800575,26.4722111
"Marchman::1227",250,2,-8.2558735,-8.579114195,-7.986343635,31.098961,26.6999423,36.64409195
"Marchman::1228",251,2,-7.51676435,-7.94483915,-7.041148515,25.4551795,20.05346455,32.1566525
"Marchman::1229",252,2,-9.55503505,-9.837700785,-9.28744416,14.3077725,8.565350165,23.21166255
"Marchman::123",253,2,-11.3576915,-11.8257225,-10.9221964,5.0777435,2.91051717,8.571589415
"Marchman::1230",254,2,-7.2220561,-7.587092945,-6.747878605,17.6576265,12.86869725,25.19151365
"Marchman::1231",255,2,-9.6614153,-10.2294569,-9.00649223,13.500883,7.002054255,23.44026425
"Marchman::1232",256,2,-10.279656,-12.43268275,-8.79964549,12.5632485,9.716320875,16.7932468
"Marchman::1233",257,2,-9.9545831,-12.17824525,-8.524656695,14.965733,12.2119434,19.29116395
"Marchman::1234",258,2,-12.2547235,-13.8857398,-11.1511167,14.913845,12.77076385,18.11179895
"Marchman::1235",259,2,-10.4851195,-11.7394357,-9.637116445,23.897143,20.4484435,28.96530375
"Marchman::1236",260,2,-8.22148245,-8.63826976,-7.71370375,18.090608,12.93474505,25.6262337
"Marchman::1237",261,2,-10.454161,-11.7461127,-9.5586157,20.095574,16.4267113,25.3622008
"Marchman::1238",262,2,-11.222101,-12.9763158,-10.1214846,14.154669,11.42719115,18.4745278
"Marchman::1239",263,2,-10.3239555,-12.41677345,-8.96575344,13.7001675,10.8681406,18.09708235
"Marchman::1240",264,2,-8.60038935,-9.459017235,-8.03413794,16.4046925,11.2475943,24.4456443
"Marchman::1241",265,2,-11.990432,-13.7264427,-10.9612967,10.0889895,7.32529355,14.78757105
"Marchman::1242",266,2,-10.50755,-12.5183748,-9.23948329,11.8963145,8.78995696,16.85712245
"Marchman::1243",267,2,-10.243471,-11.8133697,-9.2695312,14.3017385,10.37053535,20.70287865
"Marchman::1244",268,2,-7.40843915,-7.67616618,-7.15911976,12.6895685,11.73244485,13.72449775
"Marchman::1245",269,2,-8.39736115,-8.85728643,-8.010522905,11.252567,10.4641389,12.15688715
"Marchman::1246",270,2,-8.3363989,-9.02751498,-7.80107422,12.3183935,11.24762755,13.64212635
