"ckey","ii","n_admins","xi_median","xi_q5","xi_q95","kappa_median","kappa_q5","kappa_q95"
"Thal::E0072",38,3,-8.29598705,-8.47882111,-8.119028575,10.771599,10.2669308,11.27819635
"Thal::E0073",39,3,-8.1893133,-8.431313545,-7.97199488,15.4946705,14.76973905,16.2868593
"Thal::E0075",40,3,-7.8211373,-7.99710271,-7.65823505,10.8504405,10.3428162,11.36792865
"Thal::E0076",41,3,-9.1996826,-9.462416725,-8.96471842,12.390927,11.76867185,13.0132752
"Thal::E0081",42,3,-6.927005,-7.14201824,-6.71018403,15.970461,15.03311705,17.0198542
"Thal::E0082",43,3,-7.3645825,-7.525075975,-7.207397585,11.096224,10.5704458,11.60579985
"Thal::E0083",44,3,-8.1019561,-8.27322049,-7.942303175,8.51528345,8.06290512,8.961549695
"Thal::E0087",45,3,-9.4347464,-9.836557465,-9.068359825,19.828379,18.75172945,20.9272453
"Thal::E0088",46,3,-10.0111965,-10.3380517,-9.70761012,14.752002,13.96915005,15.56828705
"Thal::E0090",47,3,-9.5717958,-9.797345155,-9.36112123,7.72732315,7.191948355,8.28904172
"Thal::E0092",48,3,-8.07626275,-8.241444995,-7.922104155,9.37431295,8.921819645,9.83045472
"Thal::E0093",49,3,-11.5913045,-12.0402566,-11.1902093,8.3412297,7.408899295,9.37936893
"Thal::E0094",50,3,-9.91022285,-10.2332834,-9.615373065,13.486455,12.73947025,14.2733908
"Thal::E0095",51,3,-2.260144,-2.51474524,-1.967145255,8.53524755,7.486611015,9.711227635
"Thal::E0097",52,3,-10.6815665,-11.0432775,-10.3522734,10.483024,9.66408939,11.3533007
"Thal::E0102",53,3,-7.4700908,-7.77701913,-7.158046545,19.660086,18.2355676,21.333992
"Thal::E0104",54,3,-8.4827738,-8.65486728,-8.31969687,8.22689645,7.79262101,8.67119608
"Thal::E0105",55,3,-9.4945403,-9.736554425,-9.261108535,9.73005025,9.15925053,10.3373637
"Thal::E0106",56,3,-11.327187,-11.797401,-10.9157073,10.2373405,9.26528837,11.32712055
"Thal::E0109",57,3,-9.2830295,-9.56722621,-9.032222785,12.8846415,12.2375078,13.62346115
"Thal::E0110",58,3,-5.5156828,-5.695445765,-5.322845425,12.792028,11.9948612,13.68214455
"Thal::E0111",59,3,-9.0738238,-9.324549345,-8.841407365,12.1219165,11.50571995,12.7636106
"Thal::E0112",60,3,-9.4532947,-9.784325455,-9.15458012,14.94165,14.16413535,15.7325927
"Thal::E0113",61,3,-8.97664145,-9.229991635,-8.733697835,13.750015,13.10054505,14.4130374
"Thal::E0114",62,3,-9.85870925,-10.0914718,-9.63906779,7.59557415,7.045845555,8.163033355
"Thal::E0117",63,3,-9.0886654,-9.27735367,-8.903801765,7.87458035,7.394235795,8.364698195
"Thal::E0118",64,3,-7.3317571,-7.611919165,-7.059866195,18.713234,17.4719588,20.22742595
"Thal::E0119",65,3,-9.4633052,-9.73479053,-9.20202976,12.485193,11.81788125,13.1434735
"Thal::E0120",66,3,-9.0302125,-9.292249495,-8.766445315,13.844218,13.16260025,14.5310834
"Thal::E0121",67,3,-8.57525145,-8.77157964,-8.38547633,10.8070775,10.2793348,11.3244115
"Thal::E0125",68,3,-9.28608485,-9.538321575,-9.0492811,12.7620745,12.1431141,13.39827235
"Thal::E0130",69,3,-8.8599251,-9.090293735,-8.638453505,12.262596,11.6696058,12.8467762
"Thal::E0131",70,3,-8.8523791,-9.04624618,-8.666057655,8.72707285,8.26989391,9.18642956
"Thal::E0132",71,3,-8.24071385,-8.415865625,-8.065178115,9.81361325,9.327248245,10.3049825
"Thal::E0136",72,3,-11.4969725,-12.0040501,-11.0501173,11.5100365,10.4619011,12.68688415
"Thal::E0138",73,3,-9.1761337,-9.41586586,-8.957689195,10.5294,9.96344319,11.1338842
"Thal::E0141",74,3,-7.33810275,-7.479811695,-7.199979615,9.02080605,8.605933505,9.45498504
"Thal::E0142",75,3,-5.8214023,-5.96857234,-5.666819085,11.2669975,10.6565618,11.9071677
"Thal::E0144",76,3,-8.2463439,-8.580313785,-7.896351775,21.3088035,19.8607746,23.16477765
"Thal::E0145",77,3,-7.02648805,-7.16811408,-6.87917985,10.8320185,10.32458915,11.34043195
"Thal::E0148",78,3,-8.2616379,-8.484109545,-8.0477759,13.8859385,13.2629968,14.5684952
"Thal::E0149",79,3,-11.330731,-11.91774485,-10.8499799,14.4699365,13.34479715,15.83467185
"Thal::E0157",80,3,-7.80512805,-7.97520239,-7.63523367,10.447632,9.953531435,10.9412476
"Thal::E0158",81,3,-7.94615665,-8.18142523,-7.71893857,15.910132,15.1161791,16.7588499
"Thal::E0160",82,3,-6.43656715,-6.591557665,-6.27632456,11.66663,11.06694195,12.33209835
"Thal::E0162",83,3,-8.20326405,-8.3892055,-8.026057565,10.5381765,10.0595044,11.03945155
"Thal::E0166",84,3,-6.77227965,-6.93355853,-6.608062895,12.865166,12.25494985,13.53129455
"Thal::E0168",85,3,-11.1244525,-11.54565905,-10.7496381,12.2437715,11.3596263,13.25576875
"Thal::E0170",86,3,-8.1827912,-8.33625895,-8.032215595,7.266194,6.86356443,7.68957356
"Thal::E0171",87,3,-7.7159118,-7.894326545,-7.538575625,12.32524,11.7704345,12.88492215
"Thal::E0175",88,3,-11.1948965,-11.72401825,-10.73637945,13.2988645,12.2362908,14.53161815
"Thal::E0176",89,3,-10.443321,-10.85704325,-10.0688874,14.178383,13.2591321,15.13640125
"Thal::E0177",90,3,-5.05543745,-5.18548897,-4.91743962,8.68355625,8.147942415,9.227422125
"Thal::E0185",91,3,-11.418109,-12.1865819,-10.77023115,19.779222,18.27154995,21.5421624
"Thal::E0186",92,3,-7.71307435,-7.886743885,-7.546095065,11.429908,10.94181035,11.9355214
"Thal::E0187",93,3,-7.35670265,-7.60945365,-7.0912212,17.8643695,16.7241407,19.1646954
"Thal::E0188",94,3,-10.0892405,-10.60084655,-9.66187285,19.3684325,18.25935525,20.57605495
"Thal::E0190",95,3,-8.51875185,-8.917294735,-8.12618484,22.4630325,20.81793055,24.65855215
"Thal::E0192",96,3,-9.5421875,-9.757142695,-9.35095542,6.9459533,6.451320935,7.464850445
"Thal::E0193",97,3,-8.39226555,-8.57651489,-8.219116835,9.6918651,9.238655385,10.191922
"Thal::E0195",98,3,-8.98254185,-9.185465445,-8.789616455,9.394196,8.898606185,9.907943535
"Thal::E0196",99,3,-8.0855526,-8.221448475,-7.95181699,5.1410019,4.777774635,5.50991093
"Thal::E0198",100,3,-8.1559723,-8.36314081,-7.956387915,12.928833,12.34859855,13.56407985
"Thal::E0199",101,3,-9.5190992,-9.74389497,-9.299731915,8.99404445,8.440939015,9.556011265
"Thal::E0200",102,3,-9.66864085,-9.948012535,-9.410941785,11.713323,11.0860911,12.400395
"Thal::E0201",103,3,-10.519741,-10.8343189,-10.2481837,8.35813175,7.69250407,9.101675025
"Thal::E0206",104,3,-7.06315905,-7.24534054,-6.882266005,13.7444415,13.0899365,14.45280665
"Thal::E0209",105,3,-9.0047258,-9.20556745,-8.81145773,8.9738993,8.46693136,9.490141115
"Thal::E0210",106,3,-10.845526,-11.34886395,-10.38555285,15.134127,14.04417235,16.31417905
"Thal::E0211",107,3,-10.1098165,-10.6117515,-9.668673095,19.308423,18.22655535,20.5611117
"Thal::E0212",108,3,-10.6809535,-11.0321771,-10.36748685,9.436176,8.688746055,10.26990705
"Thal::E0213",109,3,-8.89051965,-9.14863067,-8.643291885,14.2504125,13.59040815,14.94299125
"Thal::E0216",110,3,-5.80182165,-5.98894786,-5.60997827,13.2212445,12.4243119,14.12872285
"Thal::E0217",111,3,-11.3802235,-11.77686085,-11.02139175,8.70831385,7.84000767,9.67997161
"Thal::E0218",112,3,-5.78022805,-5.948773805,-5.608640005,12.7996205,12.09335095,13.61920895
"Thal::E0219",113,3,-7.59283855,-7.756241635,-7.41494503,11.724602,11.2009404,12.25906855
"Thal::E0220",114,3,-5.6474315,-5.850685225,-5.43926703,14.1628855,13.1979266,15.2572008
"Thal::E0222",115,3,-10.634058,-11.09783445,-10.219313,14.9523335,13.93903855,16.04483005
"Thal::E0225",116,3,-12.3442015,-12.80143375,-11.9306359,5.54577615,4.54186367,6.68566882
"Thal::E0226",117,3,-9.3855463,-9.6634613,-9.131525105,12.976355,12.3275572,13.67229045
"Thal::E0227",118,3,-8.99749395,-9.274864055,-8.74307827,14.6507025,13.9729467,15.3937614
"Thal::E0229",119,3,-6.76552615,-7.020686365,-6.47734769,18.077792,16.7449044,19.7428069
"Thal::E0230",120,3,-9.71039005,-10.002251,-9.44127075,11.991199,11.31439385,12.68296905
"Thal::E0231",121,3,-6.70134,-6.83638125,-6.564421955,9.8463992,9.36997019,10.3293437
"Thal::E0232",122,3,-9.42481195,-9.729049505,-9.1319617,14.6376775,13.8877833,15.41764075
"Thal::E0236",123,3,-9.10737555,-9.34061663,-8.88041337,11.314491,10.719618,11.9015885
"Thal::E0242",124,3,-9.9464933,-10.21806105,-9.68672205,8.9196972,8.286063625,9.56103387
"Thal::E0245",125,3,-7.90240585,-8.095607105,-7.714460605,13.0981435,12.48685065,13.74349635
"Thal::E0246",126,3,-10.3687775,-10.6850736,-10.08712415,9.25788515,8.56588422,10.0049944
"Thal::E0248",127,3,-10.9431335,-11.2863453,-10.6332489,8.19660225,7.41815355,9.01507284
"Thal::E0250",128,3,-9.88052785,-10.2607313,-9.51870218,15.849062,14.9840242,16.78892685
"Thal::E0251",129,3,-9.6943987,-9.967955605,-9.44246453,10.5818785,9.9779921,11.2439158
"Thal::E0252",130,3,-7.41001835,-7.590523095,-7.226137675,13.2703715,12.6683848,13.92533635
"Thal::E0253",131,3,-8.57222395,-8.83194033,-8.32242635,16.315748,15.54280465,17.0885887
"Thal::E0255",132,3,-11.2754735,-11.5931247,-10.98274105,4.51084435,3.72822164,5.32390765
"Thal::E0258",133,3,-8.6617401,-8.88322862,-8.439484085,12.5854905,12.0061673,13.185896
"Thal::E0262",134,2,-9.194598,-9.54577407,-8.860484265,17.4271885,16.53535475,18.39975515
"Thal::E0264",135,3,-8.3878491,-8.59013383,-8.18731957,11.7475745,11.20469125,12.3085463
"Thal::E0266",136,3,-9.4830587,-9.72874234,-9.25275709,10.5540565,9.960335435,11.1644369
"Thal::E0267",137,3,-10.300094,-10.6257685,-10.0011701,10.4955705,9.775701505,11.27210935
"Thal::E0269",138,3,-7.57582595,-7.78442826,-7.367565075,14.8013335,14.09157385,15.5748745
"Thal::E0270",139,3,-6.9361799,-7.1104769,-6.760102485,13.802257,13.1142759,14.5336838
"Thal::E0273",140,3,-8.43900925,-8.607542905,-8.27282757,8.44756225,7.999959705,8.90134312
"Thal::E0275",141,3,-9.9828514,-10.4127929,-9.567225035,18.4780045,17.45186455,19.5912386
"Thal::E0276",142,3,-10.3694235,-10.733166,-10.04961,12.1188175,11.35781325,12.9625802
"Thal::E0277",143,3,-6.98613525,-7.17322441,-6.795296175,14.296109,13.5732245,15.06939355
"Thal::E0279",144,3,-9.29707485,-9.61230049,-8.996075635,16.008882,15.2011141,16.832809
"Thal::E0281",145,3,-7.61613435,-7.822104385,-7.41330979,14.668596,13.94816895,15.40616815
"Thal::E0282",146,3,-9.1975016,-9.407087825,-9.000511525,8.7361465,8.235533285,9.27262697
"Thal::E0283",147,3,-9.662298,-9.881317785,-9.454196105,7.15398425,6.63377016,7.67967823
"Thal::E0286",148,3,-8.9164814,-9.37573804,-8.4916424,23.3123705,21.62375305,25.4345459
"Thal::E0287",149,3,-7.8429895,-7.99620675,-7.697618605,8.858513,8.43678625,9.299047555
"Thal::E0291",150,3,-8.94153785,-9.163484205,-8.723277215,11.9184855,11.3505892,12.5190192
"Thal::E0295",151,3,-9.42195,-9.65913331,-9.19527841,9.62662485,9.055370265,10.2282463
"Thal::E0296",152,3,-7.68054295,-7.84794314,-7.51879528,11.4903135,10.98584065,11.99164725
"Thal::E0297",153,3,-7.7569237,-7.95670397,-7.55367799,14.5174885,13.8571599,15.22852725
"Thal::E0299",154,3,-9.23784345,-9.56764592,-8.93509005,16.6695115,15.8631409,17.5586972
"Thal::E0300",155,3,-8.5930924,-8.816370785,-8.38878829,11.9752215,11.3973133,12.56988325
"Thal::E0301",156,3,-10.213022,-10.56374085,-9.88426233,12.2695725,11.48906405,13.11856105
"Thal::E0302",157,3,-9.22138425,-9.473719635,-8.981762855,11.8603545,11.23660315,12.5043675
"Thal::E0307",158,3,-8.2825023,-8.49794316,-8.082038215,13.129544,12.55654665,13.73386365
"Thal::E0309",159,3,-9.2624163,-9.48114006,-9.057717315,9.2605613,8.751999225,9.782832985
"Thal::E0310",160,3,-8.3532165,-8.542607565,-8.172651785,10.020959,9.542488745,10.5258115
"Thal::E0311",161,3,-9.1269111,-9.59674506,-8.656742375,24.22624,22.40520275,26.45414455
"Thal::E0312",162,3,-6.98925345,-7.154754965,-6.82069153,13.0794545,12.4435575,13.7433821
"Thal::E0313",163,3,-7.8991151,-8.04971549,-7.74752813,8.4464292,8.04798076,8.88612383
"Thal::E0314",164,3,-9.31756565,-9.53888041,-9.099165165,10.1403625,9.577733405,10.72456305
"Thal::E0315",165,3,-10.051998,-10.3039043,-9.820012545,7.6283913,7.026520405,8.215435645
"Thal::E0317",166,3,-7.14138875,-7.28184013,-7.00431932,8.64403145,8.224556035,9.091771735
"Thal::E0320",167,3,-11.055412,-11.58458035,-10.60579875,14.0194555,12.9576284,15.2133275
"Thal::E0321",168,3,-10.420546,-10.7052136,-10.1516354,8.03992885,7.3851691,8.732728175
"Thal::E0322",169,3,-6.9837782,-7.260243935,-6.667736995,19.244722,17.74387835,21.06350975
"Thal::E0324",170,3,-8.14947685,-8.342370315,-7.96134729,12.214209,11.6719166,12.75480265
"Thal::E0325",171,3,-9.17911725,-9.43193523,-8.93978627,13.306387,12.69746295,13.9534846
"Thal::E0326",172,3,-10.411336,-10.8175285,-10.053111,12.889796,12.03351705,13.8200929
"Thal::E0327",173,3,-10.908859,-11.4044362,-10.47329125,13.861555,12.86693865,14.9766323
"Thal::E0332",174,3,-8.95311785,-9.226585005,-8.70121122,14.6031395,13.91662975,15.3455975
"Thal::E0336",175,3,-9.69693695,-10.03452195,-9.38732588,14.2277105,13.46552255,15.06472085
"Thal::E0337",176,3,-8.41027135,-8.61035294,-8.213655355,11.44613,10.90365725,12.0183738
"Thal::E0340",177,3,-8.44807295,-8.66445789,-8.24826597,12.2204375,11.67097565,12.80291245
"Thal::E0341",178,3,-11.542434,-11.9265976,-11.1920107,6.2857723,5.41075298,7.213762655
"Thal::E0342",179,3,-8.1302551,-8.366165495,-7.913873915,14.7084565,14.0406958,15.40469845
"Thal::E0343",180,3,-8.4300948,-8.62315045,-8.222741755,11.658511,11.1208797,12.2097784
"Thal::E0344",181,3,-10.507173,-10.78920705,-10.2469051,7.2658859,6.616341,7.955672195
"Thal::E0348",182,3,-10.0700465,-10.41938735,-9.778567525,12.2579195,11.5301919,13.08865475
"Thal::E0351",183,3,-9.13565985,-9.36724172,-8.92957881,10.113056,9.576258575,10.6839183
"Thal::E0352",184,3,-5.9445683,-6.118643865,-5.76249066,13.2842875,12.49584575,14.16980465
"Thal::E0353",185,3,-7.5041367,-7.677619765,-7.33125484,12.119878,11.5806442,12.64640985
"Thal::E0356",186,3,-4.96417875,-5.137040005,-4.7820326,11.380612,10.6437098,12.231884
"Thal::E0357",187,3,-8.15058645,-8.337018565,-7.983127675,11.144424,10.6357487,11.65271825
"Thal::E0358",188,3,-9.1252645,-9.41136502,-8.85112992,14.498413,13.80156045,15.2515267
"Thal::E0359",189,3,-5.1550289,-5.5083399,-4.761765085,21.8813685,19.57776805,24.5141471
"Thal::E0360",190,3,-8.3353235,-8.51139831,-8.17068688,9.4457801,8.990991145,9.8990018
"Thal::E0361",191,3,-8.0629011,-8.23840466,-7.893523105,10.2792725,9.812824545,10.78290505
"Thal::E0365",192,3,-10.8002345,-11.12538925,-10.4952727,8.09138215,7.345712005,8.86336839
"Thal::E0368",193,3,-6.8094574,-6.97905632,-6.638002315,13.2536915,12.60692125,13.9404887
"Thal::E0370",194,3,-7.60003455,-7.80449067,-7.4053719,14.335148,13.6590392,15.04408635
"Thal::E0371",195,3,-6.59487805,-6.74242943,-6.4464871,10.8912965,10.3773117,11.42781465
"Thal::E0375",196,3,-8.3483738,-8.556574445,-8.15801245,12.2159475,11.6469089,12.79786715
"Thal::E0376",197,3,-9.85256135,-10.15356745,-9.548567075,12.392298,11.68189255,13.14490895
"Thal::E0378",198,3,-8.35225645,-8.56563568,-8.156016655,12.678574,12.11829555,13.2694748
"Thal::E0380",199,3,-9.1065346,-9.351499215,-8.873436935,11.946274,11.35590825,12.57690675
"Thal::E0382",200,3,-9.3533938,-9.62741088,-9.103167405,12.724961,12.08862405,13.3992392
"Thal::E0383",201,3,-8.831414,-9.075403105,-8.587837625,13.612958,12.9643095,14.264111
"Thal::E0385",202,3,-8.061776,-8.215760685,-7.90602029,7.5914328,7.180798915,8.01260784
"Thal::E0387",203,3,-10.5826325,-11.11143145,-10.113934,17.588042,16.4598077,18.84930245
"Thal::E0388",204,3,-9.1609157,-9.39365989,-8.94908373,9.86228475,9.316209485,10.44362835
"Thal::E0389",205,3,-9.72875875,-10.0049525,-9.47153835,10.881069,10.24642585,11.561364
"Thal::E0391",206,3,-5.7780426,-6.031104735,-5.5077508,16.7349575,15.373751,18.25045
"Thal::E0392",207,3,-6.58776985,-6.72289087,-6.453853455,9.80671885,9.33282169,10.30212165
"Thal::E0393",208,3,-9.30264285,-9.55535852,-9.060283615,11.660287,11.0284378,12.2994821
"Thal::E0396",209,3,-6.50205165,-6.63661444,-6.370250155,9.6186879,9.15320182,10.1058209
"Thal::E0397",210,3,-6.9082975,-7.08101901,-6.74309796,12.3194015,11.73771085,12.95100405
"Thal::E0398",211,3,-6.17560295,-6.31602155,-6.03462504,10.6053285,10.0699231,11.16459765
"Thal::E0399",212,3,-10.7325945,-11.07299705,-10.4227667,8.80534205,8.05743448,9.612026395
"Thal::E0400",213,3,-10.7043545,-11.07973175,-10.3469415,10.865092,10.0376544,11.7667294
"Thal::E0401",214,3,-4.8235663,-4.989450935,-4.65103811,11.004854,10.25870415,11.7989662
"Thal::E0403",215,3,-7.2539126,-7.36345808,-7.14817554,1.376301,1.04424665,1.707371695
"Thal::E0404",216,3,-4.8363678,-4.99797331,-4.67818088,10.4873875,9.814595325,11.23228405
"Thal::E0405",217,3,-9.96854,-10.1612086,-9.78045877,3.38408075,2.890801065,3.88794821
"Thal::E0407",218,3,-9.2273039,-9.50739956,-8.96805867,13.3016045,12.6311425,13.99693525
"Thal::E0408",219,3,-8.5477186,-8.75328816,-8.34552554,11.7845865,11.23501705,12.3512156
"Thal::E0409",220,3,-7.5604472,-7.702266565,-7.41510369,8.4899802,8.088575,8.909620795
"Thal::E0412",221,3,-8.9678183,-9.254407605,-8.70512135,15.249925,14.5405034,16.03615765
"Thal::E0413",222,3,-7.40208845,-7.607285535,-7.19543841,15.55773,14.7665851,16.40859375
"Thal::E0415",223,3,-11.036025,-11.45205415,-10.65998355,10.010885,9.123697225,10.9804333
"Thal::E0416",224,2,-9.3918806,-9.68820372,-9.11619361,10.8484415,10.1803557,11.56151225
"Thal::E0419",225,3,-7.15210005,-7.464379695,-6.83141798,20.060464,18.434663,22.09350435
"Thal::E0422",226,3,-9.95462695,-10.2558745,-9.68245136,10.6490555,9.97839117,11.3658705
"Thal::E0423",227,3,-10.3750705,-10.6568563,-10.11168085,8.35966795,7.713262835,9.04718779
"Thal::E0425",228,3,-9.28749905,-9.623220785,-8.96985422,17.499606,16.6491669,18.44181565
"Thal::E0428",229,3,-8.62662755,-8.854169795,-8.41271043,12.6437705,12.06478095,13.25416235
"Thal::E0429",230,3,-9.46099735,-9.745096805,-9.195837425,12.601788,11.91883745,13.29630855
"Thal::E0430",231,3,-6.6885995,-6.819949965,-6.55592978,8.91116015,8.479212615,9.33707931
"Thal::E0432",232,3,-9.7880056,-10.05035405,-9.545996485,9.38964065,8.789966145,10.023349
"Thal::E0433",233,2,-12.648074,-13.4807388,-11.91802765,12.5957855,10.8860818,14.56060475
"Thal::E0434",234,3,-7.4435678,-7.621917075,-7.26867747,13.27402,12.6530986,13.8896572
"Thal::E0435",235,3,-6.7292751,-6.86816837,-6.59410026,10.6685265,10.14639815,11.21766285
"Thal::E0436",236,3,-8.39440525,-8.59103087,-8.20764663,10.9760245,10.4547711,11.5312484
"Thal::E0437",237,3,-7.40553895,-7.556711625,-7.254945205,10.240774,9.76318008,10.7325221
"Thal::E0439",238,3,-9.0032684,-9.200506545,-8.81712089,8.5192107,8.053243285,9.0246606
"Thal::E0440",239,3,-7.7053803,-7.861796425,-7.54690413,9.85172785,9.38289508,10.320435
"Thal::E0441",240,3,-8.1639281,-8.32265785,-8.00502262,8.30154635,7.86288117,8.74948464
"Thal::E0445",241,3,-5.0128183,-5.20854534,-4.781336975,13.6148595,12.63665625,14.68885755
"Thal::E0446",242,3,-6.1072256,-6.271483375,-5.94471198,12.0740575,11.4570506,12.77734825
"Thal::E0448",243,2,-7.4905675,-7.689575425,-7.30061999,12.8245175,12.17729115,13.52545735
"Thal::E0451",244,3,-7.94537595,-8.120783955,-7.780021235,10.700514,10.2274458,11.19748885
"Thal::E0452",245,3,-10.5506345,-11.048951,-10.11170345,16.360902,15.3151873,17.52126625
"Thal::E0454",246,3,-8.56046715,-8.807982505,-8.32326803,14.4897425,13.800962,15.19763715
"Thal::E0457",247,3,-10.842458,-11.2142176,-10.49646425,9.88117515,9.052776315,10.769633
"Thal::E0458",248,3,-9.5347092,-9.80193354,-9.280937905,11.146272,10.52562835,11.80290325
"Thal::E0462",249,3,-9.4104324,-9.6226578,-9.20552834,7.5481521,7.020768945,8.071126915
"Thal::E0463",250,3,-6.23769785,-6.36968287,-6.09873823,9.93877245,9.466925175,10.4615768
"Thal::E0469",251,3,-7.9966831,-8.23847263,-7.77018027,16.167541,15.36036235,17.0125514
"Thal::E0471",252,3,-8.5717915,-8.80613568,-8.35090514,13.3169455,12.70424335,13.96254665
"Thal::E0472",253,3,-10.295831,-10.6890229,-9.933475685,14.164482,13.27678805,15.10658395
"Thal::E0473",254,3,-9.9854534,-10.31511675,-9.687864965,12.5000565,11.7698379,13.3035296
"Thal::E0474",255,3,-9.86722665,-10.1416783,-9.62492498,9.60255605,8.98114718,10.269253
"Thal::E0475",256,3,-11.252245,-11.6908879,-10.8485026,10.811661,9.886394955,11.83851315
"Thal::E0476",257,3,-7.7442734,-7.913067175,-7.57461045,11.0097865,10.51276765,11.5256301
"Thal::E0483",258,3,-8.32913325,-8.50459554,-8.153122835,9.8649946,9.379423185,10.33975555
"Thal::E0484",259,3,-9.89952255,-10.17501075,-9.64850014,10.125334,9.507115005,10.790312
"Thal::E0485",260,3,-6.31090825,-6.44301359,-6.178450905,9.1295245,8.665619575,9.60919773
"Thal::E0487",261,3,-10.975342,-11.25125595,-10.70785015,3.92523235,3.206543045,4.622444835
"Thal::E0494",262,2,-7.1896904,-7.37459983,-6.99697706,12.2343425,11.57106115,12.91191985
"Thal::E0495",263,3,-9.5297545,-9.85374803,-9.224123625,14.988267,14.20611705,15.82114915
"Thal::E0496",264,3,-8.031586,-8.20292537,-7.863250405,10.5884855,10.09637165,11.0810873
"Thal::E0498",265,3,-9.37590075,-9.620708905,-9.13351509,11.135141,10.55458685,11.75392435
"Thal::E0500",266,3,-10.016753,-10.3251504,-9.726657075,11.753181,11.07297675,12.52310865
"Thal::E0501",267,3,-8.9138001,-9.13655058,-8.70623866,10.6218765,10.0952967,11.1743326
"Thal::E0503",268,3,-10.167238,-10.4728441,-9.888677385,10.081179,9.411875445,10.7927578
"Thal::E0504",269,3,-8.41941285,-8.597996995,-8.248257995,9.28482115,8.815930245,9.75696166
"Thal::E0505",270,3,-6.8929328,-7.044182775,-6.74125861,10.606716,10.1025963,11.13199625
