"ckey","ii","n_admins","xi_median","xi_q5","xi_q95","kappa_median","kappa_q5","kappa_q95"
"Thal::E0002",1,3,-9.57755345,-9.83463718,-9.33360615,10.4885315,9.878857575,11.1165002
"Thal::E0004",2,3,-8.9945544,-9.23896213,-8.76872704,12.239388,11.6359622,12.863477
"Thal::E0005",3,3,-7.8758028,-8.060258615,-7.694868,11.517389,10.98083025,12.06363
"Thal::E0008",4,3,-11.392642,-11.67707615,-11.13610805,-0.0940156445,-0.935123361,0.721819319499999
"Thal::E0010",5,3,-9.96000935,-10.25855855,-9.678901355,10.793999,10.12450495,11.5071071
"Thal::E0011",6,3,-9.97107615,-10.2582298,-9.69214683,10.5468595,9.876036755,11.21678385
"Thal::E0013",7,3,-7.7198086,-7.89264337,-7.546342655,11.5641595,11.05158035,12.10074965
"Thal::E0015",8,4,-8.17217845,-8.31168791,-8.028867575,11.5137935,11.03979625,12.0091754
"Thal::E0019",9,3,-8.99305775,-9.2237139,-8.758488985,12.419117,11.8274435,13.04198425
"Thal::E0020",10,3,-9.2727909,-9.466968725,-9.081558305,8.11536425,7.608523285,8.626119655
"Thal::E0022",11,3,-6.41338705,-6.6080343,-6.21611516,14.8076135,13.9552318,15.7934294
"Thal::E0023",12,3,-8.7593176,-8.967066495,-8.55694017,10.673674,10.14978395,11.21490435
"Thal::E0025",13,3,-8.3192868,-8.52960568,-8.11443394,15.5389625,14.8136042,16.30928965
"Thal::E0028",14,3,-6.5294138,-6.6726654,-6.38647191,10.7833695,10.2531058,11.3340259
"Thal::E0030",15,3,-7.4482509,-7.59685565,-7.304093225,8.98995095,8.57321729,9.4220292
"Thal::E0032",16,3,-10.8676065,-11.3005157,-10.4741342,11.846323,10.93386165,12.88168145
"Thal::E0033",17,3,-10.3991895,-10.8061446,-10.05097675,13.3068825,12.4546224,14.2619966
"Thal::E0036",18,3,-8.80162835,-9.02709131,-8.59106027,11.8825735,11.32123955,12.48712185
"Thal::E0037",19,3,-8.49376505,-8.666503395,-8.32931166,8.1645549,7.72210309,8.60017781
"Thal::E0038",20,3,-8.811218,-9.082930635,-8.560762585,14.792625,14.0876075,15.55813945
"Thal::E0039",21,3,-10.2923085,-10.66064125,-9.942527475,15.8116335,14.93691605,16.74534325
"Thal::E0040",22,3,-6.84730725,-7.012269535,-6.68438294,12.759214,12.12716265,13.4099821
"Thal::E0041",23,3,-10.632158,-11.0100535,-10.27419095,12.095707,11.28910945,13.02702955
"Thal::E0042",24,3,-8.5601909,-8.77010185,-8.364704335,11.44243,10.91488905,12.00906945
"Thal::E0043",25,3,-7.20869365,-7.3980353,-7.02568897,13.5633335,12.94288675,14.2385306
"Thal::E0047",26,3,-9.68588305,-9.932118265,-9.464011135,9.3384698,8.760172455,9.950911375
"Thal::E0049",27,3,-11.2613565,-11.85588855,-10.7663163,14.780278,13.6361941,16.165888
"Thal::E0050",28,3,-9.9084958,-10.26023315,-9.587040415,14.273683,13.5243705,15.086753
"Thal::E0053",29,3,-10.4255455,-10.8223121,-10.0793828,12.972827,12.1311486,13.95097985
"Thal::E0055",30,3,-8.45947755,-8.654001695,-8.26865863,11.0643575,10.56660795,11.5948371
"Thal::E0059",31,3,-10.425378,-10.7901694,-10.07174415,13.063876,12.2411773,13.95388465
"Thal::E0060",32,3,-8.5217185,-8.6937932,-8.35165239,8.2748645,7.836259615,8.741787675
"Thal::E0064",33,3,-8.50719955,-8.70829902,-8.330731525,9.6828481,9.190396155,10.18391645
"Thal::E0069",34,3,-12.207156,-12.8675775,-11.681769,10.6202095,9.38920867,12.14317085
"Thal::E0071",35,3,-11.737914,-12.27427525,-11.264309,10.16388,9.06392697,11.41017855
"Thal::E0072",36,3,-8.29453915,-8.483195225,-8.11194798,10.764144,10.2695826,11.27583545
"Thal::E0073",37,3,-8.1890378,-8.417029015,-7.963453475,15.4813905,14.76280195,16.2696873
"Thal::E0075",38,3,-7.82164805,-7.987923875,-7.655053265,10.841289,10.36340025,11.34072705
"Thal::E0076",39,3,-9.19762015,-9.45372017,-8.95661549,12.379283,11.76507965,13.04656005
"Thal::E0081",40,3,-6.92213005,-7.13868067,-6.71170973,15.981163,15.0319823,17.05679505
