"ckey","ii","n_admins","xi_median","xi_q5","xi_q95","kappa_median","kappa_q5","kappa_q95"
"Kristoffersen::10003",1,2,-12.520558,-12.9758102,-12.0776456,21.08815,19.74257455,22.4607685
"Kristoffersen::10022",2,2,-6.9363496,-7.173131105,-6.70126676,4.63831035,3.76451496,5.49224822
"Kristoffersen::10025",3,2,-10.8483615,-11.19475825,-10.50825615,14.9497585,13.86675785,16.06780995
"Kristoffersen::10030",4,11,-9.33570495,-9.48626893,-9.187799535,13.5559985,13.13331405,13.9810762
"Kristoffersen::10032",5,2,-9.8780661,-11.17519165,-8.56458051,5.26997905,-0.5401174925,10.97535325
"Kristoffersen::10033",6,2,-8.5146757,-8.936087855,-8.125126915,13.0161875,11.77504175,14.4375546
"Kristoffersen::10040",7,5,-9.6580882,-9.87041776,-9.44315958,17.566422,16.75155185,18.3726522
"Kristoffersen::10042",8,3,-9.4230625,-9.80329357,-9.030221865,8.52105045,6.57700161,10.37841725
"Kristoffersen::10044",9,2,-4.12573435,-4.40693735,-3.843512225,3.77879275,2.629972485,4.917701925
"Kristoffersen::10052",10,2,-10.756828,-11.03510915,-10.47191655,24.3190315,23.1026605,25.58794105
"Kristoffersen::10056",11,2,-11.3649375,-13.544579,-9.193721265,8.5427328,2.42083498,14.74485355
"Kristoffersen::10059",12,2,-12.6005195,-13.17786635,-12.0941505,15.8459595,14.3351939,17.52698275
"Kristoffersen::10064",13,3,-9.18803775,-9.52704673,-8.859634635,13.4530395,11.79344665,15.13254885
"Kristoffersen::10075",14,3,-11.6718565,-12.08010415,-11.26576705,10.4318425,9.38659286,11.46275675
"Kristoffersen::10076",15,2,-11.347839,-11.70892205,-11.0002168,33.5629505,31.56368915,35.581269
"Kristoffersen::10079",16,4,-12.780109,-13.2005899,-12.374726,14.633256,13.23818035,16.0282587
"Kristoffersen::10085",17,2,-9.4201133,-9.75858869,-9.085875545,2.58948855,1.411096655,3.76838144
"Kristoffersen::10111",18,2,-9.1007259,-9.39372426,-8.810871175,7.20740085,6.22107581,8.204972385
"Kristoffersen::10119",19,6,-10.3087475,-10.51572155,-10.0999449,11.323472,10.78547185,11.8640396
"Kristoffersen::10120",20,3,-12.050426,-12.5126317,-11.57757115,15.475464,14.0765368,16.8937128
"Kristoffersen::10127",21,5,-11.477331,-11.7387347,-11.21304825,8.98697545,8.442233995,9.550304185
"Kristoffersen::10130",22,6,-10.1202115,-10.3801721,-9.858066965,16.3884005,15.54655165,17.2359049
"Kristoffersen::10136",23,5,-8.40464785,-8.566701615,-8.247181225,8.426234,7.94067042,8.89944048
"Kristoffersen::10145",24,4,-10.5899195,-10.837877,-10.34560395,14.556627,13.709054,15.42148695
"Kristoffersen::1015",25,5,-9.61709875,-9.889892505,-9.36452777,6.2745099,5.25451237,7.2643997
