"ckey","ii","n_admins","xi_median","xi_q5","xi_q95","kappa_median","kappa_q5","kappa_q95"
"Kristoffersen::10706",59,6,-8.591214,-8.814559275,-8.382391515,13.8958245,13.157536,14.6948614
"Kristoffersen::10730",60,10,-20.639985,-21.1651385,-20.1177271,23.693595,22.8074454,24.59617705
"Kristoffersen::10756",61,6,-8.97193555,-9.32865212,-8.621043025,19.112118,17.8639958,20.36961735
"Kristoffersen::10788",62,5,-8.9705616,-9.209393295,-8.720387315,15.4628425,14.6281336,16.24733555
"Kristoffersen::10804",63,7,-10.5322625,-10.7086418,-10.3551332,13.651768,13.15201435,14.1574243
"Kristoffersen::1081",64,6,-12.090054,-13.0764441,-11.1531907,12.8111,9.263789805,16.64427385
"Kristoffersen::10813",65,3,-14.076006,-14.45101405,-13.6673759,33.1404545,31.4264374,34.78985385
"Kristoffersen::10828",66,3,-6.31841355,-6.66923302,-5.95497742,7.06889775,6.149001875,7.955945935
"Kristoffersen::1084",67,6,-9.06229365,-9.271479425,-8.863243275,16.4848855,14.7471167,18.202462
"Kristoffersen::10840",68,6,-13.695518,-13.9967634,-13.41289065,16.1603985,15.5661017,16.76527965
"Kristoffersen::10871",69,6,-13.7644065,-14.1690916,-13.39004625,15.669987,14.8778971,16.5356365
"Kristoffersen::10904",70,11,-12.1363335,-12.3243607,-11.9478031,16.733141,16.2814129,17.1954793
"Kristoffersen::10906",71,5,-16.250811,-17.7429788,-15.01772745,12.896859,9.31988138,17.08265155
"Kristoffersen::10912",72,3,-10.987887,-11.3228231,-10.68393245,14.5206725,13.8373609,15.28794555
"Kristoffersen::10915",73,9,-13.371481,-13.6114633,-13.119747,18.7828395,18.24564975,19.3138859
"Kristoffersen::10919",74,6,-11.419581,-11.64529095,-11.2128886,12.7679475,12.3369208,13.2430801
"Kristoffersen::10924",75,5,-12.1675445,-12.47385485,-11.87111485,20.1127905,19.14736105,21.09895375
"Kristoffersen::10925",76,8,-19.5395895,-20.11713225,-18.9716667,20.602098,19.661287,21.56331435
"Kristoffersen::10951",77,9,-9.59802435,-9.777430415,-9.41379168,12.139518,11.6883345,12.5838367
"Kristoffersen::10959",78,4,-9.2669245,-9.52677784,-9.01286312,13.6187755,12.758202,14.50086265
"Kristoffersen::1096",79,6,-9.5997634,-9.777811505,-9.415859435,10.236289,9.711401585,10.74301845
"Kristoffersen::10968",80,8,-10.7643525,-10.9432501,-10.5802888,11.3410855,10.9294275,11.75140855
"Kristoffersen::10991",81,4,-14.2187895,-14.87110635,-13.599797,15.9844365,14.50279715,17.53319305
"Kristoffersen::11011",82,3,-11.1775395,-11.5039235,-10.8632761,10.6085095,9.851133645,11.42019315
"Kristoffersen::11015",83,3,-7.85918185,-8.429142955,-7.312726805,12.3516535,10.83045855,13.9893702
"Kristoffersen::11019",84,4,-12.2509935,-12.5270341,-11.9747613,16.540144,15.71781835,17.3921077
"Kristoffersen::11027",85,3,-11.574633,-12.1019824,-11.04848045,16.6067975,14.51134185,18.72321595
"Kristoffersen::11035",86,5,-13.693105,-14.0258358,-13.3647103,16.3753265,15.57818605,17.17163545
"Kristoffersen::11049",87,3,-11.198354,-11.56034425,-10.8596905,9.05382605,8.403614145,9.74041114
"Kristoffersen::11053",88,3,-13.9271655,-14.38274645,-13.50407505,22.183012,20.92975005,23.48328585
"Kristoffersen::11055",89,6,-11.008313,-11.25371015,-10.7654973,12.3385815,11.7825527,12.8948024
"Kristoffersen::11073",90,3,-9.5379145,-9.941076125,-9.131261095,12.723053,11.0030422,14.3873252
"Kristoffersen::11074",91,4,-13.9063205,-14.33916615,-13.4760514,17.129912,16.1441116,18.13471555
"Kristoffersen::11078",92,3,-10.5363545,-10.7823511,-10.25299735,14.7468935,13.8530813,15.4905225
"Kristoffersen::11085",93,4,-5.5924164,-5.786887005,-5.40525568,5.4818568,4.93732391,6.04541877
"Kristoffersen::1109",94,11,-12.433013,-12.7027837,-12.17485965,15.053065,14.39394055,15.7254971
"Kristoffersen::11093",95,6,-14.341502,-15.4994254,-13.3393326,4.9379177,2.18262288,8.096237095
"Kristoffersen::11095",96,5,-11.36251,-11.6029122,-11.13563,13.02897,12.48079195,13.6130277
"Kristoffersen::11101",97,3,-8.10138995,-8.34079038,-7.87802315,6.9826883,6.259519695,7.70358986
"Kristoffersen::1113",98,13,-12.4625615,-12.68521775,-12.2415141,17.98515,17.4245326,18.5454506
"Kristoffersen::11135",99,3,-12.36951,-13.3239949,-11.5102982,6.840877,4.115969755,9.938048625
"Kristoffersen::1114",100,12,-9.6442655,-9.774029055,-9.52061322,9.3024003,8.99104165,9.627933725
"Kristoffersen::11147",101,5,-13.13287,-13.46837955,-12.78938425,18.2550205,17.2722204,19.2118022
"Kristoffersen::11196",102,5,-8.52701645,-8.795474515,-8.277776495,13.703074,12.90456615,14.55255185
"Kristoffersen::11197",103,5,-13.66109,-14.3750385,-13.03774865,9.0005441,7.389260735,10.7978083
"Kristoffersen::11204",104,7,-13.078391,-13.37593955,-12.77735345,13.962478,13.288785,14.59552945
"Kristoffersen::11233",105,5,-8.96552555,-9.193041165,-8.746190955,10.985235,10.28530675,11.69218575
"Kristoffersen::11236",106,6,-13.7246635,-14.0620745,-13.392345,15.238323,14.56938365,15.95454665
"Kristoffersen::11241",107,6,-13.6911135,-14.0079847,-13.3841287,21.643745,20.79646255,22.53079005
"Kristoffersen::11245",108,4,-22.629085,-23.96091415,-21.4248739,30.329094,27.99146315,32.9044959
"Kristoffersen::11247",109,6,-14.7175125,-15.0425707,-14.3910505,22.0378935,21.2436814,22.8668042
"Kristoffersen::11249",110,6,-15.0952895,-15.4350743,-14.7470756,16.87971,16.22475825,17.5279281
"Kristoffersen::11275",111,3,-11.0360645,-11.4417644,-10.62310355,24.6873425,23.10112835,26.24470715
"Kristoffersen::11285",112,5,-11.7734615,-12.1034016,-11.46938385,16.9572175,16.09998165,17.8871061
"Kristoffersen::1129",113,5,-10.8144375,-11.1185741,-10.5427376,11.11031,8.76912365,13.4559465
"Kristoffersen::11296",114,3,-10.612611,-10.8791311,-10.34152525,11.173524,10.45700895,11.894272
"Kristoffersen::11317",115,3,-9.73737655,-10.23857125,-9.29306371,19.8611055,18.16357975,21.8690293
"Kristoffersen::11329",116,5,-9.6964259,-9.97547226,-9.4246127,8.25775905,7.52772365,8.98054351
"Kristoffersen::11349",117,7,-8.90780915,-9.078367635,-8.734233,9.49594225,9.08941218,9.892951745
"Kristoffersen::11357",118,7,-16.9267945,-17.3157952,-16.5469432,22.8099485,22.035572,23.61885045
"Kristoffersen::1136",119,9,-11.2410035,-11.42572915,-11.0550558,19.1852085,18.61073165,19.76302785
"Kristoffersen::11365",120,3,-17.8017135,-18.36590525,-17.25721525,22.3283135,21.306199,23.32659705
"Kristoffersen::11372",121,5,-6.0749395,-6.416650325,-5.72073281,11.1416785,10.1436003,12.1270486
"Kristoffersen::11375",122,5,-10.917718,-11.18708185,-10.6498007,16.930544,16.09559,17.7562697
"Kristoffersen::11379",123,9,-18.370037,-18.80819565,-17.93362625,23.260801,22.43307255,24.0925301
"Kristoffersen::11380",124,3,-7.894499,-8.239899135,-7.562963175,11.415559,10.19570955,12.71878655
"Kristoffersen::11411",125,6,-10.808781,-11.03242665,-10.595286,13.6510155,13.10940655,14.2335591
"Kristoffersen::11414",126,3,-9.9531099,-10.3050941,-9.62826015,10.8412255,10.1114724,11.66047415
"Kristoffersen::11424",127,6,-11.9820345,-12.32842305,-11.65691345,17.325512,16.60796415,18.1147994
"Kristoffersen::11437",128,10,-12.448602,-12.66510805,-12.23439125,13.144453,12.71094415,13.57790455
"Kristoffersen::11441",129,9,-12.6126165,-12.89330905,-12.3325317,10.2311175,9.661412055,10.80764135
"Kristoffersen::11474",130,3,-12.920791,-13.42769025,-12.4399407,20.177445,18.7183332,21.7248662
"Kristoffersen::11477",131,3,-10.0168625,-10.9605524,-8.89922859,6.2906705,3.304512885,8.840589275
"Kristoffersen::11479",132,3,-12.806458,-13.7924215,-11.7319689,8.125694,4.872256375,11.0963357
"Kristoffersen::1149",133,6,-7.9804245,-8.15962449,-7.80241446,37.4277455,33.3728029,42.3385564
"Kristoffersen::11515",134,9,-13.095252,-13.34397915,-12.8454704,12.85664,12.3646479,13.34399475
"Kristoffersen::11523",135,3,-15.549764,-16.8993522,-14.20324055,13.766301,9.74110836,17.8972995
"Kristoffersen::11525",136,7,-13.057471,-13.3325141,-12.7752368,14.1837385,13.60695735,14.74997305
"Kristoffersen::11541",137,3,-6.09575965,-6.620374415,-5.554982015,9.05921255,7.053115305,11.0171252
"Kristoffersen::11547",138,8,-20.612677,-21.0914321,-20.1301735,35.6818285,34.5425721,36.81318985
"Kristoffersen::11562",139,3,-15.7909735,-16.29974245,-15.27733325,18.89941,17.94275615,19.8619198
"Kristoffersen::11574",140,6,-11.6589975,-11.9559257,-11.3832659,8.62087335,8.063911695,9.203735965
"Kristoffersen::11577",141,4,-9.6411522,-9.919654035,-9.33063554,15.3428105,14.33608035,16.2381043
"Kristoffersen::11582",142,7,-12.575251,-12.8249824,-12.3258262,17.900895,17.2653001,18.55061835
"Kristoffersen::11603",143,4,-9.48218375,-9.72075183,-9.238956725,10.842565,10.189971,11.49590365
"Kristoffersen::11629",144,4,-8.99083,-9.31154279,-8.697988625,12.565646,11.60582595,13.61562545
"Kristoffersen::11630",145,4,-14.750711,-15.15678615,-14.3651782,16.056075,15.30733715,16.8308149
"Kristoffersen::11633",146,3,-7.72340705,-8.0205101,-7.41607877,3.07085045,2.22269118,3.885393155
"Kristoffersen::11678",147,6,-13.2512155,-13.5951108,-12.91152275,18.4466405,17.7025038,19.216662
"Kristoffersen::11686",148,6,-8.8317317,-9.0280073,-8.637478385,9.66801435,9.205894525,10.1422261
"Kristoffersen::11700",149,3,-11.587985,-11.94909515,-11.2650123,19.5872415,18.49165635,20.74615485
"Kristoffersen::11717",150,3,-11.902037,-12.32955975,-11.4883303,11.108141,10.19079895,12.06730205
"Kristoffersen::11739",151,7,-8.596592,-8.80491599,-8.38776082,10.648582,10.09435495,11.21748005
"Kristoffersen::11745",152,3,-13.252283,-13.70011605,-12.8042867,17.563098,16.57456805,18.5711389
"Kristoffersen::11767",153,5,-9.3084462,-9.55832302,-9.06047664,14.3245395,13.6108141,15.02991005
"Kristoffersen::11773",154,3,-11.263349,-11.78747755,-10.7533789,16.822707,15.46358615,18.23038205
"Kristoffersen::11780",155,4,-8.34885855,-8.586479985,-8.10267981,10.6581645,10.03113375,11.25172185
"Kristoffersen::11808",156,3,-13.285682,-13.75005955,-12.81657995,19.906667,18.5028876,21.28435075
"Kristoffersen::1181",157,5,-9.7270907,-10.68400315,-8.81841622,11.708246,8.82305281,14.8512031
"Kristoffersen::11839",158,7,-12.041774,-12.332507,-11.7662518,13.05718,12.41488025,13.7448379
"Kristoffersen::1185",159,5,-8.9035734,-9.055949345,-8.75266643,10.3597955,9.826487085,10.91809145
"Kristoffersen::11858",160,3,-8.1812498,-8.586039825,-7.782838685,10.304644,9.22500161,11.44080775
"Kristoffersen::11868",161,5,-8.0083543,-8.26013446,-7.76610454,9.9704876,9.398066895,10.56998135
"Kristoffersen::11891",162,6,-16.752796,-17.17211335,-16.34564415,25.8515535,24.871511,26.8773373
"Kristoffersen::11901",163,3,-13.8921585,-14.4604899,-13.34552285,21.720997,20.3249508,23.1469393
"Kristoffersen::11917",164,4,-9.69040085,-9.98147873,-9.397069335,13.2039365,12.42716285,13.9589271
"Kristoffersen::11922",165,4,-11.6269975,-11.9778846,-11.2726571,14.11224,13.3387927,14.875372
"Kristoffersen::11931",166,6,-15.1839825,-15.7116595,-14.67919155,13.385239,12.47015055,14.335321
"Kristoffersen::11938",167,3,-10.7901545,-11.293987,-10.37544245,20.7245965,19.3099073,22.48022605
"Kristoffersen::11944",168,3,-9.49566555,-10.0500455,-8.918784155,15.150102,13.2560161,16.9538132
"Kristoffersen::11966",169,3,-14.123205,-14.9908676,-13.3409368,33.984764,31.19435145,37.07744015
"Kristoffersen::11982",170,3,-5.0919318,-5.399345015,-4.78256059,5.0018629,4.126402215,5.8585812
"Kristoffersen::12",171,16,-9.58522245,-9.725055185,-9.450357875,17.9967745,17.4979445,18.53746825
"Kristoffersen::12001",172,8,-8.9768853,-9.210458785,-8.73975314,10.5707635,10.03516955,11.09519705
"Kristoffersen::12007",173,4,-15.0006325,-16.20900455,-13.9221439,8.62391185,6.216597325,11.37484105
"Kristoffersen::12019",174,6,-18.1076385,-18.9734504,-17.3196673,16.1599035,14.87711145,17.56537495
"Kristoffersen::12027",175,6,-14.344713,-14.6818829,-14.02200095,15.823149,15.1485589,16.55115725
"Kristoffersen::12031",176,3,-10.663131,-10.91675435,-10.4117156,12.1289855,11.4666459,12.81284055
"Kristoffersen::12051",177,6,-6.5125965,-6.82371792,-6.206340275,8.7686505,7.96812586,9.59475849
"Kristoffersen::12057",178,5,-13.0257225,-13.3377288,-12.7156164,13.715362,13.01537785,14.4187759
"Kristoffersen::12083",179,3,-14.737192,-15.3965808,-14.0682903,13.3793555,12.10314705,14.6632183
"Kristoffersen::12106",180,5,-12.558062,-12.92702105,-12.2118024,18.9692425,18.0306941,19.971239
"Kristoffersen::1212",181,12,-9.9750572,-10.12723575,-9.83615278,11.6694785,11.19204485,12.1720414
"Kristoffersen::12129",182,3,-9.0416717,-9.358075935,-8.723288255,9.938733,9.080131,10.7835389
"Kristoffersen::12149",183,3,-11.9109905,-12.4195424,-11.41006905,10.736535,9.74709368,11.72629595
"Kristoffersen::12155",184,8,-13.2154685,-13.49271615,-12.93340295,16.304519,15.7090792,16.92409805
"Kristoffersen::12156",185,3,-15.0914455,-15.68956515,-14.5300344,24.8897425,23.2556492,26.6199123
"Kristoffersen::12159",186,4,-6.910126,-7.35857053,-6.44498193,6.435594,5.058108595,7.764365485
"Kristoffersen::1216",187,6,-12.8907905,-13.67369665,-12.1495945,20.525666,16.1513858,24.7017773
"Kristoffersen::12165",188,6,-9.3970963,-9.67617039,-9.11488496,11.8396825,11.10158575,12.55794155
"Kristoffersen::122",189,17,-10.5859435,-10.74066345,-10.44239195,18.4012575,17.89762715,18.933305
"Kristoffersen::12219",190,4,-9.15843415,-9.707717395,-8.60091873,13.6134545,12.02891735,15.20828765
"Kristoffersen::12239",191,3,-10.770649,-11.40333465,-10.19080715,23.2559565,21.3223233,25.41558265
"Kristoffersen::12243",192,4,-12.4469565,-12.81653195,-12.06519385,22.7488265,21.6543935,23.80292545
"Kristoffersen::12244",193,3,-8.89367755,-9.27487611,-8.52839765,4.75727815,3.881885905,5.707855645
"Kristoffersen::12255",194,3,-8.0530204,-8.531668075,-7.60761539,9.51692825,8.28781725,10.84467525
"Kristoffersen::12277",195,3,-9.47344135,-9.79745235,-9.15134103,2.12661565,1.465563735,2.76682932
"Kristoffersen::12285",196,4,-6.37638015,-6.910083105,-5.8428482,10.69994,9.32263251,12.0837949
"Kristoffersen::12302",197,3,-12.01702,-12.4964643,-11.5418454,11.7489995,10.55534975,12.9263829
"Kristoffersen::12306",198,3,-8.17096,-8.55654591,-7.780334495,10.779556,9.623665075,11.9445488
"Kristoffersen::12323",199,3,-6.46311275,-6.978597065,-5.949066595,1.93041055,0.291001205,3.56454368
"Kristoffersen::12336",200,4,-13.9635605,-14.5060589,-13.4196456,15.656768,14.44187045,16.86419495
"Kristoffersen::12377",201,3,-13.110695,-13.656072,-12.59832705,12.8555865,11.8870599,13.90094015
"Kristoffersen::12383",202,3,-9.41972305,-9.727663455,-9.11575079,9.4385108,8.639444295,10.25150845
"Kristoffersen::12395",203,3,-19.341011,-20.5575447,-18.059019,34.267834,30.5304672,37.848475
"Kristoffersen::12408",204,4,-11.115587,-11.47011,-10.74406075,14.806477,13.84069275,15.7972085
"Kristoffersen::12491",205,3,-14.455812,-15.10184375,-13.8722519,27.6644495,25.88190065,29.6264387
"Kristoffersen::12494",206,4,-9.4323963,-9.712141395,-9.15058555,9.18882575,8.5382089,9.84588655
"Kristoffersen::12501",207,6,-13.536491,-13.9514839,-13.1506718,16.2489075,15.3479448,17.2143966
"Kristoffersen::1251",208,14,-9.7802511,-9.907948215,-9.65511777,16.2407405,15.78149855,16.7134738
"Kristoffersen::12516",209,3,-10.557951,-10.9972003,-10.09454245,13.4824105,12.2982429,14.5660404
"Kristoffersen::12518",210,3,-9.82737885,-10.3113775,-9.35265491,10.5019645,9.48138391,11.5234863
"Kristoffersen::12571",211,4,-12.2713195,-12.6404143,-11.90876235,10.4345395,9.76509293,11.13801425
"Kristoffersen::12578",212,3,-10.9854455,-11.4428081,-10.51117835,8.93925965,7.71489507,10.0982874
"Kristoffersen::12591",213,4,-8.9922475,-9.57127856,-8.423558065,11.6810265,10.4450234,12.9085151
"Kristoffersen::12594",214,6,-14.812879,-15.213574,-14.40616435,15.641764,14.8858195,16.39497235
"Kristoffersen::12617",215,5,-13.4045455,-14.40160595,-12.42021925,25.213165,22.8902091,27.59784805
"Kristoffersen::12618",216,7,-11.20298,-11.4478604,-10.95464505,9.1275736,8.633499785,9.610268205
"Kristoffersen::12621",217,3,-13.122091,-13.6282862,-12.57606135,18.643265,17.28729905,19.92162665
"Kristoffersen::12650",218,5,-11.8635715,-12.2990694,-11.4500134,10.0771965,9.29900198,10.89162285
"Kristoffersen::12667",219,3,-8.1790995,-8.80563034,-7.56897119,9.4390268,7.679694405,11.2975018
"Kristoffersen::12695",220,6,-10.8991435,-11.2398337,-10.5582239,10.0715115,9.35481468,10.78646155
"Kristoffersen::12710",221,3,-9.86810915,-10.2629172,-9.471431565,10.132131,9.19571007,11.04176765
"Kristoffersen::12736",222,3,-10.250735,-10.69310145,-9.815882035,12.191382,11.2259993,13.1883968
"Kristoffersen::12742",223,3,-30.6960205,-32.2024624,-29.1539262,62.705128,58.68695625,66.6524989
"Kristoffersen::12749",224,5,-13.826796,-14.28208065,-13.35016595,17.1954815,16.23253305,18.15368875
"Kristoffersen::12783",225,5,-18.706112,-19.33006835,-18.1145075,26.587567,25.4039107,27.8238816
"Kristoffersen::12904",226,3,-7.3999798,-8.15730651,-6.634843485,8.2547512,6.62529398,9.91896471
"Kristoffersen::12914",227,10,-13.7175375,-14.0623783,-13.3701783,10.708759,10.11542825,11.3011401
"Kristoffersen::12927",228,5,-9.90971205,-10.27115835,-9.54001524,12.1293415,11.36121625,12.8967844
"Kristoffersen::12963",229,3,-13.2986535,-13.7531857,-12.8292958,14.3978125,13.3847609,15.37549685
"Kristoffersen::12966",230,4,-10.1761325,-10.7527812,-9.655769245,18.391682,16.9621714,19.98425925
"Kristoffersen::12983",231,3,-16.7200505,-18.15457275,-15.2773643,16.0704445,13.1102885,19.00222055
"Kristoffersen::12995",232,8,-8.0132929,-8.38453507,-7.642303975,12.2892225,11.4326195,13.16941565
"Kristoffersen::130",233,6,-12.1227555,-12.407047,-11.8696419,17.5418285,16.81116825,18.3530288
"Kristoffersen::13029",234,4,-9.20229275,-9.632593275,-8.758230525,10.6588085,9.55138952,11.7421015
"Kristoffersen::13042",235,4,-17.711303,-18.2409887,-17.1810051,29.3981375,28.10939245,30.72587715
"Kristoffersen::13043",236,4,-12.293239,-12.73432885,-11.84699755,18.7075455,17.6317716,19.7856853
"Kristoffersen::13065",237,4,-11.1473485,-11.91449155,-10.3410704,21.21642,19.0693029,23.29515275
"Kristoffersen::13077",238,3,-8.08400315,-8.41155326,-7.778624745,6.3258425,5.64058309,7.081556135
"Kristoffersen::1311",239,13,-7.6339257,-7.71165515,-7.557650615,11.6594605,11.3574325,11.9964416
"Kristoffersen::13122",240,3,-9.53191345,-10.0831685,-8.92404637,13.7253245,12.1425063,15.0972835
"Kristoffersen::1314",241,17,-8.16013705,-8.239792735,-8.075370425,10.921133,10.63445565,11.1955369
"Kristoffersen::13143",242,5,-14.5690125,-14.9752763,-14.1595004,21.200509,20.2413936,22.1221436
"Kristoffersen::13155",243,3,-11.347943,-11.81638885,-10.77819585,16.087823,14.70336825,17.2465939
"Kristoffersen::13171",244,3,-5.69159495,-6.293481415,-5.08030094,7.74215875,6.36700105,9.09129377
"Kristoffersen::13209",245,3,-14.5067365,-15.397935,-13.63921905,12.351796,10.58447695,14.1553744
"Kristoffersen::1326",246,13,-7.6698498,-7.74918748,-7.59278153,10.416059,10.119025,10.694121
"Kristoffersen::13268",247,4,-9.1432657,-9.57170611,-8.716120645,9.49405225,8.57311401,10.47053825
"Kristoffersen::13280",248,4,-8.7091003,-9.01546858,-8.41187009,7.40316855,6.76062729,8.0780753
"Kristoffersen::13288",249,3,-8.71231995,-9.44964218,-7.94121513,14.9499095,12.86969745,16.96623915
"Kristoffersen::13297",250,3,-13.5683385,-14.07647935,-13.07437685,18.860496,17.73634005,20.02067725
"Kristoffersen::13307",251,4,-12.176773,-12.58662785,-11.77008205,11.141826,10.3469036,11.9673307
"Kristoffersen::13311",252,4,-11.575326,-12.0051188,-11.1491979,10.8782745,9.95173553,11.776036
"Kristoffersen::13330",253,4,-9.19220645,-9.92700198,-8.534719695,16.2329145,14.64312765,18.0643662
"Kristoffersen::13372",254,4,-10.4489145,-10.88987405,-10.0112789,13.5297435,12.4933127,14.5836311
"Kristoffersen::13439",255,4,-10.0848405,-10.42100975,-9.745490465,11.2303595,10.48548695,11.96551455
"Kristoffersen::1344",256,8,-11.5477765,-11.77924335,-11.33194655,12.7928235,12.2897106,13.3027906
"Kristoffersen::13476",257,5,-10.100317,-10.55203815,-9.59499409,14.790042,13.5984892,15.8352228
