"ckey","ii","n_admins","xi_median","xi_q5","xi_q95","kappa_median","kappa_q5","kappa_q95"
"Marchman::1",1,3,-8.1001953,-8.31281273,-7.89284551,7.48080935,5.90574741,9.04180295
"Marchman::10",2,3,-10.4950205,-10.73435725,-10.26448035,3.31564165,2.364970735,4.373444145
"Marchman::101",3,3,-9.58212265,-9.7752038,-9.398752445,9.6801185,7.520163685,12.4729562
"Marchman::105",4,3,-10.058637,-10.27810715,-9.850680745,5.8130712,4.109617675,7.72186126
"Marchman::107",5,3,-10.715788,-11.05992445,-10.3917958,7.708748,4.273887965,13.4991267
"Marchman::108",6,3,-7.09671765,-7.288397345,-6.902941245,53.1274005,46.9297181,59.68156115
"Marchman::109",7,3,-6.95231665,-7.143634045,-6.75948691,44.772113,39.4907051,50.215123
"Marchman::11",8,3,-10.31978,-10.60830755,-10.06282065,17.469879,13.19126795,22.0962959
"Marchman::118",9,3,-9.11423485,-9.365110845,-8.8747734,7.31601185,5.588322845,9.109370425
"Marchman::119",10,3,-6.73274165,-6.890792025,-6.5790603,13.217194,11.67654855,14.8364624
"Marchman::12",11,3,-8.795805,-8.95369924,-8.64164747,6.0460428,5.44650674,6.64771252
"Marchman::13",12,3,-8.3964092,-8.586273205,-8.2230871,15.24034,13.5011077,17.08542255
"Marchman::16",13,3,-10.922377,-11.19213535,-10.67785035,15.630929,10.6008328,20.6872207
"Marchman::17",14,3,-9.94089965,-10.21034335,-9.67352281,10.3777655,7.44995924,14.22540965
"Marchman::18",15,3,-10.2661695,-10.5496554,-10.0118663,6.83877815,4.76776558,9.8143826
"Marchman::19",16,3,-7.6794801,-7.874816275,-7.493546495,18.4430805,17.0184974,19.87498715
"Marchman::21",17,3,-8.66666535,-8.827008045,-8.51623848,3.261944,2.85062417,3.69232973
"Marchman::24",18,3,-8.68521625,-8.828985455,-8.548212845,2.1806406,1.75411897,2.61473918
"Marchman::27",19,3,-8.9490701,-9.114214155,-8.78931527,3.93656875,3.48995388,4.375810065
"Marchman::28",20,3,-10.7770045,-11.0731409,-10.49497005,7.61643555,5.880499445,9.5862439
"Marchman::30",21,3,-9.67013145,-9.90390037,-9.45786813,21.9295695,19.8027713,24.18227855
"Marchman::31",22,3,-8.09328835,-8.321953065,-7.871291395,11.387811,10.77835655,12.03914945
"Marchman::33",23,3,-9.81445175,-9.99904241,-9.63673461,3.1359722,1.853637895,4.43124558
"Marchman::34",24,3,-11.295417,-11.633219,-10.9847167,3.14437475,2.23515051,4.09554072
"Marchman::35",25,3,-7.92553865,-8.085912445,-7.771298045,7.87222415,7.31739529,8.450123435
"Marchman::40",26,3,-6.79799585,-6.92748886,-6.66666687,11.497636,10.3946962,12.66891005
"Marchman::43",27,3,-9.7874865,-9.99800843,-9.570024255,4.6508197,3.990573755,5.33708778
"Marchman::45",28,3,-9.19702625,-9.36919354,-9.027521015,7.83867135,6.604901955,9.22908462
"Marchman::46",29,3,-10.738122,-10.9851059,-10.5080394,1.4244129,0.6522070645,2.22244891
"Marchman::47",30,3,-10.1155815,-10.36198185,-9.897315155,7.42536095,6.16373575,8.72371416
"Marchman::48",31,3,-10.499069,-10.91124775,-10.1416325,12.561873,10.9908914,14.34037655
"Marchman::50",32,3,-9.9122581,-10.1651569,-9.67466308,14.5740495,13.2676084,15.9313842
"Marchman::51",33,3,-11.8645435,-12.40054865,-11.41818755,4.07830125,3.09618592,5.2545579
"Marchman::52",34,3,-12.0861745,-12.4925849,-11.71823035,1.3104737,0.4517291575,2.247103875
"Marchman::53",35,3,-9.72650485,-9.93403513,-9.525248945,7.5618014,6.04164584,9.279208665
"Marchman::55",36,3,-10.115809,-10.4018573,-9.860167085,10.5244995,6.340505585,16.35043895
"Marchman::56",37,3,-10.128149,-10.3345658,-9.93090333,3.312488,1.936486305,4.706614
"Marchman::58",38,3,-11.2456225,-11.6449314,-10.86005485,0.25888652,-4.90148034,5.17583592
