"ckey","ii","n_admins","xi_median","xi_q5","xi_q95","slope_median","slope_q5","slope_q95"
"Marchman::JC15M084",106,3,-11.466922,-11.93967885,-11.0270803,0.63139481,0.585764105,0.6792585895
"Marchman::JD03M059",107,3,-9.12367825,-9.381689265,-8.868526125,0.77695807,0.7285731005,0.8290164985
"Marchman::JD05M047",108,4,-5.80450175,-5.914283425,-5.696537695,0.463411275,0.4413149235,0.486176483
"Marchman::JF06M088",109,3,-8.28293865,-8.48833034,-8.07563341,0.720538775,0.680890175,0.761278183
"Marchman::JH12F115",110,4,-6.9263137,-7.0606975,-6.79309449,0.434880955,0.409085266,0.4619791585
"Marchman::JJ12M055",111,3,-10.621822,-10.99089045,-10.2731795,0.419285795,0.379193628,0.4624515255
"Marchman::JK02F107",112,3,-9.33759565,-9.561606525,-9.112917165,0.51027981,0.482704188,0.538590483
"Marchman::JW00M038",113,3,-6.1139932,-6.28188815,-5.946064435,0.394053185,0.3630975195,0.426471444
"Marchman::JW02M107",114,3,-7.8790919,-8.03166423,-7.737906015,0.42178724,0.396623004,0.4466640545
"Marchman::KB03M088",115,3,-8.79517105,-8.9961305,-8.593255985,0.354646825,0.331319113,0.379251946
"Marchman::KK12F044",116,3,-8.2060439,-8.34281088,-8.07151159,0.53502665,0.4748575835,0.5947955815
"Marchman::KM15F115",117,3,-8.34259955,-8.513944125,-8.169493345,0.327792335,0.306039299,0.3493993415
"Marchman::KO05M098",118,3,-6.98468705,-7.13416318,-6.834416575,0.383194385,0.359277382,0.4078133985
"Marchman::KS03M018",119,3,-7.17469205,-7.34924595,-6.990647125,0.60202844,0.5613537375,0.642183263
"Marchman::KS09M024",120,3,-10.719746,-11.0196751,-10.4374292,0.348636235,0.2920566835,0.4090697535
"Marchman::LC05F047",121,4,-6.8088437,-6.926716515,-6.6929852,0.489837605,0.4675881395,0.5129971775
"Marchman::MA03F059",122,3,-9.5544831,-9.80639862,-9.31892873,0.52460969,0.4955068435,0.5542370875
"Marchman::MB02M018",123,3,-7.26940685,-7.473335445,-7.064176135,0.569163135,0.5303616485,0.6089541045
"Marchman::MB03M018",124,3,-7.92147515,-8.096810945,-7.745963505,0.38684986,0.3642372735,0.4101935695
"Marchman::MB09M084",125,3,-11.580516,-11.98990245,-11.2073354,0.51994939,0.460807245,0.5839556065
"Marchman::MM02F059",126,4,-8.91759705,-9.100665855,-8.73749041,0.598177135,0.5691961555,0.6287829315
"Marchman::NB03M038",127,3,-8.4072232,-8.596578005,-8.21887803,0.453603155,0.426680623,0.481027123
"Marchman::NB12F024",128,3,-12.5094295,-13.0702833,-11.97160425,0.3726768,0.2345028885,0.513113225
"Marchman::OS06M098",129,3,-6.75717035,-6.90643583,-6.61104498,0.285227625,0.2637998815,0.3069345365
"Marchman::PB13M065",130,3,-9.0121094,-9.21730724,-8.814391015,0.69622197,0.6484907645,0.7464644045
"Marchman::PM03M059",131,3,-9.9628016,-10.22510745,-9.717587875,0.403237255,0.3599746805,0.448100211
"Marchman::PW02M057",132,4,-6.04347115,-6.16875714,-5.921583505,0.468782145,0.4461156625,0.491153989
"Marchman::PY12M036",133,3,-9.91882785,-10.25268365,-9.612608465,0.49965387,0.4707610165,0.5310365285
"Marchman::RM12F105",134,3,-3.78399645,-4.2595078,-3.00360405,1.17332935,0.943089054,1.55995914
"Marchman::RW02F018",135,3,-7.80018655,-7.98747127,-7.621325225,0.47026359,0.4412839805,0.4999473935
"Marchman::RW03F107",136,3,-9.01861145,-9.186667085,-8.856231705,0.13320155,0.1052345535,0.1621154615
"Marchman::SA04F069",137,3,-7.39601125,-7.54881609,-7.252698985,0.65266265,0.6147581045,0.691148651
"Marchman::SC05F098",138,3,-6.5372278,-6.682317845,-6.38983855,0.359143215,0.3354381625,0.3827065005
"Marchman::SG02F059",139,3,-10.1018775,-10.3716185,-9.838328725,0.65359049,0.619589739,0.6882685535
"Marchman::SJ12M123",140,3,-11.7294355,-12.34236455,-11.20967525,0.518289585,0.443193393,0.608979851
"Marchman::SK04F098",141,4,-11.5499845,-11.88903805,-11.2416797,0.0373659995,-0.006637077105,0.08341887865
"Marchman::SL09F104",142,3,-9.21179155,-9.401854525,-9.024454275,0.5140203,0.485647274,0.5422297665
"Marchman::SR02F059",143,3,-7.7424188,-7.91697856,-7.560945375,0.47863546,0.4507644755,0.5083233935
"Marchman::ST02F059",144,3,-9.39337465,-9.605781105,-9.18979353,0.575432585,0.545625588,0.605560595
"Marchman::SW03F018",145,3,-9.07928055,-9.282666245,-8.877048155,0.465055425,0.437641059,0.4922117215
"Marchman::SW06F108",146,4,-7.43599685,-7.57735991,-7.30145654,0.531487365,0.5054834835,0.5595218115
"Marchman::TA12M103",147,3,-12.2265745,-13.1244097,-11.5511114,0.65741954,0.543901423,0.809543422
"Marchman::TC02M047",148,3,-8.7649767,-8.970503365,-8.572160585,0.39537636,0.356742305,0.4368574925
"Marchman::TH03M057",149,3,-8.41311915,-8.611266245,-8.222233735,0.35646496,0.332802069,0.3795842215
"Marchman::TM03F018",150,4,-6.03959405,-6.15865036,-5.923546335,0.47181198,0.448893392,0.4961120435
"Marchman::TM03F047",151,3,-6.8715774,-7.021342815,-6.711546295,0.80578866,0.755506398,0.860375366
"Marchman::TS02F018",152,3,-8.2036168,-8.359794815,-8.04815543,0.52865711,0.4949018765,0.563656468
"Marchman::VJ02M057",153,3,-8.37636155,-8.56768261,-8.1920363,0.52574463,0.4955911975,0.5563056135
"Marchman::VL03F018",154,3,-8.19085005,-8.38425378,-7.99477982,0.400138325,0.37548493,0.425746045
"Marchman::WW04F067",155,3,-9.9763538,-10.2369594,-9.726220625,0.634741195,0.600557017,0.669217863
"Marchman::ZE06M039",156,3,-9.75257155,-10.0044093,-9.51204169,0.33301759,0.306057085,0.361393071
"Marchman::ZM02F059",157,3,-6.3618617,-6.51301273,-6.21350838,0.5268191,0.489708608,0.5672971505
"Marchman::ZO02M047",158,3,-8.77544195,-9.131210575,-8.45438005,0.68692687,0.640818372,0.7405719175
"Marchman::ZW02M057",159,3,-8.8912647,-9.102051465,-8.685184655,0.449772935,0.423889161,0.4767111495
