"ckey","ii","n_admins","xi_median","xi_q5","xi_q95","slope_median","slope_q5","slope_q95"
"Kristoffersen::10654",53,3,-13.519804,-14.56700245,-12.5166631,1.1564285,-0.02694264435,2.30619197
"Kristoffersen::10679",54,6,-8.69863375,-8.89871047,-8.48886718,1.9722057,1.773357675,2.16509611
"Kristoffersen::10681",55,3,-10.7918405,-11.0711244,-10.51963845,2.03717375,1.89668194,2.181505735
"Kristoffersen::10682",56,3,-12.532524,-13.00582845,-12.06630585,10.692458,9.966181595,11.4268702
"Kristoffersen::10691",57,7,-13.475522,-13.76318645,-13.18702095,3.72883275,3.572001885,3.883182925
"Kristoffersen::10706",58,6,-8.17420675,-8.38194422,-7.966033385,3.59257595,3.38710776,3.80501801
"Kristoffersen::10730",59,10,-16.183838,-16.50309925,-15.8781304,4.11308575,3.97752564,4.25346824
"Kristoffersen::10756",60,6,-7.68931395,-7.99078126,-7.386798825,4.2008445,3.894153725,4.50898
"Kristoffersen::10788",61,5,-8.60473155,-8.834336755,-8.369270825,4.05306675,3.8335724,4.266863335
"Kristoffersen::10804",62,7,-9.77889025,-9.929366105,-9.62829237,3.0819352,2.96498811,3.19998637
"Kristoffersen::1081",63,6,-11.3077625,-11.94333685,-10.68064305,2.34818115,1.47235891,3.294156645
"Kristoffersen::10813",64,3,-13.099008,-13.4202793,-12.7788306,8.6064194,8.19553459,9.016855695
"Kristoffersen::10828",65,3,-5.8752409,-6.18699824,-5.56660718,1.533315,1.32397052,1.73915717
"Kristoffersen::1084",66,6,-8.86038765,-9.045851895,-8.68000243,4.31657055,3.91762563,4.71158796
"Kristoffersen::10840",67,6,-12.217993,-12.44673935,-11.99416135,3.4242234,3.306657165,3.552570235
"Kristoffersen::10871",68,6,-12.5707385,-12.884195,-12.2643756,3.45620915,3.2807355,3.63832674
"Kristoffersen::10904",69,11,-10.865438,-11.0243773,-10.708533,3.63545605,3.53553378,3.737011585
"Kristoffersen::10906",70,5,-13.1889275,-13.87382145,-12.5470641,1.8586022,1.301147435,2.43607153
"Kristoffersen::10912",71,3,-9.7692086,-10.0445069,-9.493060545,2.97503,2.825610425,3.126509165
"Kristoffersen::10915",72,9,-11.9185345,-12.1204342,-11.72887675,4.0838968,3.97265294,4.1993732
"Kristoffersen::10919",73,6,-10.6513695,-10.8295938,-10.4718806,2.84564945,2.74680987,2.945977985
"Kristoffersen::10924",74,5,-11.355035,-11.6105444,-11.11801445,5.000398,4.77592167,5.239785915
"Kristoffersen::10925",75,8,-15.9817095,-16.37608235,-15.5978569,3.6381318,3.47522603,3.81003954
"Kristoffersen::10951",76,9,-8.90632,-9.06807778,-8.74383575,2.79013365,2.681640285,2.898888085
"Kristoffersen::10959",77,4,-9.04665745,-9.28493551,-8.808581605,3.6639925,3.4228864,3.900016415
"Kristoffersen::1096",78,6,-9.4318734,-9.593449665,-9.26438607,2.65324135,2.520523835,2.786597625
"Kristoffersen::10968",79,8,-10.014962,-10.1635734,-9.86664244,2.4823831,2.391792115,2.5746973
"Kristoffersen::10991",80,4,-12.7023225,-13.1707453,-12.24950995,3.36952625,3.06539312,3.68334317
"Kristoffersen::11011",81,3,-10.631477,-10.89491865,-10.37270015,2.45651895,2.278705855,2.638318455
"Kristoffersen::11015",82,3,-6.95987715,-7.34988762,-6.567416055,2.70642125,2.405955565,3.02214836
"Kristoffersen::11019",83,4,-11.0744375,-11.27385725,-10.87407725,3.49900405,3.34007895,3.6584185
"Kristoffersen::11027",84,3,-11.189319,-11.65077995,-10.7308612,4.41863555,3.85889991,4.978439355
"Kristoffersen::11035",85,5,-12.5212965,-12.7824651,-12.25284475,3.6370305,3.458569755,3.810982015
"Kristoffersen::11049",86,3,-10.6557515,-10.9411882,-10.3755397,1.9964432,1.856064515,2.137650345
"Kristoffersen::11053",87,3,-12.788607,-13.14332645,-12.4431517,5.39182655,5.088636275,5.70180909
"Kristoffersen::11055",88,6,-10.197124,-10.3886231,-10.00225535,2.73512335,2.61556655,2.85261911
"Kristoffersen::11073",89,3,-9.4771496,-9.8547177,-9.108688055,3.62054355,3.169991715,4.089233875
"Kristoffersen::11074",90,4,-12.6898145,-13.0707563,-12.3283201,3.86303365,3.633378325,4.09923778
"Kristoffersen::11078",91,3,-9.5634624,-9.781638085,-9.345632485,3.2118009,3.02815304,3.397933485
"Kristoffersen::11085",92,4,-5.30649695,-5.4819725,-5.128792535,1.20565315,1.07572467,1.33746324
"Kristoffersen::1109",93,11,-11.5188775,-11.7109304,-11.33011415,3.4943174,3.35862055,3.626285155
"Kristoffersen::11093",94,6,-12.388377,-12.95111935,-11.8398278,0.68360576,0.2396011815,1.11190324
"Kristoffersen::11095",95,5,-10.4298985,-10.6257777,-10.232161,2.86637565,2.73836534,2.990439345
"Kristoffersen::11101",96,3,-7.8805898,-8.097773705,-7.66085174,1.69830765,1.50948137,1.891795685
"Kristoffersen::1113",97,13,-11.3208135,-11.4845133,-11.15454655,4.0582632,3.94204353,4.17433129
"Kristoffersen::11135",98,3,-11.278596,-11.94164805,-10.6503332,1.24403855,0.634328814,1.862699725
"Kristoffersen::1114",99,12,-9.4843762,-9.59259323,-9.378368145,2.33787445,2.26595788,2.411592025
"Kristoffersen::11147",100,5,-12.3516345,-12.65321055,-12.05159665,4.50978205,4.260935405,4.758329075
"Kristoffersen::11196",101,5,-8.04422785,-8.27866552,-7.813966655,3.42001235,3.220899725,3.627149715
"Kristoffersen::11197",102,5,-12.055362,-12.475513,-11.6328987,1.57481235,1.26135701,1.89152188
"Kristoffersen::11204",103,7,-11.98503,-12.2078189,-11.75803455,3.05636105,2.916377535,3.190870455
"Kristoffersen::11233",104,5,-8.3345454,-8.51575127,-8.15257162,2.50652095,2.35575719,2.66330267
"Kristoffersen::11236",105,6,-12.4269375,-12.69586405,-12.1716569,3.31612595,3.16995285,3.473042325
"Kristoffersen::11241",106,6,-12.935778,-13.2045992,-12.6737012,5.52663545,5.3198588,5.752489325
"Kristoffersen::11245",107,4,-17.632203,-18.36309515,-16.9224058,5.40397405,5.040493255,5.780792695
"Kristoffersen::11247",108,6,-13.289068,-13.55815125,-13.02752145,5.1200166,4.941918225,5.3062233
"Kristoffersen::11249",109,6,-13.219813,-13.48849325,-12.9683543,3.39850565,3.273870545,3.53387488
"Kristoffersen::11275",110,3,-10.317872,-10.73398235,-9.899231635,6.49358595,6.033077515,6.953142065
"Kristoffersen::11285",111,5,-11.0782365,-11.35558605,-10.80621235,4.18418135,3.97770996,4.40053757
"Kristoffersen::1129",112,5,-10.353575,-10.58359925,-10.14418715,2.3962063,1.85383462,2.935734435
"Kristoffersen::11296",113,3,-10.208551,-10.4595821,-9.968944935,2.68201545,2.5081522,2.86435275
"Kristoffersen::11317",114,3,-9.0059458,-9.45052046,-8.572797035,5.1745888,4.65712533,5.70424539
"Kristoffersen::11329",115,5,-9.53753195,-9.788181865,-9.285868065,2.1256244,1.94198964,2.306880825
"Kristoffersen::11349",116,7,-8.38664535,-8.54735054,-8.2295939,2.1578553,2.06161854,2.25279682
"Kristoffersen::11357",117,7,-14.5698405,-14.87456725,-14.26809235,4.72553415,4.557871955,4.897916485
"Kristoffersen::1136",118,9,-10.480013,-10.6321145,-10.3250088,4.69549925,4.55945808,4.83310767
"Kristoffersen::11365",119,3,-14.992094,-15.39143525,-14.61859905,4.31540465,4.13920827,4.508799575
"Kristoffersen::11372",120,5,-5.6450627,-5.931246595,-5.355133065,2.619899,2.399946655,2.843861275
"Kristoffersen::11375",121,5,-10.3921825,-10.6319515,-10.14176545,4.26325145,4.042845625,4.474798415
"Kristoffersen::11379",122,9,-15.4103125,-15.71652085,-15.11399925,4.566243,4.421038295,4.718745375
"Kristoffersen::11380",123,3,-7.53421615,-7.83921533,-7.22690918,2.88608045,2.5645112,3.20755897
"Kristoffersen::11411",124,6,-10.0549165,-10.25160325,-9.858928525,3.14350245,3.011418385,3.280421075
"Kristoffersen::11414",125,3,-8.9625734,-9.23931971,-8.67891868,2.19655665,2.030037555,2.358472355
"Kristoffersen::11424",126,6,-10.633761,-10.93037405,-10.35095355,3.8026177,3.633196685,3.98323533
"Kristoffersen::11437",127,10,-11.4778435,-11.65186125,-11.30691,2.87557545,2.78451103,2.97142571
"Kristoffersen::11441",128,9,-11.7912525,-12.01881205,-11.56458305,2.18148695,2.05821879,2.30302828
"Kristoffersen::11474",129,4,-13.333931,-13.75205835,-12.92203745,6.0116547,5.635233375,6.39432722
"Kristoffersen::11477",130,3,-9.58647425,-10.53151395,-8.61727901,1.3683187,0.617138385,2.09611712
"Kristoffersen::11479",131,3,-11.6261665,-12.33738205,-10.9220336,1.4045338,0.7678424055,2.041549075
"Kristoffersen::1149",132,6,-8.1353122,-8.31964655,-7.95181209,10.0277755,8.93052898,11.216175
"Kristoffersen::11515",133,10,-11.7676125,-11.95684795,-11.5796675,2.49534135,2.40207379,2.588214685
"Kristoffersen::11523",134,3,-13.097545,-14.0014106,-12.19686635,2.20673545,1.385440245,3.028184915
"Kristoffersen::11525",135,7,-11.78433,-12.0070336,-11.5646814,3.000356,2.877419155,3.12271041
"Kristoffersen::11541",136,3,-5.9029797,-6.386828825,-5.424335995,2.49138545,1.95983658,3.03230672
"Kristoffersen::11547",137,8,-17.5963675,-17.9625726,-17.2386253,7.85255495,7.61799285,8.09506976
"Kristoffersen::11562",138,3,-13.606843,-13.988526,-13.24173305,3.773141,3.596000415,3.96004579
"Kristoffersen::11574",139,6,-10.83223,-11.0568756,-10.6070265,1.8072407,1.68873945,1.929403755
"Kristoffersen::11577",140,4,-9.22247785,-9.52179723,-8.92123042,4.00340095,3.722184375,4.27655211
"Kristoffersen::11582",141,7,-11.128543,-11.33353575,-10.9247756,3.8215185,3.680965755,3.96586226
"Kristoffersen::11603",142,4,-9.14494295,-9.371716065,-8.92595781,2.6864286,2.521633485,2.855095845
"Kristoffersen::11629",143,4,-8.4664896,-8.745261285,-8.18897765,3.0563334,2.80146432,3.311401805
"Kristoffersen::11630",144,4,-13.1889855,-13.4890911,-12.8959256,3.3449148,3.19136662,3.502747105
"Kristoffersen::11633",145,4,-8.5673622,-8.852549715,-8.29582706,1.1995461,0.9719152965,1.431354615
"Kristoffersen::11678",146,6,-11.4426385,-11.7141342,-11.17912665,3.81754355,3.66202359,3.976785575
"Kristoffersen::11686",147,6,-8.26080295,-8.438474795,-8.08681027,2.18934065,2.07921912,2.30042736
"Kristoffersen::11700",148,3,-10.9271885,-11.23493345,-10.61547905,4.95027555,4.659519445,5.246264085
"Kristoffersen::11717",149,3,-11.326621,-11.70902135,-10.9418676,2.56094025,2.32759618,2.790569875
"Kristoffersen::11739",150,7,-8.0949567,-8.28100894,-7.901892955,2.5289791,2.388952465,2.66562667
"Kristoffersen::11745",151,3,-11.4910015,-11.85170005,-11.14764435,3.5716009,3.3663796,3.786815895
"Kristoffersen::11767",152,5,-8.5629585,-8.788766595,-8.342117805,3.2932124,3.12016382,3.465644285
"Kristoffersen::11773",153,3,-10.535375,-10.98717725,-10.06938395,4.18663795,3.84066869,4.52104853
"Kristoffersen::11780",154,4,-7.74616815,-7.97279034,-7.525365425,2.41498555,2.274105565,2.564034325
"Kristoffersen::11808",155,3,-12.3986265,-12.78825215,-12.0238155,4.86978285,4.54578353,5.211183915
"Kristoffersen::1181",156,5,-9.5313548,-10.1996322,-8.895431945,3.0532172,2.256676595,3.890889295
"Kristoffersen::11839",157,7,-11.343212,-11.5902716,-11.09484745,3.10968535,2.948458555,3.270266135
"Kristoffersen::1185",158,5,-8.9641616,-9.105589255,-8.829765745,2.9585192,2.812426625,3.10920825
"Kristoffersen::11858",159,3,-7.7441938,-8.099910285,-7.397246875,2.47258635,2.20056199,2.745104015
"Kristoffersen::11891",160,6,-14.6300395,-14.9346694,-14.3143116,5.6337991,5.420252465,5.84857745
"Kristoffersen::11901",161,3,-11.845324,-12.2797918,-11.4200128,4.54379125,4.25239383,4.84216995
"Kristoffersen::11917",162,4,-8.71156785,-8.97263022,-8.46117107,2.8728008,2.70004877,3.05984686
"Kristoffersen::11922",163,4,-10.758094,-11.06452695,-10.4526987,3.20054285,3.023505695,3.38097467
"Kristoffersen::11931",164,6,-13.181422,-13.5544173,-12.82594755,2.46487535,2.288510815,2.645968265
"Kristoffersen::11938",165,3,-9.802644,-10.20867875,-9.409481555,5.02354345,4.63703386,5.42836182
"Kristoffersen::11944",166,3,-9.04894955,-9.554279425,-8.53293945,3.9159376,3.4390092,4.393436615
"Kristoffersen::11966",167,3,-12.592743,-13.352386,-11.861551,8.40357275,7.63809642,9.21584223
"Kristoffersen::11982",168,3,-4.81530435,-5.06909644,-4.560563665,1.0991937,0.9139818745,1.2878374
"Kristoffersen::12",169,16,-9.14790235,-9.25502857,-9.042183845,4.60068825,4.48029026,4.72276798
"Kristoffersen::12001",170,8,-8.13609445,-8.332900515,-7.93600994,2.27260385,2.155502245,2.389627825
"Kristoffersen::12007",171,4,-13.0640195,-13.7708801,-12.3701367,1.44620105,1.010118195,1.89287923
"Kristoffersen::12019",172,6,-14.39256,-14.86879635,-13.92209975,2.47085965,2.27161452,2.67481601
"Kristoffersen::12027",173,6,-12.9624165,-13.2296765,-12.68612885,3.3171972,3.16513899,3.46765585
"Kristoffersen::12031",174,3,-9.8742654,-10.1040644,-9.65890678,2.65487115,2.508662895,2.811032015
"Kristoffersen::12051",175,6,-5.9072341,-6.166881735,-5.638149585,1.8958566,1.709089925,2.080065065
"Kristoffersen::12057",176,5,-12.0030585,-12.2641173,-11.748748,3.0344954,2.8795599,3.19220635
"Kristoffersen::12083",177,3,-13.0318795,-13.4960024,-12.57895575,2.6172994,2.38246749,2.85688305
"Kristoffersen::12106",178,5,-11.649583,-11.97259635,-11.33268325,4.6005576,4.36049419,4.84838213
"Kristoffersen::1212",179,12,-9.75837135,-9.87184848,-9.645028625,3.14500555,3.031447935,3.26366453
"Kristoffersen::12129",180,3,-8.5740012,-8.8537637,-8.29524364,2.33547405,2.137935655,2.534746215
"Kristoffersen::12149",181,3,-11.277384,-11.7362757,-10.8495522,2.41835325,2.193874975,2.655287525
"Kristoffersen::12155",182,8,-11.961857,-12.18028275,-11.7423717,3.5947137,3.46692726,3.72582063
"Kristoffersen::12156",183,3,-13.969662,-14.50473215,-13.4628987,6.1132752,5.707288585,6.55213383
"Kristoffersen::12159",184,4,-6.73439255,-7.13844025,-6.34418718,1.62219575,1.28638185,1.96447207
"Kristoffersen::1216",185,6,-11.4988695,-11.9548324,-11.06711155,3.944177,3.00953935,4.963221955
"Kristoffersen::12165",186,6,-8.56172905,-8.79599536,-8.314197605,2.64037595,2.461601945,2.81144206
"Kristoffersen::122",187,17,-10.032514,-10.1532205,-9.90923921,4.71119595,4.58845223,4.834817895
"Kristoffersen::12219",188,4,-8.4631132,-8.93029187,-7.984651265,3.21029695,2.8284331,3.588586655
"Kristoffersen::12239",189,3,-9.9444374,-10.5204525,-9.376904005,5.88083635,5.331163325,6.435931245
"Kristoffersen::12243",190,4,-11.6745155,-12.06035115,-11.29060295,5.74742475,5.450348415,6.056621095
"Kristoffersen::12244",191,3,-8.8578338,-9.19958,-8.52240915,1.2326554,1.010815295,1.461898015
"Kristoffersen::12255",192,3,-7.50342495,-7.892256615,-7.12392948,2.19582635,1.90261261,2.5087139
"Kristoffersen::12277",193,3,-9.3122766,-9.588306735,-9.04912782,0.4002897,0.25583538,0.5423191165
"Kristoffersen::12285",194,4,-5.38465405,-5.827669975,-4.94986268,2.13158975,1.830773155,2.439878005
"Kristoffersen::12302",195,3,-11.549814,-11.9741002,-11.12168735,2.83919625,2.54437763,3.136141685
"Kristoffersen::12306",196,3,-7.80829895,-8.13222819,-7.483841745,2.66919835,2.402680745,2.935663455
"Kristoffersen::12323",197,3,-6.5424871,-7.040510065,-6.04964447,0.511997975,0.06174269865,0.9694427345
"Kristoffersen::12336",198,4,-12.566475,-12.99835545,-12.12991325,3.3769818,3.103150925,3.65066071
"Kristoffersen::12377",199,3,-11.9474965,-12.3610325,-11.54893615,2.72606585,2.528218155,2.922585935
"Kristoffersen::12383",200,3,-9.09758,-9.353172155,-8.844402635,2.2875827,2.109874895,2.47113717
"Kristoffersen::12395",201,3,-17.2099625,-18.2078544,-16.2635114,8.037835,7.214604695,8.871535965
"Kristoffersen::12408",202,4,-9.98521205,-10.2796137,-9.691282405,3.2323512,3.01160182,3.45447273
"Kristoffersen::12491",203,3,-12.6924395,-13.18454175,-12.21155,6.36935265,5.95907856,6.793941505
"Kristoffersen::12494",204,4,-8.9178324,-9.17438226,-8.66426803,2.07671955,1.919940335,2.23445422
"Kristoffersen::12501",205,6,-12.7827695,-13.12633185,-12.43944065,3.8757108,3.65461225,4.089298755
"Kristoffersen::1251",206,14,-9.45183685,-9.55855958,-9.35196939,4.1621712,4.047468525,4.281190705
"Kristoffersen::12516",207,3,-9.9315196,-10.33528035,-9.53125585,3.22076025,2.945936135,3.495949315
"Kristoffersen::12518",208,3,-8.78874845,-9.179176995,-8.394110415,2.1475578,1.92999151,2.367782955
"Kristoffersen::12571",209,4,-11.3657775,-11.65779425,-11.0758277,2.17074635,2.02614457,2.312578545
"Kristoffersen::12578",210,3,-10.446544,-10.8576397,-10.0458702,2.0303363,1.74159532,2.31603891
"Kristoffersen::12591",211,4,-7.9908106,-8.476661305,-7.512982015,2.4861405,2.218113305,2.76141346
"Kristoffersen::12594",212,6,-13.2022825,-13.50381865,-12.90227755,3.22836585,3.08082686,3.37438872
"Kristoffersen::12618",213,7,-10.5033525,-10.7185877,-10.28419395,1.9593899,1.849618435,2.07226182
"Kristoffersen::12621",214,3,-12.389482,-12.8453973,-11.936479,4.5953131,4.28857286,4.91097827
"Kristoffersen::12650",215,5,-10.9683205,-11.30366825,-10.63098345,2.1119023,1.95301532,2.270448905
"Kristoffersen::12667",216,3,-7.8118107,-8.36909502,-7.251962365,2.31119935,1.838009145,2.78288315
"Kristoffersen::12695",217,6,-10.032153,-10.34025475,-9.724958935,2.12322625,1.952947,2.291466555
"Kristoffersen::12710",218,3,-9.420616,-9.77641997,-9.07120387,2.4545003,2.232887915,2.676471365
"Kristoffersen::12736",219,3,-8.82311775,-9.16030849,-8.48283656,2.3537945,2.162851585,2.55039703
"Kristoffersen::12742",220,3,-27.4349015,-28.71593785,-26.25857705,15.2131795,14.3338987,16.16404915
"Kristoffersen::12749",221,5,-12.26009,-12.6423837,-11.87662775,3.66914695,3.467082795,3.87662757
"Kristoffersen::12783",222,6,-14.3035835,-14.70850295,-13.91887115,4.7803518,4.573934155,4.991247935
"Kristoffersen::12904",223,3,-6.7377606,-7.314095175,-6.146454355,1.76482525,1.425238065,2.094945525
"Kristoffersen::12914",224,10,-12.401636,-12.67211035,-12.1462759,2.094324,1.981166455,2.21157108
"Kristoffersen::12927",225,5,-8.5369343,-8.8186734,-8.25678671,2.38810285,2.23383164,2.541668665
"Kristoffersen::12963",226,3,-12.341866,-12.72095075,-11.96419985,3.271661,3.04257829,3.499331385
"Kristoffersen::12966",227,4,-8.88586755,-9.317130155,-8.44915831,4.17744345,3.84460298,4.51168649
"Kristoffersen::12983",228,3,-14.381199,-15.38974805,-13.44412255,2.9965908,2.45347358,3.55418658
"Kristoffersen::12995",229,8,-7.0854086,-7.36436827,-6.806124275,2.64907185,2.473665555,2.824258365
"Kristoffersen::130",230,6,-10.8530135,-11.07391005,-10.64707885,3.78722365,3.61805871,3.959576295
"Kristoffersen::13029",231,4,-8.2196081,-8.574566885,-7.857817145,2.24800975,2.00562865,2.493432245
"Kristoffersen::13042",232,4,-15.6435515,-16.0754619,-15.21084665,6.61870115,6.33307344,6.910781055
"Kristoffersen::13043",233,4,-10.7035175,-11.06372375,-10.3309473,4.00889135,3.768180685,4.24194984
"Kristoffersen::13065",234,4,-9.5911652,-10.20242625,-9.01598272,4.7790571,4.349449515,5.23199899
"Kristoffersen::13077",235,3,-7.6211454,-7.88370798,-7.351193505,1.37227355,1.21576302,1.526962435
"Kristoffersen::1311",236,13,-7.80900095,-7.883320785,-7.736977085,3.3808022,3.29213018,3.4705819
"Kristoffersen::13122",237,3,-8.527657,-9.000068725,-8.04924913,3.1196125,2.776267605,3.46894708
"Kristoffersen::1314",238,17,-8.1143476,-8.18587513,-8.04307405,3.00374795,2.93722505,3.073160025
"Kristoffersen::13143",239,5,-12.760582,-13.102209,-12.41980085,4.56828835,4.357603015,4.78465637
"Kristoffersen::13155",240,3,-10.0579085,-10.49198355,-9.62725776,3.52871935,3.2548249,3.81333206
"Kristoffersen::13171",241,3,-5.0454869,-5.542816365,-4.519003325,1.66738105,1.351101895,1.97026894
"Kristoffersen::13209",242,3,-12.7337765,-13.4111556,-12.0790928,2.31856295,1.9651476,2.68403554
"Kristoffersen::1326",243,13,-7.77405,-7.8460109,-7.70168717,2.9198599,2.8420397,2.99698757
"Kristoffersen::13268",244,4,-8.46796835,-8.808231465,-8.121513265,2.131176,1.92760863,2.331515165
"Kristoffersen::13280",245,4,-8.03817305,-8.304454765,-7.776126465,1.51967965,1.375761705,1.671754975
"Kristoffersen::13288",246,3,-7.37873195,-7.969562195,-6.82418826,3.16143045,2.748599065,3.6136251
"Kristoffersen::13297",247,3,-12.461765,-12.8977215,-12.0216909,4.3896026,4.111660715,4.66024328
"Kristoffersen::13307",248,4,-11.1312,-11.4582298,-10.80135535,2.3020335,2.132857865,2.46550631
"Kristoffersen::13311",249,4,-10.9227385,-11.28706725,-10.57285755,2.44039155,2.24091652,2.64865605
"Kristoffersen::13330",250,4,-7.700558,-8.239119785,-7.179197775,3.36889095,3.016460435,3.724034705
"Kristoffersen::13372",251,4,-9.3186241,-9.692352165,-8.95551563,2.895845,2.6656279,3.14201869
"Kristoffersen::13439",252,4,-9.08801145,-9.393327885,-8.797211915,2.3914677,2.22192819,2.56252211
"Kristoffersen::1344",253,8,-10.7230465,-10.90837915,-10.5425838,2.8626989,2.752949545,2.97459671
"Kristoffersen::13476",254,5,-9.17506715,-9.58879144,-8.759967445,3.4519678,3.18770377,3.71234884
