"ckey","ii","n_admins","xi_median","xi_q5","xi_q95"
"Kristoffersen::2377",382,9,-12.179733,-12.2569829,-12.10514895
"Kristoffersen::2395",383,5,-11.716499,-11.80545805,-11.6264471
"Kristoffersen::2397",384,14,-12.401391,-12.47205045,-12.33507995
"Kristoffersen::2449",385,12,-13.2428485,-13.33515555,-13.15108675
"Kristoffersen::2516",386,15,-11.171316,-11.233017,-11.10949545
"Kristoffersen::257",387,5,-8.5847895,-8.868325365,-8.31317378
"Kristoffersen::2595",388,7,-9.65155965,-9.720914325,-9.58069233
"Kristoffersen::2602",389,11,-8.0135771,-8.081571215,-7.948026945
"Kristoffersen::2604",390,10,-9.22713335,-9.289375435,-9.165843025
"Kristoffersen::2626",391,5,-8.9111302,-8.993775925,-8.82862906
"Kristoffersen::2638",392,10,-10.158886,-10.23520235,-10.08557255
"Kristoffersen::2648",393,12,-7.72188245,-7.788352915,-7.658372845
"Kristoffersen::2679",394,12,-9.66353935,-9.726841125,-9.59734252
"Kristoffersen::2691",395,9,-8.54025805,-8.613087025,-8.46898825
"Kristoffersen::2724",396,4,-6.86324765,-7.00101588,-6.73096008
"Kristoffersen::2748",397,6,-10.594528,-10.6810742,-10.5099275
"Kristoffersen::278",398,6,-10.5438985,-10.8150644,-10.2867057
"Kristoffersen::2832",399,12,-9.8636504,-9.932193395,-9.799081565
"Kristoffersen::2843",400,9,-9.33675705,-9.40083401,-9.27436688
"Kristoffersen::286",401,6,-11.267897,-11.36353,-11.17774265
"Kristoffersen::2909",402,15,-10.002847,-10.06022325,-9.944994195
"Kristoffersen::292",403,7,-8.8428321,-9.112937465,-8.587406155
"Kristoffersen::2924",404,8,-9.73322665,-9.79890857,-9.66519246
"Kristoffersen::2931",405,6,-10.1972365,-10.2761213,-10.1173817
"Kristoffersen::2964",406,5,-9.8628164,-9.940243125,-9.784479825
"Kristoffersen::2978",407,9,-9.2126649,-9.277371465,-9.148052135
"Kristoffersen::3004",408,11,-9.051633,-9.12122825,-8.98399652
"Kristoffersen::3015",409,6,-9.64580975,-9.717719625,-9.57318689
"Kristoffersen::3040",410,12,-10.8536155,-10.91818495,-10.78862095
"Kristoffersen::3095",411,6,-9.1146307,-9.1916743,-9.035562445
"Kristoffersen::3110",412,6,-10.7720205,-10.85936105,-10.6860099
"Kristoffersen::3174",413,8,-7.1674012,-7.230310325,-7.1034739
"Kristoffersen::3184",414,8,-10.1466665,-10.2130072,-10.08064725
"Kristoffersen::3190",415,12,-8.738442,-8.80060693,-8.67615834
"Kristoffersen::3202",416,9,-11.598962,-11.68123665,-11.51499235
"Kristoffersen::3218",417,11,-11.52539,-11.5974858,-11.454246
"Kristoffersen::3336",418,7,-11.6630125,-11.7498421,-11.57938575
"Kristoffersen::3404",419,5,-9.8709144,-9.959498805,-9.781944735
"Kristoffersen::341",420,7,-10.107582,-10.4159033,-9.81358087
"Kristoffersen::3414",421,8,-9.6251664,-9.69868223,-9.550754845
"Kristoffersen::3452",422,5,-9.6649063,-9.754876315,-9.568655565
"Kristoffersen::3458",423,6,-9.13630085,-9.217525675,-9.05716065
"Kristoffersen::3460",424,5,-10.4657445,-10.5476632,-10.38156805
"Kristoffersen::353",425,14,-9.9052372,-9.97911413,-9.83317786
"Kristoffersen::3536",426,5,-11.0289775,-11.2577049,-10.8233497
"Kristoffersen::3553",427,6,-12.008706,-12.09737235,-11.9232246
"Kristoffersen::3571",428,5,-11.0327035,-11.24578005,-10.822438
"Kristoffersen::3586",429,7,-9.1795477,-9.248037285,-9.10684006
"Kristoffersen::3633",430,5,-8.9684676,-9.105100005,-8.837903535
"Kristoffersen::3650",431,5,-11.277103,-11.36503905,-11.19027485
"Kristoffersen::3664",432,5,-9.84448895,-9.92812572,-9.76136012
"Kristoffersen::3717",433,7,-10.400501,-10.4730572,-10.3306882
"Kristoffersen::3748",434,5,-11.7167,-11.81611315,-11.6156212
"Kristoffersen::3769",435,8,-12.1069765,-12.18077055,-12.03339415
"Kristoffersen::3888",436,8,-7.50019305,-7.566918615,-7.432522935
"Kristoffersen::391",437,7,-13.185969,-13.59027715,-12.80992825
"Kristoffersen::3934",438,9,-11.3435515,-11.4060434,-11.28088425
"Kristoffersen::3978",439,6,-8.56782255,-8.647069115,-8.48839498
"Kristoffersen::3981",440,11,-12.5890425,-12.6806953,-12.50029995
"Kristoffersen::400",441,8,-8.527995,-8.67590114,-8.384846245
"Kristoffersen::4011",442,7,-12.494092,-12.5808888,-12.4077967
"Kristoffersen::405",443,11,-13.060599,-13.1601279,-12.96180565
"Kristoffersen::4137",444,16,-14.623074,-14.6837747,-14.5616856
"Kristoffersen::420",445,16,-7.99470175,-8.056300655,-7.93370512
"Kristoffersen::422",446,5,-11.148374,-11.23891795,-11.0580286
"Kristoffersen::4252",447,6,-10.7437455,-10.83791035,-10.6467147
"Kristoffersen::4281",448,6,-9.94818135,-10.0355638,-9.864581785
"Kristoffersen::4304",449,7,-9.418098,-9.488370585,-9.345926615
"Kristoffersen::4321",450,8,-10.8993155,-10.9699597,-10.8292308
"Kristoffersen::4357",451,9,-13.2907035,-13.37637895,-13.20515115
"Kristoffersen::4363",452,6,-11.9884265,-12.07271075,-11.90082735
"Kristoffersen::437",453,5,-9.3001551,-9.46615338,-9.132658385
"Kristoffersen::438",454,13,-9.06505345,-9.134029915,-8.9970694
"Kristoffersen::4382",455,5,-7.9895558,-8.06980838,-7.91145117
"Kristoffersen::4417",456,8,-11.839287,-11.9283907,-11.7533165
"Kristoffersen::4426",457,6,-8.3484324,-8.414936225,-8.28015503
"Kristoffersen::446",458,5,-12.5757175,-12.71757915,-12.43919145
"Kristoffersen::4491",459,5,-9.8122488,-9.89039294,-9.73731814
"Kristoffersen::4496",460,13,-10.1584635,-10.2139976,-10.10465965
"Kristoffersen::4519",461,8,-10.8776665,-10.9451951,-10.8083826
"Kristoffersen::453",462,5,-8.20784,-8.42318861,-8.001681595
"Kristoffersen::4553",463,6,-12.6235145,-12.72971915,-12.51693705
"Kristoffersen::460",464,8,-10.823477,-10.8930673,-10.75373565
"Kristoffersen::4607",465,6,-12.8926595,-12.98932045,-12.79894835
"Kristoffersen::4609",466,10,-13.57563,-13.6453924,-13.50718565
"Kristoffersen::4643",467,5,-10.5449125,-10.63230985,-10.45263145
"Kristoffersen::4667",468,8,-13.246006,-13.3172146,-13.17919765
"Kristoffersen::4672",469,10,-9.50212225,-9.561888605,-9.441197545
"Kristoffersen::4706",470,6,-12.375258,-12.48637215,-12.2648683
"Kristoffersen::4718",471,9,-11.5222525,-11.595419,-11.45000415
"Kristoffersen::4762",472,6,-10.7443335,-10.83166245,-10.6574698
"Kristoffersen::4767",473,12,-10.7743645,-10.83132765,-10.7160701
"Kristoffersen::482",474,6,-8.19046385,-8.401409735,-7.98045139
"Kristoffersen::4820",475,5,-8.46244135,-8.55639392,-8.37011576
"Kristoffersen::4828",476,9,-11.54588,-11.61850515,-11.47451145
"Kristoffersen::4834",477,6,-9.9605009,-10.03255875,-9.887170805
"Kristoffersen::4848",478,9,-11.280708,-11.3483384,-11.2137648
"Kristoffersen::4890",479,7,-10.2891875,-10.3531715,-10.2241238
"Kristoffersen::490",480,7,-10.2707245,-10.5074987,-10.03401095
"Kristoffersen::4925",481,6,-13.2071755,-13.29336795,-13.12093265
"Kristoffersen::494",482,15,-9.6623469,-9.73049723,-9.59393168
"Kristoffersen::4947",483,9,-10.194156,-10.2607831,-10.12935775
"Kristoffersen::496",484,12,-11.1594165,-11.2459865,-11.0751319
"Kristoffersen::5015",485,10,-12.2975595,-12.3632083,-12.2341522
"Kristoffersen::5021",486,7,-9.4376577,-9.50803289,-9.36991375
"Kristoffersen::5056",487,9,-11.1066475,-11.1812418,-11.03526095
"Kristoffersen::5078",488,9,-11.48092,-11.54559915,-11.414347
"Kristoffersen::5107",489,5,-12.487033,-12.62513275,-12.36120585
"Kristoffersen::5114",490,11,-14.726514,-14.8102884,-14.6415106
"Kristoffersen::5130",491,5,-8.357068,-8.43148972,-8.28348052
"Kristoffersen::5178",492,6,-8.64042445,-8.725952625,-8.559850805
"Kristoffersen::5191",493,6,-8.20522185,-8.282979475,-8.12582645
"Kristoffersen::5200",494,10,-9.3329363,-9.393067165,-9.27169087
"Kristoffersen::5227",495,11,-8.4947392,-8.560044935,-8.43011568
"Kristoffersen::5233",496,11,-11.290793,-11.35079805,-11.2308726
"Kristoffersen::5257",497,7,-10.9800195,-11.05207455,-10.90758965
"Kristoffersen::5258",498,9,-10.362954,-10.42399575,-10.3010842
"Kristoffersen::5262",499,5,-11.2743075,-11.3656239,-11.1872597
"Kristoffersen::5282",500,6,-7.97195815,-8.050348605,-7.894907965
"Kristoffersen::529",501,7,-8.14008865,-8.21282364,-8.068313095
"Kristoffersen::5292",502,8,-8.025056,-8.09912724,-7.948856685
"Kristoffersen::5299",503,12,-8.8589056,-8.914391115,-8.803759055
"Kristoffersen::5301",504,5,-10.047702,-10.1314003,-9.9652089
"Kristoffersen::5302",505,5,-8.9445415,-9.04146108,-8.849029275
"Kristoffersen::5316",506,11,-11.2207715,-11.28292385,-11.1605768
"Kristoffersen::5347",507,6,-7.29471365,-7.37788154,-7.21116016
"Kristoffersen::5352",508,5,-8.06191085,-8.1407391,-7.981781165
"Kristoffersen::5358",509,6,-8.73436895,-8.805361215,-8.66244932
"Kristoffersen::5380",510,8,-10.9461645,-11.01838985,-10.8747457
"Kristoffersen::5392",511,9,-11.369225,-11.44428875,-11.2954764
"Kristoffersen::5395",512,5,-10.0544395,-10.1463458,-9.95986586
"Kristoffersen::54",513,6,-9.58634315,-9.880801335,-9.305511675
"Kristoffersen::5405",514,12,-9.88204555,-9.93782413,-9.82428787
"Kristoffersen::5406",515,10,-11.3307125,-11.39479655,-11.26652455
"Kristoffersen::5425",516,7,-9.413644,-9.484283505,-9.341261815
"Kristoffersen::544",517,5,-7.7829977,-7.862147505,-7.70640809
"Kristoffersen::5519",518,7,-9.59461735,-9.668107365,-9.520348705
"Kristoffersen::5529",519,5,-10.806028,-10.9313476,-10.68184795
"Kristoffersen::553",520,5,-7.0879532,-7.1953482,-6.98359645
"Kristoffersen::5568",521,10,-13.4323195,-13.5081112,-13.35707175
"Kristoffersen::5667",522,10,-9.4378111,-9.50661244,-9.37118023
"Kristoffersen::5756",523,7,-11.933736,-12.019009,-11.8505116
"Kristoffersen::582",524,15,-9.8640372,-9.93183958,-9.797330595
"Kristoffersen::5832",525,5,-9.99982105,-10.0891481,-9.90989247
"Kristoffersen::5840",526,8,-9.76477355,-9.827471225,-9.700208335
"Kristoffersen::5844",527,6,-10.2202955,-10.2940286,-10.1463129
"Kristoffersen::5851",528,5,-8.90802795,-8.985467245,-8.83229126
"Kristoffersen::5864",529,9,-7.9218841,-7.98081237,-7.860435235
"Kristoffersen::5873",530,7,-14.411147,-14.51865505,-14.30884865
"Kristoffersen::5880",531,9,-10.1271985,-10.18963835,-10.06397855
"Kristoffersen::5895",532,8,-11.09107,-11.16209895,-11.0195031
"Kristoffersen::5898",533,5,-9.0078723,-9.085509505,-8.9307675
"Kristoffersen::5920",534,10,-11.868933,-11.9354818,-11.80226945
"Kristoffersen::5925",535,10,-11.0327945,-11.091581,-10.97557525
"Kristoffersen::5928",536,6,-11.1806045,-11.2539527,-11.10456495
"Kristoffersen::5945",537,7,-11.161161,-11.2378976,-11.08530365
"Kristoffersen::5948",538,10,-10.0101435,-10.0704553,-9.95007261
"Kristoffersen::5973",539,8,-12.305947,-12.38018485,-12.2367798
"Kristoffersen::601",540,6,-8.26488185,-8.487493415,-8.046753145
"Kristoffersen::6010",541,6,-11.0901345,-11.1645317,-11.0102396
"Kristoffersen::6039",542,10,-11.248792,-11.31153785,-11.1859127
"Kristoffersen::6070",543,6,-8.59525705,-8.68549636,-8.504682465
"Kristoffersen::6115",544,9,-9.7968011,-9.857942505,-9.737237975
"Kristoffersen::6138",545,14,-9.71405855,-9.76457356,-9.66262175
"Kristoffersen::6147",546,7,-11.740824,-11.80877135,-11.6732993
"Kristoffersen::6153",547,5,-12.0342795,-12.12226035,-11.9469755
"Kristoffersen::6166",548,5,-10.6326225,-10.72514085,-10.54293995
"Kristoffersen::6174",549,6,-7.79327815,-7.869394725,-7.71600624
"Kristoffersen::6177",550,7,-7.84154545,-7.909800745,-7.770721715
"Kristoffersen::6195",551,8,-10.120237,-10.193822,-10.0480041
"Kristoffersen::6197",552,5,-9.77751795,-9.86125724,-9.69360276
"Kristoffersen::6208",553,8,-14.138556,-14.2391301,-14.03966095
"Kristoffersen::6238",554,5,-9.7429305,-9.823641765,-9.661588435
"Kristoffersen::6263",555,9,-12.3807635,-12.44818555,-12.31467415
"Kristoffersen::6277",556,5,-14.036411,-14.1436883,-13.93217175
"Kristoffersen::633",557,5,-14.004014,-14.7143758,-13.37769215
"Kristoffersen::6369",558,5,-7.57883005,-7.68058998,-7.479176975
"Kristoffersen::6370",559,10,-10.1160185,-10.1706339,-10.06065715
"Kristoffersen::6373",560,8,-12.311823,-12.38281,-12.2366904
"Kristoffersen::6421",561,8,-12.4461115,-12.52741155,-12.36875425
"Kristoffersen::6433",562,6,-11.166083,-11.258163,-11.0737855
"Kristoffersen::647",563,13,-6.70270405,-6.775645745,-6.63032484
"Kristoffersen::6475",564,7,-10.625237,-10.69539015,-10.5530046
"Kristoffersen::6478",565,8,-9.21888935,-9.282958075,-9.151171655
"Kristoffersen::6493",566,5,-11.185749,-11.2848141,-11.0902974
"Kristoffersen::6511",567,8,-11.954476,-12.0275153,-11.8795529
"Kristoffersen::6550",568,5,-11.740345,-11.84563625,-11.6352417
"Kristoffersen::6568",569,9,-9.56339945,-9.629182535,-9.497534075
"Kristoffersen::6586",570,5,-9.63446195,-9.71388899,-9.5574542
"Kristoffersen::660",571,5,-9.6015077,-9.85905259,-9.358776685
"Kristoffersen::6636",572,5,-10.245937,-10.3386601,-10.15539465
"Kristoffersen::6683",573,8,-11.094982,-11.162837,-11.02721985
"Kristoffersen::6711",574,7,-13.2465195,-13.32347225,-13.17076375
"Kristoffersen::6765",575,7,-12.7886765,-12.8607508,-12.71879535
"Kristoffersen::6777",576,5,-13.9108135,-14.0761671,-13.74609195
"Kristoffersen::678",577,12,-9.364386,-9.43296442,-9.29851463
"Kristoffersen::6827",578,5,-9.57326595,-9.648517775,-9.499661875
"Kristoffersen::6831",579,6,-10.2682505,-10.344559,-10.1940144
"Kristoffersen::6832",580,7,-11.108534,-11.17576785,-11.0394804
"Kristoffersen::6851",581,7,-10.2091995,-10.2807103,-10.13591065
"Kristoffersen::6860",582,6,-8.2715433,-8.345487845,-8.198486965
"Kristoffersen::6916",583,6,-9.30565315,-9.3809277,-9.22937809
"Kristoffersen::6981",584,5,-11.835338,-11.93341275,-11.73424425
"Kristoffersen::6983",585,5,-11.234718,-11.3263532,-11.1444937
"Kristoffersen::7017",586,6,-8.4530269,-8.526558715,-8.383171615
"Kristoffersen::7071",587,6,-11.1848155,-11.2697833,-11.09137295
"Kristoffersen::7084",588,6,-9.19820115,-9.27999769,-9.117117315
"Kristoffersen::7106",589,7,-9.99176505,-10.06147745,-9.919842955
"Kristoffersen::7136",590,9,-13.521112,-13.597596,-13.4466873
"Kristoffersen::7137",591,6,-9.0900079,-9.16508112,-9.0189729
"Kristoffersen::7172",592,10,-10.689645,-10.7536779,-10.6235851
"Kristoffersen::72",593,8,-11.1787175,-11.442291,-10.92516295
"Kristoffersen::7202",594,5,-6.3647589,-6.468915705,-6.257133045
"Kristoffersen::7261",595,7,-10.2414025,-10.31003255,-10.1669767
"Kristoffersen::7267",596,7,-7.6802191,-7.75590719,-7.60840643
"Kristoffersen::727",597,14,-10.4303,-10.5007532,-10.35929165
"Kristoffersen::7283",598,11,-16.7554325,-16.8586997,-16.6593177
"Kristoffersen::7285",599,6,-8.83741215,-8.90853526,-8.766271325
"Kristoffersen::7287",600,12,-9.3194142,-9.37748204,-9.26068749
"Kristoffersen::7300",601,6,-9.6266617,-9.703781115,-9.550338825
"Kristoffersen::7467",602,5,-10.413708,-10.49280845,-10.33171125
"Kristoffersen::7473",603,7,-12.771024,-12.86355975,-12.6790083
"Kristoffersen::7536",604,8,-10.7994585,-10.8672283,-10.73140865
"Kristoffersen::7542",605,5,-12.3140465,-12.4061613,-12.22470375
"Kristoffersen::7563",606,5,-7.46080105,-7.54287729,-7.37812614
"Kristoffersen::7566",607,12,-8.7640697,-8.820827275,-8.709138665
"Kristoffersen::7632",608,7,-10.760826,-10.8372271,-10.68217625
"Kristoffersen::7682",609,10,-10.714659,-10.77736285,-10.6516685
"Kristoffersen::7702",610,6,-10.3899385,-10.4687991,-10.311351
"Kristoffersen::7719",611,6,-9.6622273,-9.73007095,-9.594739665
"Kristoffersen::7728",612,6,-12.0159825,-12.0907514,-11.9415653
"Kristoffersen::7730",613,5,-11.4047975,-11.50189775,-11.30731025
"Kristoffersen::7736",614,8,-9.6073769,-9.671832545,-9.541636165
"Kristoffersen::7748",615,6,-9.9457789,-10.0217472,-9.867529615
"Kristoffersen::777",616,5,-15.336431,-15.45256645,-15.2199754
"Kristoffersen::78",617,11,-11.029959,-11.11811115,-10.9473132
"Kristoffersen::781",618,5,-9.24903835,-9.33803498,-9.163635295
"Kristoffersen::7816",619,5,-8.03984465,-8.11959746,-7.96074069
"Kristoffersen::7833",620,11,-7.28797035,-7.352674205,-7.221768865
"Kristoffersen::7864",621,6,-12.3448925,-12.4297944,-12.259807
"Kristoffersen::7874",622,5,-10.248624,-10.3375636,-10.1557557
"Kristoffersen::7902",623,8,-11.0689705,-11.13363125,-11.00382
"Kristoffersen::7951",624,6,-7.70464445,-7.777970395,-7.63127733
"Kristoffersen::7952",625,7,-10.2979005,-10.3739294,-10.22020485
"Kristoffersen::7982",626,9,-8.6717806,-8.73878439,-8.603896315
"Kristoffersen::8014",627,6,-10.1958845,-10.2689874,-10.12001645
"Kristoffersen::8041",628,7,-9.8360324,-9.905693885,-9.769423085
"Kristoffersen::8085",629,7,-12.8019985,-12.8832241,-12.71945845
"Kristoffersen::8156",630,5,-7.9109612,-7.998163865,-7.82411148
"Kristoffersen::8157",631,11,-15.882086,-15.97100105,-15.79548905
"Kristoffersen::8214",632,12,-8.41799835,-8.478523285,-8.354057025
"Kristoffersen::8241",633,6,-12.3268655,-12.4281231,-12.22620155
"Kristoffersen::8253",634,5,-8.0720658,-8.15337555,-7.98555904
"Kristoffersen::8269",635,12,-10.7270305,-10.7817062,-10.6736153
"Kristoffersen::8290",636,6,-8.2989209,-8.37783352,-8.218947185
"Kristoffersen::8358",637,7,-12.234963,-12.3285493,-12.1421414
"Kristoffersen::8389",638,6,-8.2928422,-8.368864865,-8.21588784
"Kristoffersen::8398",639,6,-7.3192309,-7.410080715,-7.22870806
"Kristoffersen::8453",640,7,-11.2903485,-11.361248,-11.21973705
"Kristoffersen::8490",641,8,-11.5448075,-11.61266155,-11.47862595
"Kristoffersen::8510",642,9,-11.4475585,-11.50801915,-11.3855061
"Kristoffersen::8549",643,9,-11.1360135,-11.197145,-11.07702055
"Kristoffersen::8555",644,5,-10.836493,-10.9204248,-10.74974415
"Kristoffersen::8577",645,7,-10.171091,-10.23833065,-10.1039827
"Kristoffersen::8578",646,8,-10.181116,-10.24630985,-10.1158269
"Kristoffersen::8581",647,3,-10.4621955,-10.56109195,-10.36020215
"Kristoffersen::8589",648,6,-12.423342,-12.5094965,-12.334524
"Kristoffersen::860",649,12,-4.65716515,-4.740079815,-4.578204595
"Kristoffersen::8607",650,3,-9.34187975,-9.45280992,-9.229298015
"Kristoffersen::8616",651,3,-9.23446745,-9.329902265,-9.139408705
"Kristoffersen::8626",652,9,-9.70769605,-9.77408777,-9.64658627
"Kristoffersen::8631",653,4,-10.8469725,-10.944023,-10.74869925
"Kristoffersen::8651",654,3,-12.222441,-12.3977414,-12.04640325
"Kristoffersen::8664",655,11,-12.147923,-12.20575725,-12.08931265
"Kristoffersen::8671",656,9,-10.564056,-10.62775645,-10.50069475
"Kristoffersen::8677",657,4,-10.9917715,-11.13357925,-10.85530085
"Kristoffersen::8683",658,3,-11.8023125,-11.92767525,-11.68055995
"Kristoffersen::8684",659,4,-8.607149,-8.701892145,-8.505994655
"Kristoffersen::8695",660,3,-10.7204145,-10.85566275,-10.5876654
"Kristoffersen::871",661,13,-12.3130725,-12.3850374,-12.241077
"Kristoffersen::8722",662,5,-8.39535095,-8.488535365,-8.302996695
"Kristoffersen::8726",663,4,-5.0450221,-5.182411065,-4.90699191
"Kristoffersen::8728",664,3,-10.654389,-10.7727004,-10.53663515
"Kristoffersen::8742",665,4,-8.3250189,-8.42009559,-8.229521755
"Kristoffersen::8760",666,3,-8.48472055,-8.594269455,-8.374539315
"Kristoffersen::8763",667,5,-11.864617,-11.9670185,-11.76865425
"Kristoffersen::8764",668,3,-10.620629,-10.74439665,-10.5040102
"Kristoffersen::8789",669,10,-13.721985,-13.78980105,-13.6529696
"Kristoffersen::8790",670,5,-9.27718765,-9.355261165,-9.197761935
"Kristoffersen::8792",671,4,-8.58994775,-8.683781265,-8.49681448
"Kristoffersen::8798",672,4,-8.764516,-8.84425699,-8.683648735
"Kristoffersen::8800",673,3,-10.1183775,-10.22278665,-10.01364475
"Kristoffersen::8801",674,5,-9.1898972,-9.27372072,-9.10669189
"Kristoffersen::8805",675,7,-11.308994,-11.3818267,-11.2365876
"Kristoffersen::8806",676,4,-12.699522,-12.8167126,-12.58869175
"Kristoffersen::8818",677,3,-9.32661415,-9.43583834,-9.21901642
"Kristoffersen::8820",678,10,-10.594039,-10.651411,-10.5345846
"Kristoffersen::8824",679,7,-8.72948525,-8.79503978,-8.66694188
"Kristoffersen::8829",680,8,-10.6781145,-10.7406549,-10.6139543
"Kristoffersen::8831",681,7,-10.43904,-10.5047764,-10.37383115
"Kristoffersen::8849",682,3,-11.5732415,-11.6871807,-11.456292
"Kristoffersen::8867",683,3,-12.287852,-12.40244595,-12.1714144
"Kristoffersen::8869",684,9,-13.8371165,-13.91323205,-13.7647769
"Kristoffersen::8872",685,5,-10.7770405,-10.8500928,-10.7028214
"Kristoffersen::8882",686,3,-10.7542555,-10.87229765,-10.6405322
"Kristoffersen::8885",687,4,-10.094212,-10.1883296,-10.000413
"Kristoffersen::889",688,14,-8.26192695,-8.331633855,-8.19426959
"Kristoffersen::891",689,10,-11.770009,-11.84053255,-11.6988615
"Kristoffersen::8911",690,4,-11.0914205,-11.1892726,-10.99560425
"Kristoffersen::8914",691,3,-12.063594,-12.24218175,-11.8980939
"Kristoffersen::8915",692,4,-8.34014265,-8.428745005,-8.25177261
"Kristoffersen::8921",693,3,-9.3602221,-9.481663955,-9.23508669
"Kristoffersen::8951",694,3,-11.283676,-11.3950765,-11.17188045
"Kristoffersen::8953",695,7,-10.7282465,-10.79427215,-10.6613526
"Kristoffersen::8964",696,8,-9.6349091,-9.700739535,-9.566440845
"Kristoffersen::8973",697,3,-11.0973225,-11.22460615,-10.9663506
"Kristoffersen::8985",698,8,-13.824098,-13.90108905,-13.74872365
"Kristoffersen::90",699,13,-9.58813235,-9.65679239,-9.519337665
"Kristoffersen::9003",700,10,-9.1426858,-9.20874255,-9.077475105
"Kristoffersen::9009",701,4,-7.08971855,-7.194885125,-6.98493375
"Kristoffersen::901",702,5,-10.167592,-10.51608155,-9.831776525
"Kristoffersen::9016",703,3,-9.77665425,-9.882091895,-9.670043125
"Kristoffersen::9030",704,4,-9.7101991,-9.789423415,-9.627734445
"Kristoffersen::9070",705,7,-12.1360435,-12.2156781,-12.05842245
"Kristoffersen::9075",706,4,-7.34442575,-7.46074853,-7.227351575
"Kristoffersen::9079",707,3,-12.071934,-12.2340449,-11.9091657
"Kristoffersen::9083",708,10,-11.144498,-11.2039491,-11.08464765
"Kristoffersen::9084",709,3,-11.171466,-11.2948856,-11.0398927
"Kristoffersen::9088",710,9,-8.1405156,-8.209860925,-8.07318534
"Kristoffersen::9096",711,3,-11.927245,-12.0402083,-11.80907965
"Kristoffersen::9111",712,3,-9.5249813,-9.63961287,-9.407802395
"Kristoffersen::913",713,14,-9.50906995,-9.572522585,-9.443313935
"Kristoffersen::9153",714,3,-8.03714555,-8.142491275,-7.93283958
"Kristoffersen::9154",715,3,-11.0984485,-11.25492365,-10.9436276
"Kristoffersen::9159",716,10,-7.84705825,-7.913587365,-7.78184986
"Kristoffersen::9165",717,3,-12.20347,-12.34796035,-12.05959825
"Kristoffersen::9167",718,3,-9.81934605,-9.92258787,-9.719684295
"Kristoffersen::9173",719,3,-8.771138,-8.867798235,-8.67400745
"Kristoffersen::9177",720,5,-11.305339,-11.3845779,-11.22717305
"Kristoffersen::9187",721,8,-12.244953,-12.30945335,-12.17906945
"Kristoffersen::919",722,13,-10.6819955,-10.7577057,-10.60802035
"Kristoffersen::9195",723,3,-8.5474485,-8.645733515,-8.44998238
"Kristoffersen::9204",724,3,-9.3718627,-9.479535585,-9.25708818
"Kristoffersen::9218",725,5,-12.8131785,-12.9106135,-12.7127377
"Kristoffersen::9267",726,4,-8.78560885,-8.872731285,-8.69961355
"Kristoffersen::9278",727,3,-10.62215,-10.74846025,-10.4938346
"Kristoffersen::9284",728,7,-10.872843,-10.9414309,-10.8023279
"Kristoffersen::9306",729,4,-8.2190523,-8.298146185,-8.140287265
"Kristoffersen::9311",730,3,-13.3268285,-13.4813207,-13.17845505
"Kristoffersen::9314",731,4,-7.85287075,-7.94145995,-7.761356215
"Kristoffersen::9327",732,7,-10.327724,-10.39201375,-10.2643986
"Kristoffersen::9351",733,3,-12.721066,-12.8902701,-12.5521723
"Kristoffersen::939",734,6,-12.5765005,-13.14156195,-12.05869055
"Kristoffersen::9406",735,4,-11.218363,-11.31240835,-11.12338705
"Kristoffersen::9424",736,5,-11.958808,-12.05258425,-11.865294
"Kristoffersen::9436",737,4,-10.8259255,-10.9130291,-10.7361029
"Kristoffersen::9442",738,4,-9.7004555,-9.78784368,-9.613416735
"Kristoffersen::945",739,11,-10.1349145,-10.20718755,-10.06377525
"Kristoffersen::9454",740,4,-10.1363435,-10.230592,-10.04666345
"Kristoffersen::9456",741,3,-8.2191343,-8.323048025,-8.11441151
"Kristoffersen::9460",742,3,-9.78687315,-9.89440851,-9.67598536
"Kristoffersen::9493",743,6,-10.290316,-10.3634151,-10.21498775
"Kristoffersen::9528",744,6,-9.6674908,-9.741197625,-9.59492807
"Kristoffersen::9549",745,4,-15.7375035,-15.8609516,-15.61202415
"Kristoffersen::9550",746,3,-10.9244395,-11.02195545,-10.82730255
"Kristoffersen::9566",747,3,-8.6325063,-8.73147963,-8.533929885
"Kristoffersen::9611",748,4,-11.3735595,-11.4685496,-11.2749303
"Kristoffersen::9617",749,3,-13.1428645,-13.28383395,-13.00330345
"Kristoffersen::9648",750,3,-5.4447708,-5.578386065,-5.3066098
"Kristoffersen::9659",751,5,-8.70735425,-8.781268245,-8.629043535
"Kristoffersen::967",752,11,-12.50796,-12.58705135,-12.4317689
"Kristoffersen::9672",753,4,-8.66490305,-8.759559005,-8.56978976
"Kristoffersen::9674",754,3,-6.86795695,-7.003205315,-6.72848659
"Kristoffersen::9683",755,4,-8.22408925,-8.31039543,-8.1394101
"Kristoffersen::9684",756,4,-8.37359905,-8.464152125,-8.28325222
"Kristoffersen::9688",757,9,-10.8151955,-10.87856415,-10.7504888
"Kristoffersen::969",758,9,-11.903157,-12.0117386,-11.7950471
"Kristoffersen::9713",759,4,-11.4559685,-11.5703873,-11.3433256
"Kristoffersen::9717",760,6,-9.144769,-9.211826925,-9.077903445
"Kristoffersen::9731",761,4,-10.6408025,-10.7326231,-10.54353325
"Kristoffersen::9734",762,4,-8.47278975,-8.558498965,-8.38951025
"Kristoffersen::9744",763,3,-9.3867866,-9.50003311,-9.27908358
