"ckey","ii","n_admins","xi_median","xi_q5","xi_q95","kappa_median","kappa_q5","kappa_q95"
"Tsuji::S0477",35,3,-10.806713,-11.3969378,-10.2574592,11.717322,7.44412415,16.7022121
"Tsuji::S0513",36,3,-7.5460057,-7.903552625,-7.19333972,13.7682485,11.0625805,16.74034145
"Tsuji::S0527",37,3,-9.03006515,-9.357085005,-8.717634405,15.4866885,12.23853135,18.9909599
"Tsuji::S0559",38,3,-8.73377295,-9.0310518,-8.466516795,15.8401025,12.46790505,19.88736505
"Tsuji::S0577",39,3,-10.4632265,-11.22490405,-9.76098568,8.1037031,4.250682205,12.51975325
"Tsuji::S0606",40,3,-7.40583725,-7.62296402,-7.195007575,29.9263635,25.12361035,35.82211925
"Tsuji::S0655",41,3,-11.0444295,-12.01346545,-10.14874845,12.1988575,6.76323999,18.87448125
"Tsuji::S0674",42,3,-7.0829415,-7.28393578,-6.88830625,30.271112,24.8677519,37.13211635
"Tsuji::S0770",43,3,-8.11010605,-8.552707425,-7.664627995,15.592797,12.04010105,19.7524341
"Tsuji::U0001",44,3,-9.5783332,-9.95216934,-9.22521585,11.758968,8.68065827,15.12645275
"Tsuji::U0002",45,3,-10.4838155,-11.0143571,-10.017447,5.09071215,2.631472885,7.78856984
"Tsuji::U0003",46,3,-11.3140035,-12.01578825,-10.70013745,18.6682345,12.2868106,26.1162492
"Tsuji::U0004",47,3,-15.73518,-18.1506588,-13.9163654,15.2602935,5.72874104,25.3309409
"Tsuji::U0005",48,3,-8.18680935,-8.42953189,-7.9357207,13.385972,11.0145162,15.98195305
"Tsuji::U0006",49,3,-10.0751955,-10.55876215,-9.64340445,18.365521,13.32360485,25.0116744
"Tsuji::U0007",50,3,-11.7873965,-12.5619174,-11.1067803,10.926219,5.41211672,17.0281705
"Tsuji::U0009",51,3,-8.413873,-8.689506195,-8.1463687,15.340314,12.4348614,18.4782903
"Tsuji::U0011",52,3,-10.5082545,-11.0462241,-10.0302228,13.1989705,8.97067729,18.15723245
"Tsuji::U0012",53,3,-15.7434055,-18.22240485,-13.9965959,15.0606725,5.36517382,25.481806
"Tsuji::U0013",54,3,-12.267102,-13.24268775,-11.4616418,17.8171,10.8063362,26.0459166
"Tsuji::U0014",55,3,-12.698641,-13.77691375,-11.76994355,14.028885,7.138272455,21.93797125
"Tsuji::U0015",56,3,-11.0664965,-11.7368451,-10.50562835,8.46048315,4.93118364,12.75783545
"Tsuji::U0016",57,3,-11.4834455,-12.2269005,-10.82611295,15.1306765,9.503314965,21.78147155
"Tsuji::U0017",58,3,-12.2543385,-13.71904195,-11.007035,18.856113,10.69599845,28.2856637
"Tsuji::U0018",59,3,-8.99231865,-9.31560275,-8.683112865,12.672725,9.93691403,15.75911255
"Tsuji::U0019",60,3,-11.0512605,-12.0890489,-10.07469245,18.1932575,11.1806078,26.09098505
"Tsuji::U0020",61,3,-10.683174,-11.2777085,-10.1899176,8.7143576,5.601760575,12.3312942
"Tsuji::U0021",62,3,-13.9268955,-15.46766595,-12.6965263,14.4989965,6.348859155,23.5412955
"Tsuji::U0023",63,3,-14.2817275,-15.9779191,-12.92038935,16.847231,8.61577543,26.55510255
"Tsuji::U0025",64,3,-11.599561,-12.39640005,-10.920512,13.6661785,8.42553832,20.23021995
"Tsuji::U0026",65,3,-10.8583305,-11.75313075,-10.04507065,11.2411885,6.460680195,16.60548775
"Tsuji::U0027",66,3,-7.7374879,-8.22377435,-7.235686735,22.330945,17.29611755,28.2335998
"Tsuji::U0028",67,3,-14.9785475,-17.5901823,-12.94493865,16.900214,7.15539302,26.99054945
"Tsuji::U0029",68,3,-9.09555725,-9.42612789,-8.79261129,17.723888,13.8418447,22.32775595
"Tsuji::U0030",69,3,-7.4959449,-7.78723231,-7.20951445,8.7746485,7.22940192,10.4498039
"Tsuji::U0031",70,3,-10.742891,-11.7312103,-9.896426095,13.6745695,8.042565435,19.92082965
"Tsuji::U0032",71,3,-11.277556,-12.01494575,-10.64696055,6.2140961,3.046141645,9.6627431
"Tsuji::U0033",72,3,-10.2016845,-11.0702007,-9.373980545,18.3845965,12.1418662,25.7594434
"Tsuji::U0034",73,3,-9.63038355,-10.02619195,-9.269236385,11.4724375,8.44377331,14.95136345
"Tsuji::U0035",74,3,-15.0524385,-17.5780998,-12.97173195,17.089897,7.42589127,27.4788754
"Tsuji::U0036",75,3,-9.9015405,-10.5892724,-9.271478205,11.7116735,7.76503099,16.43138405
"Tsuji::U0037",76,3,-9.70698415,-10.12749265,-9.30712363,15.2835285,11.2806431,19.79719545
"Tsuji::U0038",77,3,-11.6084855,-12.91031635,-10.4508094,20.5684775,12.25026385,30.21260805
"Tsuji::U0039",78,3,-11.855699,-12.7276536,-11.1310435,16.1231205,9.921995275,23.43086545
"Tsuji::U0040",79,3,-10.219522,-10.6949336,-9.79097418,9.93664675,6.576659975,13.89864245
"Tsuji::U0041",80,3,-11.8541565,-13.19377475,-10.6414067,19.640549,11.9345579,28.77317375
"Tsuji::U0043",81,3,-11.050604,-12.0313498,-10.1891307,12.79825,7.427342145,18.83415795
"Tsuji::U0044",82,3,-3.83583215,-4.048309945,-3.605432875,17.692686,16.42554175,19.1103353
"Tsuji::U0045",83,3,-7.73547455,-8.17818557,-7.286397015,19.13053,15.08994935,23.6035964
"Tsuji::U0046",84,3,-9.45401815,-9.84296033,-9.100112515,12.0952935,9.00909523,15.5761714
"Tsuji::U0047",85,3,-13.893794,-15.31587035,-12.6321913,10.2624965,3.051649055,18.0081407
"Tsuji::U0054",86,3,-11.2959705,-12.0138161,-10.6569398,12.6008095,7.922238535,18.2222757
"Tsuji::U0055",87,3,-11.783378,-12.6107536,-11.04466005,21.01039,13.56140925,29.54171755
"Tsuji::U0056",88,3,-8.99578285,-9.327012555,-8.696355065,19.0708735,15.0202541,23.71946915
"Tsuji::U0057",89,3,-11.5585965,-12.35743995,-10.87247145,18.640609,12.1111748,26.69282045
"Tsuji::U0058",90,3,-4.47581175,-4.68017252,-4.267502925,24.488386,22.6949385,26.48726985
"Tsuji::U0059",91,3,-6.88761315,-7.07873364,-6.69502611,27.791479,23.71084255,32.4422515
"Tsuji::U0061",92,3,-9.7690275,-10.1664832,-9.397843125,15.686613,11.48927525,20.6790217
"Tsuji::U0062",93,3,-9.12520655,-9.47182894,-8.821441355,19.965345,15.5517904,25.24223175
"Tsuji::U0063",94,3,-11.847589,-12.664828,-11.137272,7.2896271,3.089774325,11.92307475
"Tsuji::U0064",95,3,-8.9293054,-9.255499435,-8.631629875,10.4322325,8.13033073,13.080227
"Tsuji::U0065",96,3,-12.4124015,-13.6817026,-11.2292162,11.495366,4.873355475,19.3285174
