"ckey","ii","n_admins","xi_median","xi_q5","xi_q95","kappa_median","kappa_q5","kappa_q95"
"Thal::E0002",1,3,-9.8506829,-10.16569195,-9.55687436,11.087714,10.38860195,11.8209254
"Thal::E0004",2,3,-9.4697109,-9.798189145,-9.17368206,13.503681,12.74954775,14.2953203
"Thal::E0005",3,3,-7.9202089,-8.11481622,-7.73209236,11.741699,11.20157645,12.3390564
"Thal::E0008",4,3,-11.6713745,-12.00057005,-11.37734405,-0.173651895,-1.161624775,0.812774253
"Thal::E0010",5,3,-10.2783745,-10.63020885,-9.932199665,11.418614,10.61343485,12.2780804
"Thal::E0011",6,3,-10.290166,-10.6641957,-9.9641141,11.2345275,10.45037205,12.1060417
"Thal::E0013",7,3,-7.811296,-8.0047864,-7.63182504,12.365482,11.7779407,12.95515435
"Thal::E0015",8,4,-8.1923088,-8.34886988,-8.035938475,11.762225,11.24119195,12.28165835
"Thal::E0019",9,3,-9.2810996,-9.58863396,-8.99981573,13.139554,12.4182799,13.88423425
"Thal::E0020",10,3,-9.41453,-9.646580835,-9.18935377,8.47376335,7.90486897,9.069674485
"Thal::E0022",11,3,-6.29278495,-6.50239431,-6.073642265,15.757549,14.7118466,16.9570142
"Thal::E0023",12,3,-8.8854098,-9.12742975,-8.652745535,10.934048,10.3388207,11.5428495
"Thal::E0025",13,3,-8.35528475,-8.59126611,-8.139671325,16.0871175,15.26115725,16.93247695
"Thal::E0028",14,3,-6.49986015,-6.64747788,-6.348704605,11.0663595,10.50593865,11.6358198
"Thal::E0030",15,3,-7.5130328,-7.66577761,-7.36037485,9.2893925,8.82735263,9.72384965
"Thal::E0032",16,3,-11.62563,-12.23003795,-11.0796517,13.65612,12.39285705,15.06391915
"Thal::E0033",17,3,-11.0413405,-11.5641746,-10.5619917,14.810887,13.70425585,16.0519189
"Thal::E0036",18,3,-8.9827832,-9.24237575,-8.72994389,12.3923675,11.73199815,13.034398
