"ckey","ii","n_admins","xi_median","xi_q5","xi_q95","kappa_median","kappa_q5","kappa_q95"
"Marchman::1",1,3,-8.01907275,-8.227633725,-7.81504002,7.29812985,5.69339636,8.96610887
"Marchman::10",2,3,-10.759178,-11.0485783,-10.4818412,4.3064316,3.064023965,5.647252435
"Marchman::101",3,3,-9.791612,-10.0358676,-9.564847105,14.8878985,11.2950246,18.9764386
"Marchman::105",4,3,-10.281161,-10.5363273,-10.04323345,7.34827695,5.09071903,9.89032619
"Marchman::107",5,3,-11.1684255,-11.61325045,-10.75751785,10.2624785,5.78281564,16.91609505
"Marchman::108",6,3,-7.01219275,-7.19940753,-6.82968127,56.756845,50.17807495,64.17345355
"Marchman::109",7,3,-6.92153375,-7.11250232,-6.737791555,46.937445,41.28796405,52.98844035
"Marchman::11",8,3,-10.6123435,-10.95029935,-10.2896873,22.6205625,17.4744322,28.495061
"Marchman::118",9,3,-9.1570796,-9.4305423,-8.90537231,7.82989245,5.91662397,9.90715663
"Marchman::119",10,3,-6.675964,-6.821847095,-6.52643888,13.9935505,12.32318945,15.7749071
"Marchman::12",11,3,-8.8650787,-9.047231245,-8.684731725,6.7237845,6.044319675,7.43933959
"Marchman::13",12,3,-8.42942675,-8.619581275,-8.24330214,16.3180325,14.5293738,18.15549925
"Marchman::16",13,3,-11.2886445,-11.62315745,-10.9828938,20.430689,14.4699354,26.9611502
"Marchman::17",14,3,-10.134019,-10.45733155,-9.83421772,14.383248,10.46307265,19.73850335
"Marchman::18",15,3,-10.481298,-10.82726865,-10.17352685,9.2415013,6.569311545,12.83365115
"Marchman::19",16,3,-7.70476755,-7.905640675,-7.512566,18.477666,17.06566335,19.8276887
"Marchman::21",17,3,-8.67025605,-8.830243935,-8.518330495,3.2718874,2.85446827,3.73134978
"Marchman::24",18,3,-8.57274045,-8.7181911,-8.43131363,2.17002335,1.74616135,2.613640205
"Marchman::27",19,3,-8.97993855,-9.16240488,-8.805301845,4.24926305,3.780798095,4.73536226
"Marchman::28",20,3,-11.1816035,-11.5999494,-10.8209213,11.729712,9.238233725,14.49335825
"Marchman::30",21,3,-9.9689784,-10.268067,-9.698466935,25.6353585,23.000742,28.53107945
"Marchman::31",22,3,-8.18713525,-8.40935944,-7.950733045,11.8921185,11.23435055,12.57248825
"Marchman::33",23,3,-9.90158355,-10.114227,-9.704651795,3.6750132,2.25630866,5.1153546
"Marchman::34",24,3,-11.7409485,-12.18997515,-11.3382683,4.22829885,3.049249905,5.46228286
"Marchman::35",25,3,-7.9000049,-8.06733319,-7.742720425,7.90496905,7.360569955,8.48634399
"Marchman::40",26,3,-6.9475545,-7.0839311,-6.80851833,14.215461,12.84435205,15.64377305
