"ckey","ii","n_admins","xi_median","xi_q5","xi_q95","slope_median","slope_q5","slope_q95"
"Thal::E0149",77,3,-11.660584,-12.26673045,-11.15619185,0.67130191,0.6195000775,0.7310438415
"Thal::E0157",78,3,-8.188071,-8.358820535,-8.018383895,0.50032077,0.4772931075,0.52379627
"Thal::E0158",79,3,-8.442878,-8.677217815,-8.21811291,0.76697205,0.7281480155,0.8066497815
"Thal::E0160",80,3,-6.90704675,-7.065259065,-6.745898565,0.56486514,0.5339917785,0.598404121
"Thal::E0162",81,3,-8.60394045,-8.78972645,-8.422657155,0.50865364,0.4859849695,0.5321395385
"Thal::E0166",82,3,-7.22628945,-7.39697475,-7.05931874,0.64644147,0.61327126,0.681369216
"Thal::E0168",83,3,-11.374597,-11.8025334,-10.9748362,0.565316505,0.524129192,0.6100599175
"Thal::E0170",84,3,-8.49063285,-8.652374755,-8.334435255,0.35274698,0.3331467465,0.3728986345
"Thal::E0171",85,3,-8.16051115,-8.347174965,-7.98359297,0.594134385,0.5688037785,0.6210125455
"Thal::E0175",86,3,-11.5035695,-12.0545081,-11.03078275,0.617268425,0.568452044,0.673793885
"Thal::E0176",87,3,-10.7898915,-11.2244688,-10.4117074,0.660583805,0.6204352285,0.705343277
"Thal::E0177",88,3,-5.41638905,-5.54708165,-5.287506165,0.435904475,0.4093078205,0.464237464
"Thal::E0185",89,3,-11.7942265,-12.5912919,-11.1645803,0.913801475,0.8480713755,0.996637826
"Thal::E0186",90,3,-8.1421647,-8.32750967,-7.972667065,0.553760225,0.5300131725,0.5787251915
"Thal::E0187",91,3,-7.8315358,-8.09176294,-7.562612555,0.887201015,0.8255084995,0.9607469745
"Thal::E0188",92,3,-10.563587,-11.0413743,-10.1149268,0.90568647,0.85635333,0.961684617
"Thal::E0190",93,3,-9.0293115,-9.44106631,-8.626046725,1.08665365,1.00149758,1.19252961
"Thal::E0192",94,3,-9.79447895,-10.01255405,-9.58953572,0.33046048,0.3061776755,0.354575905
"Thal::E0193",95,3,-8.7617029,-8.94642956,-8.57994926,0.467205075,0.4448098365,0.490331302
"Thal::E0195",96,3,-9.353119,-9.56824837,-9.14390789,0.453338135,0.4299879505,0.4779280705
"Thal::E0196",97,3,-8.3180147,-8.457031945,-8.17589281,0.24877871,0.230340184,0.267059024
"Thal::E0198",98,3,-8.61160905,-8.82677163,-8.415710505,0.62591689,0.599011719,0.6528424325
"Thal::E0199",99,3,-9.81551965,-10.0618717,-9.587220555,0.425555785,0.3992209865,0.4527961265
"Thal::E0200",100,3,-10.0275835,-10.3307159,-9.757546525,0.55311273,0.524208994,0.586721377
"Thal::E0201",101,3,-10.8280655,-11.17038565,-10.52287935,0.39894409,0.3660547115,0.435590289
"Thal::E0206",102,3,-7.54204915,-7.727469195,-7.36248196,0.669879235,0.6362155985,0.7048255925
"Thal::E0209",103,3,-9.3385159,-9.54497687,-9.13650535,0.429405695,0.4070155445,0.452404151
"Thal::E0210",104,3,-11.2097605,-11.7144871,-10.75117235,0.70549385,0.65683437,0.757379836
"Thal::E0211",105,3,-10.56396,-11.07966085,-10.1074644,0.90261373,0.8522683785,0.956383997
"Thal::E0212",106,3,-10.987356,-11.3483432,-10.66326185,0.445268315,0.4111239915,0.4839163455
"Thal::E0213",107,3,-9.344298,-9.616254675,-9.09090722,0.68107675,0.6491736785,0.7135805375
"Thal::E0216",108,3,-6.1903325,-6.371739605,-5.984336735,0.694554915,0.6477291495,0.7489754495
"Thal::E0217",109,3,-11.548853,-11.96446625,-11.176255,0.4011176,0.3603291805,0.443905523
"Thal::E0218",110,3,-6.179489,-6.36115044,-5.98442267,0.665910105,0.619645556,0.716533825
"Thal::E0219",111,3,-8.02470465,-8.200626915,-7.849488335,0.567660755,0.54225999,0.593160087
"Thal::E0220",112,3,-5.9904675,-6.20841859,-5.74222541,0.76209247,0.6977335845,0.8377195985
"Thal::E0222",113,3,-11.024016,-11.5254051,-10.5871424,0.699877015,0.655281008,0.7526772165
"Thal::E0225",114,3,-12.458326,-12.94653675,-12.0250556,0.25901019,0.210648346,0.3108643825
"Thal::E0226",115,3,-9.8095405,-10.09524805,-9.547197415,0.616793035,0.5871118375,0.6490955185
"Thal::E0227",116,3,-9.47158725,-9.761464805,-9.203498375,0.70064516,0.669309385,0.7353839205
"Thal::E0229",117,3,-7.1479788,-7.444956575,-6.82299328,0.941452195,0.8514309605,1.04736278
"Thal::E0230",118,3,-10.0991065,-10.3950602,-9.808529435,0.567785475,0.5365039835,0.6004999755
"Thal::E0231",119,3,-7.10450395,-7.24394086,-6.96190781,0.48527641,0.4629960695,0.509389764
"Thal::E0232",120,3,-9.8666588,-10.20178745,-9.560524115,0.694313415,0.6597315255,0.7315353475
"Thal::E0236",121,3,-9.48892675,-9.736572595,-9.25845349,0.53810512,0.511807595,0.56589226
"Thal::E0242",122,3,-10.2478445,-10.5163455,-9.98754993,0.422631605,0.3935894215,0.451463221
"Thal::E0245",123,3,-8.3452809,-8.55132336,-8.159614155,0.628199705,0.600381338,0.655779139
"Thal::E0246",124,3,-10.6886195,-11.01989775,-10.39263335,0.439084175,0.4079346155,0.474038232
"Thal::E0248",125,3,-11.1959805,-11.54581165,-10.85503105,0.38644992,0.349804127,0.422983622
"Thal::E0250",126,3,-10.289544,-10.68817475,-9.945055975,0.74277667,0.703641865,0.7866112305
"Thal::E0251",127,3,-10.0344015,-10.3047282,-9.77917487,0.502056825,0.4732793375,0.530699926
"Thal::E0252",128,3,-7.88194975,-8.07420396,-7.698071505,0.64900012,0.6189542385,0.679301216
"Thal::E0253",129,3,-9.0788741,-9.35214381,-8.8124775,0.78161535,0.744846078,0.819739444
"Thal::E0255",130,3,-11.3460505,-11.66461825,-11.05938475,0.20610252,0.172185873,0.2405756235
"Thal::E0258",131,3,-9.107359,-9.342131155,-8.887868465,0.605817185,0.578604941,0.6335034445
"Thal::E0264",132,3,-8.80469495,-9.018281905,-8.606521285,0.56472923,0.539482364,0.5913006995
"Thal::E0266",133,3,-9.83366835,-10.10721865,-9.58871375,0.50071733,0.4729199435,0.5306214505
"Thal::E0267",134,3,-10.6256935,-10.9748861,-10.3125074,0.4950058,0.4612510465,0.531893777
"Thal::E0269",135,3,-8.06123025,-8.2681979,-7.86377045,0.71107386,0.676756841,0.7471024685
"Thal::E0270",136,3,-7.40417195,-7.58039941,-7.230976295,0.688362515,0.6522780185,0.7264435195
"Thal::E0273",137,3,-8.77186685,-8.953734975,-8.590734745,0.406190695,0.3856114945,0.4276774325
"Thal::E0275",138,3,-10.453563,-10.9441197,-10.03873515,0.869126645,0.820920126,0.918945694
"Thal::E0276",139,3,-10.734144,-11.1272148,-10.3941079,0.570784815,0.5345464355,0.61228336
"Thal::E0277",140,3,-7.4572757,-7.652037285,-7.260303035,0.71976475,0.6807658785,0.7614485645
"Thal::E0279",141,3,-9.77138115,-10.0832138,-9.473929175,0.759364545,0.723450675,0.797807878
"Thal::E0281",142,3,-8.1017629,-8.310854615,-7.89971673,0.710375595,0.6772178825,0.744800447
"Thal::E0282",143,3,-9.51568385,-9.73328521,-9.305941855,0.41645885,0.3930725845,0.4413191085
"Thal::E0283",144,3,-9.93065315,-10.16295005,-9.71848024,0.34152291,0.31728777,0.3675599025
"Thal::E0286",145,3,-9.4766557,-9.912131065,-9.074236245,1.10625275,1.0286751,1.20628702
"Thal::E0287",146,3,-8.20052775,-8.363122185,-8.04459129,0.428431815,0.4078072795,0.4494159495
"Thal::E0291",147,3,-9.35814105,-9.60297184,-9.121843985,0.570779645,0.542454462,0.5999234325
"Thal::E0295",148,3,-9.743059,-9.98255371,-9.50836172,0.455680845,0.429716237,0.4825055485
"Thal::E0296",149,3,-8.1055053,-8.28369024,-7.935936595,0.55433052,0.5301050235,0.579501369
"Thal::E0297",150,3,-8.2422676,-8.45671081,-8.030183255,0.7025255,0.670046302,0.7362921955
"Thal::E0299",151,3,-9.7174557,-10.03823905,-9.398705135,0.789546345,0.75229071,0.827851067
"Thal::E0300",152,3,-9.0135891,-9.246109955,-8.801152425,0.573787635,0.5479645735,0.6016523385
"Thal::E0301",153,3,-10.5578025,-10.93089325,-10.22416325,0.575113705,0.540451179,0.615855704
"Thal::E0302",154,3,-9.63945065,-9.905365075,-9.387373745,0.56763702,0.539189326,0.5974730495
"Thal::E0307",155,3,-8.72733525,-8.938483925,-8.52408493,0.629513545,0.602652541,0.6583372955
"Thal::E0309",156,3,-9.6042032,-9.83991772,-9.374243065,0.442743925,0.417380663,0.4690142945
"Thal::E0310",157,3,-8.736909,-8.925140455,-8.5469042,0.48342097,0.4603182325,0.5060700105
"Thal::E0311",158,3,-9.6461798,-10.1677823,-9.18250486,1.1524697,1.06355585,1.274664925
"Thal::E0312",159,3,-7.4575604,-7.633302855,-7.28313804,0.642669015,0.610984273,0.675628633
"Thal::E0313",160,3,-8.23719905,-8.39639326,-8.083569255,0.40738425,0.3868224115,0.4283750645
"Thal::E0314",161,3,-9.6042904,-9.82711255,-9.3841161,0.478868375,0.453184861,0.504986608
"Thal::E0315",162,3,-10.322539,-10.588418,-10.0780614,0.361897935,0.335700145,0.390810856
"Thal::E0317",163,3,-7.5023945,-7.640183575,-7.363396835,0.42003434,0.3999394125,0.4407129055
"Thal::E0320",164,3,-11.4051975,-11.93995115,-10.94046325,0.653386425,0.605408945,0.708127548
"Thal::E0321",165,3,-10.69082,-11.0023398,-10.4107569,0.38086684,0.349263091,0.41385881
"Thal::E0322",166,3,-7.42358025,-7.712999585,-7.09217173,0.971228165,0.8832850535,1.08462628
"Thal::E0324",167,3,-8.5750493,-8.77902334,-8.38566803,0.584991515,0.559199781,0.611755104
"Thal::E0325",168,3,-9.59253375,-9.844931955,-9.34131862,0.63105575,0.6006581805,0.660485239
"Thal::E0326",169,3,-10.772648,-11.17219415,-10.4253301,0.604953205,0.5677736815,0.646550291
"Thal::E0327",170,3,-11.262423,-11.761833,-10.818292,0.646605115,0.6008736535,0.698049412
"Thal::E0332",171,3,-9.4071651,-9.68599173,-9.14291806,0.694804,0.66224855,0.728928845
"Thal::E0336",172,3,-10.0883095,-10.41974735,-9.77180056,0.669146615,0.634047515,0.706167236
"Thal::E0337",173,3,-8.82485765,-9.02844359,-8.629150945,0.55058077,0.526127149,0.57685035
"Thal::E0340",174,3,-8.8731101,-9.103492685,-8.66401276,0.58545587,0.559207156,0.6141383795
"Thal::E0341",175,3,-11.734404,-12.13547975,-11.35492655,0.296152165,0.256253666,0.33998363
"Thal::E0342",176,3,-8.62054305,-8.843102245,-8.402388245,0.709091915,0.677380904,0.741723794
"Thal::E0343",177,3,-8.8423792,-9.05640024,-8.642967655,0.560777335,0.535165902,0.587133525
"Thal::E0344",178,3,-10.7699425,-11.07405685,-10.49732685,0.346917935,0.315363671,0.380006467
"Thal::E0348",179,3,-10.437179,-10.77939395,-10.1145552,0.576876285,0.543732355,0.6143369285
"Thal::E0351",180,3,-9.4834975,-9.711032125,-9.2639847,0.480708265,0.456310055,0.506841017
"Thal::E0352",181,3,-6.3688226,-6.54681484,-6.185705465,0.678799245,0.6349776045,0.7294296845
"Thal::E0353",182,3,-7.9489388,-8.130202625,-7.77571963,0.58800737,0.562068304,0.61466712
"Thal::E0356",183,3,-5.3353455,-5.513987085,-5.160741605,0.59518028,0.5517663415,0.6442175575
"Thal::E0357",184,3,-8.56624315,-8.754400605,-8.37733817,0.53686036,0.5122464015,0.5608114415
"Thal::E0358",185,3,-9.56988975,-9.86897022,-9.290719595,0.69009256,0.6566133165,0.725586902
"Thal::E0359",186,3,-5.240114,-5.643638255,-4.84021967,1.2823092,1.13397799,1.43877709
"Thal::E0360",187,3,-8.6952816,-8.87814508,-8.519318445,0.45395072,0.430835272,0.4766285805
"Thal::E0361",188,3,-8.46290515,-8.64088847,-8.28886141,0.49846786,0.4761079555,0.521205017
"Thal::E0365",189,3,-11.052242,-11.38336715,-10.73614055,0.379854925,0.346727628,0.416792511
"Thal::E0368",190,3,-7.2707768,-7.439798525,-7.103338635,0.659444255,0.624557911,0.6942696895
"Thal::E0370",191,3,-8.0861975,-8.28492941,-7.886792465,0.695276135,0.6624376155,0.729849556
"Thal::E0371",192,3,-7.02380605,-7.165933145,-6.88267332,0.53236919,0.507091703,0.5580673075
"Thal::E0375",193,3,-8.77978205,-8.98618214,-8.583925815,0.58638883,0.5606294625,0.613209044
"Thal::E0376",194,3,-10.2165475,-10.5394088,-9.92049759,0.58325114,0.5516709935,0.618058722
"Thal::E0378",195,3,-8.810631,-9.03330215,-8.603453255,0.61261746,0.5857344735,0.641468547
"Thal::E0380",196,3,-9.4822077,-9.733619835,-9.24251227,0.56645233,0.537605096,0.595539109
"Thal::E0382",197,3,-9.74879395,-10.0315054,-9.491467595,0.60200637,0.572280619,0.634526892
"Thal::E0383",198,3,-9.2686205,-9.53367183,-9.0177577,0.64911888,0.6184449155,0.6803185435
"Thal::E0385",199,3,-8.3784348,-8.534495205,-8.226742865,0.36788047,0.34797826,0.3875579335
"Thal::E0387",200,3,-11.02101,-11.5636574,-10.5511591,0.821928605,0.7719506215,0.8802713885
"Thal::E0388",201,3,-9.51883275,-9.74992333,-9.29971778,0.47238692,0.446810515,0.4983892805
"Thal::E0389",202,3,-10.1057965,-10.38756145,-9.842220365,0.518751705,0.48873464,0.549087979
"Thal::E0391",203,3,-5.98343695,-6.282232985,-5.64922041,0.953376575,0.848500802,1.063353595
"Thal::E0392",204,3,-6.98778705,-7.127638125,-6.855548495,0.47657378,0.452902436,0.5016382895
"Thal::E0393",205,3,-9.6880216,-9.95420113,-9.439399635,0.55448141,0.5261990365,0.58520157
"Thal::E0396",206,3,-6.89523225,-7.03096322,-6.76075868,0.46570189,0.4431691335,0.488504488
"Thal::E0397",207,3,-7.3624257,-7.529961935,-7.201921465,0.604512855,0.5753707665,0.6333305355
"Thal::E0398",208,3,-6.59106785,-6.734559035,-6.447638615,0.5283063,0.501202794,0.5570157775
"Thal::E0399",209,3,-11.0212545,-11.3843183,-10.69774945,0.416625415,0.3821010595,0.4544640475
"Thal::E0400",210,3,-11.0014405,-11.4156893,-10.6448636,0.50932726,0.4706389125,0.5514839935
"Thal::E0401",211,3,-5.33134055,-5.473630085,-5.177800425,0.51810923,0.4823769035,0.557373865
"Thal::E0403",212,3,-7.3219429,-7.427856265,-7.2165706,0.0588365065,0.0428634257,0.074843159
"Thal::E0404",213,3,-5.1853653,-5.35210309,-5.00925876,0.554045575,0.51283301,0.601162593
"Thal::E0405",214,3,-10.0932075,-10.2955546,-9.89404919,0.15891929,0.135060804,0.1842943705
"Thal::E0407",215,3,-9.63003055,-9.906304485,-9.372059475,0.629168715,0.5983640625,0.6606502425
"Thal::E0408",216,3,-8.94618635,-9.154601535,-8.742036875,0.560813555,0.535322986,0.5859911765
"Thal::E0409",217,3,-7.9097016,-8.06119546,-7.7656246,0.411673155,0.392073758,0.4317915385
"Thal::E0412",218,3,-9.42568545,-9.71762552,-9.15078564,0.723713215,0.6894287225,0.7576774485
"Thal::E0413",219,3,-7.8784161,-8.080259235,-7.68216261,0.76334389,0.723946407,0.8056299335
"Thal::E0415",220,3,-11.324481,-11.73714825,-10.9403577,0.46945056,0.4285837885,0.5125651035
"Thal::E0419",221,3,-7.59312505,-7.9258614,-7.213592285,1.0142325,0.9191823165,1.147779215
"Thal::E0422",222,3,-10.333007,-10.64365225,-10.04011655,0.50781299,0.4762060215,0.5416225785
"Thal::E0423",223,3,-10.6350415,-10.93226795,-10.34971025,0.393644145,0.3627387465,0.4254189455
"Thal::E0425",224,3,-9.74609995,-10.11948195,-9.42704064,0.82392146,0.7833399575,0.8672364865
"Thal::E0428",225,3,-9.0377648,-9.2690088,-8.820280695,0.60125371,0.574412375,0.63040265
"Thal::E0429",226,3,-9.85124735,-10.1452318,-9.571597795,0.59636518,0.565473577,0.6281792415
"Thal::E0430",227,3,-7.0670995,-7.198446585,-6.93169553,0.43750606,0.417101696,0.459704792
"Thal::E0432",228,3,-10.098778,-10.3725331,-9.839229905,0.44410536,0.415189815,0.4739611425
"Thal::E0434",229,3,-7.9122291,-8.09733682,-7.73358229,0.64361487,0.613333724,0.6753663085
"Thal::E0435",230,3,-7.0665166,-7.21166508,-6.92854465,0.527321605,0.5018215165,0.554074075
"Thal::E0436",231,3,-8.8014895,-8.998574305,-8.604393185,0.52906448,0.504588438,0.5535342735
"Thal::E0437",232,3,-7.8140985,-7.972113545,-7.661155485,0.49973739,0.477760639,0.5222423605
"Thal::E0439",233,3,-9.31789215,-9.53038872,-9.118684785,0.40721197,0.3841728035,0.4319950865
"Thal::E0440",234,3,-8.0944205,-8.256238275,-7.93767275,0.47721202,0.4555615425,0.5012755085
"Thal::E0441",235,3,-8.50922055,-8.676244855,-8.355106185,0.404204505,0.3838138035,0.424330931
"Thal::E0445",236,3,-5.45580835,-5.65511586,-5.22393441,0.694729015,0.6358390475,0.76042926
"Thal::E0446",237,3,-6.53710955,-6.698826145,-6.374079975,0.61250774,0.578791293,0.6503344025
"Thal::E0451",238,3,-8.33757505,-8.52153824,-8.165442115,0.51395185,0.4907786105,0.5378539405
"Thal::E0452",239,3,-10.9271155,-11.41049405,-10.49821175,0.76147782,0.714808185,0.8117975535
"Thal::E0454",240,3,-9.01694195,-9.26908179,-8.792166815,0.69097086,0.659469565,0.7222714605
"Thal::E0457",241,3,-11.149893,-11.5599196,-10.78966165,0.46576817,0.4276986805,0.508458292
"Thal::E0458",242,3,-9.89503355,-10.1934403,-9.641439855,0.528820545,0.4998915055,0.561802777
"Thal::E0462",243,3,-9.68494685,-9.9022555,-9.48331451,0.35951414,0.335661665,0.3837730845
"Thal::E0463",244,3,-6.6382426,-6.775267105,-6.50906691,0.49636014,0.472012536,0.5215456615
"Thal::E0469",245,3,-8.4963932,-8.726471225,-8.27274171,0.77828052,0.74114747,0.818596798
"Thal::E0471",246,3,-9.02823075,-9.266234645,-8.797664005,0.638309505,0.6097103285,0.6676379295
"Thal::E0472",247,3,-10.692239,-11.1100467,-10.31979695,0.66509041,0.6255606455,0.709762041
"Thal::E0473",248,3,-10.369041,-10.7095246,-10.0448087,0.590907895,0.5556274145,0.6261262645
"Thal::E0474",249,3,-10.1940445,-10.4671243,-9.93364203,0.455718315,0.4257525855,0.4853075515
"Thal::E0475",250,3,-11.5536845,-12.0297354,-11.12819935,0.50587659,0.4611106,0.5544548495
"Thal::E0476",251,3,-8.15177535,-8.32465163,-7.98056161,0.529897005,0.506115789,0.5536053965
"Thal::E0483",252,3,-8.7033309,-8.88616046,-8.526600065,0.474740795,0.452327982,0.4973292295
"Thal::E0484",253,3,-10.2137635,-10.5071022,-9.93623654,0.47732934,0.447639963,0.508486809
"Thal::E0485",254,3,-6.6924413,-6.823027465,-6.560443455,0.4601379,0.4362094265,0.4836707485
"Thal::E0487",255,3,-11.0964795,-11.36493015,-10.8229035,0.18551308,0.154011205,0.218318438
"Thal::E0495",256,3,-9.96790895,-10.30691745,-9.65911633,0.708911905,0.673802005,0.7461665955
"Thal::E0496",257,3,-8.42900205,-8.612774285,-8.257564675,0.50975556,0.487124366,0.533570129
"Thal::E0498",258,3,-9.74376905,-10.0041925,-9.496981825,0.52948111,0.501719245,0.558667761
"Thal::E0500",259,3,-10.4180885,-10.7701162,-10.09311715,0.56031663,0.526346839,0.5972384135
"Thal::E0501",260,3,-9.3020545,-9.525570835,-9.08217182,0.509600445,0.483429404,0.5349608635
"Thal::E0503",261,3,-10.4892825,-10.8062645,-10.1838459,0.476391485,0.443720907,0.509741603
"Thal::E0504",262,3,-8.7641493,-8.9530455,-8.584687875,0.44390343,0.422542152,0.4671932235
"Thal::E0505",263,3,-7.3154557,-7.46233685,-7.171366305,0.51958963,0.495476905,0.5443301015
