"ckey","ii","n_admins","xi_median","xi_q5","xi_q95","kappa_median","kappa_q5","kappa_q95"
"Smith::10265",1,5,-12.356492,-12.78856825,-11.9305586,8.93163675,7.84926315,9.990613695
"Smith::10485",2,3,-11.7635465,-12.19208995,-11.3806881,13.7193785,12.7688574,14.76170175
"Smith::10520",3,4,-10.156551,-10.37777955,-9.942239735,6.55943735,5.986000175,7.157580745
"Smith::10600",4,4,-7.46154355,-7.593402735,-7.3315874,7.06945495,6.54141429,7.57894704
"Smith::10631",5,3,-9.4416318,-9.709787275,-9.187153155,16.781261,16.01539585,17.59698375
"Smith::10659",6,3,-11.8090255,-12.16039345,-11.4702799,20.9531885,19.5774265,22.39913435
"Smith::10750",7,7,-10.3335165,-10.49921305,-10.174329,23.2487055,22.11608055,24.46922005
"Smith::10805",8,4,-10.778961,-11.0187676,-10.53713085,21.931616,21.0470809,22.86006105
"Smith::10807",9,6,-9.0678743,-9.198927095,-8.94047961,10.6957405,10.1153044,11.31678625
"Smith::10864",10,5,-10.788975,-11.0209764,-10.56633005,10.3597995,9.718000405,11.02727625
"Smith::10877",11,5,-12.721193,-13.16853035,-12.3164117,3.75554255,1.09620401,6.39649066
"Smith::10900",12,8,-7.93793215,-8.032431005,-7.845018025,12.1159035,11.66538125,12.5908184
"Smith::10958",13,5,-11.7048485,-11.94131195,-11.47961215,17.617348,16.84431155,18.4172238
"Smith::10969",14,3,-8.981016,-9.21085707,-8.76274446,9.67584465,9.126986775,10.2512805
"Smith::11000",15,9,-10.264697,-10.40807955,-10.1264061,18.9104535,18.347414,19.4989825
"Smith::11002",16,4,-11.12463,-11.36241665,-10.8939281,15.7189265,15.0362877,16.40797645
"Smith::11007",17,5,-8.8891757,-9.01072574,-8.767873615,15.2825135,14.63561605,15.95279695
"Smith::11011",18,8,-6.7479026,-6.84709462,-6.65163216,21.675068,20.8928035,22.48741375
"Smith::11081",19,3,-10.555914,-10.79983095,-10.31211595,11.7500985,11.0272958,12.4361372
"Smith::11133",20,3,-9.5395413,-9.78680056,-9.307789455,16.4731975,15.65067425,17.36171415
"Smith::11205",21,4,-11.398513,-11.72151015,-11.06952175,13.513489,12.32286555,14.69363805
"Smith::11246",22,4,-10.100084,-10.2921091,-9.913795225,12.666488,12.0888014,13.2415518
"Smith::11526",23,3,-5.30250965,-5.78479622,-4.818602205,-1.1793492,-2.38644696,0.00804481740499972
"Smith::11556",24,3,-9.1960136,-9.43893089,-8.943423285,9.9647007,9.32263048,10.5830498
"Smith::11578",25,5,-9.464123,-9.61819535,-9.307595625,8.71005375,7.7661307,9.70957281
"Smith::11593",26,3,-13.301302,-14.1201699,-12.58415045,9.1798336,7.59360428,10.9430008
"Smith::11683",27,3,-8.65158965,-8.87226341,-8.435972475,10.8061395,10.2056275,11.41108835
"Smith::11685",28,5,-11.491282,-11.76746295,-11.22145965,14.471043,13.8133705,15.1294585
"Smith::11695",29,6,-11.5876995,-11.8656093,-11.3162263,11.7524165,11.08442295,12.43382535
"Smith::11710",30,6,-10.438987,-10.6596625,-10.23690945,7.76280955,6.83047715,8.75053707
"Smith::11763",31,4,-12.7515665,-13.25715105,-12.2820076,9.80645455,8.54124706,11.1678617
"Smith::11829",32,3,-15.2362945,-15.78117795,-14.7135726,20.2560355,18.9788076,21.55723805
"Smith::11890",33,6,-11.99289,-12.28090765,-11.7078898,15.848298,14.8078163,16.90361135
"Smith::11900",34,3,-7.31291875,-7.476698,-7.146848405,12.2885315,11.70400555,12.89198345
"Smith::11918",35,5,-8.43745695,-8.63716848,-8.243034905,11.8105235,11.20570865,12.4373505
"Smith::11971",36,3,-10.0495275,-10.374826,-9.752338295,7.84417725,7.037657985,8.69145729
"Smith::12005",37,4,-6.44728975,-6.568194285,-6.32640191,4.5786215,4.19389655,4.95655659
"Smith::12012",38,4,-6.90440345,-7.0410717,-6.77678929,18.510502,17.64042025,19.4630543
"Smith::12016",39,6,-8.48013725,-8.61773428,-8.34483575,12.6816425,12.15371285,13.2385041
"Smith::12037",40,9,-9.89719115,-10.03146625,-9.760258145,15.86775,15.34059795,16.3932394
"Smith::12091",41,9,-12.803944,-13.0747144,-12.53750295,15.0872615,14.2581288,15.91055415
"Smith::12154",42,5,-8.98841475,-9.157359185,-8.818702735,14.4042315,13.8769076,14.95483605
"Smith::12187",43,3,-9.1009786,-9.283136365,-8.92197082,10.9238855,10.3472073,11.513615
"Smith::12192",44,3,-10.2688135,-10.53225685,-10.0031359,13.0823385,12.39162445,13.79933605
"Smith::12217",45,3,-6.92339945,-7.1126682,-6.738444655,12.2888945,11.5088024,13.07785205
"Smith::12249",46,5,-15.722137,-16.208079,-15.27596695,22.02904,20.97870265,23.14501925
"Smith::12322",47,4,-10.602366,-10.87103915,-10.35153865,14.0034885,13.0678415,14.97968115
"Smith::12334",48,3,-6.03458045,-6.176634125,-5.88645557,10.3535325,9.34875365,11.3861165
"Smith::12349",49,3,-10.349204,-10.71475745,-10.0115906,9.68806525,8.65359344,10.81321205
"Smith::12354",50,6,-6.0629057,-6.162281535,-5.968016845,18.1077585,17.3120575,18.91850375
"Smith::12366",51,3,-7.12124605,-7.235138085,-7.00957537,8.13576695,7.434718155,8.82826331
"Smith::12367",52,3,-9.0995542,-9.3009391,-8.90999701,11.68087,10.82948835,12.59732725
"Smith::12375",53,3,-8.66731155,-8.8291668,-8.512537645,7.07756785,6.425631695,7.730597345
"Smith::12469",54,5,-15.726889,-16.3678345,-15.1250324,19.93292,18.67631225,21.241003
"Smith::12558",55,3,-11.6749445,-12.01568575,-11.32739545,15.7029025,14.80047985,16.61405985
"Smith::12598",56,5,-12.592404,-13.0473941,-12.1841812,11.121479,10.22021885,12.13388225
"Smith::12615",57,4,-7.11196235,-7.387308415,-6.831248235,18.7959765,17.2731441,20.3244582
"Smith::12618",58,3,-10.762911,-11.04253285,-10.49086375,12.728613,11.98955335,13.459858
"Smith::12625",59,3,-11.7032885,-12.09562265,-11.32705935,19.38813,18.33012945,20.56109725
"Smith::12629",60,6,-5.89819895,-6.04191708,-5.75463888,7.81860995,7.327150445,8.29849666
"Smith::12634",61,4,-12.4022755,-12.7791129,-12.0352945,14.578186,13.54675225,15.6298237
"Smith::12694",62,3,-10.10872,-10.4349194,-9.78032692,9.8493771,8.923211835,10.74146005
"Smith::12696",63,7,-7.198958,-7.31148436,-7.084616605,18.4834225,17.74180765,19.2353146
"Smith::12703",64,3,-8.31632085,-8.722361985,-7.90206178,9.88432495,8.663612885,11.09901045
"Smith::12731",65,4,-10.879464,-11.1590183,-10.60237665,10.9579435,10.17559255,11.7455916
"Smith::12751",66,6,-11.542914,-11.77669115,-11.3079138,20.711493,19.92214935,21.5305949
"Smith::12753",67,3,-10.1963355,-10.48501005,-9.9263954,7.2798822,6.417054815,8.158378505
"Smith::12803",68,4,-11.136429,-11.39887595,-10.87996775,21.43082,20.3858375,22.48994075
"Smith::12821",69,3,-9.5890281,-9.79687168,-9.372439305,11.450902,10.87475545,12.05054705
"Smith::12870",70,3,-8.12232205,-8.322881025,-7.91982331,7.55527295,6.9470651,8.185985765
