language,lang_slug,model,formula,a0,n_kids,n_items,n_obs,logLik,AIC,BIC,df,fixed_intercept,fixed_age_slope,sd_item,sd_child_intercept,sd_child_slope,cor_child_int_slope,fit_minutes,fit_timestamp
English (American),thal,B_log,produces ~ 1 + log_age + (1 | item),16,653,681,1142557,-340021.3992686019,680048.7985372038,680084.6448750771,3,-3.070031686391449,8.046453879906604,1.4113225900662991,NA,NA,NA,0.9116918007532756,2026-08-15 15:42:25
