language,lang_slug,model,formula,a0,n_kids,n_items,n_obs,logLik,AIC,BIC,df,fixed_intercept,fixed_age_slope,sd_item,sd_child_intercept,sd_child_slope,cor_child_int_slope,fit_minutes,fit_timestamp
French (Quebecois),french_quebecois,A,produces ~ offset(log_age) + (1 | item),20,178,697,216208,-79801.89685773525,159607.7937154705,159628.36170784305,2,-1.909655637717498,NA,0.9901407378076101,NA,NA,NA,0.0758221705754598,2026-05-27 08:29:07
