language,lang_slug,model,formula,a0,n_kids,n_items,n_obs,logLik,AIC,BIC,df,fixed_intercept,fixed_age_slope,sd_item,sd_child_intercept,sd_child_slope,cor_child_int_slope,fit_minutes,fit_timestamp
Japanese,japanese,D_log,produces ~ 1 + log_age + (1 + log_age | child) + (1 | item),18,187,721,259641,-44076.821602487515,88165.64320497503,88228.44553609479,6,-4.800729031719713,11.45813152926742,1.9861778854746994,2.3347211914078194,5.357438783198992,-0.13024051634623385,21.100825774669648,2026-08-15 16:05:08
