language,lang_slug,model,formula,a0,n_kids,n_items,n_obs,logLik,AIC,BIC,df,fixed_intercept,fixed_age_slope,sd_item,sd_child_intercept,sd_child_slope,cor_child_int_slope,fit_minutes,fit_timestamp
English (American),smith,B_lin,produces ~ 1 + age_c + (1 | item),22,316,680,635800,-278395.6873904269,556797.3747808537,556831.4626988361,3,-1.0826448826798376,0.3237116331722631,1.2387416658964254,NA,NA,NA,0.34965176582336427,2026-08-15 15:44:26
