language,lang_slug,model,formula,a0,n_kids,n_items,n_obs,logLik,AIC,BIC,df,fixed_intercept,fixed_age_slope,sd_item,sd_child_intercept,sd_child_slope,cor_child_int_slope,fit_minutes,fit_timestamp
Norwegian,norwegian,D_lin,produces ~ 1 + age_c + (1 + age_c | child) + (1 | item),26,1676,736,4371619,-1325540.835504448,2651093.671008896,2651173.41487277,6,-1.7446112555030322e-4,0.4962497367428943,2.1546208171911774,2.5151154926079022,0.3142200839095112,-0.11230736308979099,131.43657932281494,2026-06-07 16:39:33
