seed,rung,words,word,surprisal
0,0.5M,500000,a,3.280764
0,0.5M,500000,about,4.582329
0,0.5M,500000,above,10.510610
0,0.5M,500000,after,7.838800
0,0.5M,500000,airplane,8.613483
0,0.5M,500000,all,5.489040
0,0.5M,500000,alligator,9.163779
0,0.5M,500000,am,6.141789
0,0.5M,500000,and,3.979792
0,0.5M,500000,animal,8.886802
0,0.5M,500000,ankle,9.451723
0,0.5M,500000,another,6.259379
0,0.5M,500000,any,6.093922
0,0.5M,500000,apple,8.734594
0,0.5M,500000,are,4.088695
0,0.5M,500000,arm,7.524142
0,0.5M,500000,around,6.313942
0,0.5M,500000,asleep,7.919918
0,0.5M,500000,at,2.461157
0,0.5M,500000,aunt,10.775143
0,0.5M,500000,awake,9.349004
0,0.5M,500000,away,5.893667
0,0.5M,500000,baby,5.498561
0,0.5M,500000,babysitter,10.434613
0,0.5M,500000,back,6.195717
0,0.5M,500000,backyard,9.536790
0,0.5M,500000,bad,8.556297
0,0.5M,500000,ball,6.623725
0,0.5M,500000,balloon,7.677811
0,0.5M,500000,banana,9.092774
0,0.5M,500000,basement,15.518451
0,0.5M,500000,basket,9.202280
0,0.5M,500000,bat,11.282584
0,0.5M,500000,bath,7.645721
0,0.5M,500000,bathroom,7.816963
0,0.5M,500000,bathtub,9.233656
0,0.5M,500000,be,4.070883
0,0.5M,500000,beach,6.960150
0,0.5M,500000,beads,10.301301
0,0.5M,500000,beans,8.221292
0,0.5M,500000,bear,7.133854
0,0.5M,500000,because,5.893898
0,0.5M,500000,bed,7.398117
0,0.5M,500000,bedroom,7.536053
0,0.5M,500000,bee,7.929890
0,0.5M,500000,before,7.990343
0,0.5M,500000,behind,7.799011
0,0.5M,500000,belly,8.829091
0,0.5M,500000,belt,10.396759
0,0.5M,500000,bench,10.751903
0,0.5M,500000,beside,10.038472
0,0.5M,500000,better,6.758993
0,0.5M,500000,bib,11.902289
0,0.5M,500000,bicycle,9.202818
0,0.5M,500000,big,5.531998
0,0.5M,500000,bird,7.792172
0,0.5M,500000,bite,7.980351
0,0.5M,500000,black,7.885784
0,0.5M,500000,blanket,8.244171
0,0.5M,500000,block,8.691355
0,0.5M,500000,blow,8.520833
0,0.5M,500000,blue,6.962895
0,0.5M,500000,boat,8.076785
0,0.5M,500000,book,5.906811
0,0.5M,500000,boots,9.538491
0,0.5M,500000,bottle,7.400909
0,0.5M,500000,bowl,6.621409
0,0.5M,500000,box,7.028622
0,0.5M,500000,boy,5.810309
0,0.5M,500000,bread,7.487913
0,0.5M,500000,break,6.924811
0,0.5M,500000,breakfast,7.981454
0,0.5M,500000,bring,7.135708
0,0.5M,500000,broken,7.999779
0,0.5M,500000,broom,10.526104
0,0.5M,500000,brother,7.699567
0,0.5M,500000,brown,8.738625
0,0.5M,500000,brush,9.046125
0,0.5M,500000,bubbles,9.313079
0,0.5M,500000,bucket,9.547995
0,0.5M,500000,bug,9.987048
0,0.5M,500000,build,8.149561
0,0.5M,500000,bump,9.519772
0,0.5M,500000,bunny,8.687860
0,0.5M,500000,bus,8.057036
0,0.5M,500000,but,4.585787
0,0.5M,500000,butter,8.137738
0,0.5M,500000,butterfly,8.687641
0,0.5M,500000,button,8.401927
0,0.5M,500000,buy,7.201234
0,0.5M,500000,by,6.870220
0,0.5M,500000,bye,4.459026
0,0.5M,500000,cake,8.672369
0,0.5M,500000,call,6.980091
0,0.5M,500000,camera,8.621940
0,0.5M,500000,camping,11.243780
0,0.5M,500000,can,4.047262
0,0.5M,500000,candy,9.271199
0,0.5M,500000,car,6.320863
0,0.5M,500000,careful,5.696121
0,0.5M,500000,carrots,11.184364
0,0.5M,500000,carry,7.611048
0,0.5M,500000,cat,7.158438
0,0.5M,500000,catch,8.691681
0,0.5M,500000,cereal,9.053129
0,0.5M,500000,chair,7.247569
0,0.5M,500000,chalk,12.264375
0,0.5M,500000,chase,12.654864
0,0.5M,500000,cheek,10.583418
0,0.5M,500000,cheese,8.488224
0,0.5M,500000,chicken,9.034267
0,0.5M,500000,child,9.853122
0,0.5M,500000,chin,9.978690
0,0.5M,500000,chocolate,8.933437
0,0.5M,500000,choo,7.401597
0,0.5M,500000,church,8.404326
0,0.5M,500000,circus,9.921694
0,0.5M,500000,clap,10.706634
0,0.5M,500000,clean,8.188747
0,0.5M,500000,climb,8.564072
0,0.5M,500000,clock,8.066682
0,0.5M,500000,close,8.179331
0,0.5M,500000,closet,9.229962
0,0.5M,500000,cloud,10.633366
0,0.5M,500000,clown,7.569186
0,0.5M,500000,coat,8.696582
0,0.5M,500000,coffee,8.484645
0,0.5M,500000,coke,10.739147
0,0.5M,500000,cold,7.831142
0,0.5M,500000,comb,9.051544
0,0.5M,500000,cook,8.170295
0,0.5M,500000,cookie,8.018778
0,0.5M,500000,corn,9.575614
0,0.5M,500000,couch,8.437708
0,0.5M,500000,could,5.900103
0,0.5M,500000,country,15.430232
0,0.5M,500000,cover,9.659391
0,0.5M,500000,cow,7.623568
0,0.5M,500000,cowboy,9.780326
0,0.5M,500000,cracker,8.861091
0,0.5M,500000,crayon,9.473805
0,0.5M,500000,crib,8.992146
0,0.5M,500000,cry,8.660124
0,0.5M,500000,cup,8.234665
0,0.5M,500000,cut,8.186350
0,0.5M,500000,cute,9.618913
0,0.5M,500000,daddy,7.978509
0,0.5M,500000,dance,9.501437
0,0.5M,500000,dark,9.767330
0,0.5M,500000,day,6.106235
0,0.5M,500000,deer,10.030206
0,0.5M,500000,diaper,9.641749
0,0.5M,500000,did,4.572479
0,0.5M,500000,dinner,8.144966
0,0.5M,500000,dirty,8.215255
0,0.5M,500000,dish,10.498910
0,0.5M,500000,do,3.979120
0,0.5M,500000,doctor,8.642252
0,0.5M,500000,does,5.306982
0,0.5M,500000,dog,7.314661
0,0.5M,500000,doll,8.601406
0,0.5M,500000,donkey,8.369006
0,0.5M,500000,donut,11.868544
0,0.5M,500000,door,6.471850
0,0.5M,500000,down,5.221790
0,0.5M,500000,downtown,16.571823
0,0.5M,500000,draw,6.823624
0,0.5M,500000,drawer,9.884239
0,0.5M,500000,dress,8.271223
0,0.5M,500000,drink,6.861926
0,0.5M,500000,drive,8.001323
0,0.5M,500000,drop,8.766410
0,0.5M,500000,dry,9.028204
0,0.5M,500000,dryer,11.690621
0,0.5M,500000,duck,7.976706
0,0.5M,500000,dump,9.980478
0,0.5M,500000,each,8.566100
0,0.5M,500000,ear,7.558470
0,0.5M,500000,eat,5.503072
0,0.5M,500000,egg,8.278872
0,0.5M,500000,elephant,7.647787
0,0.5M,500000,empty,8.441101
0,0.5M,500000,every,8.550471
0,0.5M,500000,eye,8.836267
0,0.5M,500000,face,6.567531
0,0.5M,500000,fall,7.192467
0,0.5M,500000,farm,8.186916
0,0.5M,500000,fast,7.405887
0,0.5M,500000,feed,7.789049
0,0.5M,500000,find,5.830619
0,0.5M,500000,fine,8.229956
0,0.5M,500000,finger,6.447495
0,0.5M,500000,finish,7.752079
0,0.5M,500000,first,7.539977
0,0.5M,500000,fish,8.590241
0,0.5M,500000,fit,6.934808
0,0.5M,500000,fix,6.267956
0,0.5M,500000,flag,10.611991
0,0.5M,500000,flower,8.891920
0,0.5M,500000,food,6.725602
0,0.5M,500000,foot,7.286353
0,0.5M,500000,for,5.284622
0,0.5M,500000,fork,8.525440
0,0.5M,500000,french,10.566166
0,0.5M,500000,friend,7.359537
0,0.5M,500000,frog,8.315296
0,0.5M,500000,full,9.491183
0,0.5M,500000,game,8.481655
0,0.5M,500000,garage,8.024626
0,0.5M,500000,garbage,9.922252
0,0.5M,500000,garden,6.709326
0,0.5M,500000,gas,10.342711
0,0.5M,500000,gentle,8.729309
0,0.5M,500000,get,4.334385
0,0.5M,500000,giraffe,8.612226
0,0.5M,500000,girl,4.454287
0,0.5M,500000,give,5.711512
0,0.5M,500000,glass,8.995382
0,0.5M,500000,glasses,8.820463
0,0.5M,500000,gloves,12.155504
0,0.5M,500000,glue,11.147159
0,0.5M,500000,go,4.472402
0,0.5M,500000,good,4.842744
0,0.5M,500000,goose,8.669200
0,0.5M,500000,grandma,9.459177
0,0.5M,500000,grandpa,11.295872
0,0.5M,500000,grapes,9.751406
0,0.5M,500000,grass,8.811082
0,0.5M,500000,green,6.675581
0,0.5M,500000,gum,9.996074
0,0.5M,500000,hair,6.948721
0,0.5M,500000,hamburger,8.793323
0,0.5M,500000,hammer,11.074403
0,0.5M,500000,hand,6.005072
0,0.5M,500000,happy,7.977126
0,0.5M,500000,hard,6.968530
0,0.5M,500000,hat,7.184737
0,0.5M,500000,hate,9.188023
0,0.5M,500000,have,3.966571
0,0.5M,500000,he,3.790098
0,0.5M,500000,head,5.255835
0,0.5M,500000,hear,6.588706
0,0.5M,500000,heavy,9.212759
0,0.5M,500000,helicopter,9.792861
0,0.5M,500000,hello,6.012249
0,0.5M,500000,help,6.864759
0,0.5M,500000,her,4.336006
0,0.5M,500000,here,4.521479
0,0.5M,500000,hi,7.019114
0,0.5M,500000,hide,9.668026
0,0.5M,500000,high,8.149550
0,0.5M,500000,him,4.425143
0,0.5M,500000,his,5.458841
0,0.5M,500000,hit,8.236526
0,0.5M,500000,hold,6.545769
0,0.5M,500000,home,3.103736
0,0.5M,500000,horse,8.068779
0,0.5M,500000,hose,10.044776
0,0.5M,500000,hot,7.272169
0,0.5M,500000,house,7.153525
0,0.5M,500000,how,5.188822
0,0.5M,500000,hug,8.148745
0,0.5M,500000,hungry,8.407358
0,0.5M,500000,hurry,11.819758
0,0.5M,500000,hurt,7.189755
0,0.5M,500000,i,8.748318
0,0.5M,500000,ice,8.250846
0,0.5M,500000,if,4.761619
0,0.5M,500000,inside,7.546884
0,0.5M,500000,into,6.549721
0,0.5M,500000,is,4.199541
0,0.5M,500000,it,2.389621
0,0.5M,500000,jacket,8.072997
0,0.5M,500000,jar,10.815253
0,0.5M,500000,jeans,12.064547
0,0.5M,500000,jelly,9.589065
0,0.5M,500000,juice,6.655678
0,0.5M,500000,jump,8.468637
0,0.5M,500000,keys,8.756418
0,0.5M,500000,kick,9.700858
0,0.5M,500000,kiss,7.572152
0,0.5M,500000,kitchen,6.648561
0,0.5M,500000,kitty,7.594005
0,0.5M,500000,knee,9.549545
0,0.5M,500000,knife,8.449835
0,0.5M,500000,knock,8.964946
0,0.5M,500000,ladder,8.517422
0,0.5M,500000,lady,8.932570
0,0.5M,500000,lamb,9.781723
0,0.5M,500000,lamp,11.818794
0,0.5M,500000,last,7.793393
0,0.5M,500000,later,7.168805
0,0.5M,500000,lawn,11.244277
0,0.5M,500000,leg,7.468822
0,0.5M,500000,lick,9.761335
0,0.5M,500000,light,8.043342
0,0.5M,500000,like,3.249628
0,0.5M,500000,lion,8.082829
0,0.5M,500000,lips,9.268293
0,0.5M,500000,listen,8.108886
0,0.5M,500000,little,5.204540
0,0.5M,500000,living,8.585329
0,0.5M,500000,lollipop,10.343333
0,0.5M,500000,long,5.969095
0,0.5M,500000,look,4.446932
0,0.5M,500000,loud,7.821130
0,0.5M,500000,love,6.821046
0,0.5M,500000,lunch,7.752677
0,0.5M,500000,mad,10.130310
0,0.5M,500000,make,5.610370
0,0.5M,500000,man,7.711543
0,0.5M,500000,me,3.800411
0,0.5M,500000,meat,9.591846
0,0.5M,500000,medicine,7.799563
0,0.5M,500000,milk,7.117468
0,0.5M,500000,mine,7.106625
0,0.5M,500000,mommy,8.881234
0,0.5M,500000,money,7.765404
0,0.5M,500000,monkey,7.741310
0,0.5M,500000,moo,9.474356
0,0.5M,500000,moon,7.387750
0,0.5M,500000,moose,9.771701
0,0.5M,500000,mop,11.418774
0,0.5M,500000,more,5.724342
0,0.5M,500000,morning,5.509922
0,0.5M,500000,motorcycle,10.430916
0,0.5M,500000,mouse,7.799425
0,0.5M,500000,mouth,5.086396
0,0.5M,500000,movie,8.416848
0,0.5M,500000,much,4.554344
0,0.5M,500000,muffin,15.373741
0,0.5M,500000,my,5.314774
0,0.5M,500000,myself,6.862027
0,0.5M,500000,nail,10.911803
0,0.5M,500000,nap,9.674959
0,0.5M,500000,napkin,9.237979
0,0.5M,500000,naughty,8.373173
0,0.5M,500000,necklace,9.679263
0,0.5M,500000,need,5.438757
0,0.5M,500000,new,6.598044
0,0.5M,500000,next,7.356033
0,0.5M,500000,nice,5.794261
0,0.5M,500000,night,7.006218
0,0.5M,500000,no,4.014702
0,0.5M,500000,noisy,8.811808
0,0.5M,500000,none,9.893903
0,0.5M,500000,noodles,15.388561
0,0.5M,500000,nose,6.135965
0,0.5M,500000,not,4.795568
0,0.5M,500000,now,4.787362
0,0.5M,500000,nurse,9.840241
0,0.5M,500000,nuts,12.758753
0,0.5M,500000,of,2.958093
0,0.5M,500000,off,5.420766
0,0.5M,500000,old,8.201765
0,0.5M,500000,on,4.429893
0,0.5M,500000,open,7.247574
0,0.5M,500000,orange,7.313970
0,0.5M,500000,other,4.875317
0,0.5M,500000,ouch,9.060920
0,0.5M,500000,our,6.555561
0,0.5M,500000,out,5.044484
0,0.5M,500000,outside,7.564112
0,0.5M,500000,oven,7.653235
0,0.5M,500000,over,4.985233
0,0.5M,500000,owl,9.205023
0,0.5M,500000,paint,8.723998
0,0.5M,500000,pajamas,9.975991
0,0.5M,500000,pancake,10.498791
0,0.5M,500000,pants,7.693001
0,0.5M,500000,paper,6.543507
0,0.5M,500000,park,7.381816
0,0.5M,500000,party,8.016447
0,0.5M,500000,peanut,9.038454
0,0.5M,500000,peas,7.618468
0,0.5M,500000,pen,7.789094
0,0.5M,500000,pencil,8.098002
0,0.5M,500000,penguin,8.750857
0,0.5M,500000,penis,15.562469
0,0.5M,500000,penny,10.095971
0,0.5M,500000,people,7.233455
0,0.5M,500000,person,9.006818
0,0.5M,500000,pick,7.221499
0,0.5M,500000,pickle,10.671627
0,0.5M,500000,picnic,7.892244
0,0.5M,500000,picture,6.521915
0,0.5M,500000,pig,8.187388
0,0.5M,500000,pillow,10.162576
0,0.5M,500000,pizza,6.878960
0,0.5M,500000,plant,9.669269
0,0.5M,500000,plate,7.893176
0,0.5M,500000,play,5.478185
0,0.5M,500000,playground,10.271842
0,0.5M,500000,please,6.679345
0,0.5M,500000,police,9.179586
0,0.5M,500000,pony,9.945314
0,0.5M,500000,pool,7.105729
0,0.5M,500000,poor,8.320586
0,0.5M,500000,popcorn,9.345243
0,0.5M,500000,popsicle,10.744602
0,0.5M,500000,porch,10.338456
0,0.5M,500000,potato,10.864938
0,0.5M,500000,pour,8.844076
0,0.5M,500000,present,7.891839
0,0.5M,500000,pretend,7.866267
0,0.5M,500000,pretty,7.666925
0,0.5M,500000,pretzel,9.829539
0,0.5M,500000,pudding,10.504073
0,0.5M,500000,pull,7.350282
0,0.5M,500000,pumpkin,10.511653
0,0.5M,500000,puppy,9.118521
0,0.5M,500000,purse,9.201315
0,0.5M,500000,push,7.654611
0,0.5M,500000,put,3.842824
0,0.5M,500000,puzzle,8.464943
0,0.5M,500000,quack,7.399489
0,0.5M,500000,quiet,8.037493
0,0.5M,500000,radio,9.733752
0,0.5M,500000,rain,8.070467
0,0.5M,500000,raisin,11.582707
0,0.5M,500000,read,5.768854
0,0.5M,500000,red,6.808720
0,0.5M,500000,refrigerator,8.571471
0,0.5M,500000,ride,7.739224
0,0.5M,500000,rip,10.247588
0,0.5M,500000,rock,9.242790
0,0.5M,500000,rocking,9.889754
0,0.5M,500000,roof,9.770198
0,0.5M,500000,room,7.157120
0,0.5M,500000,rooster,10.514623
0,0.5M,500000,run,8.187056
0,0.5M,500000,sad,8.748478
0,0.5M,500000,salt,10.146931
0,0.5M,500000,same,5.356072
0,0.5M,500000,sandwich,7.438672
0,0.5M,500000,sauce,10.191679
0,0.5M,500000,say,6.310878
0,0.5M,500000,scared,9.063373
0,0.5M,500000,scarf,10.652441
0,0.5M,500000,school,5.278572
0,0.5M,500000,scissors,8.398354
0,0.5M,500000,see,3.183922
0,0.5M,500000,shake,10.370661
0,0.5M,500000,share,8.125623
0,0.5M,500000,she,3.911915
0,0.5M,500000,sheep,8.523750
0,0.5M,500000,shh,8.365529
0,0.5M,500000,shirt,7.564915
0,0.5M,500000,shoe,8.693210
0,0.5M,500000,shopping,8.772268
0,0.5M,500000,shorts,9.289264
0,0.5M,500000,shoulder,8.732598
0,0.5M,500000,shovel,10.885109
0,0.5M,500000,show,6.816384
0,0.5M,500000,shower,7.650978
0,0.5M,500000,sick,8.367062
0,0.5M,500000,sidewalk,15.058583
0,0.5M,500000,sing,7.216619
0,0.5M,500000,sink,8.960042
0,0.5M,500000,sister,7.981697
0,0.5M,500000,sit,6.290406
0,0.5M,500000,skate,16.018644
0,0.5M,500000,sky,6.945704
0,0.5M,500000,sled,16.295183
0,0.5M,500000,sleep,6.194789
0,0.5M,500000,sleepy,9.999512
0,0.5M,500000,slide,8.444900
0,0.5M,500000,slipper,9.638788
0,0.5M,500000,slow,10.525737
0,0.5M,500000,smile,10.187177
0,0.5M,500000,snack,11.018202
0,0.5M,500000,snow,8.179214
0,0.5M,500000,so,5.405205
0,0.5M,500000,soap,9.815652
0,0.5M,500000,sock,8.642103
0,0.5M,500000,soda,11.143995
0,0.5M,500000,sofa,8.125401
0,0.5M,500000,soft,9.361434
0,0.5M,500000,some,4.461900
0,0.5M,500000,soup,9.401097
0,0.5M,500000,spill,9.277734
0,0.5M,500000,splash,9.014676
0,0.5M,500000,spoon,6.693615
0,0.5M,500000,sprinkler,15.152182
0,0.5M,500000,squirrel,9.461736
0,0.5M,500000,stairs,7.887542
0,0.5M,500000,stand,7.653287
0,0.5M,500000,star,9.042500
0,0.5M,500000,stay,7.113869
0,0.5M,500000,stick,8.445877
0,0.5M,500000,sticky,9.013133
0,0.5M,500000,stone,10.164814
0,0.5M,500000,stop,7.625266
0,0.5M,500000,store,7.753915
0,0.5M,500000,story,7.514859
0,0.5M,500000,stove,8.481619
0,0.5M,500000,strawberry,8.826490
0,0.5M,500000,street,8.004404
0,0.5M,500000,stroller,9.825382
0,0.5M,500000,stuck,7.896630
0,0.5M,500000,sun,7.401991
0,0.5M,500000,sweater,8.679530
0,0.5M,500000,sweep,10.903590
0,0.5M,500000,swim,9.014489
0,0.5M,500000,swing,9.980233
0,0.5M,500000,table,6.418296
0,0.5M,500000,take,5.092415
0,0.5M,500000,talk,7.408178
0,0.5M,500000,tape,7.442135
0,0.5M,500000,taste,9.194338
0,0.5M,500000,teacher,9.533328
0,0.5M,500000,tear,8.320265
0,0.5M,500000,telephone,7.539692
0,0.5M,500000,thank,5.978428
0,0.5M,500000,that,2.983155
0,0.5M,500000,the,2.218631
0,0.5M,500000,their,7.305641
0,0.5M,500000,them,3.398963
0,0.5M,500000,then,3.442498
0,0.5M,500000,there,4.100455
0,0.5M,500000,these,4.691555
0,0.5M,500000,they,4.519394
0,0.5M,500000,think,3.185270
0,0.5M,500000,thirsty,9.515796
0,0.5M,500000,this,3.120733
0,0.5M,500000,those,5.457600
0,0.5M,500000,throw,7.643998
0,0.5M,500000,tickle,7.078710
0,0.5M,500000,tiger,8.510426
0,0.5M,500000,time,4.686998
0,0.5M,500000,tiny,8.062111
0,0.5M,500000,tired,7.845230
0,0.5M,500000,tissue,7.445210
0,0.5M,500000,to,4.409896
0,0.5M,500000,toast,8.565701
0,0.5M,500000,today,7.173365
0,0.5M,500000,tomorrow,8.438324
0,0.5M,500000,tongue,8.380832
0,0.5M,500000,tonight,9.324648
0,0.5M,500000,too,6.928225
0,0.5M,500000,tooth,9.987043
0,0.5M,500000,toothbrush,12.765427
0,0.5M,500000,touch,7.116047
0,0.5M,500000,towel,9.124654
0,0.5M,500000,tractor,7.898356
0,0.5M,500000,train,7.256617
0,0.5M,500000,trash,9.557263
0,0.5M,500000,tray,10.052959
0,0.5M,500000,tree,7.503310
0,0.5M,500000,truck,7.480721
0,0.5M,500000,try,5.942623
0,0.5M,500000,tummy,7.699089
0,0.5M,500000,tuna,11.114416
0,0.5M,500000,turkey,9.535454
0,0.5M,500000,turn,6.339479
0,0.5M,500000,turtle,8.646755
0,0.5M,500000,tv,7.883496
0,0.5M,500000,uh,5.890220
0,0.5M,500000,uncle,9.741758
0,0.5M,500000,under,7.347081
0,0.5M,500000,up,4.235249
0,0.5M,500000,us,6.624554
0,0.5M,500000,vacuum,10.656611
0,0.5M,500000,vanilla,11.171463
0,0.5M,500000,wait,7.172872
0,0.5M,500000,wake,7.910485
0,0.5M,500000,walk,8.556947
0,0.5M,500000,walker,16.314215
0,0.5M,500000,wanna,3.828413
0,0.5M,500000,was,3.692619
0,0.5M,500000,wash,7.534247
0,0.5M,500000,washing,9.162491
