seed,rung,words,word,surprisal
0,0.5M,500000,watch,7.173153
0,0.5M,500000,water,6.562142
0,0.5M,500000,we,4.407838
0,0.5M,500000,were,5.119544
0,0.5M,500000,wet,8.118703
0,0.5M,500000,what,3.430944
0,0.5M,500000,when,5.941481
0,0.5M,500000,where,4.619069
0,0.5M,500000,which,6.611290
0,0.5M,500000,white,7.143347
0,0.5M,500000,who,4.682568
0,0.5M,500000,why,5.442486
0,0.5M,500000,will,5.994447
0,0.5M,500000,wind,8.858657
0,0.5M,500000,window,6.575290
0,0.5M,500000,windy,10.866107
0,0.5M,500000,wipe,7.916210
0,0.5M,500000,wish,8.591350
0,0.5M,500000,with,2.957810
0,0.5M,500000,wolf,10.564174
0,0.5M,500000,woods,9.085619
0,0.5M,500000,woof,7.307333
0,0.5M,500000,work,6.770128
0,0.5M,500000,would,5.530338
0,0.5M,500000,write,6.701610
0,0.5M,500000,yard,9.403494
0,0.5M,500000,yellow,6.812320
0,0.5M,500000,yes,5.484773
0,0.5M,500000,yesterday,7.968538
0,0.5M,500000,yogurt,11.295449
0,0.5M,500000,you,2.754106
0,0.5M,500000,your,3.769228
0,0.5M,500000,yourself,6.360947
0,0.5M,500000,yum,4.420642
0,0.5M,500000,zebra,7.899784
0,0.5M,500000,zipper,11.365175
0,0.5M,500000,zoo,7.142314
0,0.75M,750000,a,2.816551
0,0.75M,750000,about,4.774205
0,0.75M,750000,above,9.063504
0,0.75M,750000,after,7.325879
0,0.75M,750000,airplane,7.370501
0,0.75M,750000,all,5.231191
0,0.75M,750000,alligator,8.603337
0,0.75M,750000,am,6.391220
0,0.75M,750000,and,3.441076
0,0.75M,750000,animal,8.476169
0,0.75M,750000,ankle,10.509125
0,0.75M,750000,another,5.550228
0,0.75M,750000,any,5.741534
0,0.75M,750000,apple,6.589092
0,0.75M,750000,are,3.561485
0,0.75M,750000,arm,6.684167
0,0.75M,750000,around,5.572542
0,0.75M,750000,asleep,7.345947
0,0.75M,750000,at,2.228662
0,0.75M,750000,aunt,10.725973
0,0.75M,750000,awake,9.494705
0,0.75M,750000,away,4.404295
0,0.75M,750000,baby,3.840039
0,0.75M,750000,babysitter,10.367661
0,0.75M,750000,back,6.210359
0,0.75M,750000,backyard,9.624647
0,0.75M,750000,bad,7.287186
0,0.75M,750000,ball,5.003204
0,0.75M,750000,balloon,6.918226
0,0.75M,750000,banana,9.643186
0,0.75M,750000,basement,10.579819
0,0.75M,750000,basket,9.245898
0,0.75M,750000,bat,9.841934
0,0.75M,750000,bath,6.053214
0,0.75M,750000,bathroom,7.300419
0,0.75M,750000,bathtub,9.767188
0,0.75M,750000,be,3.692652
0,0.75M,750000,beach,6.147284
0,0.75M,750000,beads,9.295302
0,0.75M,750000,beans,8.137724
0,0.75M,750000,bear,4.066392
0,0.75M,750000,because,5.793311
0,0.75M,750000,bed,6.456284
0,0.75M,750000,bedroom,6.481550
0,0.75M,750000,bee,5.757939
0,0.75M,750000,before,7.458670
0,0.75M,750000,behind,6.335512
0,0.75M,750000,belly,8.350375
0,0.75M,750000,belt,9.352190
0,0.75M,750000,bench,9.599811
0,0.75M,750000,beside,9.462118
0,0.75M,750000,better,6.590156
0,0.75M,750000,bib,10.835309
0,0.75M,750000,bicycle,8.932709
0,0.75M,750000,big,5.048472
0,0.75M,750000,bird,7.997605
0,0.75M,750000,bite,7.917325
0,0.75M,750000,black,6.770181
0,0.75M,750000,blanket,8.098410
0,0.75M,750000,block,7.475423
0,0.75M,750000,blow,8.123857
0,0.75M,750000,blue,5.939377
0,0.75M,750000,boat,6.738788
0,0.75M,750000,book,4.709994
0,0.75M,750000,boots,9.768409
0,0.75M,750000,bottle,6.128587
0,0.75M,750000,bowl,6.460137
0,0.75M,750000,box,5.129036
0,0.75M,750000,boy,4.933940
0,0.75M,750000,bread,6.577926
0,0.75M,750000,break,5.886178
0,0.75M,750000,breakfast,7.825726
0,0.75M,750000,bring,5.640281
0,0.75M,750000,broken,7.603657
0,0.75M,750000,broom,10.640159
0,0.75M,750000,brother,7.243829
0,0.75M,750000,brown,7.522356
0,0.75M,750000,brush,8.081428
0,0.75M,750000,bubbles,9.506718
0,0.75M,750000,bucket,9.088454
0,0.75M,750000,bug,8.984367
0,0.75M,750000,build,6.663116
0,0.75M,750000,bump,9.495289
0,0.75M,750000,bunny,7.920805
0,0.75M,750000,bus,7.097397
0,0.75M,750000,but,4.889967
0,0.75M,750000,butter,7.612821
0,0.75M,750000,butterfly,7.783919
0,0.75M,750000,button,8.360928
0,0.75M,750000,buy,6.597262
0,0.75M,750000,by,7.005457
0,0.75M,750000,bye,5.309654
0,0.75M,750000,cake,7.829515
0,0.75M,750000,call,6.258995
0,0.75M,750000,camera,7.915347
0,0.75M,750000,camping,8.611181
0,0.75M,750000,can,3.569812
0,0.75M,750000,candy,8.550718
0,0.75M,750000,car,4.981691
0,0.75M,750000,careful,5.224653
0,0.75M,750000,carrots,9.277871
0,0.75M,750000,carry,7.048669
0,0.75M,750000,cat,7.016113
0,0.75M,750000,catch,7.921035
0,0.75M,750000,cereal,8.946602
0,0.75M,750000,chair,5.905084
0,0.75M,750000,chalk,10.699152
0,0.75M,750000,chase,11.752224
0,0.75M,750000,cheek,8.876831
0,0.75M,750000,cheese,6.856060
0,0.75M,750000,chicken,7.767930
0,0.75M,750000,child,9.863666
0,0.75M,750000,chin,8.499186
0,0.75M,750000,chocolate,8.172196
0,0.75M,750000,choo,5.496048
0,0.75M,750000,church,8.177038
0,0.75M,750000,circus,7.897248
0,0.75M,750000,clap,10.194178
0,0.75M,750000,clean,7.862163
0,0.75M,750000,climb,7.741975
0,0.75M,750000,clock,7.613401
0,0.75M,750000,close,7.397059
0,0.75M,750000,closet,7.866301
0,0.75M,750000,cloud,9.289296
0,0.75M,750000,clown,7.333717
0,0.75M,750000,coat,7.284562
0,0.75M,750000,coffee,7.371017
0,0.75M,750000,coke,11.609278
0,0.75M,750000,cold,7.035734
0,0.75M,750000,comb,8.485272
0,0.75M,750000,cook,8.323230
0,0.75M,750000,cookie,6.344894
0,0.75M,750000,corn,9.457988
0,0.75M,750000,couch,8.506170
0,0.75M,750000,could,5.425027
0,0.75M,750000,country,10.018941
0,0.75M,750000,cover,9.399657
0,0.75M,750000,cow,5.111351
0,0.75M,750000,cowboy,8.852064
0,0.75M,750000,cracker,8.603731
0,0.75M,750000,crayon,9.791810
0,0.75M,750000,crib,8.535563
0,0.75M,750000,cry,7.753215
0,0.75M,750000,cup,6.841840
0,0.75M,750000,cut,7.658471
0,0.75M,750000,cute,8.955296
0,0.75M,750000,daddy,6.072752
0,0.75M,750000,dance,9.633272
0,0.75M,750000,dark,8.505573
0,0.75M,750000,day,6.010997
0,0.75M,750000,deer,8.451423
0,0.75M,750000,diaper,8.366341
0,0.75M,750000,did,5.013221
0,0.75M,750000,dinner,7.754809
0,0.75M,750000,dirty,7.756884
0,0.75M,750000,dish,8.662834
0,0.75M,750000,do,3.903654
0,0.75M,750000,doctor,7.426638
0,0.75M,750000,does,5.517422
0,0.75M,750000,dog,6.413985
0,0.75M,750000,doll,7.526702
0,0.75M,750000,donkey,7.412467
0,0.75M,750000,donut,10.510935
0,0.75M,750000,door,5.278220
