corpus,subset,seed,words,rung,word,surprisal
babylm,babylm_S1,7,1000000,1M,leg,8.807934
babylm,babylm_S1,7,1000000,1M,lick,11.720163
babylm,babylm_S1,7,1000000,1M,light,8.325477
babylm,babylm_S1,7,1000000,1M,like,4.735998
babylm,babylm_S1,7,1000000,1M,lion,11.069890
babylm,babylm_S1,7,1000000,1M,lips,9.083638
babylm,babylm_S1,7,1000000,1M,listen,9.839091
babylm,babylm_S1,7,1000000,1M,little,5.440686
babylm,babylm_S1,7,1000000,1M,living,8.583798
babylm,babylm_S1,7,1000000,1M,lollipop,13.873958
babylm,babylm_S1,7,1000000,1M,long,5.717046
babylm,babylm_S1,7,1000000,1M,look,8.378721
babylm,babylm_S1,7,1000000,1M,loud,9.899428
babylm,babylm_S1,7,1000000,1M,love,6.871087
babylm,babylm_S1,7,1000000,1M,lunch,10.054336
babylm,babylm_S1,7,1000000,1M,mad,8.781855
babylm,babylm_S1,7,1000000,1M,make,5.805489
babylm,babylm_S1,7,1000000,1M,man,6.804906
babylm,babylm_S1,7,1000000,1M,me,3.858870
babylm,babylm_S1,7,1000000,1M,meat,9.648906
babylm,babylm_S1,7,1000000,1M,medicine,9.962712
babylm,babylm_S1,7,1000000,1M,milk,9.977127
babylm,babylm_S1,7,1000000,1M,mine,9.163258
babylm,babylm_S1,7,1000000,1M,mommy,12.979929
babylm,babylm_S1,7,1000000,1M,money,7.838043
babylm,babylm_S1,7,1000000,1M,monkey,10.534856
babylm,babylm_S1,7,1000000,1M,moo,12.033444
babylm,babylm_S1,7,1000000,1M,moon,10.128400
babylm,babylm_S1,7,1000000,1M,moose,12.399654
babylm,babylm_S1,7,1000000,1M,mop,13.958858
babylm,babylm_S1,7,1000000,1M,more,5.608884
babylm,babylm_S1,7,1000000,1M,morning,6.350741
babylm,babylm_S1,7,1000000,1M,motorcycle,11.862931
babylm,babylm_S1,7,1000000,1M,mouse,10.279394
babylm,babylm_S1,7,1000000,1M,mouth,6.850715
babylm,babylm_S1,7,1000000,1M,movie,8.205541
babylm,babylm_S1,7,1000000,1M,much,4.521835
babylm,babylm_S1,7,1000000,1M,muffin,15.739765
babylm,babylm_S1,7,1000000,1M,my,5.451854
babylm,babylm_S1,7,1000000,1M,myself,7.872032
babylm,babylm_S1,7,1000000,1M,nail,10.524510
babylm,babylm_S1,7,1000000,1M,nap,10.415404
babylm,babylm_S1,7,1000000,1M,napkin,11.955198
babylm,babylm_S1,7,1000000,1M,naughty,10.909408
babylm,babylm_S1,7,1000000,1M,necklace,11.197297
babylm,babylm_S1,7,1000000,1M,need,5.676715
babylm,babylm_S1,7,1000000,1M,new,6.334696
babylm,babylm_S1,7,1000000,1M,next,7.971244
babylm,babylm_S1,7,1000000,1M,nice,7.547564
babylm,babylm_S1,7,1000000,1M,night,7.888018
babylm,babylm_S1,7,1000000,1M,no,6.913341
babylm,babylm_S1,7,1000000,1M,noisy,12.668909
babylm,babylm_S1,7,1000000,1M,none,9.546418
babylm,babylm_S1,7,1000000,1M,noodles,14.185903
babylm,babylm_S1,7,1000000,1M,nose,8.449887
babylm,babylm_S1,7,1000000,1M,not,5.132812
babylm,babylm_S1,7,1000000,1M,now,6.194517
babylm,babylm_S1,7,1000000,1M,nurse,9.469776
babylm,babylm_S1,7,1000000,1M,nuts,11.107871
babylm,babylm_S1,7,1000000,1M,of,1.854402
babylm,babylm_S1,7,1000000,1M,off,6.557685
babylm,babylm_S1,7,1000000,1M,old,6.943957
babylm,babylm_S1,7,1000000,1M,on,4.901709
babylm,babylm_S1,7,1000000,1M,open,7.747894
babylm,babylm_S1,7,1000000,1M,orange,10.171854
babylm,babylm_S1,7,1000000,1M,other,5.585247
babylm,babylm_S1,7,1000000,1M,ouch,13.316649
babylm,babylm_S1,7,1000000,1M,our,6.149742
babylm,babylm_S1,7,1000000,1M,out,5.005342
babylm,babylm_S1,7,1000000,1M,outside,8.660651
babylm,babylm_S1,7,1000000,1M,oven,9.586890
babylm,babylm_S1,7,1000000,1M,over,5.594907
babylm,babylm_S1,7,1000000,1M,owl,10.904382
babylm,babylm_S1,7,1000000,1M,paint,10.503446
babylm,babylm_S1,7,1000000,1M,pajamas,12.770794
babylm,babylm_S1,7,1000000,1M,pancake,12.477772
babylm,babylm_S1,7,1000000,1M,pants,10.482695
babylm,babylm_S1,7,1000000,1M,paper,8.393532
babylm,babylm_S1,7,1000000,1M,park,9.083203
babylm,babylm_S1,7,1000000,1M,party,7.704906
babylm,babylm_S1,7,1000000,1M,peanut,13.263901
babylm,babylm_S1,7,1000000,1M,peas,10.777469
babylm,babylm_S1,7,1000000,1M,pen,9.121440
babylm,babylm_S1,7,1000000,1M,pencil,12.081002
babylm,babylm_S1,7,1000000,1M,penguin,12.470075
babylm,babylm_S1,7,1000000,1M,penis,10.378237
babylm,babylm_S1,7,1000000,1M,penny,10.249176
babylm,babylm_S1,7,1000000,1M,people,6.549505
babylm,babylm_S1,7,1000000,1M,person,7.361122
babylm,babylm_S1,7,1000000,1M,pick,8.368313
babylm,babylm_S1,7,1000000,1M,pickle,13.697681
babylm,babylm_S1,7,1000000,1M,picnic,9.785265
babylm,babylm_S1,7,1000000,1M,picture,7.719076
babylm,babylm_S1,7,1000000,1M,pig,9.442176
babylm,babylm_S1,7,1000000,1M,pillow,10.766009
babylm,babylm_S1,7,1000000,1M,pizza,11.019244
babylm,babylm_S1,7,1000000,1M,plant,9.980009
babylm,babylm_S1,7,1000000,1M,plate,10.153687
babylm,babylm_S1,7,1000000,1M,play,6.873646
babylm,babylm_S1,7,1000000,1M,playground,10.976255
babylm,babylm_S1,7,1000000,1M,please,9.364611
babylm,babylm_S1,7,1000000,1M,police,8.982763
babylm,babylm_S1,7,1000000,1M,pony,9.656819
babylm,babylm_S1,7,1000000,1M,pool,9.696981
babylm,babylm_S1,7,1000000,1M,poor,9.224041
babylm,babylm_S1,7,1000000,1M,popcorn,12.980205
babylm,babylm_S1,7,1000000,1M,popsicle,14.782675
babylm,babylm_S1,7,1000000,1M,porch,9.838167
babylm,babylm_S1,7,1000000,1M,potato,11.153820
babylm,babylm_S1,7,1000000,1M,pour,11.354072
babylm,babylm_S1,7,1000000,1M,present,8.231616
babylm,babylm_S1,7,1000000,1M,pretend,10.500303
babylm,babylm_S1,7,1000000,1M,pretty,7.764503
babylm,babylm_S1,7,1000000,1M,pretzel,13.374301
babylm,babylm_S1,7,1000000,1M,pudding,11.878523
babylm,babylm_S1,7,1000000,1M,pull,9.306629
babylm,babylm_S1,7,1000000,1M,pumpkin,11.784883
babylm,babylm_S1,7,1000000,1M,puppy,11.379910
babylm,babylm_S1,7,1000000,1M,purse,10.916037
babylm,babylm_S1,7,1000000,1M,push,10.253157
babylm,babylm_S1,7,1000000,1M,put,7.071947
babylm,babylm_S1,7,1000000,1M,puzzle,11.287383
babylm,babylm_S1,7,1000000,1M,quack,12.994880
babylm,babylm_S1,7,1000000,1M,quiet,8.717042
babylm,babylm_S1,7,1000000,1M,radio,8.669748
babylm,babylm_S1,7,1000000,1M,rain,9.636220
babylm,babylm_S1,7,1000000,1M,raisin,15.296290
babylm,babylm_S1,7,1000000,1M,read,6.912811
babylm,babylm_S1,7,1000000,1M,red,7.997589
babylm,babylm_S1,7,1000000,1M,refrigerator,11.645244
babylm,babylm_S1,7,1000000,1M,ride,9.026790
babylm,babylm_S1,7,1000000,1M,rip,13.233023
babylm,babylm_S1,7,1000000,1M,rock,9.091628
babylm,babylm_S1,7,1000000,1M,rocking,10.869944
babylm,babylm_S1,7,1000000,1M,roof,8.771658
babylm,babylm_S1,7,1000000,1M,room,6.695794
babylm,babylm_S1,7,1000000,1M,rooster,12.406154
babylm,babylm_S1,7,1000000,1M,run,7.717794
babylm,babylm_S1,7,1000000,1M,sad,9.482438
babylm,babylm_S1,7,1000000,1M,salt,10.229993
babylm,babylm_S1,7,1000000,1M,same,5.862212
babylm,babylm_S1,7,1000000,1M,sandwich,10.972358
babylm,babylm_S1,7,1000000,1M,sauce,11.267707
babylm,babylm_S1,7,1000000,1M,say,7.813474
babylm,babylm_S1,7,1000000,1M,scared,9.162076
babylm,babylm_S1,7,1000000,1M,scarf,11.496147
babylm,babylm_S1,7,1000000,1M,school,6.803753
babylm,babylm_S1,7,1000000,1M,scissors,11.447079
babylm,babylm_S1,7,1000000,1M,see,6.046905
babylm,babylm_S1,7,1000000,1M,shake,10.343580
babylm,babylm_S1,7,1000000,1M,share,8.917217
babylm,babylm_S1,7,1000000,1M,she,5.689312
babylm,babylm_S1,7,1000000,1M,sheep,10.489302
babylm,babylm_S1,7,1000000,1M,shh,11.677841
babylm,babylm_S1,7,1000000,1M,shirt,10.391802
babylm,babylm_S1,7,1000000,1M,shoe,10.750502
babylm,babylm_S1,7,1000000,1M,shopping,10.339832
babylm,babylm_S1,7,1000000,1M,shorts,11.506954
babylm,babylm_S1,7,1000000,1M,shoulder,8.625603
babylm,babylm_S1,7,1000000,1M,shovel,13.085474
babylm,babylm_S1,7,1000000,1M,show,7.977079
babylm,babylm_S1,7,1000000,1M,shower,9.547128
babylm,babylm_S1,7,1000000,1M,sick,8.583977
babylm,babylm_S1,7,1000000,1M,sidewalk,11.437015
babylm,babylm_S1,7,1000000,1M,sing,8.663912
babylm,babylm_S1,7,1000000,1M,sink,10.891090
babylm,babylm_S1,7,1000000,1M,sister,8.204847
babylm,babylm_S1,7,1000000,1M,sit,8.527998
babylm,babylm_S1,7,1000000,1M,skate,12.703736
babylm,babylm_S1,7,1000000,1M,sky,7.995373
babylm,babylm_S1,7,1000000,1M,sled,11.287320
babylm,babylm_S1,7,1000000,1M,sleep,7.236786
babylm,babylm_S1,7,1000000,1M,sleepy,10.586462
babylm,babylm_S1,7,1000000,1M,slide,11.660266
babylm,babylm_S1,7,1000000,1M,slipper,13.375599
babylm,babylm_S1,7,1000000,1M,slow,9.563368
babylm,babylm_S1,7,1000000,1M,smile,8.805223
babylm,babylm_S1,7,1000000,1M,snack,12.308974
babylm,babylm_S1,7,1000000,1M,snow,9.014887
babylm,babylm_S1,7,1000000,1M,so,6.210016
babylm,babylm_S1,7,1000000,1M,soap,10.890049
babylm,babylm_S1,7,1000000,1M,sock,12.263276
babylm,babylm_S1,7,1000000,1M,soda,12.558152
babylm,babylm_S1,7,1000000,1M,sofa,9.951515
babylm,babylm_S1,7,1000000,1M,soft,9.490432
babylm,babylm_S1,7,1000000,1M,some,5.658970
babylm,babylm_S1,7,1000000,1M,soup,10.532742
babylm,babylm_S1,7,1000000,1M,spill,12.036425
babylm,babylm_S1,7,1000000,1M,splash,11.152905
babylm,babylm_S1,7,1000000,1M,spoon,10.785614
babylm,babylm_S1,7,1000000,1M,sprinkler,15.685061
babylm,babylm_S1,7,1000000,1M,squirrel,11.618151
babylm,babylm_S1,7,1000000,1M,stairs,9.639367
babylm,babylm_S1,7,1000000,1M,stand,7.957666
babylm,babylm_S1,7,1000000,1M,star,9.486576
babylm,babylm_S1,7,1000000,1M,stay,8.135400
babylm,babylm_S1,7,1000000,1M,stick,9.249848
babylm,babylm_S1,7,1000000,1M,sticky,11.275940
babylm,babylm_S1,7,1000000,1M,stone,10.011874
babylm,babylm_S1,7,1000000,1M,stop,8.562620
babylm,babylm_S1,7,1000000,1M,store,8.955408
babylm,babylm_S1,7,1000000,1M,story,7.396809
babylm,babylm_S1,7,1000000,1M,stove,10.388852
babylm,babylm_S1,7,1000000,1M,strawberry,12.104918
babylm,babylm_S1,7,1000000,1M,street,8.004737
babylm,babylm_S1,7,1000000,1M,stroller,15.365408
babylm,babylm_S1,7,1000000,1M,stuck,10.345304
babylm,babylm_S1,7,1000000,1M,sun,8.127348
babylm,babylm_S1,7,1000000,1M,sweater,10.748129
babylm,babylm_S1,7,1000000,1M,sweep,11.262695
babylm,babylm_S1,7,1000000,1M,swim,10.659768
babylm,babylm_S1,7,1000000,1M,swing,10.307823
babylm,babylm_S1,7,1000000,1M,table,7.528905
babylm,babylm_S1,7,1000000,1M,take,5.839668
babylm,babylm_S1,7,1000000,1M,talk,7.218706
babylm,babylm_S1,7,1000000,1M,tape,9.728827
babylm,babylm_S1,7,1000000,1M,taste,10.073554
babylm,babylm_S1,7,1000000,1M,teacher,9.409346
babylm,babylm_S1,7,1000000,1M,tear,10.176048
babylm,babylm_S1,7,1000000,1M,telephone,9.524245
babylm,babylm_S1,7,1000000,1M,thank,9.603647
babylm,babylm_S1,7,1000000,1M,that,5.006236
babylm,babylm_S1,7,1000000,1M,the,2.407797
babylm,babylm_S1,7,1000000,1M,their,5.634442
babylm,babylm_S1,7,1000000,1M,them,4.590159
babylm,babylm_S1,7,1000000,1M,then,5.791805
babylm,babylm_S1,7,1000000,1M,there,6.238135
babylm,babylm_S1,7,1000000,1M,these,6.345257
babylm,babylm_S1,7,1000000,1M,they,5.551713
babylm,babylm_S1,7,1000000,1M,think,4.309365
babylm,babylm_S1,7,1000000,1M,thirsty,10.487166
babylm,babylm_S1,7,1000000,1M,this,5.388316
babylm,babylm_S1,7,1000000,1M,those,6.852991
babylm,babylm_S1,7,1000000,1M,throw,9.327090
babylm,babylm_S1,7,1000000,1M,tickle,13.886081
babylm,babylm_S1,7,1000000,1M,tiger,11.612268
babylm,babylm_S1,7,1000000,1M,time,4.620669
babylm,babylm_S1,7,1000000,1M,tiny,9.248999
babylm,babylm_S1,7,1000000,1M,tired,9.121968
babylm,babylm_S1,7,1000000,1M,tissue,11.293842
babylm,babylm_S1,7,1000000,1M,to,2.290334
babylm,babylm_S1,7,1000000,1M,toast,11.743980
babylm,babylm_S1,7,1000000,1M,today,8.540878
babylm,babylm_S1,7,1000000,1M,tomorrow,8.895214
babylm,babylm_S1,7,1000000,1M,tongue,8.592484
babylm,babylm_S1,7,1000000,1M,tonight,9.226337
babylm,babylm_S1,7,1000000,1M,too,6.667193
babylm,babylm_S1,7,1000000,1M,tooth,11.705200
babylm,babylm_S1,7,1000000,1M,toothbrush,12.096747
babylm,babylm_S1,7,1000000,1M,touch,7.937982
babylm,babylm_S1,7,1000000,1M,towel,10.472872
babylm,babylm_S1,7,1000000,1M,tractor,11.557833
babylm,babylm_S1,7,1000000,1M,train,8.842536
babylm,babylm_S1,7,1000000,1M,trash,11.721936
babylm,babylm_S1,7,1000000,1M,tray,10.689231
babylm,babylm_S1,7,1000000,1M,tree,8.035328
babylm,babylm_S1,7,1000000,1M,truck,10.345262
babylm,babylm_S1,7,1000000,1M,try,6.698735
babylm,babylm_S1,7,1000000,1M,tummy,13.125901
babylm,babylm_S1,7,1000000,1M,tuna,13.273905
babylm,babylm_S1,7,1000000,1M,turkey,10.533389
babylm,babylm_S1,7,1000000,1M,turn,8.311015
babylm,babylm_S1,7,1000000,1M,turtle,11.719618
babylm,babylm_S1,7,1000000,1M,tv,12.428226
babylm,babylm_S1,7,1000000,1M,uh,10.718112
babylm,babylm_S1,7,1000000,1M,uncle,10.183589
babylm,babylm_S1,7,1000000,1M,under,7.235178
babylm,babylm_S1,7,1000000,1M,up,5.165929
babylm,babylm_S1,7,1000000,1M,us,5.117894
babylm,babylm_S1,7,1000000,1M,vacuum,11.238727
babylm,babylm_S1,7,1000000,1M,vanilla,13.584045
babylm,babylm_S1,7,1000000,1M,wait,9.471183
babylm,babylm_S1,7,1000000,1M,wake,9.885362
babylm,babylm_S1,7,1000000,1M,walk,8.498548
babylm,babylm_S1,7,1000000,1M,walker,13.519287
babylm,babylm_S1,7,1000000,1M,wanna,8.116521
babylm,babylm_S1,7,1000000,1M,was,3.725343
babylm,babylm_S1,7,1000000,1M,wash,9.992020
babylm,babylm_S1,7,1000000,1M,washing,10.088009
babylm,babylm_S1,7,1000000,1M,watch,8.665838
babylm,babylm_S1,7,1000000,1M,water,6.849818
babylm,babylm_S1,7,1000000,1M,we,6.659439
babylm,babylm_S1,7,1000000,1M,were,5.478472
babylm,babylm_S1,7,1000000,1M,wet,10.000977
babylm,babylm_S1,7,1000000,1M,what,7.098303
babylm,babylm_S1,7,1000000,1M,when,6.045674
babylm,babylm_S1,7,1000000,1M,where,7.333370
babylm,babylm_S1,7,1000000,1M,which,6.567643
babylm,babylm_S1,7,1000000,1M,white,7.746615
babylm,babylm_S1,7,1000000,1M,who,7.386480
babylm,babylm_S1,7,1000000,1M,why,8.013458
babylm,babylm_S1,7,1000000,1M,will,5.584815
babylm,babylm_S1,7,1000000,1M,wind,8.741134
babylm,babylm_S1,7,1000000,1M,window,7.739421
babylm,babylm_S1,7,1000000,1M,windy,12.556259
babylm,babylm_S1,7,1000000,1M,wipe,11.335346
babylm,babylm_S1,7,1000000,1M,wish,7.250242
babylm,babylm_S1,7,1000000,1M,with,3.958663
babylm,babylm_S1,7,1000000,1M,wolf,10.098306
babylm,babylm_S1,7,1000000,1M,woods,8.186699
babylm,babylm_S1,7,1000000,1M,woof,15.803689
babylm,babylm_S1,7,1000000,1M,work,6.250621
babylm,babylm_S1,7,1000000,1M,would,5.406384
babylm,babylm_S1,7,1000000,1M,write,9.682786
babylm,babylm_S1,7,1000000,1M,yard,9.842965
babylm,babylm_S1,7,1000000,1M,yellow,8.881326
babylm,babylm_S1,7,1000000,1M,yes,9.974638
babylm,babylm_S1,7,1000000,1M,yesterday,9.364423
babylm,babylm_S1,7,1000000,1M,yogurt,13.572354
babylm,babylm_S1,7,1000000,1M,you,5.442048
babylm,babylm_S1,7,1000000,1M,your,5.671938
babylm,babylm_S1,7,1000000,1M,yourself,7.916035
babylm,babylm_S1,7,1000000,1M,yum,12.789437
babylm,babylm_S1,7,1000000,1M,zebra,12.594570
babylm,babylm_S1,7,1000000,1M,zipper,15.365781
babylm,babylm_S1,7,1000000,1M,zoo,10.975701
babylm,babylm_S1,7,1500000,1.5M,a,3.395124
babylm,babylm_S1,7,1500000,1.5M,about,5.366005
babylm,babylm_S1,7,1500000,1.5M,above,8.773917
babylm,babylm_S1,7,1500000,1.5M,after,6.331230
babylm,babylm_S1,7,1500000,1.5M,airplane,11.203193
babylm,babylm_S1,7,1500000,1.5M,all,6.001066
babylm,babylm_S1,7,1500000,1.5M,alligator,12.794836
babylm,babylm_S1,7,1500000,1.5M,am,6.098492
babylm,babylm_S1,7,1500000,1.5M,and,3.278494
babylm,babylm_S1,7,1500000,1.5M,animal,9.062907
babylm,babylm_S1,7,1500000,1.5M,ankle,11.356944
babylm,babylm_S1,7,1500000,1.5M,another,6.846641
babylm,babylm_S1,7,1500000,1.5M,any,6.206083
babylm,babylm_S1,7,1500000,1.5M,apple,11.335400
babylm,babylm_S1,7,1500000,1.5M,are,5.336390
babylm,babylm_S1,7,1500000,1.5M,arm,7.809508
babylm,babylm_S1,7,1500000,1.5M,around,6.553780
babylm,babylm_S1,7,1500000,1.5M,asleep,9.591827
babylm,babylm_S1,7,1500000,1.5M,at,3.199236
babylm,babylm_S1,7,1500000,1.5M,aunt,9.610987
babylm,babylm_S1,7,1500000,1.5M,awake,9.968552
babylm,babylm_S1,7,1500000,1.5M,away,6.325312
babylm,babylm_S1,7,1500000,1.5M,baby,8.799999
babylm,babylm_S1,7,1500000,1.5M,babysitter,14.717896
babylm,babylm_S1,7,1500000,1.5M,back,6.463619
babylm,babylm_S1,7,1500000,1.5M,backyard,11.476204
babylm,babylm_S1,7,1500000,1.5M,bad,7.979437
babylm,babylm_S1,7,1500000,1.5M,ball,8.284975
babylm,babylm_S1,7,1500000,1.5M,balloon,11.076708
babylm,babylm_S1,7,1500000,1.5M,banana,12.488114
babylm,babylm_S1,7,1500000,1.5M,basement,10.418868
babylm,babylm_S1,7,1500000,1.5M,basket,9.403679
babylm,babylm_S1,7,1500000,1.5M,bat,9.097987
babylm,babylm_S1,7,1500000,1.5M,bath,9.891420
babylm,babylm_S1,7,1500000,1.5M,bathroom,9.114260
babylm,babylm_S1,7,1500000,1.5M,bathtub,14.979295
babylm,babylm_S1,7,1500000,1.5M,be,3.517867
babylm,babylm_S1,7,1500000,1.5M,beach,8.688654
babylm,babylm_S1,7,1500000,1.5M,beads,11.824497
babylm,babylm_S1,7,1500000,1.5M,beans,11.288579
babylm,babylm_S1,7,1500000,1.5M,bear,10.171318
babylm,babylm_S1,7,1500000,1.5M,because,7.255534
babylm,babylm_S1,7,1500000,1.5M,bed,8.415757
babylm,babylm_S1,7,1500000,1.5M,bedroom,9.076365
babylm,babylm_S1,7,1500000,1.5M,bee,10.814631
babylm,babylm_S1,7,1500000,1.5M,before,6.631713
babylm,babylm_S1,7,1500000,1.5M,behind,9.036721
babylm,babylm_S1,7,1500000,1.5M,belly,9.963514
babylm,babylm_S1,7,1500000,1.5M,belt,10.668295
babylm,babylm_S1,7,1500000,1.5M,bench,10.597690
babylm,babylm_S1,7,1500000,1.5M,beside,8.982598
babylm,babylm_S1,7,1500000,1.5M,better,7.373453
babylm,babylm_S1,7,1500000,1.5M,bib,12.350121
babylm,babylm_S1,7,1500000,1.5M,bicycle,11.891230
babylm,babylm_S1,7,1500000,1.5M,big,7.177018
babylm,babylm_S1,7,1500000,1.5M,bird,9.583784
babylm,babylm_S1,7,1500000,1.5M,bite,10.990205
babylm,babylm_S1,7,1500000,1.5M,black,8.422191
babylm,babylm_S1,7,1500000,1.5M,blanket,11.228750
babylm,babylm_S1,7,1500000,1.5M,block,9.331681
babylm,babylm_S1,7,1500000,1.5M,blow,9.940088
babylm,babylm_S1,7,1500000,1.5M,blue,8.308702
babylm,babylm_S1,7,1500000,1.5M,boat,8.282035
babylm,babylm_S1,7,1500000,1.5M,book,7.532420
babylm,babylm_S1,7,1500000,1.5M,boots,10.100381
babylm,babylm_S1,7,1500000,1.5M,bottle,9.574648
babylm,babylm_S1,7,1500000,1.5M,bowl,10.313141
babylm,babylm_S1,7,1500000,1.5M,box,8.436228
babylm,babylm_S1,7,1500000,1.5M,boy,7.540698
babylm,babylm_S1,7,1500000,1.5M,bread,9.483381
babylm,babylm_S1,7,1500000,1.5M,break,7.874873
babylm,babylm_S1,7,1500000,1.5M,breakfast,9.079544
babylm,babylm_S1,7,1500000,1.5M,bring,8.015670
babylm,babylm_S1,7,1500000,1.5M,broken,9.343534
babylm,babylm_S1,7,1500000,1.5M,broom,12.372779
babylm,babylm_S1,7,1500000,1.5M,brother,7.260729
babylm,babylm_S1,7,1500000,1.5M,brown,9.967539
babylm,babylm_S1,7,1500000,1.5M,brush,11.252743
babylm,babylm_S1,7,1500000,1.5M,bubbles,12.189454
babylm,babylm_S1,7,1500000,1.5M,bucket,10.320262
babylm,babylm_S1,7,1500000,1.5M,bug,10.905584
babylm,babylm_S1,7,1500000,1.5M,build,9.538041
babylm,babylm_S1,7,1500000,1.5M,bump,12.296451
babylm,babylm_S1,7,1500000,1.5M,bunny,12.485532
babylm,babylm_S1,7,1500000,1.5M,bus,9.231904
babylm,babylm_S1,7,1500000,1.5M,but,7.073361
babylm,babylm_S1,7,1500000,1.5M,butter,11.104592
babylm,babylm_S1,7,1500000,1.5M,butterfly,11.616008
babylm,babylm_S1,7,1500000,1.5M,button,10.941271
babylm,babylm_S1,7,1500000,1.5M,buy,8.381535
babylm,babylm_S1,7,1500000,1.5M,by,5.071853
babylm,babylm_S1,7,1500000,1.5M,bye,11.716221
babylm,babylm_S1,7,1500000,1.5M,cake,10.088492
babylm,babylm_S1,7,1500000,1.5M,call,7.300719
babylm,babylm_S1,7,1500000,1.5M,camera,9.293003
babylm,babylm_S1,7,1500000,1.5M,camping,11.492935
babylm,babylm_S1,7,1500000,1.5M,can,6.203076
babylm,babylm_S1,7,1500000,1.5M,candy,11.357231
babylm,babylm_S1,7,1500000,1.5M,car,7.997242
babylm,babylm_S1,7,1500000,1.5M,careful,9.345327
babylm,babylm_S1,7,1500000,1.5M,carrots,12.155679
babylm,babylm_S1,7,1500000,1.5M,carry,8.230581
babylm,babylm_S1,7,1500000,1.5M,cat,9.300725
babylm,babylm_S1,7,1500000,1.5M,catch,9.161923
babylm,babylm_S1,7,1500000,1.5M,cereal,12.394671
babylm,babylm_S1,7,1500000,1.5M,chair,9.811865
babylm,babylm_S1,7,1500000,1.5M,chalk,12.285571
babylm,babylm_S1,7,1500000,1.5M,chase,10.599066
babylm,babylm_S1,7,1500000,1.5M,cheek,9.403047
babylm,babylm_S1,7,1500000,1.5M,cheese,10.992158
babylm,babylm_S1,7,1500000,1.5M,chicken,10.776104
babylm,babylm_S1,7,1500000,1.5M,child,7.447912
babylm,babylm_S1,7,1500000,1.5M,chin,10.317232
babylm,babylm_S1,7,1500000,1.5M,chocolate,10.769055
babylm,babylm_S1,7,1500000,1.5M,choo,14.058325
babylm,babylm_S1,7,1500000,1.5M,church,8.054728
babylm,babylm_S1,7,1500000,1.5M,circus,9.873687
babylm,babylm_S1,7,1500000,1.5M,clap,12.703036
babylm,babylm_S1,7,1500000,1.5M,clean,9.653079
babylm,babylm_S1,7,1500000,1.5M,climb,9.557477
babylm,babylm_S1,7,1500000,1.5M,clock,9.631513
babylm,babylm_S1,7,1500000,1.5M,close,8.723069
babylm,babylm_S1,7,1500000,1.5M,closet,10.278167
babylm,babylm_S1,7,1500000,1.5M,cloud,10.260119
babylm,babylm_S1,7,1500000,1.5M,clown,11.423305
babylm,babylm_S1,7,1500000,1.5M,coat,8.727487
babylm,babylm_S1,7,1500000,1.5M,coffee,9.359240
babylm,babylm_S1,7,1500000,1.5M,coke,13.177519
babylm,babylm_S1,7,1500000,1.5M,cold,8.430579
babylm,babylm_S1,7,1500000,1.5M,comb,11.014911
babylm,babylm_S1,7,1500000,1.5M,cook,9.505217
babylm,babylm_S1,7,1500000,1.5M,cookie,13.250317
babylm,babylm_S1,7,1500000,1.5M,corn,10.406079
babylm,babylm_S1,7,1500000,1.5M,couch,10.757535
babylm,babylm_S1,7,1500000,1.5M,could,4.871868
babylm,babylm_S1,7,1500000,1.5M,country,7.248716
babylm,babylm_S1,7,1500000,1.5M,cover,9.252021
babylm,babylm_S1,7,1500000,1.5M,cow,10.231094
babylm,babylm_S1,7,1500000,1.5M,cowboy,11.528168
babylm,babylm_S1,7,1500000,1.5M,cracker,14.228608
babylm,babylm_S1,7,1500000,1.5M,crayon,15.503301
babylm,babylm_S1,7,1500000,1.5M,crib,12.503137
babylm,babylm_S1,7,1500000,1.5M,cry,8.845573
babylm,babylm_S1,7,1500000,1.5M,cup,10.037042
babylm,babylm_S1,7,1500000,1.5M,cut,8.852643
babylm,babylm_S1,7,1500000,1.5M,cute,10.541756
babylm,babylm_S1,7,1500000,1.5M,daddy,11.054463
babylm,babylm_S1,7,1500000,1.5M,dance,9.888190
babylm,babylm_S1,7,1500000,1.5M,dark,8.769455
babylm,babylm_S1,7,1500000,1.5M,day,6.036098
babylm,babylm_S1,7,1500000,1.5M,deer,11.239001
babylm,babylm_S1,7,1500000,1.5M,diaper,13.018648
babylm,babylm_S1,7,1500000,1.5M,did,6.608882
babylm,babylm_S1,7,1500000,1.5M,dinner,9.083235
babylm,babylm_S1,7,1500000,1.5M,dirty,10.372335
babylm,babylm_S1,7,1500000,1.5M,dish,9.868188
babylm,babylm_S1,7,1500000,1.5M,do,6.234626
babylm,babylm_S1,7,1500000,1.5M,doctor,8.891941
babylm,babylm_S1,7,1500000,1.5M,does,7.393762
babylm,babylm_S1,7,1500000,1.5M,dog,8.390357
babylm,babylm_S1,7,1500000,1.5M,doll,10.641049
babylm,babylm_S1,7,1500000,1.5M,donkey,12.237090
babylm,babylm_S1,7,1500000,1.5M,donut,15.498229
babylm,babylm_S1,7,1500000,1.5M,door,7.654367
babylm,babylm_S1,7,1500000,1.5M,down,6.501377
babylm,babylm_S1,7,1500000,1.5M,downtown,12.052299
babylm,babylm_S1,7,1500000,1.5M,draw,9.145486
babylm,babylm_S1,7,1500000,1.5M,drawer,11.500868
babylm,babylm_S1,7,1500000,1.5M,dress,9.412907
