corpus,subset,seed,words,rung,word,surprisal
babylm,babylm_S1,0,500000,0.5M,bread,9.845456
babylm,babylm_S1,0,500000,0.5M,break,8.967862
babylm,babylm_S1,0,500000,0.5M,breakfast,9.346985
babylm,babylm_S1,0,500000,0.5M,bring,8.033150
babylm,babylm_S1,0,500000,0.5M,broken,9.932749
babylm,babylm_S1,0,500000,0.5M,broom,12.903032
babylm,babylm_S1,0,500000,0.5M,brother,7.506519
babylm,babylm_S1,0,500000,0.5M,brown,9.930856
babylm,babylm_S1,0,500000,0.5M,brush,11.601200
babylm,babylm_S1,0,500000,0.5M,bubbles,12.437539
babylm,babylm_S1,0,500000,0.5M,bucket,10.687589
babylm,babylm_S1,0,500000,0.5M,bug,11.833960
babylm,babylm_S1,0,500000,0.5M,build,8.738464
babylm,babylm_S1,0,500000,0.5M,bump,13.868946
babylm,babylm_S1,0,500000,0.5M,bunny,14.179837
babylm,babylm_S1,0,500000,0.5M,bus,9.942906
babylm,babylm_S1,0,500000,0.5M,but,7.414346
babylm,babylm_S1,0,500000,0.5M,butter,11.138060
babylm,babylm_S1,0,500000,0.5M,butterfly,12.803014
babylm,babylm_S1,0,500000,0.5M,button,12.655708
babylm,babylm_S1,0,500000,0.5M,buy,8.338867
babylm,babylm_S1,0,500000,0.5M,by,5.523883
babylm,babylm_S1,0,500000,0.5M,bye,11.692086
babylm,babylm_S1,0,500000,0.5M,cake,10.752732
babylm,babylm_S1,0,500000,0.5M,call,7.601864
babylm,babylm_S1,0,500000,0.5M,camera,9.624760
babylm,babylm_S1,0,500000,0.5M,camping,12.098490
babylm,babylm_S1,0,500000,0.5M,can,5.645758
babylm,babylm_S1,0,500000,0.5M,candy,11.690404
babylm,babylm_S1,0,500000,0.5M,car,8.141444
babylm,babylm_S1,0,500000,0.5M,careful,9.321755
babylm,babylm_S1,0,500000,0.5M,carrots,12.088381
babylm,babylm_S1,0,500000,0.5M,carry,8.367533
babylm,babylm_S1,0,500000,0.5M,cat,10.069205
babylm,babylm_S1,0,500000,0.5M,catch,9.541587
babylm,babylm_S1,0,500000,0.5M,cereal,14.422582
babylm,babylm_S1,0,500000,0.5M,chair,9.727648
babylm,babylm_S1,0,500000,0.5M,chalk,12.956893
babylm,babylm_S1,0,500000,0.5M,chase,11.485277
babylm,babylm_S1,0,500000,0.5M,cheek,9.852703
babylm,babylm_S1,0,500000,0.5M,cheese,10.517793
babylm,babylm_S1,0,500000,0.5M,chicken,10.671794
babylm,babylm_S1,0,500000,0.5M,child,7.490915
babylm,babylm_S1,0,500000,0.5M,chin,10.614096
babylm,babylm_S1,0,500000,0.5M,chocolate,11.270254
babylm,babylm_S1,0,500000,0.5M,choo,14.140817
babylm,babylm_S1,0,500000,0.5M,church,9.121686
babylm,babylm_S1,0,500000,0.5M,circus,9.779040
babylm,babylm_S1,0,500000,0.5M,clap,12.722403
babylm,babylm_S1,0,500000,0.5M,clean,9.433091
babylm,babylm_S1,0,500000,0.5M,climb,10.030625
babylm,babylm_S1,0,500000,0.5M,clock,9.271912
babylm,babylm_S1,0,500000,0.5M,close,8.644258
babylm,babylm_S1,0,500000,0.5M,closet,10.084258
babylm,babylm_S1,0,500000,0.5M,cloud,10.692720
babylm,babylm_S1,0,500000,0.5M,clown,11.148160
babylm,babylm_S1,0,500000,0.5M,coat,9.585434
babylm,babylm_S1,0,500000,0.5M,coffee,9.631639
babylm,babylm_S1,0,500000,0.5M,coke,12.437863
babylm,babylm_S1,0,500000,0.5M,cold,8.848842
babylm,babylm_S1,0,500000,0.5M,comb,11.928235
babylm,babylm_S1,0,500000,0.5M,cook,9.930375
babylm,babylm_S1,0,500000,0.5M,cookie,12.813960
babylm,babylm_S1,0,500000,0.5M,corn,10.799060
babylm,babylm_S1,0,500000,0.5M,couch,11.304477
babylm,babylm_S1,0,500000,0.5M,could,5.375938
babylm,babylm_S1,0,500000,0.5M,country,7.061268
babylm,babylm_S1,0,500000,0.5M,cover,9.221532
babylm,babylm_S1,0,500000,0.5M,cow,11.110408
babylm,babylm_S1,0,500000,0.5M,cowboy,12.835349
babylm,babylm_S1,0,500000,0.5M,cracker,14.283868
babylm,babylm_S1,0,500000,0.5M,crayon,13.746881
babylm,babylm_S1,0,500000,0.5M,crib,14.153355
babylm,babylm_S1,0,500000,0.5M,cry,9.545627
babylm,babylm_S1,0,500000,0.5M,cup,10.395647
babylm,babylm_S1,0,500000,0.5M,cut,8.967618
babylm,babylm_S1,0,500000,0.5M,cute,10.194278
babylm,babylm_S1,0,500000,0.5M,daddy,10.745937
babylm,babylm_S1,0,500000,0.5M,dance,9.619484
babylm,babylm_S1,0,500000,0.5M,dark,8.777613
babylm,babylm_S1,0,500000,0.5M,day,6.697762
babylm,babylm_S1,0,500000,0.5M,deer,11.064777
babylm,babylm_S1,0,500000,0.5M,diaper,13.969402
babylm,babylm_S1,0,500000,0.5M,did,6.649516
babylm,babylm_S1,0,500000,0.5M,dinner,9.254684
babylm,babylm_S1,0,500000,0.5M,dirty,11.284942
babylm,babylm_S1,0,500000,0.5M,dish,10.615442
babylm,babylm_S1,0,500000,0.5M,do,5.888634
babylm,babylm_S1,0,500000,0.5M,doctor,8.752681
babylm,babylm_S1,0,500000,0.5M,does,7.686891
babylm,babylm_S1,0,500000,0.5M,dog,8.378101
babylm,babylm_S1,0,500000,0.5M,doll,10.339396
babylm,babylm_S1,0,500000,0.5M,donkey,11.369556
babylm,babylm_S1,0,500000,0.5M,donut,12.908836
babylm,babylm_S1,0,500000,0.5M,door,7.330869
babylm,babylm_S1,0,500000,0.5M,down,6.567642
babylm,babylm_S1,0,500000,0.5M,downtown,12.095361
babylm,babylm_S1,0,500000,0.5M,draw,9.470458
babylm,babylm_S1,0,500000,0.5M,drawer,11.834948
babylm,babylm_S1,0,500000,0.5M,dress,9.357116
babylm,babylm_S1,0,500000,0.5M,drink,8.902078
babylm,babylm_S1,0,500000,0.5M,drive,8.839000
babylm,babylm_S1,0,500000,0.5M,drop,9.638295
babylm,babylm_S1,0,500000,0.5M,dry,9.874170
babylm,babylm_S1,0,500000,0.5M,dryer,11.672404
babylm,babylm_S1,0,500000,0.5M,duck,11.297907
babylm,babylm_S1,0,500000,0.5M,dump,11.905312
babylm,babylm_S1,0,500000,0.5M,each,7.673405
babylm,babylm_S1,0,500000,0.5M,ear,9.820537
babylm,babylm_S1,0,500000,0.5M,eat,7.974832
babylm,babylm_S1,0,500000,0.5M,egg,10.796473
babylm,babylm_S1,0,500000,0.5M,elephant,10.964542
babylm,babylm_S1,0,500000,0.5M,empty,9.555513
babylm,babylm_S1,0,500000,0.5M,every,7.775863
babylm,babylm_S1,0,500000,0.5M,eye,9.484395
babylm,babylm_S1,0,500000,0.5M,face,6.582311
babylm,babylm_S1,0,500000,0.5M,fall,8.770704
babylm,babylm_S1,0,500000,0.5M,farm,9.461530
babylm,babylm_S1,0,500000,0.5M,fast,9.174438
babylm,babylm_S1,0,500000,0.5M,feed,9.687850
babylm,babylm_S1,0,500000,0.5M,find,6.938118
babylm,babylm_S1,0,500000,0.5M,fine,7.617641
babylm,babylm_S1,0,500000,0.5M,finger,10.581326
babylm,babylm_S1,0,500000,0.5M,finish,9.632559
babylm,babylm_S1,0,500000,0.5M,first,7.200598
babylm,babylm_S1,0,500000,0.5M,fish,9.468943
babylm,babylm_S1,0,500000,0.5M,fit,9.467086
babylm,babylm_S1,0,500000,0.5M,fix,10.658377
babylm,babylm_S1,0,500000,0.5M,flag,9.632661
babylm,babylm_S1,0,500000,0.5M,flower,10.316586
babylm,babylm_S1,0,500000,0.5M,food,8.584217
babylm,babylm_S1,0,500000,0.5M,foot,9.007825
babylm,babylm_S1,0,500000,0.5M,for,4.821829
babylm,babylm_S1,0,500000,0.5M,fork,10.412215
babylm,babylm_S1,0,500000,0.5M,french,12.859459
babylm,babylm_S1,0,500000,0.5M,friend,6.478732
babylm,babylm_S1,0,500000,0.5M,frog,9.704430
babylm,babylm_S1,0,500000,0.5M,full,8.313960
babylm,babylm_S1,0,500000,0.5M,game,8.481603
babylm,babylm_S1,0,500000,0.5M,garage,10.992344
babylm,babylm_S1,0,500000,0.5M,garbage,11.294888
babylm,babylm_S1,0,500000,0.5M,garden,7.899706
babylm,babylm_S1,0,500000,0.5M,gas,9.947695
babylm,babylm_S1,0,500000,0.5M,gentle,10.088083
babylm,babylm_S1,0,500000,0.5M,get,5.634621
babylm,babylm_S1,0,500000,0.5M,giraffe,12.232719
babylm,babylm_S1,0,500000,0.5M,girl,6.695425
babylm,babylm_S1,0,500000,0.5M,give,6.662600
babylm,babylm_S1,0,500000,0.5M,glass,9.089362
babylm,babylm_S1,0,500000,0.5M,glasses,10.539771
babylm,babylm_S1,0,500000,0.5M,gloves,11.418039
babylm,babylm_S1,0,500000,0.5M,glue,12.179091
babylm,babylm_S1,0,500000,0.5M,go,5.767110
babylm,babylm_S1,0,500000,0.5M,good,6.379662
babylm,babylm_S1,0,500000,0.5M,goose,11.289670
babylm,babylm_S1,0,500000,0.5M,grandma,12.759964
babylm,babylm_S1,0,500000,0.5M,grandpa,12.016768
babylm,babylm_S1,0,500000,0.5M,grapes,13.284539
babylm,babylm_S1,0,500000,0.5M,grass,8.801681
babylm,babylm_S1,0,500000,0.5M,green,8.850687
babylm,babylm_S1,0,500000,0.5M,gum,13.799203
babylm,babylm_S1,0,500000,0.5M,hair,8.063938
babylm,babylm_S1,0,500000,0.5M,hamburger,15.236152
babylm,babylm_S1,0,500000,0.5M,hammer,10.996741
babylm,babylm_S1,0,500000,0.5M,hand,6.545690
babylm,babylm_S1,0,500000,0.5M,happy,8.747663
babylm,babylm_S1,0,500000,0.5M,hard,7.370135
babylm,babylm_S1,0,500000,0.5M,hat,9.410161
babylm,babylm_S1,0,500000,0.5M,hate,7.881689
babylm,babylm_S1,0,500000,0.5M,have,4.204639
babylm,babylm_S1,0,500000,0.5M,he,5.501595
babylm,babylm_S1,0,500000,0.5M,head,5.937492
babylm,babylm_S1,0,500000,0.5M,hear,6.516391
babylm,babylm_S1,0,500000,0.5M,heavy,9.190031
babylm,babylm_S1,0,500000,0.5M,helicopter,14.357127
babylm,babylm_S1,0,500000,0.5M,hello,12.570371
babylm,babylm_S1,0,500000,0.5M,help,7.790154
babylm,babylm_S1,0,500000,0.5M,her,4.367559
babylm,babylm_S1,0,500000,0.5M,here,6.415256
babylm,babylm_S1,0,500000,0.5M,hi,11.942109
babylm,babylm_S1,0,500000,0.5M,hide,10.014020
babylm,babylm_S1,0,500000,0.5M,high,7.554773
babylm,babylm_S1,0,500000,0.5M,him,4.497001
babylm,babylm_S1,0,500000,0.5M,his,4.792020
babylm,babylm_S1,0,500000,0.5M,hit,8.858890
babylm,babylm_S1,0,500000,0.5M,hold,8.708963
babylm,babylm_S1,0,500000,0.5M,home,6.484420
babylm,babylm_S1,0,500000,0.5M,horse,8.849597
babylm,babylm_S1,0,500000,0.5M,hose,13.111679
babylm,babylm_S1,0,500000,0.5M,hot,9.502949
babylm,babylm_S1,0,500000,0.5M,house,6.787221
babylm,babylm_S1,0,500000,0.5M,how,7.649388
babylm,babylm_S1,0,500000,0.5M,hug,10.458147
babylm,babylm_S1,0,500000,0.5M,hungry,9.950138
babylm,babylm_S1,0,500000,0.5M,hurry,10.142048
babylm,babylm_S1,0,500000,0.5M,hurt,8.566261
babylm,babylm_S1,0,500000,0.5M,i,9.274368
babylm,babylm_S1,0,500000,0.5M,ice,9.415169
babylm,babylm_S1,0,500000,0.5M,if,6.091286
babylm,babylm_S1,0,500000,0.5M,inside,8.578323
babylm,babylm_S1,0,500000,0.5M,into,5.768331
babylm,babylm_S1,0,500000,0.5M,is,4.451402
babylm,babylm_S1,0,500000,0.5M,it,4.959036
babylm,babylm_S1,0,500000,0.5M,jacket,10.388588
babylm,babylm_S1,0,500000,0.5M,jar,10.706508
babylm,babylm_S1,0,500000,0.5M,jeans,12.139644
babylm,babylm_S1,0,500000,0.5M,jelly,11.719315
babylm,babylm_S1,0,500000,0.5M,juice,10.734565
babylm,babylm_S1,0,500000,0.5M,jump,10.563935
babylm,babylm_S1,0,500000,0.5M,keys,10.792866
babylm,babylm_S1,0,500000,0.5M,kick,10.738360
babylm,babylm_S1,0,500000,0.5M,kiss,9.991914
babylm,babylm_S1,0,500000,0.5M,kitchen,8.456307
babylm,babylm_S1,0,500000,0.5M,kitty,11.979898
babylm,babylm_S1,0,500000,0.5M,knee,10.824739
babylm,babylm_S1,0,500000,0.5M,knife,9.554839
babylm,babylm_S1,0,500000,0.5M,knock,11.042883
babylm,babylm_S1,0,500000,0.5M,ladder,10.758765
babylm,babylm_S1,0,500000,0.5M,lady,9.120949
babylm,babylm_S1,0,500000,0.5M,lamb,10.635624
babylm,babylm_S1,0,500000,0.5M,lamp,10.849145
babylm,babylm_S1,0,500000,0.5M,last,7.489195
babylm,babylm_S1,0,500000,0.5M,later,8.155393
babylm,babylm_S1,0,500000,0.5M,lawn,11.350118
babylm,babylm_S1,0,500000,0.5M,leg,9.281272
babylm,babylm_S1,0,500000,0.5M,lick,10.655466
babylm,babylm_S1,0,500000,0.5M,light,8.370486
babylm,babylm_S1,0,500000,0.5M,like,5.541032
babylm,babylm_S1,0,500000,0.5M,lion,10.530398
babylm,babylm_S1,0,500000,0.5M,lips,9.610458
babylm,babylm_S1,0,500000,0.5M,listen,9.689880
babylm,babylm_S1,0,500000,0.5M,little,5.324922
babylm,babylm_S1,0,500000,0.5M,living,8.570745
babylm,babylm_S1,0,500000,0.5M,lollipop,13.215766
babylm,babylm_S1,0,500000,0.5M,long,5.819692
babylm,babylm_S1,0,500000,0.5M,look,8.073780
babylm,babylm_S1,0,500000,0.5M,loud,10.033309
babylm,babylm_S1,0,500000,0.5M,love,7.083699
babylm,babylm_S1,0,500000,0.5M,lunch,10.052861
babylm,babylm_S1,0,500000,0.5M,mad,10.135408
babylm,babylm_S1,0,500000,0.5M,make,6.396268
babylm,babylm_S1,0,500000,0.5M,man,6.616444
babylm,babylm_S1,0,500000,0.5M,me,4.368480
babylm,babylm_S1,0,500000,0.5M,meat,9.776181
babylm,babylm_S1,0,500000,0.5M,medicine,9.548757
babylm,babylm_S1,0,500000,0.5M,milk,9.970339
babylm,babylm_S1,0,500000,0.5M,mine,9.143527
babylm,babylm_S1,0,500000,0.5M,mommy,13.946934
babylm,babylm_S1,0,500000,0.5M,money,7.390776
babylm,babylm_S1,0,500000,0.5M,monkey,11.184749
babylm,babylm_S1,0,500000,0.5M,moo,12.824969
babylm,babylm_S1,0,500000,0.5M,moon,9.626872
babylm,babylm_S1,0,500000,0.5M,moose,12.487195
babylm,babylm_S1,0,500000,0.5M,mop,12.733119
babylm,babylm_S1,0,500000,0.5M,more,6.107436
babylm,babylm_S1,0,500000,0.5M,morning,6.589764
babylm,babylm_S1,0,500000,0.5M,motorcycle,11.302212
babylm,babylm_S1,0,500000,0.5M,mouse,10.252567
babylm,babylm_S1,0,500000,0.5M,mouth,7.622804
babylm,babylm_S1,0,500000,0.5M,movie,8.162497
babylm,babylm_S1,0,500000,0.5M,much,5.064877
babylm,babylm_S1,0,500000,0.5M,muffin,13.583082
babylm,babylm_S1,0,500000,0.5M,my,6.074737
babylm,babylm_S1,0,500000,0.5M,myself,8.086985
babylm,babylm_S1,0,500000,0.5M,nail,11.498085
babylm,babylm_S1,0,500000,0.5M,nap,10.760482
babylm,babylm_S1,0,500000,0.5M,napkin,12.537162
babylm,babylm_S1,0,500000,0.5M,naughty,11.158921
babylm,babylm_S1,0,500000,0.5M,necklace,11.576431
babylm,babylm_S1,0,500000,0.5M,need,5.720683
babylm,babylm_S1,0,500000,0.5M,new,6.295370
babylm,babylm_S1,0,500000,0.5M,next,8.031892
babylm,babylm_S1,0,500000,0.5M,nice,7.432096
babylm,babylm_S1,0,500000,0.5M,night,7.535636
babylm,babylm_S1,0,500000,0.5M,no,7.960053
babylm,babylm_S1,0,500000,0.5M,noisy,11.614088
babylm,babylm_S1,0,500000,0.5M,none,10.036584
babylm,babylm_S1,0,500000,0.5M,noodles,12.411799
babylm,babylm_S1,0,500000,0.5M,nose,9.133144
babylm,babylm_S1,0,500000,0.5M,not,4.952896
babylm,babylm_S1,0,500000,0.5M,now,6.265174
babylm,babylm_S1,0,500000,0.5M,nurse,10.007746
babylm,babylm_S1,0,500000,0.5M,nuts,11.244835
babylm,babylm_S1,0,500000,0.5M,of,2.198605
babylm,babylm_S1,0,500000,0.5M,off,6.593220
babylm,babylm_S1,0,500000,0.5M,old,6.915075
babylm,babylm_S1,0,500000,0.5M,on,4.488754
babylm,babylm_S1,0,500000,0.5M,open,8.595329
babylm,babylm_S1,0,500000,0.5M,orange,11.508631
babylm,babylm_S1,0,500000,0.5M,other,6.019442
babylm,babylm_S1,0,500000,0.5M,ouch,14.887798
babylm,babylm_S1,0,500000,0.5M,our,6.392659
babylm,babylm_S1,0,500000,0.5M,out,5.207679
babylm,babylm_S1,0,500000,0.5M,outside,9.283952
babylm,babylm_S1,0,500000,0.5M,oven,10.108915
babylm,babylm_S1,0,500000,0.5M,over,6.246285
babylm,babylm_S1,0,500000,0.5M,owl,11.365989
babylm,babylm_S1,0,500000,0.5M,paint,10.683570
babylm,babylm_S1,0,500000,0.5M,pajamas,12.444006
babylm,babylm_S1,0,500000,0.5M,pancake,12.086451
babylm,babylm_S1,0,500000,0.5M,pants,11.484211
babylm,babylm_S1,0,500000,0.5M,paper,8.151670
babylm,babylm_S1,0,500000,0.5M,park,9.421528
babylm,babylm_S1,0,500000,0.5M,party,7.934709
babylm,babylm_S1,0,500000,0.5M,peanut,13.010697
babylm,babylm_S1,0,500000,0.5M,peas,11.024697
babylm,babylm_S1,0,500000,0.5M,pen,10.088697
babylm,babylm_S1,0,500000,0.5M,pencil,12.296885
babylm,babylm_S1,0,500000,0.5M,penguin,12.736030
babylm,babylm_S1,0,500000,0.5M,penis,11.310876
babylm,babylm_S1,0,500000,0.5M,penny,10.673450
babylm,babylm_S1,0,500000,0.5M,people,5.984025
babylm,babylm_S1,0,500000,0.5M,person,7.790891
babylm,babylm_S1,0,500000,0.5M,pick,9.143806
babylm,babylm_S1,0,500000,0.5M,pickle,12.957721
babylm,babylm_S1,0,500000,0.5M,picnic,10.903340
babylm,babylm_S1,0,500000,0.5M,picture,8.842424
babylm,babylm_S1,0,500000,0.5M,pig,10.282989
babylm,babylm_S1,0,500000,0.5M,pillow,11.424032
babylm,babylm_S1,0,500000,0.5M,pizza,11.710813
babylm,babylm_S1,0,500000,0.5M,plant,10.454309
babylm,babylm_S1,0,500000,0.5M,plate,9.553161
babylm,babylm_S1,0,500000,0.5M,play,7.822866
babylm,babylm_S1,0,500000,0.5M,playground,11.141108
babylm,babylm_S1,0,500000,0.5M,please,9.446402
babylm,babylm_S1,0,500000,0.5M,police,8.552885
babylm,babylm_S1,0,500000,0.5M,pony,9.586338
babylm,babylm_S1,0,500000,0.5M,pool,10.320880
babylm,babylm_S1,0,500000,0.5M,poor,9.354417
babylm,babylm_S1,0,500000,0.5M,popcorn,12.589139
babylm,babylm_S1,0,500000,0.5M,popsicle,12.279838
babylm,babylm_S1,0,500000,0.5M,porch,9.620277
babylm,babylm_S1,0,500000,0.5M,potato,11.935561
babylm,babylm_S1,0,500000,0.5M,pour,10.742463
babylm,babylm_S1,0,500000,0.5M,present,8.892307
babylm,babylm_S1,0,500000,0.5M,pretend,11.269473
babylm,babylm_S1,0,500000,0.5M,pretty,7.730174
babylm,babylm_S1,0,500000,0.5M,pretzel,13.920502
babylm,babylm_S1,0,500000,0.5M,pudding,11.584973
babylm,babylm_S1,0,500000,0.5M,pull,9.422536
babylm,babylm_S1,0,500000,0.5M,pumpkin,12.367958
babylm,babylm_S1,0,500000,0.5M,puppy,11.310653
babylm,babylm_S1,0,500000,0.5M,purse,10.515801
babylm,babylm_S1,0,500000,0.5M,push,10.865516
babylm,babylm_S1,0,500000,0.5M,put,6.693080
babylm,babylm_S1,0,500000,0.5M,puzzle,11.465398
babylm,babylm_S1,0,500000,0.5M,quack,13.662339
babylm,babylm_S1,0,500000,0.5M,quiet,8.760333
babylm,babylm_S1,0,500000,0.5M,radio,8.908350
babylm,babylm_S1,0,500000,0.5M,rain,9.284910
babylm,babylm_S1,0,500000,0.5M,raisin,15.015028
babylm,babylm_S1,0,500000,0.5M,read,7.533665
babylm,babylm_S1,0,500000,0.5M,red,8.558213
babylm,babylm_S1,0,500000,0.5M,refrigerator,11.696586
babylm,babylm_S1,0,500000,0.5M,ride,9.504993
babylm,babylm_S1,0,500000,0.5M,rip,11.558446
babylm,babylm_S1,0,500000,0.5M,rock,9.222486
babylm,babylm_S1,0,500000,0.5M,rocking,11.788403
babylm,babylm_S1,0,500000,0.5M,roof,10.028484
babylm,babylm_S1,0,500000,0.5M,room,6.964836
babylm,babylm_S1,0,500000,0.5M,rooster,12.799346
babylm,babylm_S1,0,500000,0.5M,run,8.055322
babylm,babylm_S1,0,500000,0.5M,sad,9.771904
babylm,babylm_S1,0,500000,0.5M,salt,10.875698
babylm,babylm_S1,0,500000,0.5M,same,5.599098
babylm,babylm_S1,0,500000,0.5M,sandwich,11.338145
babylm,babylm_S1,0,500000,0.5M,sauce,11.951869
babylm,babylm_S1,0,500000,0.5M,say,7.838992
babylm,babylm_S1,0,500000,0.5M,scared,9.172767
babylm,babylm_S1,0,500000,0.5M,scarf,12.590073
babylm,babylm_S1,0,500000,0.5M,school,7.649717
babylm,babylm_S1,0,500000,0.5M,scissors,10.980460
babylm,babylm_S1,0,500000,0.5M,see,5.848500
babylm,babylm_S1,0,500000,0.5M,shake,10.632639
babylm,babylm_S1,0,500000,0.5M,share,9.843496
babylm,babylm_S1,0,500000,0.5M,she,6.479770
babylm,babylm_S1,0,500000,0.5M,sheep,10.013502
babylm,babylm_S1,0,500000,0.5M,shh,12.394250
babylm,babylm_S1,0,500000,0.5M,shirt,9.606417
babylm,babylm_S1,0,500000,0.5M,shoe,11.321937
babylm,babylm_S1,0,500000,0.5M,shopping,11.299787
babylm,babylm_S1,0,500000,0.5M,shorts,14.024547
babylm,babylm_S1,0,500000,0.5M,shoulder,8.935860
babylm,babylm_S1,0,500000,0.5M,shovel,11.886020
babylm,babylm_S1,0,500000,0.5M,show,8.341848
babylm,babylm_S1,0,500000,0.5M,shower,9.373025
babylm,babylm_S1,0,500000,0.5M,sick,9.100323
babylm,babylm_S1,0,500000,0.5M,sidewalk,11.680386
babylm,babylm_S1,0,500000,0.5M,sing,10.005952
babylm,babylm_S1,0,500000,0.5M,sink,10.874493
babylm,babylm_S1,0,500000,0.5M,sister,7.788152
babylm,babylm_S1,0,500000,0.5M,sit,9.189152
babylm,babylm_S1,0,500000,0.5M,skate,12.500032
babylm,babylm_S1,0,500000,0.5M,sky,8.609051
babylm,babylm_S1,0,500000,0.5M,sled,12.213800
babylm,babylm_S1,0,500000,0.5M,sleep,7.851698
babylm,babylm_S1,0,500000,0.5M,sleepy,11.092796
babylm,babylm_S1,0,500000,0.5M,slide,12.393496
babylm,babylm_S1,0,500000,0.5M,slipper,12.547358
babylm,babylm_S1,0,500000,0.5M,slow,10.833956
babylm,babylm_S1,0,500000,0.5M,smile,9.671961
babylm,babylm_S1,0,500000,0.5M,snack,13.048095
babylm,babylm_S1,0,500000,0.5M,snow,9.639228
babylm,babylm_S1,0,500000,0.5M,so,6.322366
babylm,babylm_S1,0,500000,0.5M,soap,10.863626
babylm,babylm_S1,0,500000,0.5M,sock,14.877590
babylm,babylm_S1,0,500000,0.5M,soda,11.556013
babylm,babylm_S1,0,500000,0.5M,sofa,9.720427
babylm,babylm_S1,0,500000,0.5M,soft,8.893939
babylm,babylm_S1,0,500000,0.5M,some,5.711471
babylm,babylm_S1,0,500000,0.5M,soup,11.339861
