seed,rung,words,word,surprisal
0,6M,6000000,food,4.504515
0,6M,6000000,foot,2.896606
0,6M,6000000,for,4.207245
0,6M,6000000,fork,4.205467
0,6M,6000000,french,8.076463
0,6M,6000000,friend,3.485347
0,6M,6000000,frog,4.261053
0,6M,6000000,full,6.172514
0,6M,6000000,game,4.527728
0,6M,6000000,garage,4.431059
0,6M,6000000,garbage,4.328222
0,6M,6000000,garden,4.569363
0,6M,6000000,gas,6.830133
0,6M,6000000,gentle,5.879792
0,6M,6000000,get,3.231157
0,6M,6000000,giraffe,4.710339
0,6M,6000000,girl,2.594210
0,6M,6000000,give,3.752718
0,6M,6000000,glass,6.266930
0,6M,6000000,glasses,4.464072
0,6M,6000000,gloves,6.873662
0,6M,6000000,glue,6.492530
0,6M,6000000,go,1.930822
0,6M,6000000,good,3.596337
0,6M,6000000,goose,6.220262
0,6M,6000000,grandma,6.851667
0,6M,6000000,grandpa,6.238285
0,6M,6000000,grapes,4.831125
0,6M,6000000,grass,3.976508
0,6M,6000000,green,4.190381
0,6M,6000000,gum,5.339116
0,6M,6000000,hair,3.748913
0,6M,6000000,hamburger,6.567615
0,6M,6000000,hammer,3.714846
0,6M,6000000,hand,4.214941
0,6M,6000000,happy,4.430555
0,6M,6000000,hard,5.068920
0,6M,6000000,hat,3.497580
0,6M,6000000,hate,6.162121
0,6M,6000000,have,2.417997
0,6M,6000000,he,2.915081
0,6M,6000000,head,2.830053
0,6M,6000000,hear,4.711296
0,6M,6000000,heavy,4.737407
0,6M,6000000,helicopter,5.656558
0,6M,6000000,hello,4.484487
0,6M,6000000,help,4.210057
0,6M,6000000,her,2.823618
0,6M,6000000,here,3.585854
0,6M,6000000,hi,5.205110
0,6M,6000000,hide,5.465675
0,6M,6000000,high,6.101605
0,6M,6000000,him,2.645766
0,6M,6000000,his,4.328894
0,6M,6000000,hit,5.848014
0,6M,6000000,hold,5.873228
0,6M,6000000,home,0.514387
0,6M,6000000,horse,4.187200
0,6M,6000000,hose,6.442791
0,6M,6000000,hot,4.184242
0,6M,6000000,house,3.460969
0,6M,6000000,how,4.685800
0,6M,6000000,hug,4.371721
0,6M,6000000,hungry,4.233399
0,6M,6000000,hurry,7.347480
0,6M,6000000,hurt,3.740436
0,6M,6000000,i,5.511519
0,6M,6000000,ice,5.090896
0,6M,6000000,if,4.222690
0,6M,6000000,inside,5.590306
0,6M,6000000,into,5.471267
0,6M,6000000,is,2.945976
0,6M,6000000,it,2.158242
0,6M,6000000,jacket,5.292926
0,6M,6000000,jar,7.637730
0,6M,6000000,jeans,7.597428
0,6M,6000000,jelly,6.906316
0,6M,6000000,juice,2.895421
0,6M,6000000,jump,4.720757
0,6M,6000000,keys,5.179763
0,6M,6000000,kick,6.183425
0,6M,6000000,kiss,2.827032
0,6M,6000000,kitchen,4.165890
0,6M,6000000,kitty,3.261189
0,6M,6000000,knee,3.583301
0,6M,6000000,knife,5.276260
0,6M,6000000,knock,5.869827
0,6M,6000000,ladder,4.843658
0,6M,6000000,lady,6.236711
0,6M,6000000,lamb,6.595019
0,6M,6000000,lamp,5.802854
0,6M,6000000,last,5.558830
0,6M,6000000,later,5.199717
0,6M,6000000,lawn,8.693894
0,6M,6000000,leg,3.991685
0,6M,6000000,lick,6.836494
0,6M,6000000,light,4.807531
0,6M,6000000,like,2.077972
0,6M,6000000,lion,4.491533
0,6M,6000000,lips,6.960535
0,6M,6000000,listen,6.842014
0,6M,6000000,little,3.584701
0,6M,6000000,living,5.204797
0,6M,6000000,lollipop,4.399088
0,6M,6000000,long,4.847707
0,6M,6000000,look,3.802914
0,6M,6000000,loud,4.607294
0,6M,6000000,love,5.660946
0,6M,6000000,lunch,4.497296
0,6M,6000000,mad,6.835700
0,6M,6000000,make,4.831424
0,6M,6000000,man,4.993948
0,6M,6000000,me,1.982072
0,6M,6000000,meat,5.750788
0,6M,6000000,medicine,5.150543
0,6M,6000000,milk,3.729813
0,6M,6000000,mine,4.841423
0,6M,6000000,mommy,4.838391
0,6M,6000000,money,4.649220
0,6M,6000000,monkey,4.458242
0,6M,6000000,moo,4.093065
0,6M,6000000,moon,3.248855
0,6M,6000000,moose,6.911666
0,6M,6000000,mop,8.346577
0,6M,6000000,more,4.404308
0,6M,6000000,morning,3.562526
0,6M,6000000,motorcycle,7.476579
0,6M,6000000,mouse,4.839315
0,6M,6000000,mouth,1.351620
0,6M,6000000,movie,5.205489
0,6M,6000000,much,3.098126
0,6M,6000000,muffin,6.939954
0,6M,6000000,my,5.103835
0,6M,6000000,myself,5.064041
0,6M,6000000,nail,7.133798
0,6M,6000000,nap,4.370849
0,6M,6000000,napkin,6.407378
0,6M,6000000,naughty,4.590465
0,6M,6000000,necklace,6.324883
0,6M,6000000,need,4.832556
0,6M,6000000,new,5.249456
0,6M,6000000,next,6.512776
0,6M,6000000,nice,4.464359
0,6M,6000000,night,4.598661
0,6M,6000000,no,3.389486
0,6M,6000000,noisy,6.108691
0,6M,6000000,none,6.941487
0,6M,6000000,noodles,7.073788
0,6M,6000000,nose,3.036501
0,6M,6000000,not,3.776778
0,6M,6000000,now,4.535946
0,6M,6000000,nurse,5.568594
0,6M,6000000,nuts,5.623501
0,6M,6000000,of,2.166001
0,6M,6000000,off,3.151533
0,6M,6000000,old,5.552929
0,6M,6000000,on,3.201224
0,6M,6000000,open,4.192561
0,6M,6000000,orange,4.387160
0,6M,6000000,other,4.726651
0,6M,6000000,ouch,7.309493
0,6M,6000000,our,5.548656
0,6M,6000000,out,2.836755
0,6M,6000000,outside,5.932318
0,6M,6000000,oven,4.587849
0,6M,6000000,over,3.595418
0,6M,6000000,owl,5.164141
0,6M,6000000,paint,6.898384
0,6M,6000000,pajamas,5.169237
0,6M,6000000,pancake,7.412518
0,6M,6000000,pants,4.201317
0,6M,6000000,paper,3.908955
0,6M,6000000,park,4.499997
0,6M,6000000,party,3.692775
0,6M,6000000,peanut,6.052655
0,6M,6000000,peas,3.724907
0,6M,6000000,pen,6.824807
0,6M,6000000,pencil,3.882554
0,6M,6000000,penguin,6.426609
0,6M,6000000,penis,8.210677
0,6M,6000000,penny,5.179914
0,6M,6000000,people,4.735433
0,6M,6000000,person,5.568029
0,6M,6000000,pick,6.239446
0,6M,6000000,pickle,4.998399
0,6M,6000000,picnic,3.951032
0,6M,6000000,picture,4.103809
0,6M,6000000,pig,4.052207
0,6M,6000000,pillow,6.828404
0,6M,6000000,pizza,3.962780
0,6M,6000000,plant,8.755863
0,6M,6000000,plate,3.764639
0,6M,6000000,play,3.103636
0,6M,6000000,playground,8.980321
0,6M,6000000,please,4.895834
0,6M,6000000,police,5.928138
0,6M,6000000,pony,7.079491
0,6M,6000000,pool,3.845609
0,6M,6000000,poor,6.174956
0,6M,6000000,popcorn,5.567223
0,6M,6000000,popsicle,8.227946
0,6M,6000000,porch,5.250584
0,6M,6000000,potato,6.076940
0,6M,6000000,pour,5.763344
0,6M,6000000,present,4.850778
0,6M,6000000,pretend,5.154570
0,6M,6000000,pretty,5.638854
0,6M,6000000,pretzel,6.410015
0,6M,6000000,pudding,7.334370
0,6M,6000000,pull,5.481899
0,6M,6000000,pumpkin,5.579089
0,6M,6000000,puppy,5.225921
0,6M,6000000,purse,5.068565
0,6M,6000000,push,4.055959
0,6M,6000000,put,3.533685
0,6M,6000000,puzzle,4.823300
0,6M,6000000,quack,3.251299
0,6M,6000000,quiet,6.498840
0,6M,6000000,radio,7.400524
0,6M,6000000,rain,4.846333
0,6M,6000000,raisin,8.083194
0,6M,6000000,read,3.103207
0,6M,6000000,red,5.694902
0,6M,6000000,refrigerator,5.295070
0,6M,6000000,ride,4.828391
0,6M,6000000,rip,7.600260
0,6M,6000000,rock,6.074077
0,6M,6000000,rocking,7.239024
0,6M,6000000,roof,5.421161
0,6M,6000000,room,3.934213
0,6M,6000000,rooster,5.366430
0,6M,6000000,run,6.718079
0,6M,6000000,sad,5.248279
0,6M,6000000,salt,6.459103
0,6M,6000000,same,4.378924
0,6M,6000000,sandwich,4.552463
0,6M,6000000,sauce,5.242663
0,6M,6000000,say,5.110837
0,6M,6000000,scared,4.286925
0,6M,6000000,scarf,7.295016
0,6M,6000000,school,2.939703
0,6M,6000000,scissors,5.247426
0,6M,6000000,see,2.695692
0,6M,6000000,shake,3.914444
0,6M,6000000,share,6.583482
0,6M,6000000,she,2.935281
0,6M,6000000,sheep,4.957428
0,6M,6000000,shh,6.915747
0,6M,6000000,shirt,4.966321
0,6M,6000000,shoe,4.386813
0,6M,6000000,shopping,5.084544
0,6M,6000000,shorts,7.735702
0,6M,6000000,shoulder,5.736365
0,6M,6000000,shovel,6.592225
0,6M,6000000,show,6.264173
0,6M,6000000,shower,5.171921
0,6M,6000000,sick,5.473388
0,6M,6000000,sidewalk,6.434075
0,6M,6000000,sing,5.307711
0,6M,6000000,sink,5.096859
0,6M,6000000,sister,5.514476
0,6M,6000000,sit,5.502744
0,6M,6000000,skate,9.370170
0,6M,6000000,sky,3.581011
0,6M,6000000,sled,6.368928
0,6M,6000000,sleep,4.063139
0,6M,6000000,sleepy,6.216891
0,6M,6000000,slide,4.839256
0,6M,6000000,slipper,5.999001
0,6M,6000000,slow,7.794464
0,6M,6000000,smile,7.125953
0,6M,6000000,snack,6.251691
0,6M,6000000,snow,5.781062
0,6M,6000000,so,4.191729
0,6M,6000000,soap,6.360172
0,6M,6000000,sock,5.162885
0,6M,6000000,soda,5.949134
0,6M,6000000,sofa,5.403898
0,6M,6000000,soft,4.855462
0,6M,6000000,some,3.057690
0,6M,6000000,soup,4.981836
0,6M,6000000,spill,4.986552
0,6M,6000000,splash,4.533239
0,6M,6000000,spoon,2.963320
0,6M,6000000,sprinkler,8.801266
0,6M,6000000,squirrel,6.606661
0,6M,6000000,stairs,4.922728
0,6M,6000000,stand,6.106257
0,6M,6000000,star,3.676318
0,6M,6000000,stay,5.631370
0,6M,6000000,stick,6.282859
0,6M,6000000,sticky,5.041144
0,6M,6000000,stone,5.353380
0,6M,6000000,stop,5.249001
0,6M,6000000,store,2.964738
0,6M,6000000,story,3.748115
0,6M,6000000,stove,4.497313
0,6M,6000000,strawberry,5.590946
0,6M,6000000,street,4.769489
0,6M,6000000,stroller,6.679930
0,6M,6000000,stuck,4.240350
0,6M,6000000,sun,4.290734
0,6M,6000000,sweater,4.995228
0,6M,6000000,sweep,8.495648
0,6M,6000000,swim,4.753070
0,6M,6000000,swing,5.727424
0,6M,6000000,table,3.882276
0,6M,6000000,take,4.455390
0,6M,6000000,talk,5.129285
0,6M,6000000,tape,4.771504
0,6M,6000000,taste,4.440373
0,6M,6000000,teacher,5.702575
0,6M,6000000,tear,6.895122
0,6M,6000000,telephone,5.347468
0,6M,6000000,thank,4.875319
0,6M,6000000,that,1.904419
0,6M,6000000,the,2.014061
0,6M,6000000,their,5.278663
0,6M,6000000,them,2.376032
0,6M,6000000,then,3.674408
0,6M,6000000,there,3.572099
0,6M,6000000,these,4.023436
0,6M,6000000,they,3.693638
0,6M,6000000,think,2.949353
0,6M,6000000,thirsty,5.436047
0,6M,6000000,this,2.982578
0,6M,6000000,those,4.290484
0,6M,6000000,throw,4.459909
0,6M,6000000,tickle,3.488187
0,6M,6000000,tiger,4.158058
0,6M,6000000,time,2.659473
0,6M,6000000,tiny,6.356912
0,6M,6000000,tired,5.117255
0,6M,6000000,tissue,4.542843
0,6M,6000000,to,2.578955
0,6M,6000000,toast,6.282202
0,6M,6000000,today,6.557704
0,6M,6000000,tomorrow,5.762124
0,6M,6000000,tongue,5.110463
0,6M,6000000,tonight,8.080544
0,6M,6000000,too,5.275662
0,6M,6000000,tooth,7.824788
0,6M,6000000,toothbrush,5.597582
0,6M,6000000,touch,4.732411
0,6M,6000000,towel,4.899742
0,6M,6000000,tractor,5.489860
0,6M,6000000,train,4.782910
0,6M,6000000,trash,5.910815
0,6M,6000000,tray,6.449876
0,6M,6000000,tree,4.486565
0,6M,6000000,truck,3.610818
0,6M,6000000,try,4.290902
0,6M,6000000,tummy,5.276083
0,6M,6000000,tuna,7.543104
0,6M,6000000,turkey,6.677652
0,6M,6000000,turn,4.923001
0,6M,6000000,turtle,4.790392
0,6M,6000000,tv,4.300148
0,6M,6000000,uh,4.296173
0,6M,6000000,uncle,8.101841
0,6M,6000000,under,5.195180
0,6M,6000000,up,2.825525
0,6M,6000000,us,4.433032
0,6M,6000000,vacuum,8.792784
0,6M,6000000,vanilla,8.190423
0,6M,6000000,wait,6.014507
0,6M,6000000,wake,5.103270
0,6M,6000000,walk,5.258783
0,6M,6000000,walker,11.118371
0,6M,6000000,wanna,3.397738
0,6M,6000000,was,3.199419
0,6M,6000000,wash,3.978756
0,6M,6000000,washing,5.827835
0,6M,6000000,watch,6.167908
0,6M,6000000,water,4.067458
0,6M,6000000,we,3.806026
0,6M,6000000,were,4.296847
0,6M,6000000,wet,4.300077
0,6M,6000000,what,3.439468
0,6M,6000000,when,5.808173
0,6M,6000000,where,4.367373
0,6M,6000000,which,5.714422
0,6M,6000000,white,4.894115
0,6M,6000000,who,3.756701
0,6M,6000000,why,5.328000
0,6M,6000000,will,5.091561
0,6M,6000000,wind,6.684316
0,6M,6000000,window,3.923404
0,6M,6000000,windy,7.175122
0,6M,6000000,wipe,5.415836
0,6M,6000000,wish,7.074821
0,6M,6000000,with,2.573574
0,6M,6000000,wolf,3.714910
0,6M,6000000,woods,6.829259
0,6M,6000000,woof,4.398095
0,6M,6000000,work,4.379904
0,6M,6000000,would,4.825668
0,6M,6000000,write,5.082642
0,6M,6000000,yard,5.411006
0,6M,6000000,yellow,5.089608
0,6M,6000000,yes,6.159877
0,6M,6000000,yesterday,5.557084
0,6M,6000000,yogurt,6.656038
0,6M,6000000,you,2.110801
0,6M,6000000,your,3.630109
0,6M,6000000,yourself,4.145061
0,6M,6000000,yum,3.099215
0,6M,6000000,zebra,5.826561
0,6M,6000000,zipper,6.867098
0,6M,6000000,zoo,3.238223
0,8M,8000000,a,2.497951
0,8M,8000000,about,2.722189
0,8M,8000000,above,6.723153
0,8M,8000000,after,7.200588
0,8M,8000000,airplane,4.668595
0,8M,8000000,all,4.307714
0,8M,8000000,alligator,5.337897
0,8M,8000000,am,5.860866
0,8M,8000000,and,3.825119
0,8M,8000000,animal,6.122219
0,8M,8000000,ankle,10.537852
0,8M,8000000,another,4.559600
0,8M,8000000,any,3.635469
0,8M,8000000,apple,3.896666
0,8M,8000000,are,2.887761
0,8M,8000000,arm,4.846349
0,8M,8000000,around,4.009042
0,8M,8000000,asleep,4.575764
0,8M,8000000,at,1.845979
0,8M,8000000,aunt,8.498251
0,8M,8000000,awake,5.861010
0,8M,8000000,away,3.214969
0,8M,8000000,baby,2.791459
0,8M,8000000,babysitter,6.659122
0,8M,8000000,back,3.727001
0,8M,8000000,backyard,6.670611
0,8M,8000000,bad,6.036319
0,8M,8000000,ball,1.784052
0,8M,8000000,balloon,5.464340
0,8M,8000000,banana,4.578667
0,8M,8000000,basement,6.820519
0,8M,8000000,basket,3.002439
0,8M,8000000,bat,6.003476
0,8M,8000000,bath,3.302375
0,8M,8000000,bathroom,5.326393
0,8M,8000000,bathtub,7.265061
0,8M,8000000,be,3.051341
0,8M,8000000,beach,3.618387
0,8M,8000000,beads,5.890638
0,8M,8000000,beans,4.524554
0,8M,8000000,bear,2.745486
0,8M,8000000,because,5.536267
0,8M,8000000,bed,4.216173
0,8M,8000000,bedroom,4.242552
0,8M,8000000,bee,3.881380
0,8M,8000000,before,5.770865
0,8M,8000000,behind,3.472410
0,8M,8000000,belly,5.252763
0,8M,8000000,belt,6.712403
0,8M,8000000,bench,5.866189
0,8M,8000000,beside,8.838659
0,8M,8000000,better,5.016891
0,8M,8000000,bib,5.609724
0,8M,8000000,bicycle,4.183960
0,8M,8000000,big,5.099486
0,8M,8000000,bird,4.588129
0,8M,8000000,bite,4.185968
0,8M,8000000,black,4.104812
0,8M,8000000,blanket,4.663546
0,8M,8000000,block,4.380689
0,8M,8000000,blow,6.246194
0,8M,8000000,blue,4.682719
0,8M,8000000,boat,4.545544
0,8M,8000000,book,2.910915
0,8M,8000000,boots,4.715422
0,8M,8000000,bottle,3.423637
0,8M,8000000,bowl,4.777509
0,8M,8000000,box,2.872585
0,8M,8000000,boy,3.747424
0,8M,8000000,bread,5.116861
0,8M,8000000,break,4.178224
0,8M,8000000,breakfast,4.000866
0,8M,8000000,bring,5.349499
0,8M,8000000,broken,5.253403
0,8M,8000000,broom,5.946416
0,8M,8000000,brother,5.166082
0,8M,8000000,brown,4.693679
0,8M,8000000,brush,4.212919
0,8M,8000000,bubbles,5.504658
0,8M,8000000,bucket,6.989721
0,8M,8000000,bug,5.849084
0,8M,8000000,build,4.980253
0,8M,8000000,bump,4.873016
0,8M,8000000,bunny,4.841544
0,8M,8000000,bus,2.420451
0,8M,8000000,but,4.598323
0,8M,8000000,butter,4.073745
0,8M,8000000,butterfly,5.637943
0,8M,8000000,button,5.328736
0,8M,8000000,buy,4.267314
0,8M,8000000,by,5.612035
0,8M,8000000,bye,3.287539
0,8M,8000000,cake,3.372139
0,8M,8000000,call,4.912141
0,8M,8000000,camera,5.032042
0,8M,8000000,camping,7.656332
0,8M,8000000,can,3.240687
0,8M,8000000,candy,6.239848
0,8M,8000000,car,3.639933
0,8M,8000000,careful,3.662889
0,8M,8000000,carrots,5.510343
0,8M,8000000,carry,5.594600
0,8M,8000000,cat,4.768397
0,8M,8000000,catch,4.825956
0,8M,8000000,cereal,5.719437
0,8M,8000000,chair,3.530451
0,8M,8000000,chalk,7.106211
0,8M,8000000,chase,7.531333
0,8M,8000000,cheek,8.708321
0,8M,8000000,cheese,4.185280
0,8M,8000000,chicken,3.943395
0,8M,8000000,child,7.259359
0,8M,8000000,chin,5.033729
0,8M,8000000,chocolate,4.900199
0,8M,8000000,choo,3.654991
0,8M,8000000,church,6.380920
0,8M,8000000,circus,5.059709
0,8M,8000000,clap,5.824155
0,8M,8000000,clean,4.254297
0,8M,8000000,climb,5.988405
0,8M,8000000,clock,4.190762
0,8M,8000000,close,4.373629
0,8M,8000000,closet,5.246980
0,8M,8000000,cloud,5.767841
0,8M,8000000,clown,3.633741
0,8M,8000000,coat,5.680053
0,8M,8000000,coffee,3.570131
0,8M,8000000,coke,7.029985
0,8M,8000000,cold,4.836614
0,8M,8000000,comb,5.506477
0,8M,8000000,cook,4.759865
0,8M,8000000,cookie,3.171320
0,8M,8000000,corn,5.743092
0,8M,8000000,couch,4.082403
0,8M,8000000,could,5.218471
0,8M,8000000,country,7.093464
0,8M,8000000,cover,7.579872
0,8M,8000000,cow,4.106074
0,8M,8000000,cowboy,6.715602
0,8M,8000000,cracker,4.840086
0,8M,8000000,crayon,5.470894
0,8M,8000000,crib,6.046787
0,8M,8000000,cry,4.680035
0,8M,8000000,cup,4.547085
0,8M,8000000,cut,4.813814
0,8M,8000000,cute,5.871618
0,8M,8000000,daddy,5.338043
0,8M,8000000,dance,4.852051
0,8M,8000000,dark,4.158075
0,8M,8000000,day,3.378027
0,8M,8000000,deer,5.421597
0,8M,8000000,diaper,4.281908
0,8M,8000000,did,4.166465
0,8M,8000000,dinner,4.123639
0,8M,8000000,dirty,5.587406
0,8M,8000000,dish,6.342019
0,8M,8000000,do,3.358361
0,8M,8000000,doctor,4.556269
0,8M,8000000,does,4.470754
0,8M,8000000,dog,4.186599
0,8M,8000000,doll,4.014424
0,8M,8000000,donkey,6.087677
0,8M,8000000,donut,5.784294
0,8M,8000000,door,2.818272
0,8M,8000000,down,3.013392
0,8M,8000000,downtown,8.603343
0,8M,8000000,draw,3.731183
0,8M,8000000,drawer,6.028919
0,8M,8000000,dress,5.714007
0,8M,8000000,drink,3.824801
0,8M,8000000,drive,4.798230
0,8M,8000000,drop,5.974864
0,8M,8000000,dry,5.684037
0,8M,8000000,dryer,8.738380
0,8M,8000000,duck,4.203431
0,8M,8000000,dump,5.827152
0,8M,8000000,each,6.954163
0,8M,8000000,ear,4.588598
0,8M,8000000,eat,3.064436
0,8M,8000000,egg,4.126128
0,8M,8000000,elephant,4.168469
0,8M,8000000,empty,5.777652
0,8M,8000000,every,7.806975
0,8M,8000000,eye,4.969788
0,8M,8000000,face,4.228909
0,8M,8000000,fall,4.092293
0,8M,8000000,farm,3.729338
0,8M,8000000,fast,5.015824
0,8M,8000000,feed,5.138310
0,8M,8000000,find,3.315810
0,8M,8000000,fine,5.856958
0,8M,8000000,finger,4.643592
0,8M,8000000,finish,6.152954
0,8M,8000000,first,5.605986
0,8M,8000000,fish,4.375869
0,8M,8000000,fit,3.725324
0,8M,8000000,fix,4.409063
0,8M,8000000,flag,6.078388
0,8M,8000000,flower,5.414500
0,8M,8000000,food,4.374400
0,8M,8000000,foot,3.024998
0,8M,8000000,for,3.758987
0,8M,8000000,fork,4.134515
0,8M,8000000,french,7.532912
0,8M,8000000,friend,3.411312
0,8M,8000000,frog,3.985389
0,8M,8000000,full,5.573589
0,8M,8000000,game,4.143342
0,8M,8000000,garage,3.805870
0,8M,8000000,garbage,3.975209
0,8M,8000000,garden,3.610157
0,8M,8000000,gas,5.686924
0,8M,8000000,gentle,5.576029
0,8M,8000000,get,3.302802
0,8M,8000000,giraffe,4.869620
0,8M,8000000,girl,2.570430
0,8M,8000000,give,3.363113
0,8M,8000000,glass,5.709574
0,8M,8000000,glasses,4.707379
0,8M,8000000,gloves,6.488397
0,8M,8000000,glue,5.830015
0,8M,8000000,go,2.021609
0,8M,8000000,good,3.614342
0,8M,8000000,goose,5.341088
0,8M,8000000,grandma,5.790858
0,8M,8000000,grandpa,4.840868
0,8M,8000000,grapes,4.537515
0,8M,8000000,grass,3.572149
0,8M,8000000,green,4.082875
0,8M,8000000,gum,5.082150
0,8M,8000000,hair,3.066562
0,8M,8000000,hamburger,6.057416
0,8M,8000000,hammer,3.726996
0,8M,8000000,hand,4.154073
0,8M,8000000,happy,4.085512
0,8M,8000000,hard,5.437551
0,8M,8000000,hat,3.483307
0,8M,8000000,hate,6.571346
0,8M,8000000,have,2.486114
0,8M,8000000,he,2.642360
0,8M,8000000,head,3.356112
0,8M,8000000,hear,4.457817
0,8M,8000000,heavy,5.258971
0,8M,8000000,helicopter,5.693465
0,8M,8000000,hello,4.501576
0,8M,8000000,help,4.586293
0,8M,8000000,her,2.095599
0,8M,8000000,here,3.415586
0,8M,8000000,hi,4.978311
0,8M,8000000,hide,4.690640
0,8M,8000000,high,6.005309
0,8M,8000000,him,2.796380
0,8M,8000000,his,4.361705
0,8M,8000000,hit,6.497099
0,8M,8000000,hold,5.538202
0,8M,8000000,home,0.274029
0,8M,8000000,horse,4.548822
0,8M,8000000,hose,5.635701
0,8M,8000000,hot,4.226409
0,8M,8000000,house,3.252343
0,8M,8000000,how,4.489716
0,8M,8000000,hug,3.917088
0,8M,8000000,hungry,4.092278
0,8M,8000000,hurry,7.228967
0,8M,8000000,hurt,4.501590
0,8M,8000000,i,5.628071
0,8M,8000000,ice,4.942822
0,8M,8000000,if,4.533863
0,8M,8000000,inside,6.116443
0,8M,8000000,into,5.071053
0,8M,8000000,is,3.007916
0,8M,8000000,it,2.377495
0,8M,8000000,jacket,5.479990
0,8M,8000000,jar,6.151027
0,8M,8000000,jeans,7.483931
0,8M,8000000,jelly,6.503849
0,8M,8000000,juice,2.821748
0,8M,8000000,jump,3.410179
0,8M,8000000,keys,5.136717
0,8M,8000000,kick,6.575405
0,8M,8000000,kiss,2.530662
0,8M,8000000,kitchen,3.656286
0,8M,8000000,kitty,3.411523
0,8M,8000000,knee,3.923608
0,8M,8000000,knife,4.777817
0,8M,8000000,knock,5.226212
0,8M,8000000,ladder,5.154609
0,8M,8000000,lady,6.044440
0,8M,8000000,lamb,5.517244
0,8M,8000000,lamp,5.357117
0,8M,8000000,last,5.327825
0,8M,8000000,later,4.479066
0,8M,8000000,lawn,7.196992
0,8M,8000000,leg,3.706320
0,8M,8000000,lick,6.012549
0,8M,8000000,light,4.515421
0,8M,8000000,like,1.637130
0,8M,8000000,lion,4.084057
0,8M,8000000,lips,6.003476
0,8M,8000000,listen,5.629463
0,8M,8000000,little,3.665738
0,8M,8000000,living,4.670459
0,8M,8000000,lollipop,3.621050
0,8M,8000000,long,4.912142
0,8M,8000000,look,3.711467
0,8M,8000000,loud,5.095206
0,8M,8000000,love,5.321037
0,8M,8000000,lunch,3.155820
0,8M,8000000,mad,6.419963
0,8M,8000000,make,4.299103
0,8M,8000000,man,4.893026
0,8M,8000000,me,2.240736
0,8M,8000000,meat,5.000201
0,8M,8000000,medicine,4.904398
0,8M,8000000,milk,3.747589
0,8M,8000000,mine,4.826472
0,8M,8000000,mommy,5.133263
0,8M,8000000,money,4.530731
0,8M,8000000,monkey,4.451455
0,8M,8000000,moo,3.665197
0,8M,8000000,moon,2.892664
0,8M,8000000,moose,6.576077
0,8M,8000000,mop,8.147211
0,8M,8000000,more,3.684171
0,8M,8000000,morning,3.175813
0,8M,8000000,motorcycle,6.560038
0,8M,8000000,mouse,4.048112
0,8M,8000000,mouth,1.214191
0,8M,8000000,movie,4.972646
0,8M,8000000,much,2.607222
0,8M,8000000,muffin,6.185027
0,8M,8000000,my,4.854001
0,8M,8000000,myself,4.528053
0,8M,8000000,nail,6.949208
0,8M,8000000,nap,3.915846
0,8M,8000000,napkin,5.889136
0,8M,8000000,naughty,5.343784
0,8M,8000000,necklace,5.476292
0,8M,8000000,need,4.594915
0,8M,8000000,new,5.157447
0,8M,8000000,next,6.365251
0,8M,8000000,nice,4.067607
0,8M,8000000,night,4.159371
0,8M,8000000,no,3.363105
0,8M,8000000,noisy,6.353854
0,8M,8000000,none,6.251577
0,8M,8000000,noodles,6.167011
0,8M,8000000,nose,2.819406
0,8M,8000000,not,3.591437
0,8M,8000000,now,4.654827
0,8M,8000000,nurse,5.487410
0,8M,8000000,nuts,5.341795
0,8M,8000000,of,1.633634
0,8M,8000000,off,3.341245
0,8M,8000000,old,5.078255
0,8M,8000000,on,2.959656
0,8M,8000000,open,4.135502
0,8M,8000000,orange,4.984383
0,8M,8000000,other,4.516233
0,8M,8000000,ouch,8.005268
0,8M,8000000,our,5.703355
0,8M,8000000,out,2.865869
0,8M,8000000,outside,5.127402
0,8M,8000000,oven,4.746182
0,8M,8000000,over,3.857140
0,8M,8000000,owl,5.157200
0,8M,8000000,paint,6.543650
0,8M,8000000,pajamas,4.914926
0,8M,8000000,pancake,7.216397
0,8M,8000000,pants,4.361158
0,8M,8000000,paper,3.251518
0,8M,8000000,park,4.855373
0,8M,8000000,party,2.950058
0,8M,8000000,peanut,6.366855
0,8M,8000000,peas,4.036498
0,8M,8000000,pen,5.903773
0,8M,8000000,pencil,3.825408
0,8M,8000000,penguin,5.605626
0,8M,8000000,penis,6.953080
0,8M,8000000,penny,5.233031
0,8M,8000000,people,5.701103
0,8M,8000000,person,5.770034
0,8M,8000000,pick,5.953791
0,8M,8000000,pickle,3.909849
0,8M,8000000,picnic,3.826742
0,8M,8000000,picture,3.671635
0,8M,8000000,pig,3.867338
0,8M,8000000,pillow,6.098514
0,8M,8000000,pizza,3.799710
0,8M,8000000,plant,8.762794
0,8M,8000000,plate,3.686150
0,8M,8000000,play,2.893565
0,8M,8000000,playground,8.800401
0,8M,8000000,please,3.921204
0,8M,8000000,police,5.530509
0,8M,8000000,pony,5.623375
0,8M,8000000,pool,3.209135
0,8M,8000000,poor,6.307168
0,8M,8000000,popcorn,4.838661
0,8M,8000000,popsicle,7.910216
0,8M,8000000,porch,4.836139
0,8M,8000000,potato,5.029732
0,8M,8000000,pour,5.937466
0,8M,8000000,present,4.377422
0,8M,8000000,pretend,5.207541
0,8M,8000000,pretty,5.153355
0,8M,8000000,pretzel,6.353422
0,8M,8000000,pudding,6.619876
0,8M,8000000,pull,6.065474
0,8M,8000000,pumpkin,5.277095
