metric,value
n_shared,608
pearson_r,0.7593489677758175
spearman_rho,0.8799576093275282
median_A,0.643022563744903
median_B,0.5697522316389441
marginal_median_gap,0.0732703321059589
paired_diff_median,0.013284209630833377
paired_diff_mean,0.03582676362678058
paired_diff_sd,0.45192156497714464
