video_id,unique_video_id,subject_id,date,start_time,duration_sec,supersed_gcp_name_dec24,superseded_gcp_name_feb25,date_birth_rounded,percent_english,participant_languages,age_days,age_mo
S00370002_2024-12-14_2_rec0SY3TGayLytxn3,rec0SY3TGayLytxn3,S00370002,2024-12-14,12:35:00,704.7,00370002_GX020039_12.09.2024-12.15.2024_12.14.2024-12:35pm,00370002_2024-12-14_2_5efed438f3,2023-05-01,0,japanese,593,19.48294626173022
S00400002_2024-09-21_1_rec0TuKyDn68phjxF,rec0TuKyDn68phjxF,S00400002,2024-09-21,15:01:00,1089.09,00400002_GX010082_09.16.2024-09.22.2024_09.21.2024-3:01pm,00400002_2024-09-21_1_33742edced,2022-11-01,100,english,690,22.66987001786484
S00370001_2024-07-20_2_rec0UBPc6OFFBGlZg,rec0UBPc6OFFBGlZg,S00370001,2024-07-20,07:35:00,960.96,00370001_GX020002_07.15.2024-07.21.2024_07.20.2024-7:35am,00370001_2024-07-20_2_facd959862,2023-03-15,100,english,493,16.197457853344012
S00400001_2024-09-22_2_rec0Y6GJ1LrlkHveT,rec0Y6GJ1LrlkHveT,S00400001,2024-09-22,19:05:00,188.69,00400001_GX020014_09.16.2024-09.22.2024_09.22.2024-7:05pm,00400001_2024-09-22_2_b65cf40350,2022-08-01,99,"english,spanish",783,25.725374237664017
S00360001_2024-11-29_2_rec0aCByrHzUojpja,rec0aCByrHzUojpja,S00360001,2024-11-29,07:49:00,1089.09,00360001_GX020052_11.25.2024-12.01.2024_11.29.2024-7:49am,00360001_2024-11-29_2_efa6910cae,2023-11-01,100,english,394,12.944824329041664
S00510002_2025-02-11_5_rec0aNWjr6vcrrgq0,rec0aNWjr6vcrrgq0,S00510002,2025-02-11,06:33:00,112.66,NA,NA,2023-05-15,100,english,638,20.961416045504013
S00320001_2024-07-13_2_rec0atKdUIXBjotEA_rotated_blackout_processed,rec0atKdUIXBjotEA,S00320001,2024-07-13,16:32:00,832.83,00320001_GX020001_07.08.2024-07.14.2024_07.13.2024-4:32pm,00320001_2024-07-13_2_96a2c521d4,2023-02-15,99,"english,chinese,farsi",514,16.887410419105116
S00380001_2025-02-08_1_rec0cKeZMlZGO4Km9,rec0cKeZMlZGO4Km9,S00380001,2025-02-08,14:25:00,96.51,NA,NA,2024-01-15,99,"english,russian",390,12.813404792706216
S00320003_2024-11-09_1_rec0dQq3Mvsb6Eg9L,rec0dQq3Mvsb6Eg9L,S00320003,2024-11-09,08:26:00,832.83,00320003_GX010130_11.04.2024-11.10.2024_11.09.2024-8:26am,00320003_2024-11-09_1_7b869c763b,2023-06-15,88,"english,cantonese,tagalog",513,16.85455553502125
S00590001_2024-05-29_4_rec0eJGyUlONOwts7,rec0eJGyUlONOwts7,S00590001,2024-05-29,NA,326.16,00590001_GX040013_05.27.2024-06.02.2024_05.29.2024-NA,00590001_2024-05-29_4_6eb4f3d988,2023-04-01,22,"english,chinese",424,13.930470851557526
S00510001_2024-09-02_1_rec0ezjTeEpJikQK3,rec0ezjTeEpJikQK3,S00510001,2024-09-02,NA,804.31,00510001_GX010094_09.02.2024-09.08.2024_09.02.2024-NA,00510001_2024-09-02_1_e20ccfdcfb,2023-03-15,100,english,537,17.643072753033945
S00320003_2024-12-13_2_rec0hMZtAQyoYICRS,rec0hMZtAQyoYICRS,S00320003,2024-12-13,16:54:00,896.9,00320003_GX020154_12.09.2024-12.15.2024_12.13.2024-4:54pm,00320003_2024-12-13_2_b374c7b7d3,2023-06-15,88,"english,cantonese,tagalog",547,17.971621593872563
S00510002_2024-12-30_1_rec0i39AyloGyM5Am,rec0i39AyloGyM5Am,S00510002,2024-12-30,06:50:00,832.83,NA,NA,2023-05-15,100,english,595,19.548656029897945
S00370002_2025-02-23_5_rec0igLWR4n25KHHU,rec0igLWR4n25KHHU,S00370002,2025-02-23,11:24:00,112.85,NA,NA,2023-05-01,0,japanese,664,21.815643031684427
S00300001_2025-01-26_1_rec0iti6sTnYiHE5d,rec0iti6sTnYiHE5d,S00300001,2025-01-26,17:03:00,768.77,NA,NA,2024-05-15,100,english,256,8.410850325468695
S00370002_2024-09-06_1_rec0j0EMK90i6Bd2L,rec0j0EMK90i6Bd2L,S00370002,2024-09-06,16:53:00,100.73,00370002_GX010094_09.02.2024-09.08.2024_09.06.2024-4:53pm,00370002_2024-09-06_1_2aa96d4e83,2023-05-01,0,japanese,494,16.230312737427873
S00370001_2024-08-18_3_rec0mHlOduVd2wJaw,rec0mHlOduVd2wJaw,S00370001,2024-08-18,08:12:00,115.78,00370001_GX030010_08.12.2024-08.18.2024_08.18.2024-8:12am,00370001_2024-08-18_3_a9aa830e74,2023-03-15,100,english,522,17.150249491776012
S00420001_2024-07-06_1_rec0mKHxcujRquqnn,rec0mKHxcujRquqnn,S00420001,2024-07-06,12:20:00,704.7,00420001_GX010080_07.01.2024-07.07.2024_07.06.2024-12:20pm,00420001_2024-07-06_1_f515ad7334,2023-06-15,83,"english,malayalam,thai",387,12.71484014045463
S00370002_2024-06-02_2_rec0mqQQ7HlUoYJWo,rec0mqQQ7HlUoYJWo,S00370002,2024-06-02,14:29:00,896.9,00370002_GX020041_05.27.2024-06.02.2024_06.02.2024-2:29pm,00370002_2024-06-02_2_621cb1aed2,2023-05-01,0,japanese,398,13.076243865377112
S00320003_2024-10-06_3_rec0o23n3GBAT5bGY,rec0o23n3GBAT5bGY,S00320003,2024-10-06,08:16:00,768.77,00320003_GX030119_09.30.2024-10.06.2024_10.06.2024-8:16am,00320003_2024-10-06_3_66f10a7716,2023-06-15,88,"english,cantonese,tagalog",479,15.73748947616994
S00320003_2024-08-10_1_rec0qKIEaHqZ597b0,rec0qKIEaHqZ597b0,S00320003,2024-08-10,08:22:00,832.83,00320003_GX010099_08.05.2024-08.11.2024_08.10.2024-8:22am,00320003_2024-08-10_1_5bab04a7ce,2023-06-15,88,"english,cantonese,tagalog",422,13.864761083389803
S00400002_2025-01-26_1_rec0rI6JCkXbvM0DM,rec0rI6JCkXbvM0DM,S00400002,2025-01-26,12:01:00,1089.09,NA,NA,2022-11-01,100,english,817,26.842440296515328
S00220001_2024-11-21_1_rec0rdw7cc4poa7Io,rec0rdw7cc4poa7Io,S00220001,2024-11-21,07:09:00,586.09,00220001_GX010071_11.18.2024-11.24.2024_11.21.2024-7:09am,00220001_2024-11-21_1_35b0654c09,2023-08-01,100,english,478,15.70463459208608
S00390001_2024-12-08_1_rec0vEN0YbkVcj4NC_rotated,rec0vEN0YbkVcj4NC,S00390001,2024-12-08,09:15:00,704.7,00390001_GX010021_12.02.2024-12.08.2024_12.08.2024-9:15am,00390001_2024-12-08_1_e85e2ccb69,2023-11-01,3,"english,taiwanese,japanese,mandarin",403,13.240518285796423
S00500001_2024-07-28_2_rec0vr2W4cuJuQjOJ,rec0vr2W4cuJuQjOJ,S00500001,2024-07-28,10:56:00,450.42,NA,NA,2022-08-15,0,"french,portuguese",713,23.42553235179367
S00320001_2024-05-19_4_rec0wgCQN480r8Evz,rec0wgCQN480r8Evz,S00320001,2024-05-19,14:01:00,704.7,00320001_GX040061_05.13.2024-05.19.2024_05.19.2024-2:01pm,00320001_2024-05-19_4_f5396bbb0a,2023-02-15,99,"english,chinese,farsi",459,15.0803917944927
S00240001_2024-11-30_2_rec0xKG4x7zVsGUDS,rec0xKG4x7zVsGUDS,S00240001,2024-11-30,10:20:00,896.9,00240001_GX020124_11.25.2024-12.01.2024_11.30.2024-10:20am,00240001_2024-11-30_2_feaa2997f8,2023-04-01,68,"english,spanish",609,20.008624407072013
S00320003_2024-10-27_3_rec10rjYsHzaqUU7s,rec10rjYsHzaqUU7s,S00320003,2024-10-27,08:21:00,768.77,00320003_GX030125_10.21.2024-10.27.2024_10.27.2024-8:21am,00320003_2024-10-27_3_7a65635515,2023-06-15,88,"english,cantonese,tagalog",500,16.427442041931045
S00370002_2024-06-15_3_rec122DMVd6BAoaZO,rec122DMVd6BAoaZO,S00370002,2024-06-15,18:11:00,896.9,00370002_GX030049_06.10.2024-06.16.2024_06.15.2024-6:11pm,00370002_2024-06-15_3_c9653893ec,2023-05-01,0,japanese,411,13.50335735846732
S00220001_2025-02-06_3_rec149ZckTx9y4S8i,rec149ZckTx9y4S8i,S00220001,2025-02-06,17:58:00,704.7,NA,NA,2023-08-01,100,english,555,18.23446066654346
S00400002_2025-01-19_2_rec14Z59kzV5UOMRI_blackout_processed,rec14Z59kzV5UOMRI,S00400002,2025-01-19,10:44:00,960.96,NA,NA,2022-11-01,100,english,810,26.612456107928292
S00370002_2024-06-23_2_rec16F8ktkbtWWjrQ,rec16F8ktkbtWWjrQ,S00370002,2024-06-23,09:55:00,1025.02,00370002_GX020052_06.17.2024-06.23.2024_06.23.2024-9:55am,00370002_2024-06-23_2_5875dac865,2023-05-01,0,japanese,419,13.766196431138216
S00500001_2024-07-14_3_rec16IgtYicCgqrYz,rec16IgtYicCgqrYz,S00500001,2024-07-14,18:16:00,704.7,00500001_GX030022_07.08.2024-07.14.2024_07.14.2024-6:16pm,00500001_2024-07-14_3_e5460aedf8,2022-08-15,0,"french,portuguese",699,22.965563974619602
S00370002_2024-09-11_1_rec18VfnOtgMPys8l,rec18VfnOtgMPys8l,S00370002,2024-09-11,NA,768.77,00370002_GX010120_09.09.2024-09.15.2024_09.11.2024-NA,00370002_2024-09-11_1_05378465dd,2023-05-01,0,japanese,499,16.394587157847184
S00500001_2024-10-06_2_rec19BakZxZbyqGfa,rec19BakZxZbyqGfa,S00500001,2024-10-06,18:45:00,584.35,00500001_GX020043_09.30.2024-10.06.2024_10.06.2024-6:45pm,00500001_2024-10-06_2_6ad0e25aa9,2022-08-15,0,"french,portuguese",783,25.725374237664017
S00370002_2024-10-26_1_rec1AYFZpwqbKv6VC,rec1AYFZpwqbKv6VC,S00370002,2024-10-26,10:13:00,704.7,00370002_GX010017_10.21.2024-10.27.2024_10.26.2024-10:13am,00370002_2024-10-26_1_13c82fd58e,2023-05-01,0,japanese,544,17.873056941620977
S00320003_2024-11-02_2_rec1BsNucWRribhNz,rec1BsNucWRribhNz,S00320003,2024-11-02,07:43:00,832.83,00320003_GX020128_10.28.2024-11.03.2024_11.02.2024-7:43am,00320003_2024-11-02_2_9a0f07b1d2,2023-06-15,88,"english,cantonese,tagalog",506,16.62457134643422
S00510002_2024-11-05_1_rec1EML6sOLtRstOo,rec1EML6sOLtRstOo,S00510002,2024-11-05,06:29:00,768.77,00510002_GX010002_11.04.2024-11.10.2024_11.05.2024-6:29am,00510002_2024-11-05_1_034517fc1e,2023-05-15,100,english,540,17.74163740528553
S00320001_2024-06-02_1_rec1EOymBlS6ja1Fc_rotated,rec1EOymBlS6ja1Fc,S00320001,2024-06-02,09:26:00,417.86,00320001_GX010065_05.27.2024-06.02.2024_06.02.2024-9:26am,00320001_2024-06-02_1_a49e9db965,2023-02-15,99,"english,chinese,farsi",473,15.54036017166677
S00270002_2025-01-26_1_rec1G0i1uHwOAr0uy_rotated,rec1G0i1uHwOAr0uy,S00270002,2025-01-26,10:35:00,704.7,NA,NA,2024-05-15,95,"english,spanish",256,8.410850325468695
S00400001_2024-05-01_3_rec1Jr87UGoGIKMHU,rec1Jr87UGoGIKMHU,S00400001,2024-05-01,08:23:00,896.9,00400001_GX030175_04.29.2024-05.05.2024_05.01.2024-8:23am,00400001_2024-05-01_3_31d02236b3,2022-08-01,99,"english,spanish",639,20.994270929587877
S00220001_2024-09-18_1_rec1KKR4L8vV59KUU,rec1KKR4L8vV59KUU,S00220001,2024-09-18,17:40:00,704.7,00220001_GX010050_09.16.2024-09.22.2024_09.18.2024-5:40pm,00220001_2024-09-18_1_8ea91e9de8,2023-08-01,100,english,414,13.601922010718905
S00380001_2025-02-12_1_rec1KTJEp1a7Oe7KV_rotated,rec1KTJEp1a7Oe7KV,S00380001,2025-02-12,14:32:00,383.64,NA,NA,2024-01-15,99,"english,russian",394,12.944824329041664
S00500001_2025-02-09_2_rec1KqenXhBWZLjBl,rec1KqenXhBWZLjBl,S00500001,2025-02-09,09:04:00,704.7,NA,NA,2022-08-15,0,"french,portuguese",909,29.865089632230642
S00270002_2025-03-08_1_rec1LEze2VxTpu3c2,rec1LEze2VxTpu3c2,S00270002,2025-03-08,12:57:00,541.31,NA,NA,2024-05-15,95,"english,spanish",297,9.75790057290704
S00320003_2024-11-03_2_rec1N1c20qvZbJKIp,rec1N1c20qvZbJKIp,S00320003,2024-11-03,07:48:00,768.77,00320003_GX020129_10.28.2024-11.03.2024_11.03.2024-7:48am,00320003_2024-11-03_2_80e5fd1ad7,2023-06-15,88,"english,cantonese,tagalog",507,16.65742623051808
S00420001_2024-05-04_3_rec1NYRMKYuEfRBjJ_rotated,rec1NYRMKYuEfRBjJ,S00420001,2024-05-04,09:46:00,481.73,00420001_GX030036-2_04.29.2024-05.05.2024_05.04.2024-9:46am,00420001_2024-05-04_3_a855c4456b,2023-06-15,83,"english,malayalam,thai",324,10.644982443171317
S00400002_2024-08-08_3_rec1OZ6TvD0KVOBQ3,rec1OZ6TvD0KVOBQ3,S00400002,2024-08-08,11:01:00,1025.02,00400002_GX030074_08.05.2024-08.11.2024_08.08.2024-11:01am,00400002_2024-08-08_3_5d4c4bed8b,2022-11-01,100,english,646,21.22425511817491
S00320001_2024-10-26_1_rec1OkZhfZG4xhBPv,rec1OkZhfZG4xhBPv,S00320001,2024-10-26,14:33:00,659.18,00320001_GX010047_10.21.2024-10.27.2024_10.26.2024-2:33pm,00320001_2024-10-26_1_0a983a575b,2023-02-15,99,"english,chinese,farsi",619,20.337173247910634
S00420001_2024-10-27_2_rec1OtPJze61q8Cpl_rotated,rec1OtPJze61q8Cpl,S00420001,2024-10-27,17:55:00,704.7,00420001_GX020124_10.21.2024-10.27.2024_10.27.2024-5:55pm,00420001_2024-10-27_2_7e75c051af,2023-06-15,83,"english,malayalam,thai",500,16.427442041931045
S00220001_2024-11-01_3_rec1Q92iBejERNyJp,rec1Q92iBejERNyJp,S00220001,2024-11-01,08:46:00,226.41,00220001_GX030062_10.28.2024-11.03.2024_11.01.2024-8:46am,00220001_2024-11-01_3_c6e964a2ce,2023-08-01,100,english,458,15.047536910408837
S00510002_2024-08-11_5_rec1U8P1BETdnAiss,rec1U8P1BETdnAiss,S00510002,2024-08-11,06:14:00,704.7,00510002_GX050010_08.05.2024-08.11.2024_08.11.2024-6:14am,00510002_2024-08-11_5_4e67b05e93,2023-05-15,100,english,454,14.916117374073389
S00240001_2024-05-05_1_rec1UxgfHJmsWRsct,rec1UxgfHJmsWRsct,S00240001,2024-05-05,NA,960.96,00240001_GX010053_04.29.2024-05.05.2024_05.05.2024-NA,00240001_2024-05-05_1_f813ef1107,2023-04-01,68,"english,spanish",400,13.141953633544837
S00360001_2025-02-01_1_rec1We93xCwiVlxWz,rec1We93xCwiVlxWz,S00360001,2025-02-01,08:14:00,1025.02,NA,NA,2023-11-01,100,english,458,15.047536910408837
S00420001_2024-07-28_4_rec1WyJK2egRQIGm8,rec1WyJK2egRQIGm8,S00420001,2024-07-28,14:57:00,433.58,00420001_GX040087_07.22.2024-07.28.2024_07.28.2024-2:57pm,00420001_2024-07-28_4_04c3a8931f,2023-06-15,83,"english,malayalam,thai",409,13.437647590299596
S00320003_2024-10-06_4_rec1Xjnep4jk1FnfP,rec1Xjnep4jk1FnfP,S00320003,2024-10-06,08:16:00,316.45,00320003_GX040119_09.30.2024-10.06.2024_10.06.2024-8:16am,00320003_2024-10-06_4_fb2a7bb810,2023-06-15,88,"english,cantonese,tagalog",479,15.73748947616994
S00320003_2024-11-30_2_rec1ZBZO7Aed3nqnl,rec1ZBZO7Aed3nqnl,S00320003,2024-11-30,08:20:00,896.9,00320003_GX020141_11.25.2024-12.01.2024_11.30.2024-8:20am,00320003_2024-11-30_2_828a7001ad,2023-06-15,88,"english,cantonese,tagalog",534,17.544508100782355
S00320001_2024-10-27_2_rec1Zx5LMywUX47uj,rec1Zx5LMywUX47uj,S00320001,2024-10-27,15:59:00,768.77,00320001_GX020049_10.21.2024-10.27.2024_10.27.2024-3:59pm,00320001_2024-10-27_2_aa4f84d32c,2023-02-15,99,"english,chinese,farsi",620,20.370028131994495
S00320001_2024-10-05_2_rec1avVy9ukMeU6h5,rec1avVy9ukMeU6h5,S00320001,2024-10-05,20:14:00,832.83,00320001_GX020042_09.30.2024-10.06.2024_10.05.2024-8:14pm,00320001_2024-10-05_2_4db446b727,2023-02-15,99,"english,chinese,farsi",598,19.64722068214953
S00400001_2024-08-25_2_rec1c6DD0I0Z8BNyf,rec1c6DD0I0Z8BNyf,S00400001,2024-08-25,07:58:00,546.69,00400001_GX020222_08.19.2024-08.25.2024_08.25.2024-7:58am,00400001_2024-08-25_2_5719b2e6ce,2022-08-01,99,"english,spanish",755,24.805437483315878
S00370001_2024-08-04_1_rec1cUTaGDCTlXSPI,rec1cUTaGDCTlXSPI,S00370001,2024-08-04,15:00:00,896.9,00370001_GX010007_07.29.2024-08.04.2024_08.04.2024-3:00pm,00370001_2024-08-04_1_5d5d2c7d86,2023-03-15,100,english,508,16.69028111460194
S00400001_2024-10-27_1_rec1ddiTJJyeHEtva,rec1ddiTJJyeHEtva,S00400001,2024-10-27,NA,832.83,00400001_GX010019_10.21.2024-10.27.2024_10.27.2024-NA,00400001_2024-10-27_1_313e69a150,2022-08-01,99,"english,spanish",818,26.875295180599192
S00510001_2024-05-23_4_rec1eoEuS8HOhNBvR,rec1eoEuS8HOhNBvR,S00510001,2024-05-23,17:31:00,186.95,00510001_GX040036_05.20.2024-05.26.2024_05.23.2024-5:31pm,00510001_2024-05-23_4_4203d5a055,2023-03-15,100,english,435,14.29187457648001
S00400001_2024-10-09_3_rec1eoyGFtiN2ieAf,rec1eoyGFtiN2ieAf,S00400001,2024-10-09,18:21:00,289.64,00400001_GX030017_10.07.2024-10.13.2024_10.09.2024-6:21pm,00400001_2024-10-09_3_b728dac1ad,2022-08-01,99,"english,spanish",800,26.283907267089674
S00370002_2025-03-08_2_rec1iVIM0c09iksHx,rec1iVIM0c09iksHx,S00370002,2025-03-08,11:50:00,832.83,NA,NA,2023-05-01,0,japanese,677,22.242756524774634
S00400001_2024-08-27_2_rec1l73giZv38Rghb,rec1l73giZv38Rghb,S00400001,2024-08-27,09:00:00,292.19,00400001_GX020001_08.26.2024-09.01.2024_08.27.2024-9:00AM,00400001_2024-08-27_2_fb2a767c89,2022-08-01,99,"english,spanish",757,24.871147251483603
S00320001_2024-08-02_1_rec1lfq4HfCNz2sgz,rec1lfq4HfCNz2sgz,S00320001,2024-08-02,17:35:00,35.14,00320001_GX010011_07.29.2024-08.04.2024_08.02.2024-5:35pm,00320001_2024-08-02_1_e5d2cf19c8,2023-02-15,99,"english,chinese,farsi",534,17.544508100782355
S00380001_2025-02-19_1_rec1lj14pQUA7Wq5Z_rotated,rec1lj14pQUA7Wq5Z,S00380001,2025-02-19,14:30:00,704.7,NA,NA,2024-01-15,99,"english,russian",401,13.174808517628698
S00270002_2025-03-09_1_rec1mUOTPnqaSMfOK,rec1mUOTPnqaSMfOK,S00270002,2025-03-09,NA,704.7,NA,NA,2024-05-15,95,"english,spanish",298,9.790755456990903
S00510002_2025-01-13_1_rec1noWaXM1XYw0xd,rec1noWaXM1XYw0xd,S00510002,2025-01-13,06:45:00,896.9,NA,NA,2023-05-15,100,english,609,20.008624407072013
S00400002_2024-11-09_4_rec1nuSAzKbaOvZSt,rec1nuSAzKbaOvZSt,S00400002,2024-11-09,NA,80.79,00400002_GX040089_11.04.2024-11.10.2024_11.09.2024-NA,00400002_2024-11-09_4_007678661b,2022-11-01,100,english,739,24.279759337974085
S00360001_2025-02-15_3_rec1oimAdg8GTYlnO,rec1oimAdg8GTYlnO,S00360001,2025-02-15,06:25:00,545.28,NA,NA,2023-11-01,100,english,472,15.507505287582907
S00220001_2024-06-26_2_rec1syI32BnaQu7QZ,rec1syI32BnaQu7QZ,S00220001,2024-06-26,17:52:00,704.7,00220001_GX020036_06.24.2024-06.30.2024_06.26.2024-5:52pm,00220001_2024-06-26_2_e56cb869a8,2023-08-01,100,english,330,10.84211174767449
S00320003_2024-12-22_3_rec1u7unAc278rVky,rec1u7unAc278rVky,S00320003,2024-12-22,08:20:00,832.83,NA,NA,2023-06-15,88,"english,cantonese,tagalog",556,18.267315550627323
S00400002_2024-10-20_2_rec1uCFf5UAOD8m3I_rotated,rec1uCFf5UAOD8m3I,S00400002,2024-10-20,10:01:00,1025.02,00400002_GX020088_10.14.2024-10.20.2024_10.20.2024-10:01am,00400002_2024-10-20_2_16f791d8c7,2022-11-01,100,english,719,23.62266165629684
S00400002_2024-06-09_1_rec1xbo0sIDtz59RT,rec1xbo0sIDtz59RT,S00400002,2024-06-09,23:03:00,896.9,00400002_GX010070_06.03.2024-06.09.2024_06.09.2024-11:03pm,00400002_2024-06-09_1_e5071e0c73,2022-11-01,100,english,586,19.252962073143184
