dataset,paper_code,child_id,age,log_rt,rt_ms,accuracy,n_trials_rt
adams_marchman_2018,AM2018,11003,17,6.648177989544021,840,0.6528409617162839,15
adams_marchman_2018,AM2018,11003,17,6.595743663301313,760,0.6738397459848113,5
adams_marchman_2018,AM2018,11003,19,7.481174536500435,2147.222222222222,0.22259503109352055,9
adams_marchman_2018,AM2018,11003,19,6.789739531580227,1059.6153846153845,0.7276226134405517,13
adams_marchman_2018,AM2018,11003,22,6.47275738364263,725,0.8745904595240501,11
adams_marchman_2018,AM2018,11003,22,6.4287034682022535,643.75,0.7616005762007868,4
adams_marchman_2018,AM2018,11003,25,6.353366876392795,578.5714285714286,0.8916900098475572,7
adams_marchman_2018,AM2018,11003,25,6.547520230815128,705,0.7680373863642496,5
adams_marchman_2018,AM2018,11003,37,6.359547747748983,657.1428571428571,0.8118365765577897,7
adams_marchman_2018,AM2018,11003,37,6.881261561039207,1169.4444444444443,0.7095236945606798,9
adams_marchman_2018,AM2018,11009,16,6.754032043366853,901.5625,0.5846684472735327,16
adams_marchman_2018,AM2018,11009,16,6.6957530219784145,940.9090909090909,0.6180419006246916,11
adams_marchman_2018,AM2018,11009,18,6.44666342784753,698.4375,0.6803572776983937,16
adams_marchman_2018,AM2018,11009,18,6.6277254351372745,931.8181818181818,0.6186811667162921,11
adams_marchman_2018,AM2018,11009,22,6.457872585974322,641.6666666666666,0.9047789533515347,9
adams_marchman_2018,AM2018,11009,22,6.608338025627152,745,0.8767748766857103,5
adams_marchman_2018,AM2018,11009,24,6.457124300847951,658.3333333333334,0.7929782090299017,3
adams_marchman_2018,AM2018,11009,24,7.121427128081555,1580,0.6574623031570518,5
adams_marchman_2018,AM2018,11011,15,6.885715568647989,1068.75,0.5193799558649618,16
adams_marchman_2018,AM2018,11011,16,7.1844025533366676,1421.4285714285713,0.5652660133589521,14
adams_marchman_2018,AM2018,11011,18,7.1965598357287925,1547.7272727272727,0.5033088435033471,11
adams_marchman_2018,AM2018,11011,18,7.086625726649944,1330,0.5688927840101582,15
adams_marchman_2018,AM2018,11011,21,6.9426414108416115,1106.25,0.7428521544547954,4
adams_marchman_2018,AM2018,11011,21,6.896927140006015,1175,0.6103642046275751,7
adams_marchman_2018,AM2018,11011,24,6.633102598485301,804.1666666666666,0.6772869013866708,6
adams_marchman_2018,AM2018,11011,24,6.8057217263235374,1083.3333333333333,0.6232015153730558,3
adams_marchman_2018,AM2018,11014,15,6.82021617583125,1021.4285714285714,0.651993339036295,14
adams_marchman_2018,AM2018,11014,15,6.9582968505936424,1208.8235294117646,0.7614409992409387,17
adams_marchman_2018,AM2018,11014,17,6.992203888076031,1178.3333333333333,0.7282760681370982,15
adams_marchman_2018,AM2018,11014,17,6.885987794469059,1063.3333333333333,0.757383735592978,15
adams_marchman_2018,AM2018,11014,21,6.804701577605836,916.6666666666666,0.7251897259317874,3
adams_marchman_2018,AM2018,11014,22,6.664027951356953,881.25,0.7683123993191804,4
adams_marchman_2018,AM2018,11014,24,6.573504198504935,725,0.8025062058868536,4
adams_marchman_2018,AM2018,11014,35,6.669833774102274,808.3333333333334,0.8206846605114116,3
adams_marchman_2018,AM2018,11035,15,7.0144803672491935,1337.5,0.6258138924022333,8
adams_marchman_2018,AM2018,11035,16,7.096138666803336,1259.6153846153845,0.636073578595329,13
adams_marchman_2018,AM2018,11035,19,7.2510988949144055,1612.5,0.647616808443552,8
adams_marchman_2018,AM2018,11035,19,6.729380244731615,873.0769230769231,0.7015748590006696,13
adams_marchman_2018,AM2018,11035,23,7.009451418287153,1147.9166666666667,0.5830287578874904,12
adams_marchman_2018,AM2018,11035,23,6.364833915398763,608.3333333333334,0.6354250530412451,3
adams_marchman_2018,AM2018,11035,25,6.634307519803469,850,0.7660099460761712,5
adams_marchman_2018,AM2018,11035,25,6.959364907897614,1225,0.7631449482399169,6
adams_marchman_2018,AM2018,11035,36,6.606934148157017,754.1666666666666,0.8485323511024774,6
adams_marchman_2018,AM2018,11036,16,7.304019792384855,1737.5,0.6776273903903679,12
adams_marchman_2018,AM2018,11036,16,7.346471571435251,1677.0833333333333,0.5713715836785449,12
adams_marchman_2018,AM2018,11036,18,6.887318157838874,996.875,0.661382307976952,8
adams_marchman_2018,AM2018,11036,19,6.9761309931223865,1175,0.7184658863528032,7
adams_marchman_2018,AM2018,11036,21,6.91967162071809,1146.4285714285713,0.7239739157938198,7
adams_marchman_2018,AM2018,11036,22,6.983845061415043,1315.625,0.8635468822985007,8
adams_marchman_2018,AM2018,11036,24,7.051789408043261,1381.25,0.6700237917664509,8
adams_marchman_2018,AM2018,11036,24,6.540770691442036,700,0.5808085777895649,2
adams_marchman_2018,AM2018,11036,36,7.060627044776985,1295,0.7269512921194811,5
adams_marchman_2018,AM2018,11037,15,6.987970834899737,1129.1666666666667,0.7863046656296218,12
adams_marchman_2018,AM2018,11037,15,7.089596855060824,1381.25,0.7076998368648542,12
adams_marchman_2018,AM2018,11037,18,6.769480380397988,893.75,0.7497793816616632,12
adams_marchman_2018,AM2018,11037,18,6.79387879801598,995.5882352941177,0.6898942617559035,17
adams_marchman_2018,AM2018,11037,21,6.792642017572319,918.75,0.7091203534222785,8
