"label","tag","variable","mean","median","lo95","hi95","ess_bulk","rhat"
"M0","long_m0","sigma_alpha",0.884038270212817,0.883221774244137,0.77484085825471,0.999801610075197,35.7278663221865,1.08718588152724
"M0","long_m0","sigma_xi",1.03318979978969,1.03203289643582,0.94095140882172,1.13340833742183,35.7278663221865,1.08718588152724
"M0","long_m0","sigma_zeta",0.00164485546331176,0.00156464531531358,6.70551976612916e-05,0.00368027393129617,592.021162571679,1.00644679191318
"M0","long_m0","rho_xi_zeta",0.503368682125332,0.628195873341435,-0.568326735785393,0.94220215338884,877.67292868969,1.0043203441305
"M0","long_m0","pi_alpha",0.731059640270569,0.732406943463216,0.6780951409494,0.778134831218013,35.7278663221865,1.08718588152724
"M0","long_m0","delta",0.00836774026146824,0.00835554358140374,0.00644065163893847,0.0103537409197418,2120.42605596431,1.00473255177893
"M0","long_m0","s",0.509800303591059,0.509842528098461,0.408424258780165,0.609028759399765,2301.58424683968,1.00466305608494
"M0","long_m0","sigma_lambda",0.000798847960766126,0.000658896390650183,4.13987173584276e-05,0.00240861290812124,1327.9777990169,1.00264115986337
"M0","long_m0","beta_c[1]",5.24349125923497e-05,4.31619297707779e-05,-0.00191235576587822,0.00194622330633832,2120.13329788645,1.00478306681163
"M0","long_m0","beta_c[2]",9.81030486590815e-05,6.99112941201872e-05,-0.00184821499851506,0.00208478835212913,2046.90215769455,1.00046360815621
"M0","long_m0","beta_c[3]",1.56494552311166e-05,-1.9485382752206e-07,-0.00190610560352337,0.00203223716867397,1936.33628729276,1.00247483425345
"M0","long_m0","beta_c[4]",-5.43829510853421e-08,-1.61383297824798e-05,-0.00186908792472503,0.00195038383520571,2101.36534954465,0.9999528537459
"M1","long_m1_time_only","sigma_alpha",0.85302529062,0.852548775,0.72583121625,0.9801323235,42.4311353975222,1.079076662664
"M1","long_m1_time_only","sigma_xi",1.006905059735,1.00590785,0.90102284425,1.11609612,42.4311283017627,1.07907659281881
"M1","long_m1_time_only","sigma_zeta",0.00153663792972725,0.00143059995,9.7945203675e-05,0.003682706955,962.472984831385,1.0037990951438
"M1","long_m1_time_only","rho_xi_zeta",0.46031915256894,0.56826418,-0.606935355,0.94633620275,1093.97745256667,0.999371789988489
"M1","long_m1_time_only","pi_alpha",0.716350066365,0.7183268,0.6489327245,0.77119857625,42.4311353975222,1.079076662664
"M1","long_m1_time_only","delta",0.00721502829255,0.00719873865,0.005239557,0.009215868125,1954.00794779825,1.00279467967189
"M1","long_m1_time_only","s",1.4628986419,1.4618429,1.36219765,1.5676972575,2219.76553213351,1.00136253445278
"M1","long_m1_time_only","sigma_lambda",0.000926709785822105,0.000792982465,2.60833172e-05,0.0025654192675,745.431653693227,1.00214433434503
"M1","long_m1_time_only","beta_c[1]",1.467815439641e-05,1.58687425e-06,-0.002015867575,0.001952297565,2011.37900773932,1.00253442832464
"M1","long_m1_time_only","beta_c[2]",9.706716830695e-05,9.1982259e-05,-0.001864265845,0.002083748105,1992.06172309135,1.00053333865109
"M1","long_m1_time_only","beta_c[3]",-2.9431751670085e-05,-1.51159185e-05,-0.0019169933175,0.0019153713375,2119.28796561605,1.0021619884414
"M1","long_m1_time_only","beta_c[4]",2.133971173478e-05,4.45566355e-05,-0.00188823709,0.0019474728025,1969.83060705202,1.00304416770254
"M2","long_m1","sigma_alpha",0.885650385076331,0.882537702691743,0.771067317770156,1.00547168994076,111.04961229446,1.03816659675594
"M2","long_m1","sigma_xi",1.03460149903488,1.03144752610379,0.937846472182473,1.13841315855233,111.04961229446,1.03816659675594
"M2","long_m1","sigma_zeta",0.0017295370024506,0.0016299994284892,0.000107501426405507,0.00389064177716687,1363.45108965459,1.00227585972025
"M2","long_m1","rho_xi_zeta",0.537365203468844,0.630232437310943,-0.337970291706974,0.944528248525374,2108.76920495646,0.999650274865214
"M2","long_m1","pi_alpha",0.731655488577963,0.732103115202164,0.675960149054576,0.780081319921448,111.04961229446,1.03816659675594
"M2","long_m1","delta",0.00727972752297519,0.0072810854881502,0.00528698447019143,0.00927003398146753,2014.2693259051,0.999120103223583
"M2","long_m1","s",1.47064916464942,1.46983438380086,1.36998063661512,1.57253442633867,6156.91850472274,1.00176476698038
"M2","long_m1","sigma_lambda",0.000987413061938366,0.000851602909180832,5.62650996101197e-05,0.00267743350982185,1443.35699870183,1.00054666514632
"M2","long_m1","beta_c[1]",0.999900285674996,0.999892722341352,0.997987545170091,1.00178275414756,1944.58000897462,0.999831282764794
"M2","long_m1","beta_c[2]",0.999938666287718,0.99992006932975,0.997916760895598,1.00182876195468,2055.05974877268,1.00759265410042
"M2","long_m1","beta_c[3]",0.999974303988612,0.999977105642737,0.998013583003015,1.0018967184398,1970.69523583548,1.00418652340157
"M2","long_m1","beta_c[4]",0.999972123536455,0.999969831112547,0.99791520015505,1.00194419180554,1727.54484740451,1.00263100236649
"M3","long_baseline","sigma_alpha",1.76886364257507,1.76308414583772,1.60133960059344,1.97396585953507,44.0017778376501,1.08446689912152
"M3","long_baseline","sigma_xi",1.84786245962596,1.84213921926463,1.68798688369684,2.04488444944895,44.0017778376501,1.08446689912152
"M3","long_baseline","sigma_zeta",0.000801243789821114,0.000669238647976209,2.88210764075832e-05,0.00229248682599878,2044.92029765523,0.999924598105335
"M3","long_baseline","rho_xi_zeta",0.060704038172155,0.0824350273006638,-0.774990004593119,0.8141588885969,3907.3405636984,1.0043454153854
"M3","long_baseline","pi_alpha",0.915963887166419,0.916012040812959,0.899971487087592,0.931840816703154,44.0017778376501,1.08446689912152
"M3","long_baseline","delta",9.13249579920571,9.13398885963804,9.00554662027687,9.25847752841627,3492.70787199838,1.00381542633629
"M3","long_baseline","s",0.521717462957065,0.521808872937887,0.422913247915096,0.618695151309656,3987.60585436762,1.00088629785466
"M3","long_baseline","sigma_lambda",0.00124328821548422,0.00105196737778348,4.65343049206309e-05,0.0035147317674815,1300.44585679035,1.00053917688572
"M3","long_baseline","beta_c[1]",0.999972001424302,0.999961708616,0.998060715020239,1.00192848174389,2040.64486039403,1.00411661887096
"M3","long_baseline","beta_c[2]",0.999929363093278,0.999924678077925,0.997939939046366,1.00185796625649,2026.17879863076,1.00223053004173
"M3","long_baseline","beta_c[3]",0.999952792657566,0.999935686959909,0.998022342889419,1.00196508183923,1982.70901750028,1.00071148587722
"M3","long_baseline","beta_c[4]",0.999954366138697,0.999963591024248,0.998006807041278,1.00182971360832,2011.68761702121,1.00345332303864
"M4","long_slopes","sigma_alpha",1.74658350985228,1.74705060960315,1.55740417815535,1.94115435138096,120.805832310526,1.02708734144583
"M4","long_slopes","sigma_xi",1.82658662285931,1.82679966863826,1.64636538204428,2.01322910097221,120.805832310526,1.02708734144583
"M4","long_slopes","sigma_zeta",3.49430025082677,3.48217155370175,3.15161908652105,3.86742018097145,358.626576121095,1.01204147007477
"M4","long_slopes","rho_xi_zeta",0.35194315195028,0.357075093931407,0.202234367073301,0.465714592156195,208.974580938448,1.01676109129127
"M4","long_slopes","pi_alpha",0.913872738767562,0.9145956339054,0.894849952910977,0.929680540456318,120.805832310526,1.02708734144583
"M4","long_slopes","delta",9.39201401435249,9.39073996628668,9.24149334836396,9.54669450607945,1878.65275209794,1.0011714228306
"M4","long_slopes","s",0.524131270531348,0.523066884914473,0.428050107218115,0.623118163797918,2429.77123672576,1.00102806408187
"M4","long_slopes","sigma_lambda",0.00109150047041981,0.000906244547013224,4.1604342252449e-05,0.00312265366547154,1122.51633573245,1.00455856280525
"M4","long_slopes","beta_c[1]",0.999981274360202,0.999971436539222,0.99800234834075,1.00195982962344,2051.96169395125,1.00061465116808
"M4","long_slopes","beta_c[2]",0.999992713582797,0.999985476067185,0.997958998882857,1.00202670430779,2158.99363798911,1.00060475537952
"M4","long_slopes","beta_c[3]",0.999956538332558,0.999940976958419,0.997960575736781,1.00185881692111,2053.57682496189,1.00313735658409
"M4","long_slopes","beta_c[4]",0.999990415102147,0.99997887877265,0.997973703836786,1.00202922194329,1895.16102982089,1.00223879548842
"M5","long_class_beta_slopes","sigma_alpha",1.72019812425633,1.7189503458417,1.54432610188929,1.91597717051632,107.872770189036,1.04567945651574
"M5","long_class_beta_slopes","sigma_xi",1.8013518104794,1.7999448570349,1.63399948158691,1.98896448323639,107.872770189036,1.04567945651574
"M5","long_class_beta_slopes","sigma_zeta",3.4637870062667,3.45359750890027,3.13711356111782,3.81723378738683,272.015289298301,1.00593593221157
"M5","long_class_beta_slopes","rho_xi_zeta",0.358302527297581,0.361178631032072,0.231084781108241,0.475230201931136,171.945318762644,1.02404948906239
"M5","long_class_beta_slopes","pi_alpha",0.911510773292734,0.912028191217312,0.893252406501725,0.927954332534367,107.872770189036,1.04567945651574
"M5","long_class_beta_slopes","delta",9.36049655022948,9.35875130925163,9.21256080485748,9.50780214323693,1680.86136718108,1.00162523819764
"M5","long_class_beta_slopes","s",0.527298151355901,0.527273765201002,0.433642138584035,0.624004162062296,1887.78411517893,1.00047422435414
"M5","long_class_beta_slopes","sigma_lambda",0.00108758391831412,0.000920452046694078,3.47106010417925e-05,0.00296363085104008,1340.80096070994,1.00143664921956
"M5","long_class_beta_slopes","beta_c[1]",0.554572444988915,0.549496858647379,0.36248478531416,0.75144263481979,175.743524971951,1.01328329120598
"M5","long_class_beta_slopes","beta_c[2]",0.450758762900213,0.447282829360847,0.280200973717164,0.624522706352139,185.534155315935,1.02711790073444
"M5","long_class_beta_slopes","beta_c[3]",0.360408617940737,0.364116464556406,0.098508161355464,0.607983037029887,192.559499545831,1.01131378298005
"M5","long_class_beta_slopes","beta_c[4]",0.151672221729564,0.157315866642301,-0.0822430548041238,0.370109566328592,206.034091523819,1.01278484858364
"M6","long_m5","sigma_alpha",1.62688117569854,1.62018292940423,1.43909432340278,1.84187422819086,44.4842254869439,1.07309489280282
"M6","long_m5","sigma_xi",1.71254579110957,1.70587336035502,1.53492790345264,1.91768398598844,44.4842254869439,1.07309489280282
"M6","long_m5","sigma_zeta",3.00786386397235,2.9994042128383,2.68250726198168,3.37436285894585,284.868146880948,1.00612994847989
"M6","long_m5","rho_xi_zeta",0.123458799407499,0.122667474974922,-0.0128897398398285,0.269639578235146,218.992007650313,1.00568044664482
"M6","long_m5","pi_alpha",0.90184041796882,0.90205813993976,0.879027693608551,0.922498904378646,44.4842254869439,1.07309489280282
"M6","long_m5","delta",8.51832642949708,8.52114514540614,7.98499869370202,9.07108699164033,120.961664513554,1.04000948731039
"M6","long_m5","s",0.541941762001595,0.54366695198967,0.4443742184133,0.630572614636474,1984.07413115854,1.00071806254466
"M6","long_m5","sigma_lambda",0.348410316907401,0.345845473495066,0.302366770822074,0.405573152887315,169.357329358431,1.02342635921381
"M6","long_m5","beta_c[1]",0.437155404959241,0.433947322817751,0.262745301106151,0.617428614646561,138.196561929096,1.03058207001306
"M6","long_m5","beta_c[2]",0.416852048474883,0.414657757529877,0.262827821824045,0.592242765019395,148.317168000063,1.02137911125187
"M6","long_m5","beta_c[3]",0.375921041796993,0.376266687710851,0.122169312344069,0.630414339240214,212.969114739288,1.02561331039917
"M6","long_m5","beta_c[4]",0.124256121131902,0.120190390858746,-0.0430833613021305,0.314635143149686,186.761413595088,1.01124349469217
"no_freq_M4","long_no_freq_slopes","sigma_alpha",1.71836958381398,1.7149740319515,1.54872435178034,1.91009898079309,94.9931333848983,1.04417147556371
"no_freq_M4","long_no_freq_slopes","sigma_xi",1.79959776829242,1.79614785782366,1.63815698742591,1.98330262789689,94.9931333848983,1.04417147556371
"no_freq_M4","long_no_freq_slopes","sigma_zeta",3.472042384196,3.46799977550275,3.14100166644522,3.84253661554289,405.755775387517,1.00209972943295
"no_freq_M4","long_no_freq_slopes","rho_xi_zeta",0.349650776234716,0.350765330848664,0.224367975343029,0.469890847317925,215.578158237849,1.0114577468647
"no_freq_M4","long_no_freq_slopes","pi_alpha",0.911362523384243,0.911655858895277,0.893793551116313,0.92754239920815,94.9931333848983,1.04417147556371
"no_freq_M4","long_no_freq_slopes","delta",9.35594455226157,9.35357351824206,9.20899499753965,9.51054475357302,2469.62129350803,1.00052700024448
"no_freq_M4","long_no_freq_slopes","s",0.526145920649187,0.525563064747087,0.431105663719554,0.623170701843717,2942.9121912504,1.00096402226362
"no_freq_M4","long_no_freq_slopes","sigma_lambda",0.00103580225104413,0.000853973332564946,4.28240401435589e-05,0.00299597460571689,1030.97727390986,1.00205760223962
"no_freq_M4","long_no_freq_slopes","beta_c[1]",3.11283153816026e-05,3.78525160431457e-05,-0.00192434178327209,0.00192176157213385,1867.2153424962,1.00398921666902
"no_freq_M4","long_no_freq_slopes","beta_c[2]",1.73439620740449e-05,-6.0331007757285e-06,-0.00186846124333676,0.00192224280606018,1924.69539727376,1.00012662597536
"no_freq_M4","long_no_freq_slopes","beta_c[3]",6.18477209960206e-05,6.52379427537628e-05,-0.00203263246461115,0.00221941200829567,2123.34764374375,1.00166103768186
"no_freq_M4","long_no_freq_slopes","beta_c[4]",-2.18213226112181e-06,2.87488027490622e-06,-0.00206802583227482,0.0020143739820951,2026.43151807518,1.00153801450614
"lmm_NO","long_lmm_slopes_norwegian","sigma_alpha",1.88883396574505,1.88350000663926,1.69385145862587,2.08638454484983,224.315085236399,1.01863075524451
"lmm_NO","long_lmm_slopes_norwegian","sigma_xi",1.96302066143935,1.95769851410976,1.77599098027224,2.15360434291268,224.315085236399,1.01873022917629
"lmm_NO","long_lmm_slopes_norwegian","sigma_zeta",0.156792820420265,0.156111433578912,0.141810002212319,0.175393299555251,196.343587514996,1.00651361135416
"lmm_NO","long_lmm_slopes_norwegian","rho_xi_zeta",-0.0706025857862104,-0.0669275862745472,-0.221253468568774,0.0732054528912289,130.713848621678,1.04651479277824
"lmm_NO","long_lmm_slopes_norwegian","pi_alpha",0.925499040057002,0.92563470573563,0.909639127510758,0.93854884002773,224.315085236399,1.01711732724029
"lmm_NO","long_lmm_slopes_norwegian","beta_age",0.501942177856545,0.50200516794837,0.495538815934448,0.508443995620633,2040.84819334387,1.00120786663798
"lmm_NO","long_lmm_slopes_norwegian","sigma_lambda",0.037545945833071,0.037548486327284,0.0359393054197074,0.0391473639383623,3788.68812527227,1.00316809770935
"lmm_NO","long_lmm_slopes_norwegian","beta_c[1]",0.999988378371233,0.99998374361042,0.998026284534086,1.00192436835574,1803.32851412545,1.00106149326808
"lmm_NO","long_lmm_slopes_norwegian","beta_c[2]",1.00000308172958,1.00001294330835,0.998083659692874,1.00197248483684,1947.99295636548,1.003633273994
"lmm_NO","long_lmm_slopes_norwegian","beta_c[3]",0.999965750450036,0.999987084898494,0.997949484078196,1.00190539929129,2224.03471556246,1.00000176326887
"lmm_NO","long_lmm_slopes_norwegian","beta_c[4]",0.999931568485742,0.999974777747028,0.997965304729399,1.00192743606423,2036.17314844681,1.00791317541296
