"step","elpd_diff","se_diff","z"
"M2 vs M0",8032.97266662108,36.0914476787321,222.572747375682
"M3 vs M2",23289.1366700047,177.770136497569,131.007024739069
"M4 vs M3",2211.7626392072,69.3907887211707,31.8740092160446
"M5 vs M4",1.4776316581944,1.24539289091741,1.18647831457101
"M6 vs M5",1078.62596878157,51.7618183516783,20.8382549749935
