"language","age_int","n","mean_theta","sd_theta"
"Hungarian",28,30,0.0614257936028113,2.26837858850592
"Hungarian",29,11,1.26433756467741,2.51143479451233
"Hungarian",30,17,1.30616541586041,3.1444232257555
"Italian",18,31,-3.19713338260919,1.51679030091046
"Italian",19,39,-3.04897497880561,1.61020484442188
"Italian",20,39,-2.95220988410755,1.83638796569378
"Italian",21,39,-2.08926174011018,1.77797056085413
"Italian",22,39,-1.44458755219621,1.92231954524406
"Italian",23,39,-1.50367532356909,1.58915869569012
"Italian",24,39,-0.667021059465592,1.90251167635576
"Italian",25,39,0.00706041801931997,1.68063147751466
"Italian",26,39,0.56370600058291,2.32312756655954
"Italian",27,39,0.220928082487967,1.604687963843
"Italian",28,39,1.02793229607095,1.76071279466401
"Italian",29,37,1.20453436708957,1.72529896547911
"Italian",30,39,1.32549756703838,1.85596810445136
"Japanese",16,11,-5.19638190820354,1.50946082004567
"Japanese",17,17,-4.80890281448711,1.15685860140739
"Japanese",18,34,-4.56858649968244,1.5733007201766
"Japanese",19,34,-3.93419955610172,1.51511420047808
"Japanese",20,34,-3.69536413013352,1.66892904460927
"Japanese",21,34,-2.91687460346824,1.74407112757254
"Japanese",22,31,-2.19055012180584,1.52175002919028
"Japanese",23,34,-1.94499667749091,1.53771931522901
"Japanese",24,33,-1.24962806617384,2.21011347789144
"Japanese",25,34,-0.922397469921898,2.33047637347247
"Japanese",26,33,-0.288953428164689,2.65704645189219
"Japanese",27,15,-0.980309915940031,1.62193849137473
"Japanese",28,18,-0.321703394754788,1.66949862040998
"Japanese",29,17,0.153144019351391,2.59121590587815
"Japanese",30,18,0.377520103468858,1.43661013560932
"Korean",18,39,-3.74385743136955,2.13492237468617
"Korean",19,39,-3.43231114438626,1.82943389966764
"Korean",20,39,-3.17708021870228,1.62445499010868
"Korean",21,39,-2.67793359094921,2.13194009250473
"Korean",22,39,-2.35112981605611,2.65884074480502
"Korean",23,39,-2.33058703453027,2.28408617033399
"Korean",24,39,-0.830038630124728,2.34970846116556
"Korean",25,39,-0.628050859152279,2.24570664375873
"Korean",26,39,-0.725266844361893,2.77131106806091
"Korean",27,39,0.705478982067366,2.55685340775066
"Korean",28,39,1.07984352012571,1.955317363795
"Korean",29,39,1.3212414569105,2.65334857936368
"Korean",30,39,0.509824631173253,2.36801237252268
"Latvian",17,27,-3.95589886834233,1.74414004420648
"Latvian",18,21,-4.03697711112987,1.95987022457162
"Latvian",19,28,-3.48870276971503,1.71632989492436
"Latvian",20,34,-2.52769704394482,2.07107045027942
"Latvian",21,26,-1.87533672396366,2.19980308686237
"Latvian",22,32,-2.13558008063772,2.3130727535248
"Latvian",23,25,-1.73004559959592,2.43487650325078
"Latvian",24,30,-0.290920411303698,2.64943757319711
"Latvian",25,29,-0.868012987552055,2.07607826350001
"Latvian",26,22,0.0115100957207382,1.89248238732541
"Latvian",27,18,0.0355275062227636,2.79541356110411
"Latvian",28,23,0.183458983038782,2.26250391595322
"Latvian",29,24,0.374967729599981,2.03307790913292
"Latvian",30,26,0.900262626998202,2.53860745465543
"Mandarin (Beijing)",16,34,-4.41730533918323,1.63012280376847
"Mandarin (Beijing)",17,34,-2.34499526465186,2.15566577297047
"Mandarin (Beijing)",18,34,-2.73914619182532,2.57144034491719
"Mandarin (Beijing)",19,34,-1.33607150213036,2.67255850257541
"Mandarin (Beijing)",20,34,-0.691131052726954,2.75894291791493
"Mandarin (Beijing)",21,34,0.149648247077919,2.13727439072421
"Mandarin (Beijing)",22,34,0.501880146803101,2.66779997943022
"Mandarin (Beijing)",23,34,1.48375148845675,2.0885045297082
"Mandarin (Beijing)",24,34,1.87495785269711,1.84664558383487
"Mandarin (Beijing)",25,34,2.27577000524684,1.88265337700715
"Mandarin (Beijing)",26,34,2.33411369127668,1.71446092138926
"Mandarin (Beijing)",27,34,2.67382178399478,1.99222945686716
"Mandarin (Beijing)",28,34,2.62641673961106,2.08616834549728
"Mandarin (Beijing)",29,34,3.53377500455565,1.21719195866295
"Mandarin (Beijing)",30,34,3.80532871636658,1.67080841526918
"Mandarin (Taiwanese)",16,34,-5.38058802583134,1.93541569409955
"Mandarin (Taiwanese)",17,34,-5.15785480979061,2.1491444821824
"Mandarin (Taiwanese)",18,34,-4.05438791866292,2.33046480892809
"Mandarin (Taiwanese)",19,34,-3.16507030870129,2.23621020996637
"Mandarin (Taiwanese)",20,34,-3.24264374857178,2.19928004584413
"Mandarin (Taiwanese)",21,34,-2.45323013771829,1.87147095741981
"Mandarin (Taiwanese)",22,34,-2.27712856014335,2.43513329726565
"Mandarin (Taiwanese)",23,34,-1.79444214553969,2.25516632220544
"Mandarin (Taiwanese)",24,34,-0.859334002860786,1.54547128914877
"Mandarin (Taiwanese)",25,34,-0.288240901858634,1.63781269017462
"Mandarin (Taiwanese)",26,34,-0.181386261766005,1.85420790419726
"Mandarin (Taiwanese)",27,34,-0.384291357987002,2.40189483933362
"Mandarin (Taiwanese)",28,34,1.02848652048167,1.90296600514718
"Mandarin (Taiwanese)",29,34,0.702650254732911,1.76945314420374
"Mandarin (Taiwanese)",30,34,1.00649277111105,2.17181482504263
"Norwegian",16,34,-4.91025191007292,1.5093384972718
"Norwegian",17,34,-5.12562962193716,1.26812507362592
"Norwegian",18,34,-3.83489080489566,2.03743574708128
"Norwegian",19,34,-3.27049839287822,1.46371221105177
"Norwegian",20,34,-2.66257525421373,1.72308946979371
"Norwegian",21,34,-2.79843283762121,1.69421798724966
"Norwegian",22,34,-1.85446159452175,1.73001803615879
"Norwegian",23,34,-1.38853092730596,1.90018575200053
"Norwegian",24,34,-1.37020919710054,1.72127694386528
"Norwegian",25,34,-0.846363182367132,2.44568913812168
"Norwegian",26,34,0.139592254907997,2.71972649805254
"Norwegian",27,34,0.281994295996435,3.00998361929196
"Norwegian",28,34,0.802784811298794,1.99819220370321
"Norwegian",29,34,1.3471632047007,2.70580762675863
"Norwegian",30,34,1.43154334201387,2.63267014772658
"Portuguese (European)",16,34,-4.86585848647612,1.1077805725459
"Portuguese (European)",17,34,-4.40827044812994,1.44439181452447
"Portuguese (European)",18,34,-3.93960960949231,1.74687882971496
"Portuguese (European)",19,34,-3.17863627941979,1.42231048235209
"Portuguese (European)",20,34,-2.51896138263985,1.51079408936173
"Portuguese (European)",21,34,-2.87914022367477,1.40262043996111
"Portuguese (European)",22,34,-2.18267276065103,2.02269841954394
"Portuguese (European)",23,34,-1.20009651486924,1.53327174291692
"Portuguese (European)",24,34,-0.964671881354335,1.69039753351528
"Portuguese (European)",25,34,-0.942864568984065,1.79103250018358
"Portuguese (European)",26,34,-0.00632056298699582,1.6359033397561
"Portuguese (European)",27,34,0.43836395197768,2.04463271849448
"Portuguese (European)",28,34,0.188189011514153,2.0561825760517
"Portuguese (European)",29,34,0.676959193689255,2.13013256062613
"Portuguese (European)",30,34,1.02174325839255,2.31753995893439
"Russian",18,39,-3.38039567644132,1.17018824351685
"Russian",19,39,-2.8930645004523,1.38393967492399
"Russian",20,39,-2.38210780121537,1.2891602751294
"Russian",21,39,-1.73476511371277,2.09389586118632
"Russian",22,39,-1.38516681089536,1.4886163583543
"Russian",23,39,-0.961589578380617,1.26651593742241
"Russian",24,39,-0.716088449808135,1.66016838249653
"Russian",25,39,-0.3246068272643,1.12623742731379
"Russian",26,39,-0.320635481560287,1.49489234228335
"Russian",27,39,0.279306180582715,1.78463196021941
"Russian",28,39,0.491894575655912,1.52481568937571
"Russian",29,39,0.787773507417282,1.57440967572793
"Russian",30,39,0.490399925261743,1.48111995642193
"Slovak",17,36,-3.1604820695089,2.18115810795957
"Slovak",18,36,-2.46923435924262,1.74070188753803
"Slovak",19,36,-2.62386992789649,1.92432533697734
"Slovak",20,36,-1.2457085543153,2.16246875113631
"Slovak",21,36,-1.1701264742727,2.19920370479585
"Slovak",22,36,-0.718788158194701,2.29807349375337
"Slovak",23,36,-0.758672483537506,2.2028539689331
"Slovak",24,36,0.490656412569432,2.10113965855257
"Slovak",25,36,0.31596499178064,2.77852764160729
"Slovak",26,36,1.50689476589877,2.48580433537384
"Slovak",27,36,1.34753822626065,2.28171182215392
"Slovak",28,36,1.48461062485993,2.34434967446777
"Slovak",29,36,1.66748310617177,2.61718440675811
"Slovak",30,36,2.02300368083516,2.81995261885603
"Spanish (Argentinian)",16,34,-3.64039182253834,1.37859654622896
"Spanish (Argentinian)",17,34,-3.77920745289801,1.60384654788666
"Spanish (Argentinian)",18,34,-3.64395332870584,1.2447249350736
"Spanish (Argentinian)",19,34,-3.30924924372025,1.75845183911893
"Spanish (Argentinian)",20,34,-3.3256818683852,1.83345631041749
"Spanish (Argentinian)",21,34,-2.41693518755273,1.78622266659762
"Spanish (Argentinian)",22,34,-2.41870618512225,1.87413566259747
"Spanish (Argentinian)",23,34,-1.92439021155015,1.75731255399622
"Spanish (Argentinian)",24,34,-1.70826032894169,1.74369206316355
"Spanish (Argentinian)",25,34,-1.09058984213846,2.28914466830229
"Spanish (Argentinian)",26,34,-1.23374287016666,1.54067242196318
"Spanish (Argentinian)",27,34,-0.940769540489916,1.64733159530082
"Spanish (Argentinian)",28,34,-1.06774302979685,2.18221489845008
"Spanish (Argentinian)",29,34,-0.721950272201868,1.89987740030149
"Spanish (Argentinian)",30,34,0.320180428408796,2.12568966104943
"Spanish (European)",16,34,-4.29788125594105,1.76116860817367
"Spanish (European)",17,34,-4.06000826942653,1.30134090843053
"Spanish (European)",18,34,-3.14599772458714,1.55800237541672
"Spanish (European)",19,27,-2.80257825001815,1.26352117566858
"Spanish (European)",20,34,-2.44508890804732,1.86757467011004
"Spanish (European)",21,34,-2.00582411231847,1.55568949679555
"Spanish (European)",22,34,-1.33324217353087,1.77864756979913
"Spanish (European)",23,30,-0.738413302557269,1.40664959759819
"Spanish (European)",24,34,-0.210804137175103,2.01687934651496
"Spanish (European)",25,34,-0.595886592522861,1.7884804451087
"Spanish (European)",26,34,0.234066285586016,1.40977185311359
"Spanish (European)",27,34,1.1360927865221,1.88840281623805
"Spanish (European)",28,34,1.33245969894577,1.99949490987682
"Spanish (European)",29,34,1.59530779826751,1.7951236304113
"Spanish (European)",30,34,1.07944385110094,2.0513827042681
"Spanish (Mexican)",16,34,-3.58149571427769,1.46677790818497
"Spanish (Mexican)",17,34,-2.89012104946042,1.30709841415246
"Spanish (Mexican)",18,34,-2.88513954607664,1.4024375346696
"Spanish (Mexican)",19,34,-1.92276350896658,2.55412702675729
"Spanish (Mexican)",20,34,-1.70175077379649,2.77244523242397
"Spanish (Mexican)",21,34,-2.44048547595273,2.6065842520726
"Spanish (Mexican)",22,34,-2.21593588480313,2.41359460630225
"Spanish (Mexican)",23,34,-1.99295691683199,1.78566448555488
"Spanish (Mexican)",24,34,-0.472273143509876,3.45865439636184
"Spanish (Mexican)",25,34,-1.25336598780718,2.25599999474108
"Spanish (Mexican)",26,34,-0.469656971607016,2.45491755649949
"Spanish (Mexican)",27,34,0.228304634252784,2.00834790394691
"Spanish (Mexican)",28,34,0.342951353715273,2.3867187242045
"Spanish (Mexican)",29,34,0.357945572975774,1.91491903608167
"Spanish (Mexican)",30,34,-1.2022753783335,2.25386984505072
"Swedish",16,100,-5.56678719211992,1.31579601775027
"Swedish",19,100,-4.09235014448631,1.86620870946149
"Swedish",22,100,-2.22979514039057,2.44531737060543
"Swedish",25,100,-0.462815589801584,2.32551418591451
"Swedish",28,100,0.815722842007635,2.35818342346151
"Turkish",16,34,-4.06928596273079,1.52766599594163
"Turkish",17,34,-3.19915998582185,1.62336185865294
"Turkish",18,34,-3.2932871830622,1.86196585729819
"Turkish",19,34,-2.9106095421444,1.67726656002459
"Turkish",20,34,-2.36891884896954,2.36369709673688
"Turkish",21,34,-1.57433439412905,2.28862059793463
"Turkish",22,34,-2.12257142085012,2.29027602596024
"Turkish",23,34,-1.60839417242973,2.3813815284892
"Turkish",24,34,-0.709486447576858,2.57657503263434
"Turkish",25,34,0.0259188419713743,3.16707557447296
"Turkish",26,34,0.356227932340995,2.81838047939494
"Turkish",27,34,0.960371937874521,2.51383797212194
"Turkish",28,34,0.0958054451853912,2.41166479667304
"Turkish",29,34,0.525082757614872,2.62583028013753
"Turkish",30,34,1.53390388884134,2.42978775889868
