"label","median","q025","q975","n"
"Kids (English, M_best)",10.3384538457088,3.70067297264891,17.1008287731708,5000
"Kids (Norwegian, M_best)",12.4485651516595,5.32670064728759,19.6482088674001,5000
"BERT",0.759089838383424,0.414913290694379,1.32403629214613,609
"GPT-2",0.810397202042386,0.452515960183776,1.53883295933941,604
"BiLSTM",0.867028528554622,0.527645797921339,1.51993753313426,604
"LSTM",0.960766316839105,0.441293245245378,1.9028672201529,593
