"step","elpd_diff","se_diff","z"
"M3 vs M0",31322.1093366263,208.30560522982,150.366137781406
"M4 vs M3",2211.7626392072,69.3907887211707,31.8740092160446
"M5 vs M4",1.4776316581944,1.24539289091741,1.18647831457101
"M6 vs M5",1078.62596878157,51.7618183516783,20.8382549749935
