Token	MaxSurprisal	MinSurprisal	ParamUpper	ParamLower	ParamXmid	ParamScale
puzzle	13.093589	3.445219	11.877392	3.989030	3.104271	0.430357
quack	11.499334	2.494891	12.848324	1.773422	2.346233	1.042681
quiet	12.392365	4.156467	14.863515	-0.843533	3.518580	1.998612
radio	13.002091	5.739621	11.690796	6.414254	3.163550	0.482643
rain	12.275376	3.998134	12.213947	1.869411	3.375990	1.034989
raisin	14.460062	6.671104	12.169047	7.819290	3.427817	0.460779
read	11.523008	2.928996	11.976698	3.824823	1.679644	0.479522
red	11.336496	4.780051	11.760106	5.338433	1.814448	0.662807
refrigerator	13.108860	4.085027	11.989900	4.562132	2.955788	0.519264
ride	11.703345	4.010263	10.992764	4.108927	3.031259	0.588502
rip	11.476355	5.577967	10.341149	5.912449	3.698620	0.287640
rock	11.600150	5.308534	11.697152	4.757898	3.297067	0.879268
rocking	11.635371	5.167837	10.390884	5.880566	3.678749	0.421949
roof	12.443000	3.701818	11.593727	3.609007	3.380857	0.503751
room	11.701385	2.782852	11.253413	2.199319	2.773882	0.868883
rooster	11.128600	3.745316	10.567988	-1.254684	4.731819	1.110432
run	12.053748	5.901626	11.901198	6.062750	2.580470	0.636579
sad	11.662634	4.294623	10.735899	4.555222	3.226328	0.379461
salt	13.887262	4.643221	12.371001	5.152488	3.318331	0.377063
same	11.277184	2.721563	13.492723	2.264632	1.996951	1.070072
sandwich	12.125755	3.629205	17.125755	-0.049141	2.099843	2.240589
sauce	11.192101	3.664342	10.053004	3.944999	3.600940	0.273425
say	11.410360	4.307484	10.480963	5.365576	1.436333	0.181792
scared	13.113850	3.912719	12.345738	3.548292	3.208911	0.610287
scarf	13.085492	5.984942	11.523971	6.106347	3.437868	0.377196
school	11.619758	2.109207	9.847974	2.838304	3.073575	0.285372
scissors	13.837719	3.866010	12.275922	4.400833	3.232736	0.398490
see	11.296303	2.012381	12.138620	2.804322	1.433038	0.477159
shake	12.202477	3.349063	17.202477	-1.650937	2.612917	2.563514
share	11.275821	5.229785	13.811542	3.109480	2.661055	2.104376
she	12.091217	2.207311	13.958252	2.698055	1.393695	0.643031
sheep	11.148894	3.995030	16.148894	2.364071	1.457802	2.121596
shh	11.418330	6.171836	12.005453	1.676491	4.434906	2.407506
shirt	12.031472	4.464083	11.447402	3.956758	2.684891	1.040824
shoe	12.204378	4.075219	14.669071	3.563181	1.933772	1.293098
shopping	12.721449	4.322446	11.535163	5.169409	3.149986	0.338849
shorts	12.438556	6.319463	11.099060	6.843665	3.411430	0.397819
shoulder	13.455661	3.741682	12.201021	3.811539	3.437845	0.471339
shovel	12.212541	4.579139	11.372041	4.700515	3.608454	0.495997
show	12.018943	4.684772	11.944690	4.941296	2.065853	1.015157
shower	11.509461	4.251259	11.253318	4.493297	3.208974	0.554044
sick	11.572246	3.773586	10.614345	3.817335	3.480538	0.385223
sidewalk	12.552235	5.959751	11.517580	6.421580	3.242966	0.414828
sing	11.193563	3.999182	10.522709	3.824515	2.883669	0.721477
sink	12.814102	4.488950	11.541320	4.556541	3.126547	0.595478
sister	11.513202	4.824458	16.211620	-0.175542	2.651536	2.921422
sit	12.134325	4.057011	15.720087	4.231318	1.060868	1.012508
skate	14.910790	6.808105	12.630812	7.191396	3.793670	0.229318
sky	12.668121	2.576969	11.312441	2.893511	2.992952	0.451107
sled	14.432339	4.422575	12.564475	4.719603	3.698193	0.308265
sleep	11.077313	3.514841	11.093022	3.977066	2.595164	0.506895
sleepy	11.303384	4.662383	10.579380	-0.337617	4.880290	1.372349
slide	13.748463	4.359248	12.255500	5.151638	2.822833	0.330382
slipper	13.485850	4.836160	12.032272	5.284104	3.381681	0.453537
slow	11.434495	5.758452	10.512763	6.331638	3.796812	0.226736
smile	11.675575	5.352007	10.533879	5.615361	3.754004	0.227318
snack	12.356651	4.245214	11.355919	3.998011	3.544806	0.544742
snow	13.368984	4.926605	11.466165	5.328072	3.050135	0.363083
so	11.766803	3.573853	10.942893	4.941864	1.446969	0.227543
soap	13.365350	4.915642	12.265400	4.895871	3.237722	0.545153
sock	11.703317	4.354179	11.636149	3.830456	3.073571	0.967051
soda	13.476135	4.643315	12.110538	5.113471	3.685001	0.401707
sofa	13.683323	4.240570	12.268144	5.011306	3.019801	0.288609
soft	11.802188	4.530402	12.538316	-0.469598	4.199049	1.986061
some	11.895576	2.648870	12.293014	3.145961	1.666690	0.450884
soup	11.322555	4.191832	10.965450	3.000413	3.392035	0.792171
spill	13.391717	4.594929	12.133381	5.385509	3.054890	0.289927
splash	11.657059	2.522044	10.548711	2.130643	3.682620	0.523575
spoon	11.559784	2.903762	16.559784	1.488083	1.171162	1.948620
sprinkler	13.809378	7.400965	11.646202	7.831601	3.939282	0.379399
squirrel	11.888971	5.346972	11.688753	4.946541	3.343845	0.776069
stairs	12.707386	3.742209	11.549109	3.867997	3.063007	0.547656
stand	12.103312	5.487818	12.712626	5.943823	1.691815	0.810109
star	12.102581	3.224162	11.936799	3.180683	2.848023	0.733150
stay	11.418483	4.962302	13.449830	4.573682	1.667264	1.312999
stick	12.990254	5.464135	15.115493	4.553243	2.031399	1.465446
sticky	12.120032	3.827126	10.221571	4.521875	3.525605	0.290602
stone	14.132243	4.214782	12.236747	4.595289	3.615557	0.288111
stop	11.246991	4.423247	13.814766	2.417916	2.511455	1.660876
store	11.821963	2.558604	10.394331	3.007598	3.108546	0.362145
story	11.428725	2.829970	11.020375	2.675773	2.898111	0.586828
stove	13.531715	3.541340	12.430033	4.093539	3.103475	0.406118
strawberry	11.783047	4.467787	11.926817	2.829677	3.263931	1.274724
street	11.849774	3.297590	11.144766	3.009142	3.297588	0.634034
stroller	12.778871	4.248187	11.401763	4.275787	3.662676	0.790755
stuck	11.690376	3.655493	11.976433	4.559094	2.512897	0.760194
sun	12.106924	3.109176	12.356516	2.915134	2.734553	0.773144
sweater	12.983775	3.991444	11.713892	3.903997	3.397263	0.463423
sweep	13.915916	6.266135	12.246904	6.425552	3.509286	0.450086
swim	11.685151	4.114197	10.282513	4.315369	3.552512	0.340022
swing	12.040336	4.770215	11.055289	4.835138	3.296372	0.654430
table	11.296524	2.954982	10.922391	3.195361	2.722390	0.520098
take	11.427274	4.015593	11.731374	4.677129	1.613154	0.385816
talk	11.554557	4.590896	12.094098	4.573090	2.206292	0.982799
tape	11.247208	4.084281	11.141414	5.126793	2.696148	0.447720
taste	11.153231	3.850196	9.467842	4.131159	3.438948	0.177170
teacher	12.442429	4.286685	11.207103	5.021855	3.413633	0.421438
tear	11.730554	5.229768	11.816541	3.902086	3.701891	0.957179
telephone	11.812356	4.479440	12.487844	4.566733	2.329749	0.842941
thank	11.586167	4.554982	11.545685	5.208638	1.641005	0.287411
that	11.324659	2.064408	11.292739	2.559519	1.313089	0.282130
the	11.569011	1.780836	11.872010	2.290931	1.274332	0.278063
their	11.437799	4.565237	12.350938	4.201994	2.227537	1.065596
them	11.524456	2.262995	12.438292	2.670117	1.585374	0.555871
then	11.749493	2.828870	11.334019	3.332783	1.698116	0.506815
there	10.876702	3.060490	10.841734	3.799642	1.449597	0.291248
these	11.139277	4.168746	11.461418	4.749198	1.555348	0.357076
they	11.359147	3.092916	12.350289	3.506263	1.575040	0.577017
think	11.312512	2.232375	11.064696	2.888799	1.475908	0.363620
thirsty	11.152310	4.010992	10.680261	2.572701	3.886718	0.866985
this	11.967300	2.397579	11.163292	2.958400	1.485998	0.398992
those	12.462157	4.261033	11.996385	5.014708	1.549353	0.268642
throw	11.168017	3.376018	12.392829	3.237389	2.335836	1.089272
tickle	11.943433	3.142438	12.746947	2.885654	2.234237	0.985117
tiger	13.012867	3.178184	11.968450	4.247596	2.908216	0.321936
time	10.837113	1.853597	13.247646	1.115263	2.036034	1.167276
tiny	12.041265	5.764883	11.807945	6.296980	2.473886	0.413482
tired	11.181708	3.990923	11.027907	3.514471	2.961969	0.762403
tissue	12.421430	3.597608	11.911063	3.304588	3.058274	0.685127
to	11.345568	2.125300	11.645250	2.750511	1.473802	0.443725
toast	11.531721	4.361144	10.550172	4.349316	3.165576	0.578830
today	10.904587	5.223110	12.787683	5.506414	1.498256	0.935859
tomorrow	11.392782	4.518987	10.220293	5.002058	3.343101	0.234471
tongue	11.677994	4.232331	11.797111	3.589189	2.980024	0.868756
tonight	11.116340	5.542143	10.124252	6.495534	3.511925	0.249348
too	11.356949	4.307808	13.547775	4.936042	1.180742	0.783858
tooth	11.532487	5.625411	10.733630	4.506322	4.040053	0.697379
toothbrush	12.141976	4.865940	10.678014	4.845263	3.797136	0.408233
touch	11.481077	3.387057	16.481077	2.435167	1.352470	1.779538
towel	12.142598	4.093822	12.169713	3.527576	3.018879	0.836840
tractor	13.950857	4.379638	12.143888	5.625497	2.777241	0.214288
train	12.029566	4.138913	10.995570	5.149827	2.636209	0.177095
trash	12.905542	4.074040	12.057746	3.615243	3.481317	0.785214
tray	11.960771	4.931081	11.853700	3.408314	3.546309	0.992989
tree	11.303369	3.717379	10.959897	4.427278	2.736370	0.409586
truck	11.607992	2.984187	11.311529	3.579182	2.705689	0.420547
try	11.427672	3.929085	11.878475	4.919428	1.640332	0.432571
tummy	11.378464	4.257842	10.942237	4.874014	2.699296	0.718849
tuna	14.562664	5.459496	12.663386	6.361290	3.437051	0.341407
turkey	11.902839	5.152262	11.125440	4.582578	3.591547	0.691100
turn	11.704888	4.256444	15.980667	4.875818	0.856265	1.060861
turtle	12.750657	3.356099	11.554849	2.875963	3.375143	0.638247
tv	11.704359	2.785615	11.258500	3.171839	3.389992	0.455399
uh	11.065767	3.933479	10.379133	5.332508	1.526014	0.151332
uncle	13.492444	6.103826	12.107950	6.966108	3.373985	0.320302
under	12.700681	4.234472	12.644583	-0.765528	3.918653	2.436864
up	11.678807	2.640890	12.521776	3.219380	1.492426	0.528802
us	10.930033	3.737651	11.267660	3.413877	2.593412	0.866492
vacuum	12.835390	5.860696	11.066845	6.207198	3.764556	0.489399
vanilla	11.508637	6.193030	10.378497	6.702462	3.634050	0.091296
wait	11.253525	4.911193	11.311991	5.893549	2.035192	0.710202
wake	11.567149	3.764445	10.704327	4.113753	3.379952	0.455354
walk	11.932387	4.334705	14.376174	2.955434	2.209187	1.547939
walker	13.859776	5.584367	11.915573	6.755545	4.023206	0.246449
wanna	11.478759	2.713015	11.540092	3.637098	1.434323	0.223533
was	11.423318	2.049190	12.076819	2.195140	1.831867	0.654579
wash	11.260533	3.130658	11.190079	2.781573	3.041295	0.780765
washing	13.459982	4.767262	11.825069	5.088025	3.132234	0.412042
watch	11.730287	5.402414	16.730287	5.195409	-0.267501	2.006343
water	11.716132	3.315707	12.356550	2.990577	2.166677	0.941636
we	11.211174	2.916221	10.992669	3.671871	1.470338	0.272172
were	11.951315	3.600242	13.342446	3.720308	1.714532	0.832737
wet	11.359483	4.179308	10.805338	4.064551	3.071244	0.638756
what	11.648180	2.653213	11.187685	3.261111	1.285714	0.288688
when	11.404235	4.959280	13.976284	5.266224	1.175600	0.789562
where	11.092916	3.552258	10.724085	4.316685	1.545221	0.308395
which	11.332235	5.300704	14.199377	5.656201	0.959535	1.039174
white	11.606898	3.760490	11.566470	2.864336	2.959201	0.912268
who	11.653223	2.660078	12.070211	2.813058	1.796495	0.808127
why	11.835803	4.433672	12.332863	5.074185	1.458560	0.685521
will	11.519231	4.776596	12.732628	4.959870	1.349568	0.961829
wind	12.319328	5.327365	11.497700	5.851652	3.042572	0.567704
window	12.677765	2.749766	11.867243	3.094719	2.711129	0.518857
windy	13.579726	5.825612	11.978857	6.294162	3.305065	0.277780
wipe	11.899240	4.710709	11.907239	4.782444	2.860053	0.791263
wish	12.023250	6.276868	11.834523	5.874696	2.679811	1.026821
with	11.428486	1.942198	11.222735	2.511288	1.537320	0.277072
wolf	13.480418	2.944079	11.676985	3.308519	3.408488	0.338690
woods	12.678383	5.971474	11.343095	6.312851	3.122129	0.288093
woof	11.455178	2.776314	12.011261	2.542524	2.513261	0.927018
work	11.259336	4.121810	11.182282	3.922343	2.636024	0.735937
would	11.291711	4.639889	13.199292	4.959028	1.311893	0.716353
write	11.266732	3.700519	10.848287	4.074239	3.133034	0.430739
yard	11.714848	4.646264	10.990350	4.542871	3.506691	0.494800
yellow	11.357872	4.234498	15.108530	3.886344	1.152447	1.490761
yes	12.083183	4.463767	11.149437	5.553011	1.596495	0.159208
yesterday	12.160588	4.189791	11.469413	4.805735	3.009459	0.553300
yogurt	12.542979	5.214462	11.080519	5.634025	3.231020	0.624872
you	11.433897	1.971723	10.541751	2.473097	1.014231	0.133549
your	11.757174	3.014022	11.332109	3.644491	1.385217	0.298981
yourself	11.505892	3.415777	12.265688	1.855633	2.645660	1.317793
yum	11.965668	2.808526	13.095503	2.856075	1.821840	0.771708
zebra	11.523054	4.841601	16.523054	3.778223	1.135552	2.267289
zipper	12.360918	4.901124	12.954973	-0.098876	4.490081	1.686373
zoo	12.052695	2.557845	14.688921	0.541963	2.441569	1.400683
