Token	MaxSurprisal	MinSurprisal	ParamUpper	ParamLower	ParamXmid	ParamScale
bottle	11.723600	3.588920	16.723600	3.809142	0.953538	1.289804
bowl	11.816014	4.172409	12.315996	3.727372	2.629107	0.970017
box	10.865610	2.583748	10.603862	2.491294	2.645084	0.714394
boy	11.477930	2.703717	12.073099	3.375125	1.972702	0.563058
bread	11.135784	4.508944	16.135784	1.939554	1.388830	2.556593
break	11.936796	3.844283	11.575622	3.650506	2.863780	0.600986
breakfast	11.434564	3.507859	11.611864	3.839198	2.670009	0.735067
bring	11.342776	4.651137	12.184075	4.448554	2.195429	1.047284
broken	12.021509	4.569866	11.469705	5.128189	3.001499	0.452319
broom	12.962449	5.157365	11.316414	5.292094	3.676915	0.393321
brother	11.633706	4.028112	11.702345	1.664836	3.459395	1.108472
brown	11.624081	4.246284	10.809415	3.975058	3.197836	0.768299
brush	12.259244	3.564654	11.523965	4.227216	3.088181	0.556876
bubbles	11.743525	4.474675	11.789466	3.469287	3.400042	1.020790
bucket	11.988783	5.791991	12.110325	5.965251	2.411994	0.909128
bug	12.644880	4.278918	12.502746	4.554953	3.019118	0.692157
build	11.508226	4.288345	11.983180	4.422579	2.479594	0.828760
bump	10.804387	4.157783	10.002932	4.876023	3.465101	0.215907
bunny	11.355641	4.358095	13.115330	3.156380	2.501181	1.603122
bus	11.712635	2.254325	10.568156	2.281221	3.004349	0.419945
but	11.526156	4.280564	11.120331	5.143813	1.458059	0.246525
butter	12.763386	3.441496	12.462348	1.749629	3.182288	0.965329
butterfly	12.236022	4.680786	12.762718	3.946115	2.771385	1.001407
button	11.609937	4.092336	11.684224	4.258604	3.014981	0.740782
buy	12.763997	3.600411	12.644038	4.042138	2.696696	0.467663
by	11.357632	4.682725	13.252552	3.464540	2.216867	1.496738
bye	11.137278	2.352034	10.507386	2.725725	2.612371	0.492335
cake	13.131213	3.075155	12.541463	2.628722	2.863357	0.669954
call	11.900137	4.577030	11.835017	4.436915	2.593948	0.779370
camera	11.590014	4.150495	16.590014	-0.288260	2.552096	2.684047
camping	14.562037	6.449950	12.791238	7.125129	3.521073	0.174968
can	10.126969	2.953146	10.346221	3.532044	1.311091	0.412874
candy	12.536305	4.806623	11.686744	4.897904	3.399817	0.426266
car	10.899511	3.225892	10.445854	3.496532	2.453643	0.519210
careful	11.240838	3.202606	11.008868	3.558980	2.391996	0.579699
carrots	11.569294	4.663854	10.342005	4.374848	3.626255	0.439036
carry	11.955048	4.648313	11.532006	4.447637	3.101144	0.672707
cat	11.701963	3.762430	11.317601	4.157099	2.550415	0.464472
catch	12.095437	3.928158	11.430713	3.548740	3.208481	0.662145
cereal	11.324349	5.401846	11.602859	5.426588	2.739152	0.906227
chair	11.724913	2.986898	11.953639	3.169579	2.512400	0.780233
chalk	14.225945	5.760943	12.001011	6.220228	3.518976	0.288388
chase	11.042729	7.210098	10.558503	7.456523	3.613418	0.344899
cheek	12.516656	6.809203	12.279987	5.866808	3.220023	1.199549
cheese	12.017903	3.830107	13.168877	3.029263	2.200710	1.258153
chicken	11.677347	3.862804	13.106281	2.894939	2.347454	1.322999
child	11.615988	6.270377	11.538270	4.456074	3.825875	1.103630
chin	12.378839	4.762036	10.927172	5.078198	3.389909	0.457069
chocolate	11.882883	4.789443	11.067726	5.343665	3.035104	0.243544
choo	11.896743	3.461024	11.102753	3.949908	2.992631	0.473748
church	12.669518	5.259725	11.514057	6.037895	3.400902	0.205031
circus	11.579593	3.410196	10.468470	3.795978	3.646915	0.398698
clap	11.424651	4.224750	9.333251	4.785875	3.679422	0.107396
clean	10.931232	4.249670	12.519663	2.031174	2.884249	1.702701
climb	11.111577	4.974713	10.947728	5.474449	2.933403	0.620203
clock	12.146696	3.998859	17.146696	3.058276	1.209374	1.790543
close	11.009089	4.312923	11.498468	2.790583	3.140454	1.453210
closet	13.102776	4.105328	11.878700	3.343079	3.434195	0.679534
cloud	12.684119	4.133056	11.350157	4.561781	3.567584	0.301028
clown	11.542066	3.200529	10.619644	2.341308	3.507570	0.640104
coat	12.188144	4.731942	11.386258	5.270151	2.964585	0.510825
coffee	11.935361	3.334834	11.049856	3.354788	3.170707	0.460497
coke	14.487134	5.917678	12.374846	6.250001	3.600386	0.223798
cold	12.618673	4.076508	13.140356	4.067682	2.446380	0.802948
comb	11.906394	5.120816	10.765371	5.873714	3.404401	0.487285
cook	12.156391	4.284286	11.562529	3.628666	3.323793	0.705632
cookie	12.333831	3.233861	17.333831	1.872600	1.544453	1.826146
corn	11.537773	5.120007	10.868430	5.651829	3.337969	0.393680
couch	12.710551	3.509924	12.659044	3.109899	3.087250	0.692519
could	11.051191	4.107909	13.713957	4.228929	1.242441	1.061216
country	13.750946	5.773806	11.815501	6.227693	3.399610	0.256662
cover	11.171793	6.024830	10.252131	6.332545	3.733153	0.602013
cow	11.760372	3.164968	16.500407	0.712428	1.767886	1.965648
cowboy	13.014839	5.361675	11.411237	5.877380	3.506937	0.256721
cracker	12.262103	4.737789	11.567847	4.900992	3.200126	0.633546
crayon	14.220857	4.858489	12.118972	6.141386	3.052912	0.382066
crib	11.622261	4.601872	11.441368	3.802243	3.552629	0.793335
cry	11.212229	3.820527	10.902400	3.840965	3.179605	0.568270
cup	11.104584	4.187593	14.801898	2.967066	1.545109	1.833729
cut	11.043102	4.254182	10.967007	3.632114	3.242212	0.695802
cute	11.336614	5.080741	15.461900	0.080741	3.093534	3.095734
daddy	11.735086	4.377736	12.692352	4.828804	1.915674	0.970258
dance	12.974247	3.479784	13.937687	0.730497	3.288616	1.348664
dark	13.286424	3.350191	11.862489	3.432327	3.237565	0.368631
day	11.613815	2.834885	14.774639	0.794318	2.232539	1.611481
deer	12.198895	3.845994	11.698988	-1.154006	4.456014	1.171880
diaper	11.539704	3.420035	15.077263	-0.909045	3.320922	2.341900
did	11.705168	4.008257	11.422145	4.562018	1.556756	0.271773
dinner	12.030179	4.144223	12.205525	3.870218	2.586902	0.912799
dirty	10.522552	5.312354	10.266966	5.383396	3.020331	0.714242
dish	12.552348	5.826400	13.133357	4.326740	3.000135	1.404325
do	11.253064	2.538255	11.790810	3.305937	1.291117	0.398848
doctor	11.888415	3.869765	11.171481	3.874171	3.162247	0.514421
does	11.042032	3.917996	11.165125	4.965479	1.562735	0.386251
dog	10.906672	3.958745	13.101116	3.825473	1.742758	1.082654
doll	12.162947	4.101288	15.145837	4.433120	1.409748	1.213315
donkey	12.159873	5.069301	13.907929	4.177080	2.325214	1.499340
donut	14.292917	4.784485	11.985284	5.355306	3.585758	0.291913
door	12.840413	2.363425	13.768003	1.890155	2.311779	0.876867
down	11.485771	2.427774	13.539166	2.472026	1.727715	0.853612
downtown	14.235675	6.663569	12.122460	7.536773	3.791111	0.179794
draw	13.916886	3.056798	11.589779	3.930917	2.893563	0.232653
drawer	12.371719	4.372680	12.048966	3.371935	3.391826	0.773032
dress	11.882244	4.896547	11.801404	5.103687	2.896156	0.815793
drink	11.106685	3.408662	11.980897	2.718208	2.543857	1.041175
drive	11.912039	3.674317	11.288558	3.310781	3.173186	0.612407
drop	11.470417	5.257773	10.427604	5.331116	3.386358	0.526999
dry	11.600309	4.791089	11.402600	3.411010	3.459444	1.009473
dryer	13.319998	7.649873	11.839083	7.732315	3.715098	0.343727
duck	11.577889	4.069944	13.250639	4.173565	1.808654	1.066879
dump	11.135673	5.003114	10.158090	4.936041	3.714196	0.409989
each	11.081596	6.107398	10.635206	5.344268	3.309296	1.005146
ear	11.500979	4.538102	11.134658	4.028273	2.995391	0.755812
eat	11.734321	3.001115	14.048483	3.526694	1.262697	0.771487
egg	12.982013	4.252021	11.620872	4.840480	2.620002	0.278864
elephant	12.053867	3.813790	11.576772	4.210916	2.665222	0.481487
empty	12.289988	5.276085	10.849236	5.711277	3.266082	0.417864
every	12.181262	7.220674	12.032102	7.714269	2.280184	0.754202
eye	11.565457	4.492665	12.838194	4.052445	2.327643	1.417713
face	11.778501	3.878872	14.632585	2.512995	1.792041	1.630426
fall	11.905035	3.674496	12.749962	2.896224	2.464602	1.211945
farm	11.671884	2.916246	14.491407	-2.083754	3.357567	2.046173
fast	11.017491	3.651444	10.636222	3.601207	3.125682	0.510739
feed	11.574195	4.929582	16.574195	3.482256	0.977173	2.375213
find	12.099920	3.034114	13.861216	3.122774	1.781146	0.840853
fine	11.433433	5.026670	16.433433	0.214627	2.434494	3.112090
finger	11.733171	3.635310	11.786067	3.817336	2.586222	0.674168
finish	11.790368	5.172523	12.061349	5.160915	2.587497	0.935046
first	11.267436	4.630505	16.267436	2.181411	1.609064	2.249532
fish	11.140151	4.054243	10.949560	4.514133	2.657718	0.431269
fit	12.236116	2.919176	12.439630	2.750292	2.653139	0.798572
fix	13.165603	3.812659	11.876782	4.895484	2.661112	0.400741
flag	13.844633	5.232149	12.231259	6.167672	3.255748	0.363585
flower	13.033899	5.277077	11.684658	6.750079	2.479650	0.127960
food	11.792381	3.983716	16.792381	4.589805	0.778156	1.095707
foot	11.822266	2.413808	16.822266	-1.568268	2.295514	2.027469
for	11.467004	3.119561	12.017608	4.118324	1.501177	0.429099
fork	11.986586	3.627111	10.717148	3.893596	3.289876	0.403480
french	12.392308	6.343110	11.230385	6.668292	3.675920	0.229031
friend	12.007972	3.033262	12.841260	1.053718	2.771368	1.248379
frog	11.345446	3.648630	14.498695	-1.351370	3.221850	2.471387
full	12.536577	5.205269	12.406897	4.173602	3.104718	0.934021
game	10.949846	3.116181	10.420589	2.917715	3.411333	0.490335
garage	12.689862	3.502980	11.366959	3.934595	3.048902	0.381454
garbage	12.891419	3.326653	11.766936	3.435340	3.201508	0.488140
garden	13.663809	2.898391	12.238108	3.720485	2.890770	0.375072
gas	11.981809	5.652616	11.496743	5.837616	3.437055	0.374316
gentle	11.370849	4.936178	14.013662	3.319338	2.406839	1.908240
get	11.143802	3.223337	10.903271	4.057920	1.509808	0.275031
giraffe	11.836823	3.975429	11.757453	4.567552	2.945511	0.466177
girl	11.294470	2.017904	10.941969	2.582684	2.155416	0.485473
give	11.211480	3.310911	13.554585	3.659733	1.349372	0.869376
glass	11.866922	5.217428	10.837776	5.505156	3.311845	0.435265
glasses	12.110818	3.792378	11.641789	3.440920	3.200971	0.588780
gloves	12.726450	4.835202	11.237418	5.350860	3.631936	0.248619
glue	12.741393	4.883641	11.111571	5.668224	3.474064	0.213497
go	10.431256	1.586848	13.859247	1.641096	1.325121	0.871829
good	10.436313	3.375382	11.413156	3.894991	1.410710	0.520304
goose	11.052857	4.289535	9.496184	4.821817	3.695798	0.262016
grandma	11.444707	4.838343	10.664495	4.198736	3.628255	0.610462
grandpa	11.268145	3.985829	10.616953	4.414963	3.526166	0.234077
grapes	13.445367	3.982512	12.374233	4.582258	3.052042	0.391258
grass	12.187579	3.171214	11.178670	2.933050	3.193477	0.566943
green	11.819063	3.444542	13.205783	3.168949	2.065193	1.002816
gum	11.612577	4.104294	10.906973	4.584437	3.560112	0.257859
hair	11.161217	2.622968	15.715721	1.188789	1.629659	1.611030
hamburger	12.293491	5.077460	14.915572	0.077460	3.933847	3.481706
hammer	12.225621	2.873460	11.391976	3.411018	3.363224	0.496903
hand	10.770584	3.495271	13.578734	3.662996	1.451592	1.140909
happy	11.946098	3.390791	12.728840	2.539872	2.645437	1.031114
hard	11.564867	4.413340	15.872447	3.932800	1.124780	1.470165
hat	11.820005	3.028548	16.820005	1.550540	1.446125	1.703845
hate	12.955625	5.141617	12.160905	6.322446	3.135838	0.508676
have	9.925147	2.016339	10.005533	3.016908	1.404973	0.327681
he	11.424144	2.438821	12.467814	3.434331	1.504792	0.465173
head	11.277993	3.019973	11.989214	3.394980	1.860325	0.648921
hear	11.105695	3.506411	12.106445	4.145425	1.877875	0.826298
heavy	11.502056	4.442278	10.816391	3.588801	3.308163	0.799959
helicopter	12.513357	4.182739	11.486420	4.637622	3.247368	0.423248
hello	11.313778	3.989826	13.045361	4.378256	1.419908	0.847208
help	12.306780	3.701686	14.209906	3.953978	1.886721	0.924925
her	11.530386	1.840852	14.165749	1.821500	1.578870	0.882283
here	11.067236	3.254363	10.999460	4.038428	1.351088	0.290018
hi	11.996699	4.515880	11.216459	6.177788	1.518145	0.173791
hide	12.015281	3.925267	11.228305	3.975111	3.269040	0.492494
high	11.335403	5.284098	12.677830	2.493085	3.062970	1.807106
him	11.506008	2.350738	14.264407	2.479123	1.471233	0.925416
his	11.300883	3.733161	16.300883	3.835008	0.759726	1.146583
hit	11.695919	4.952892	16.695919	0.485734	2.489798	3.118034
hold	11.916647	5.282871	12.221463	6.131060	1.525021	0.386069
home	11.990643	0.421500	14.115850	1.596118	1.485377	0.602258
horse	11.570256	3.566429	13.525243	2.270526	2.355733	1.380984
hose	13.899788	4.450005	12.720784	4.774089	3.320661	0.427402
hot	12.080959	3.696008	11.836393	4.392284	2.518810	0.459411
house	10.354421	2.085033	10.784546	1.409498	2.834436	0.964623
how	11.780729	4.468328	12.006157	5.105626	1.542937	0.330006
hug	11.487922	3.376853	16.018648	-1.623147	2.908194	2.497248
hungry	11.959693	3.907065	13.941766	1.241366	2.552216	1.726593
hurry	11.701999	6.266096	11.037684	6.789341	3.514328	0.406498
hurt	11.165440	3.683668	11.252350	3.532808	2.898868	0.785898
i	11.634173	4.271322	10.535877	4.608843	3.193016	0.367245
ice	12.151051	4.644961	15.546427	4.773779	1.201883	1.148261
if	11.943403	3.787806	12.073719	4.563945	1.544217	0.506127
inside	11.265553	4.904451	11.350188	3.858862	2.953979	1.128314
into	11.533005	5.179279	13.456055	5.657976	1.359122	0.867601
is	11.313626	2.444080	11.767681	3.330346	1.300712	0.311308
it	10.423816	2.049256	10.800360	2.417400	1.418976	0.312064
jacket	11.587914	3.558046	10.753893	3.727452	3.490058	0.434060
jar	12.330380	5.126489	14.247645	0.126489	3.968860	2.125613
jeans	12.387207	5.589063	10.889273	6.505087	3.809021	0.167287
jelly	13.469026	5.340542	11.912010	6.129461	3.123160	0.283439
juice	11.510954	2.486002	13.150735	2.313674	1.952626	1.085928
jump	11.361701	2.979681	10.053930	3.258534	3.335065	0.365002
keys	11.155687	5.125378	16.155687	0.125378	2.782003	4.257970
kick	11.440857	5.401976	10.902504	4.550779	3.549707	0.816447
kiss	10.641124	2.074961	12.564539	-2.925039	3.641302	1.825053
kitchen	11.712501	3.518550	12.091604	3.601134	2.377948	0.748972
kitty	10.744073	3.011508	11.954089	3.523628	2.262169	0.901795
knee	12.247051	2.958052	11.939529	3.015720	3.197915	0.574278
knife	14.519794	4.586380	11.956269	5.344408	3.078322	0.238703
knock	11.440073	4.282605	12.524875	-0.717395	4.152165	1.913208
ladder	13.181257	4.568791	11.901134	5.109729	3.073717	0.269925
lady	12.091897	4.873536	11.987570	4.031544	2.926896	1.070349
lamb	10.343764	3.953723	8.920422	4.285715	3.895394	0.212569
lamp	13.527823	4.372341	11.862642	4.434508	3.694048	0.353974
last	10.811379	4.262284	12.231116	1.108024	3.359829	1.733446
later	11.265684	3.600845	10.343727	3.514693	3.321836	0.531913
lawn	14.163868	5.068695	11.959596	5.610125	3.773098	0.359115
leg	12.349657	2.469595	12.645692	0.147496	3.402849	1.106863
lick	11.763616	5.059391	10.611617	5.500239	3.671080	0.260995
light	11.617174	3.866668	12.558295	2.982708	2.781021	1.080247
like	11.039887	1.842470	11.474880	2.670207	1.411340	0.376807
lion	11.977747	3.397658	11.483878	3.959089	2.779034	0.543167
lips	13.199573	5.380057	12.642314	5.659629	3.156602	0.510913
listen	12.060509	5.368096	11.818228	4.850201	2.824463	1.029838
little	12.254160	3.145537	11.663248	4.030060	1.485936	0.241547
living	11.771794	4.071173	11.288358	3.738690	3.427890	0.566058
lollipop	11.729535	2.960721	10.884241	3.762841	3.635726	0.170410
long	11.152182	3.829267	12.098403	3.247214	2.459599	1.034827
look	11.214352	3.224758	12.769680	3.726558	1.214429	0.598818
loud	11.238867	3.889968	10.457638	3.721702	3.483000	0.526482
love	11.722679	4.636302	15.747033	5.277257	0.653677	1.185830
lunch	10.877576	2.638783	10.780567	1.947508	3.170269	0.775862
mad	10.733700	5.549195	9.811395	6.138924	3.500426	0.261034
make	11.583718	4.263494	11.682126	4.887511	1.576082	0.371165
man	11.791153	3.807027	12.952316	3.314572	2.492007	1.006637
me	11.253008	1.528694	12.158765	2.056393	1.697053	0.521817
meat	11.996807	4.435182	11.723010	2.577446	3.484316	1.154840
medicine	13.584541	3.791410	11.927231	3.852602	3.243604	0.462602
milk	12.134718	3.289901	12.375016	3.251832	2.474164	0.721249
mine	11.094856	4.210430	10.433445	4.682967	2.878423	0.388896
mommy	11.544364	3.981887	16.544364	3.835312	1.000913	1.718393
money	12.544089	3.492672	12.058278	3.667375	2.987062	0.515819
monkey	10.736439	3.779023	10.629446	3.778760	3.046798	0.763619
moo	12.043456	3.614600	17.043456	-1.385400	2.497826	2.897852
moon	11.711120	1.986427	12.586345	-0.176351	3.193735	1.304838
moose	12.987324	5.545639	11.435894	5.964173	3.703916	0.516806
mop	14.211385	6.138357	12.099566	6.563432	3.795249	0.250355
more	11.121129	3.373348	12.257162	4.068816	1.471145	0.525344
morning	12.345439	2.549580	12.070376	2.646429	2.530610	0.602632
motorcycle	13.013881	4.749990	11.721344	5.376774	3.313486	0.559833
mouse	12.288407	3.504201	12.556917	3.664008	2.654370	0.703279
mouth	10.996729	1.502604	14.067858	0.894711	1.844434	1.124567
movie	13.606103	3.999225	12.143594	4.211866	3.438604	0.399688
much	11.229392	2.557680	12.362171	1.999481	2.106754	1.001251
muffin	13.285963	5.227009	12.158374	5.334117	3.534172	0.407698
my	11.274491	4.472150	11.783398	5.369702	1.365106	0.357753
myself	11.569944	4.278991	10.748408	4.623534	3.221522	0.321368
nail	13.964665	6.021798	12.546808	6.659929	3.223193	0.371074
nap	10.833813	3.044142	10.778480	2.391176	3.304532	0.778622
napkin	12.589114	5.122691	11.686933	5.708824	3.339411	0.342047
naughty	13.431652	4.444462	11.706127	5.225927	3.007307	0.227665
necklace	12.782667	4.687950	12.106997	4.528698	3.457733	0.625383
need	11.890290	4.084691	11.957898	4.872192	1.825718	0.437834
new	11.400418	4.896021	14.246748	5.163992	1.200510	1.004231
next	10.959789	5.117303	13.584295	3.756128	2.052570	1.740579
nice	11.279669	3.335314	14.228737	3.557066	1.220563	1.143090
night	11.038004	3.460445	11.787961	2.265290	2.772904	1.284946
no	10.246953	2.997615	9.942685	3.690057	1.544283	0.199057
noisy	11.866008	5.664000	11.703261	4.539066	3.439729	1.030293
none	11.556761	6.338868	11.252506	4.996782	3.700610	1.116628
noodles	11.160859	4.825139	10.369935	5.125249	3.856886	0.225856
nose	11.727148	2.557754	14.067695	1.395387	2.079640	1.309397
not	11.886956	3.357356	11.770443	4.041523	1.522419	0.233659
now	12.240260	3.802552	12.581526	4.598218	1.579240	0.429643
nurse	12.315091	4.872962	11.385782	5.050343	3.412378	0.400744
nuts	14.395494	5.278422	12.729014	5.597893	3.342309	0.416903
of	11.982133	1.550708	12.363245	1.994740	1.577538	0.395292
off	10.724195	2.343415	13.190923	1.299979	2.147011	1.222074
old	10.889175	4.343057	11.676304	1.202595	3.597743	1.568861
on	11.483921	2.745716	10.992338	3.470269	1.482362	0.287326
open	12.131902	4.121130	14.970781	3.736701	1.640614	1.193453
orange	10.799238	4.445242	12.149941	4.001525	2.014479	1.162526
other	10.865930	4.095640	11.494946	4.678325	1.432777	0.473902
ouch	11.809921	7.145998	11.354096	7.618925	2.334707	0.446316
our	11.594559	4.435698	15.392645	3.695551	1.336263	1.565470
out	11.472074	2.222463	16.472074	2.081771	1.120095	1.204804
outside	11.095829	4.504842	10.990745	4.824279	2.696482	0.656700
oven	11.989984	3.727919	12.374008	3.127801	2.893390	0.827622
over	11.321742	3.309346	14.345186	3.589275	1.279572	0.950696
owl	10.589279	4.160368	9.787099	4.144150	3.484195	0.540355
paint	13.400701	5.089261	12.174192	5.731003	3.297213	0.343253
pajamas	12.759075	3.793539	11.214041	3.956991	3.163955	0.465091
pancake	12.144244	5.450243	11.162694	5.560022	3.772195	0.404965
pants	11.531783	3.297058	13.111720	0.721367	2.982457	1.535678
paper	11.726282	2.846287	11.718193	2.815160	2.701234	0.721203
park	12.217025	3.534978	10.645815	4.263886	3.128775	0.352120
party	12.104543	2.853737	11.455631	3.063716	3.095172	0.407732
peanut	12.056901	4.995652	17.056901	2.032102	1.716570	2.782616
peas	11.050442	3.894317	16.050442	-1.105683	2.428270	3.222240
pen	11.105421	5.118744	11.012297	5.562875	2.945599	0.466457
pencil	13.776126	3.325869	11.577426	3.724475	3.355116	0.349859
penguin	13.128157	5.472773	11.847750	6.234200	2.962080	0.379370
penis	13.872349	5.970192	11.829216	6.441570	3.719024	0.304857
penny	13.323621	3.966694	12.198096	4.563582	3.271886	0.309103
people	11.325284	4.173413	13.349594	3.660147	1.992306	1.179044
person	11.742490	4.031202	11.208095	3.917116	3.348721	0.594853
pick	11.842314	5.625756	12.525884	6.376932	1.340022	0.547298
pickle	14.091676	3.253325	12.233800	3.502549	3.562356	0.230081
picnic	12.283215	3.056786	11.736300	3.354006	3.169853	0.472295
picture	11.798875	2.716938	12.282162	2.234497	2.567173	0.766248
pig	11.188316	3.992080	12.670219	2.950487	2.407551	1.214436
pillow	12.424441	5.214935	11.231782	5.374242	3.093450	0.596833
pizza	11.943008	3.996717	16.943008	4.166409	0.684456	1.545379
plant	12.234229	7.078397	11.528709	8.191332	2.995617	0.517381
plate	12.654113	3.085160	17.654113	0.522770	1.960268	1.808261
play	10.654284	2.831063	11.006915	3.970892	1.526970	0.371043
playground	13.525412	6.581309	12.247175	7.180653	3.527889	0.343345
please	11.443849	3.835552	13.369016	3.037543	2.026386	1.369648
police	13.434421	4.778912	12.213961	5.117697	3.143977	0.354848
pony	14.044451	5.272991	11.495806	5.777527	3.407687	0.350531
pool	12.236645	2.928903	10.789770	3.612059	3.382379	0.252224
poor	10.972132	5.544517	10.507833	6.117875	2.966798	0.561387
popcorn	13.949149	4.845251	12.224940	5.052626	3.618042	0.343421
popsicle	13.581250	6.962216	11.699263	7.033376	3.946143	0.399458
porch	12.209601	4.049956	10.864762	4.276985	3.746967	0.244177
potato	11.985906	4.037983	11.166660	4.818477	3.415186	0.307180
pour	12.203409	5.038409	11.618980	4.773441	3.096936	0.789292
present	12.976649	4.024840	11.768347	4.348193	3.107627	0.356934
pretend	11.280396	4.141325	16.280396	0.221070	2.396936	2.823826
pretty	10.628043	4.682042	15.628043	3.710321	0.747025	2.146136
pretzel	13.005061	5.472611	11.207057	5.733049	3.867257	0.270853
pudding	13.930892	5.396014	12.135918	5.676927	3.413295	0.342345
pull	12.277224	4.900278	14.533025	5.323320	1.405647	0.951073
pumpkin	11.321234	4.945539	10.941575	3.763707	3.655017	0.920915
puppy	11.673359	4.008322	13.976976	-0.991678	3.609639	2.513075
purse	11.432802	4.755747	10.911924	4.809411	3.503635	0.614914
push	12.180037	3.190592	13.151114	3.038262	2.343282	1.048526
put	12.036418	2.182837	12.018541	3.527722	1.590352	0.351767
puzzle	12.770463	3.829465	12.199700	4.365652	2.994813	0.472579
quack	11.222561	2.423822	12.488330	2.158212	2.250601	0.983723
quiet	11.650402	3.864675	11.798662	-1.135325	4.423643	1.421519
radio	12.723999	6.234908	11.529539	6.700672	3.145123	0.468967
rain	11.403310	3.591780	10.569470	2.591229	3.531985	0.701783
raisin	14.545953	6.326882	12.487083	7.299596	3.490271	0.515462
