dataset_name,peekbank_subject_id,peekbank_admin_id,age,lab_subject_id,sex,n_trials,n_trials_rt,short_window_accuracy,long_window_accuracy,rt,log_rt
adams_marchman_2018,197,226,17,11003,female,30,15,0.626282086711251,0.6525229862665957,840,6.648177989544021
adams_marchman_2018,197,227,17,11003,female,16,5,0.5986796088875245,0.673679773631383,760,6.595743663301313
adams_marchman_2018,197,228,19,11003,female,28,10,0.23511132485815273,0.22367498620772094,2142.5,7.498026345221543
adams_marchman_2018,197,229,19,11003,female,25,13,0.7137785842783612,0.7275380212504835,1059.6153846153845,6.789739531580227
adams_marchman_2018,198,230,16,11009,female,30,11,0.6901728943074924,0.6187216766018669,940.9090909090909,6.6957530219784145
adams_marchman_2018,198,231,16,11009,female,30,16,0.6110374039055771,0.5844830891331367,901.5625,6.754032043366853
adams_marchman_2018,198,232,18,11009,female,31,16,0.6966532632754733,0.6803638057913145,698.4375,6.44666342784753
adams_marchman_2018,198,233,18,11009,female,31,11,0.6416737734051456,0.6183954884109646,931.8181818181818,6.6277254351372745
adams_marchman_2018,199,234,15,11011,male,31,16,0.6100361948986657,0.519646946169484,1068.75,6.885715568647989
adams_marchman_2018,199,235,16,11011,male,32,14,0.5622197859613637,0.5652374344873545,1421.4285714285713,7.1844025533366676
adams_marchman_2018,199,236,18,11011,male,28,11,0.5063255828264457,0.5032487537657304,1547.7272727272727,7.1965598357287925
adams_marchman_2018,199,237,18,11011,male,28,15,0.5298403909524483,0.5684626942250163,1330,7.086625726649944
adams_marchman_2018,200,238,15,11014,male,31,14,0.6761698704178234,0.652131101808419,1021.4285714285714,6.82021617583125
adams_marchman_2018,200,239,15,11014,male,31,17,0.6745296992775907,0.7616074566529042,1208.8235294117646,6.9582968505936424
adams_marchman_2018,200,240,17,11014,male,32,15,0.7119767399427881,0.7570814133565869,1063.3333333333333,6.885987794469059
adams_marchman_2018,200,241,17,11014,male,32,15,0.7113426158246973,0.7279479083838423,1178.3333333333333,6.992203888076031
adams_marchman_2018,201,242,15,11035,male,32,8,0.667617853889727,0.6259357594754233,1337.5,7.0144803672491935
adams_marchman_2018,201,243,16,11035,male,32,13,0.6275993231135631,0.635375819680412,1259.6153846153845,7.096138666803336
adams_marchman_2018,201,244,19,11035,male,32,8,0.6885515373125705,0.6476895139350319,1612.5,7.2510988949144055
adams_marchman_2018,201,245,19,11035,male,32,13,0.7717706437491302,0.7008042936247555,873.0769230769231,6.729380244731615
adams_marchman_2018,202,246,16,11036,male,26,12,0.5653612583133326,0.5711655151404722,1677.0833333333333,7.346471571435251
adams_marchman_2018,202,247,16,11036,male,28,12,0.6515213941799503,0.6779299569951774,1737.5,7.304019792384855
adams_marchman_2018,202,248,18,11036,male,24,8,0.7242630234713147,0.6608152913135362,996.875,6.887318157838874
adams_marchman_2018,202,249,19,11036,male,26,7,0.681481379563858,0.7183653269610769,1175,6.9761309931223865
adams_marchman_2018,203,250,15,11037,male,30,12,0.654274542200295,0.7078087516407878,1381.25,7.089596855060824
adams_marchman_2018,203,251,15,11037,male,31,12,0.7149112056224888,0.7862430276251169,1129.1666666666667,6.987970834899737
adams_marchman_2018,203,252,18,11037,male,32,17,0.7436605971771522,0.6899672929691854,995.5882352941177,6.79387879801598
adams_marchman_2018,203,253,18,11037,male,31,12,0.7672073372488812,0.749942794584863,893.75,6.769480380397988
adams_marchman_2018,204,254,15,11070,female,32,18,0.6448690598214716,0.590442665068297,919.4444444444445,6.771679886711694
adams_marchman_2018,204,255,16,11070,female,31,12,0.5923734420288592,0.5778132893713738,712.5,6.545746451760678
adams_marchman_2018,204,256,19,11070,female,25,15,0.6960177017099777,0.6334687848128284,625,6.42779505186635
adams_marchman_2018,204,257,19,11070,female,28,12,0.7146295464554593,0.6201351225438524,606.25,6.395025208148163
adams_marchman_2018,205,258,17,11136,male,31,13,0.7534697601252107,0.7197645848622788,888.4615384615385,6.690542110448802
adams_marchman_2018,205,259,17,11136,male,32,14,0.6871437544064278,0.5469431605973583,926.7857142857143,6.681809666939055
adams_marchman_2018,205,260,19,11136,male,31,17,0.7093319711221301,0.625980286667453,883.8235294117648,6.708199474232317
adams_marchman_2018,205,261,19,11136,male,24,12,0.6394262389338857,0.5739142230287592,850,6.640465238500926
adams_marchman_2018,206,262,16,11141,female,31,15,0.7681873983333656,0.71917678491632675,918.3333333333334,6.785593721085068
adams_marchman_2018,206,263,16,11141,female,29,8,0.7530130736107797,0.7297004866348743,1037.5,6.8980962077421974
adams_marchman_2018,206,264,18,11141,female,31,19,0.6612308379705623,0.6557272513956423,942.1052631578947,6.7872538022816835
adams_marchman_2018,206,265,18,11141,female,30,15,0.7577783434779704,0.6953500031170766,1018.3333333333333,6.8077072605671525
adams_marchman_2018,207,266,15,11200,female,27,14,0.5835668102053909,0.5535899775514032,1383.9285714285713,7.123323405294643
adams_marchman_2018,207,267,16,11200,female,29,18,0.6900380978953625,0.628217744313256,820.8333333333334,6.683872178330873
adams_marchman_2018,207,268,17,11200,female,27,13,0.6233419293773421,0.5549998130153768,1388.4615384615386,7.097559584491572
adams_marchman_2018,207,269,18,11200,female,23,14,0.44708379457088776,0.4509735151632777,1592.857142857143,7.230805768150801
adams_marchman_2018,208,270,15,11327,male,27,12,0.6169300278420096,0.5882665268464431,1170.8333333333333,6.942504778290469
adams_marchman_2018,208,271,16,11327,male,26,10,0.4837897042167139,0.47426954594065496,2200,7.595635544844234
adams_marchman_2018,208,272,18,11327,male,28,11,0.5112938035554082,0.5612232433916904,1475,7.196007091275982
adams_marchman_2018,208,273,18,11327,male,30,14,0.5007005842566123,0.5276239515978491,1482.142857142857,7.231891510779798
adams_marchman_2018,209,274,15,11356,female,26,14,0.6893571358762385,0.6438354058113608,1057.142857142857,6.900785593628084
adams_marchman_2018,209,275,15,11356,female,26,9,0.6853669301768127,0.6549347347270661,925,6.763650278764473
adams_marchman_2018,209,276,18,11356,female,26,13,0.670219438698712,0.6699902038077035,984.6153846153846,6.809720469661305
adams_marchman_2018,210,277,16,11417,male,30,10,0.5838706686524523,0.6192266069195129,1585,7.166721612156238
adams_marchman_2018,210,278,16,11417,male,30,14,0.5630730864835796,0.6120655642988694,1596.4285714285713,7.230912492192147
adams_marchman_2018,210,279,18,11417,male,29,13,0.7415911187436315,0.6661995713347669,678.8461538461538,6.496765419609224
adams_marchman_2018,210,280,18,11417,male,31,17,0.7092861695670232,0.6975381377432287,829.4117647058823,6.691552509288547
adams_marchman_2018,211,281,16,11611,male,32,17,0.5844714575167569,0.5656326806025997,1282.3529411764707,7.0706793557187915
adams_marchman_2018,211,282,16,11611,male,30,13,0.5941911790564548,0.460788266430486,1057.6923076923076,6.902708438750929
adams_marchman_2018,211,283,18,11611,male,30,9,0.5205989924325717,0.5395221443748948,1052.7777777777778,6.784537847141866
